,group,variable,month,TOTAL 3.3 CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTAL 3.3 CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
CUEVO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,1,10,1,10,11
CULPINA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,56,121,56,121,177
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,517,403,517,403,920
CURVA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,10,14,10,14,24
DESAGUADERO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,94,111,94,111,205
EL ALTO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,4651,7194,4651,7194,11845
EL CHORO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,10,23,10,23,33
EL PUENTE(STC),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,11,54,11,54,65
EL PUENTE(TJA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,155,232,155,232,387
EL TORNO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,422,677,422,677,1099
EL VILLAR,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,87,163,87,163,250
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,210,342,210,342,552
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,18,36,18,36,54
ESCOMA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,7,7,7,7,14
EUCALIPTUS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,65,82,65,82,147
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,87,117,87,117,204
FILADELFIA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,52,56,52,56,108
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,13,47,13,47,60
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,55,109,55,109,164
GUANAY,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,24,28,24,28,52
GUAQUI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,31,54,31,54,85
GUAYARAMERIN,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,169,329,169,329,498
GUTIERREZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,30,53,30,53,83
HUACARETA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,24,105,24,105,129
HUACAYA (VILLA DE HUACAYA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,20,67,20,67,87
HUACHACALLA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,5,3,5,3,8
HUANUNI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,138,261,138,261,399
HUATAJATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,26,91,26,91,117
HUAYLLAMARCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,113,148,113,148,261
HUMANATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,17,13,17,13,30
ICHOCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,23,63,23,63,86
ICLA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,62,113,62,113,175
INCAHUASI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,27,116,27,116,143
INGAVI (HUMAITA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,4,2,4,2,6
INQUISIVI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,33,99,33,99,132
IRUPANA (VILLA DE LANZA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,48,55,48,55,103
IXIAMAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,70,100,70,100,170
JESUS DE MACHACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,56,128,56,128,184
LA ASUNTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,114,216,114,216,330
LA GUARDIA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,116,160,116,160,276
LA PAZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,2189,4063,2189,4063,6252
LAJA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,18,39,18,39,57
LAS CARRERAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,14,59,14,59,73
LICOMA PAMPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,19,59,19,59,78
LLALLAGUA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,45,230,45,230,275
LORETO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,13,10,13,10,23
LURIBAY,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,15,34,15,34,49
MACHACAMARCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,25,49,25,49,74
MACHARETI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,45,75,45,75,120
MAGDALENA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,38,57,38,57,95
MAIRANA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,44,106,44,106,150
MAPIRI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,51,70,51,70,121
MECAPACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,19,47,19,47,66
MINEROS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,18,40,18,40,58
MIZQUE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,15,34,15,34,49
MOCOMOCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,89,100,89,100,189
MOJOCOYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,101,188,101,188,289
MONTEAGUDO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,103,372,103,372,475
MONTERO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,103,309,103,309,412
MORO MORO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,35,58,35,58,93
MOROCHATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,54,116,54,116,170
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,3,0,3,0,3
OCURI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,31,59,31,59,90
OKINAWA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,22,71,22,71,93
ORURO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,1029,1902,1029,1902,2931
PADCAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,635,724,635,724,1359
PADILLA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,92,161,92,161,253
PAILON,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,50,63,50,63,113
PALCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,19,36,19,36,55
PALOS BLANCOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,45,115,45,115,160
PAMPA AULLAGAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,11,10,11,10,21
PAMPA GRANDE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,4,35,4,35,39
PAPEL PAMPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,26,84,26,84,110
PASORAPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,230,200,230,200,430
PATACAMAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,30,123,30,123,153
PAZÑA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,58,79,58,79,137
PELECHUCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,14,33,14,33,47
POCOATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,41,88,41,88,129
POCONA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,231,378,231,378,609
POJO (CBBA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,45,55,45,55,100
POOPO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,43,103,43,103,146
PORCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,37,88,37,88,125
POROMA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,75,120,75,120,195
PORONGO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,50,87,50,87,137
PORTACHUELO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,37,142,37,142,179
PORVENIR,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,32,64,32,64,96
POSTRER VALLE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,14,27,14,27,41
POTOSI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,501,1089,501,1089,1590
PRESTO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,262,302,262,302,564
PUCARA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,15,18,15,18,33
PUCARANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,83,120,83,120,203
PUERTO ACOSTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,27,44,27,44,71
PUERTO CARABUCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,78,119,78,119,197
PUERTO GONZALO MORENO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,337,307,337,307,644
PUERTO PEREZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,3,18,3,18,21
PUERTO QUIJARRO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,48,15,48,15,63
PUERTO RICO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,42,42,42,42,84
PUERTO SILES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,22,26,22,26,48
PUERTO SUAREZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,73,89,73,89,162
PUERTO VILLARROEL,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,80,237,80,237,317
PUNA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,160,272,160,272,432
PUNATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,240,280,240,280,520
QUIABAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,65,73,65,73,138
QUILLACOLLO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,382,1058,382,1058,1440
QUIME,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,45,99,45,99,144
QUIRUSILLAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,20,22,20,22,42
RAVELO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,53,69,53,69,122
REYES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,9,18,9,18,27
RIBERALTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,171,371,171,371,542
ROBORE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,217,314,217,314,531
SABAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,65,67,65,67,132
SACABA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,682,1202,682,1202,1884
SACABAMBA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,20,58,20,58,78
SACACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,21,51,21,51,72
SAIPINA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,17,28,17,28,45
SALINAS DE GARCI MENDOZA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,247,300,247,300,547
SAMAIPATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,14,36,14,36,50
SAN AGUSTIN,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,13,22,13,22,35
SAN ANDRES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,20,56,20,56,76
SAN ANDRES DE MACHACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,95,114,95,114,209
SAN ANTONIO DE ESMORUCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,48,69,48,69,117
SAN ANTONIO DE LOMERIO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,11,32,11,32,43
SAN BENITO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,21,30,21,30,51
SAN BORJA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,65,175,65,175,240
SAN BUENA VENTURA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,41,44,41,44,85
SAN CARLOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,58,131,58,131,189
SAN IGNACIO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,128,229,128,229,357
SAN IGNACIO DE VELASCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,456,525,456,525,981
SAN JAVIER(BNI),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,37,44,37,44,81
SAN JOSE DE CHIQUITOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,21,44,21,44,65
SAN JUAN DE YAPACANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,12,20,12,20,32
SAN JULIAN,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,26,143,26,143,169
SAN LORENZO(PND),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,14,16,14,16,30
SAN LORENZO(TJA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,484,850,484,850,1334
SAN LUCAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,52,183,52,183,235
SAN MIGUEL DE VELASCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,19,56,19,56,75
SAN PABLO DE LIPEZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,11,10,11,10,21
SAN PEDRO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,155,193,155,193,348
SAN PEDRO DE BUENA VISTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,52,140,52,140,192
SAN PEDRO DE QUEMES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,11,12,11,12,23
SAN PEDRO DE TIQUINA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,21,39,21,39,60
SAN RAFAEL,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,17,34,17,34,51
SAN RAMON BENI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,1,10,1,10,11
SAN RAMON SCZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,48,75,48,75,123
SANTA ANA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,86,243,86,243,329
SANTA CRUZ DE LA SIERRA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,2172,3790,2172,3790,5962
SANTA ROSA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,9,7,9,7,16
SANTA ROSA DEL SARA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,142,198,142,198,340
SANTIAGO DE CALLAPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,11,19,11,19,30
SANTIAGO DE HUARI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,216,321,216,321,537
SANTIAGO DE HUATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,33,89,33,89,122
SANTIVAÑES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,1,26,1,26,27
SANTUARIO DE QUILLACAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,38,75,38,75,113
SAPAHAQUI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,15,83,15,83,98
SENA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,72,88,72,88,160
SHINAOTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,0,56,0,56,56
SICA SICA (VILLA AROMA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,26,33,26,33,59
SICAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,5,23,5,23,28
SIPE SIPE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,24,130,24,130,154
SOPACHUY,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,72,135,72,135,207
SORACACHI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,122,134,122,134,256
SORATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,18,80,18,80,98
SUCRE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,1963,4241,1963,4241,6204
TACACHI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,3,4,3,4,7
TACACOMA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,56,62,56,62,118
TACOBAMBA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,8,16,8,16,24
TACOPAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,13,32,13,32,45
TAHUA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,6,17,6,17,23
TAPACARI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,72,117,72,117,189
TARABUCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,118,167,118,167,285
TARACO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,19,34,19,34,53
TARATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,35,44,35,44,79
TARIJA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,3305,5571,3305,5571,8876
TARVITA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,55,140,55,140,195
TEOPONTE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,44,73,44,73,117
TIAWANACU,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,52,118,52,118,170
TINGUIPAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,36,115,36,115,151
TIPUANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,23,48,23,48,71
TIQUIPAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,389,818,389,818,1207
TIRAQUE (CBBA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,28,64,28,64,92
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,4,22,4,22,26
TOCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,33,53,33,53,86
TODOS SANTOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,11,14,11,14,25
TOLATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,24,32,24,32,56
TOLEDO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,6,17,6,17,23
TOMAVE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,44,123,44,123,167
TOMINA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,102,191,102,191,293
TORO TORO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,48,97,48,97,145
TOTORA(CBBA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,156,241,156,241,397
TOTORA(ORR),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,41,92,41,92,133
TRIGAL,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,11,10,11,10,21
TRINIDAD,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,330,510,330,510,840
TUPIZA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,165,259,165,259,424
TURCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,71,73,71,73,144
UMALA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,13,30,13,30,43
UNCIA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,31,67,31,67,98
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,266,474,266,474,740
URUBICHA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,13,23,13,23,36
UYUNI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,24,54,24,54,78
VACAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,18,64,18,64,82
VALLEGRANDE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,168,195,168,195,363
VIACHA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,155,327,155,327,482
VILA VILA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,8,50,8,50,58
VILLA CHARCAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,16,53,16,53,69
VILLA MONTES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,489,679,489,679,1168
VILLA NUEVA (LOMA ALTA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,8,10,8,10,18
VILLA RIVERO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,27,135,27,135,162
VILLA SERRANO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,44,87,44,87,131
VILLA TUNARI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,198,496,198,496,694
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,155,278,155,278,433
VILLAZON,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,107,267,107,267,374
VINTO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,33,188,33,188,221
VITICHI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-11-01,33,25,33,25,58
