,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES,TOTALES,TOTALES
VILA VILA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,2,1,2,3
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,12,14,12,14,26
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,21,18,21,18,39
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,2,4,2,6
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,53,46,53,46,99
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,11,5,11,5,16
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,10,6,10,16
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,11,9,11,9,20
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
WALDO BALLIVIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,29,34,29,34,63
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,104,88,104,88,192
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,9,10,9,10,19
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,3,4,3,7
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,60,51,60,51,111
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,1,5,1,6
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,10,5,10,15
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,20,15,20,15,35
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,6,6,6,6,12
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,11,8,11,8,19
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,2,1,2,3
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,5,1,5,1,6
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,4,1,4,5
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,2,0,2,2
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,0,2,0,2
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,1,4,1,5
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,1,2,1,3
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,3,0,3,3
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,12,6,12,6,18
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,11,5,11,5,16
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,1,1,1,2
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,5,9,5,9,14
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,7,2,7,9
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,1,2,1,3
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,10,8,10,8,18
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,9,5,9,5,14
BOLIVAR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,3,3,3,6
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,3,4,3,7
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,13,8,13,8,21
CAIROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,10,5,10,5,15
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,0,3,0,3
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,1,3,1,4
CALACOTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,2,1,2,3
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,9,6,9,6,15
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,1,2,1,3
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,9,7,9,7,16
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,17,7,17,24
CAQUIAVIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,3,0,3,3
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,1,7,1,8
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,62,50,62,50,112
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,2,2,2,4
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,6,2,6,2,8
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,0,3,0,3
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,9,9,9,9,18
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,4,3,4,7
CHARAÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,0,2,0,2
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,2,2,2,4
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,19,10,19,10,29
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,16,16,16,16,32
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,3,1,3,4
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,1,3,1,4
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,4,7,4,11
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,30,20,30,20,50
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,0,3,0,3
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,113,104,113,104,217
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,18,9,18,9,27
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,2,1,2,3
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,4,4,4,8
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,5,2,5,2,7
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,8,9,8,9,17
COLQUENCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,1,2,1,3
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,5,1,5,6
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,12,16,12,16,28
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,18,15,18,15,33
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,0,3,0,3
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,7,3,7,10
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,24,11,24,11,35
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,7,7,7,14
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,4,1,4,5
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,16,16,16,16,32
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,251,262,251,262,513
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,5,3,5,3,8
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,27,27,27,27,54
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,0,2,0,2
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,11,8,11,8,19
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,12,16,12,16,28
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,1,1,1,2
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,3,2,3,5
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,1,4,1,5
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,6,4,6,10
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,13,9,13,9,22
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,5,4,5,9
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,5,4,5,4,9
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,8,4,8,12
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,9,7,9,7,16
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,0,2,0,2
HUMANATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,1,1,1,2
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,0,2,0,2
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,16,7,16,23
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,9,15,9,15,24
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,1,3,1,4
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,3,2,3,5
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,3,7,3,10
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,27,10,27,10,37
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,33,18,33,18,51
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,400,289,400,289,689
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,4,2,4,6
LICOMA PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,0,2,0,2
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,26,7,26,7,33
LORETO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
LURIBAY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,2,2,2,4
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,0,2,0,2
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,0,2,0,2
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,2,4,2,6
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,2,4,2,6
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,13,4,13,4,17
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,3,1,3,4
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,6,2,6,2,8
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,10,2,10,2,12
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,2,0,2,2
MOJINETE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,8,3,8,11
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,25,40,25,40,65
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,34,35,34,35,69
MORO MORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,3,0,3,3
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,1,1,1,2
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,1,4,1,5
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,1,1,1,2
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,2,0,2,2
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,101,91,101,91,192
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,1,2,1,3
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,6,2,6,2,8
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,12,14,12,14,26
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,32,18,32,18,50
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,1,1,1,2
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
PAPEL PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,7,4,7,11
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,3,4,3,7
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,0,4,0,4
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,1,3,1,4
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,2,1,2,3
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,5,7,5,7,12
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,3,2,3,5
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,6,2,6,2,8
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,6,0,6,0,6
POSTRER VALLE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,1,2,1,3
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,36,18,36,18,54
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,8,9,8,9,17
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,6,9,6,9,15
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,0,2,0,2
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,1,1,1,2
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,6,7,6,13
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,0,3,0,3
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,5,1,5,1,6
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,31,27,31,27,58
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,6,6,6,6,12
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,17,11,17,11,28
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,2,2,2,4
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,28,14,28,14,42
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
QUIRUSILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,2,2,2,4
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,5,5,5,5,10
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,2,1,2,3
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,49,53,49,53,102
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,1,7,1,8
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,4,7,4,11
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,43,33,43,33,76
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,3,7,3,10
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,3,2,3,5
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,1,2,1,3
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
SAN ANDRES DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,5,0,5,0,5
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,18,23,18,23,41
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,2,4,2,6
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,10,8,10,8,18
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,5,3,5,8
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,11,13,11,13,24
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,4,2,4,6
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,1,2,1,3
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,8,2,8,10
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,13,14,13,14,27
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,5,4,5,4,9
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,19,11,19,11,30
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,0,4,0,4
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,6,1,6,7
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,4,7,4,11
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,2,1,2,3
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,6,5,6,5,11
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,12,5,12,5,17
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,474,269,474,269,743
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,0,1,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,6,11,6,11,17
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,4,7,4,11
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,4,4,4,8
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,3,1,3,4
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,2,1,2,3
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,3,1,3,4
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,17,12,17,12,29
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,2,4,2,6
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,11,3,11,14
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,0,4,0,4
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,8,10,8,10,18
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,143,135,143,135,278
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,3,1,3,4
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,9,3,9,3,12
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,5,3,5,8
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,11,26,11,26,37
TARACO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,0,2,0,2
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,4,2,4,2,6
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,53,65,53,65,118
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,2,3,2,5
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,7,2,7,2,9
TIAWANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,1,2,1,3
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,3,3,3,3,6
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,18,7,18,7,25
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,23,27,23,27,50
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,2,0,2,0,2
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,n de sintomaticos respiratorios,2010-12-01,1,0,1,0,1
