municipality,group,variable,month,Total Días camas disponibles maternidad,TOTAL
CAQUIAVIRI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
CARACOLLO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,217,217
CARANAVI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,341,341
CARAPARI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,9,9
CARIPUYO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
CARMEN RIVERO TORREZ,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,236,236
CHALLAPATA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,279,279
CHAQUI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
CHARAGUA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,183,183
CHARAÑA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,64,64
CHAYANTA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,60,60
CHIMORE,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,309,309
CHUA COCANI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,217,217
CHUMA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,52,52
CLIZA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,310,310
COBIJA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,1087,1087
COCAPATA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,179,179
COCHABAMBA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,10259,10259
COLCAPIRHUA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,279,279
"COLCHA ""K""",internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
COLLANA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
COLOMI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,372,372
COLPA BELGICA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
COLQUECHACA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,124,124
COLQUENCHA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
COMARAPA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,186,186
CONCEPCION,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,157,157
CORIPATA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,93,93
CORO CORO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
COROICO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,310,310
CORQUE,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
COTOCA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,837,837
CUATRO CAÑADAS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,123,123
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,30,30
CUEVO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,93,93
CULPINA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,372,372
CURAHUARA DE CARANGAS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
EL ALTO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,7111,7111
EL CHORO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,60,60
EL PUENTE(STC),internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,124,124
EL TORNO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,527,527
EL VILLAR,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,186,186
ENTRE RIOS TRJ,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,186,186
ENTRE RIOS CBBA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,341,341
ESCOMA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,155,155
EUCALIPTUS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
EXALTACION,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
FERNANDEZ ALONSO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
FILADELFIA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,88,88
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
GUANAY,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,155,155
GUAYARAMERIN,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,775,775
GUTIERREZ,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,90,90
HUACARETA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,389,389
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,78,78
HUACHACALLA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,93,93
HUANUNI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,248,248
HUARACAJE,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
HUAYLLAMARCA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,93,93
HUMANATA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
ICLA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,366,366
INCAHUASI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,279,279
IRUPANA (VILLA DE LANZA),internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,43,43
IXIAMAS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,93,93
JESUS DE MACHACA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
LA ASUNTA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,403,403
LA GUARDIA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,1023,1023
LA PAZ,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,12756,12756
LAGUNILLAS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
LAJA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
LAS CARRERAS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,115,115
LICOMA PAMPA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,60,60
LLALLAGUA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,372,372
LLICA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
LURIBAY,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,54,54
MACHACAMARCA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,60,60
MACHARETI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,124,124
MAGDALENA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,155,155
MAIRANA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,124,124
MAPIRI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,153,153
MECAPACA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
MIZQUE,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,682,682
MOCOMOCO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
MOJOCOYA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,276,276
MONTEAGUDO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,186,186
MONTERO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,2377,2377
MORO MORO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
MOROCHATA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,371,371
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,60,60
OCURI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,248,248
OMEREQUE,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,124,124
ORURO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,5902,5902
PADILLA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,341,341
PAILON,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,312,312
PALCA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
PALOS BLANCOS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,279,279
PAMPA AULLAGAS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
PAMPA GRANDE,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
PAPEL PAMPA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
PASORAPA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
PATACAMAYA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,240,240
PAZÑA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,124,124
POCOATA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,93,93
POCONA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,465,465
POJO (CBBA),internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,279,279
POOPO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,93,93
POROMA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,713,713
PORONGO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,275,275
PORTACHUELO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,372,372
PORVENIR,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,142,142
POTOSI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,1953,1953
PRESTO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,261,261
PUCARANI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
PUERTO GONZALO MORENO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,29,29
PUERTO QUIJARRO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,60,60
PUERTO RICO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,126,126
PUERTO VILLARROEL,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,1023,1023
PUNA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,184,184
PUNATA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,619,619
QUILLACOLLO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,1313,1313
QUIME,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,86,86
QUIRUSILLAS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,31,31
RAVELO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
REYES,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,93,93
RIBERALTA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,1108,1108
ROBORE,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,213,213
RURRENABAQUE,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,248,248
SABAYA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,62,62
SACABA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,1426,1426
SACABAMBA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,93,93
SACACA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,93,93
SAIPINA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,87,87
SALINAS DE GARCI MENDOZA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,217,217
SAMAIPATA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,155,155
SAN ANDRES,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,3,3
SAN ANTONIO DE LOMERIO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,81,81
SAN BENITO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,186,186
SAN BORJA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,496,496
SAN BUENA VENTURA,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,124,124
SAN CARLOS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,217,217
SAN IGNACIO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,341,341
SAN IGNACIO DE VELASCO,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,1302,1302
SAN JAVIER(BNI),internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,30,30
SAN JAVIER(STC),internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,124,124
SAN JOAQUIN,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,1023,1023
SAN JUAN DE YAPACANI,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,141,141
SAN JULIAN,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,678,678
SAN LORENZO(PND),internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,86,86
SAN LUCAS,internaciones dias camas,total dias camas disponibles maternidad,2015-12-01,1240,1240
