municipality,group,variable,month,Total Días camas ocupadas maternidad,TOTAL
CAQUIAVIRI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
CARACOLLO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,28,28
CARANAVI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,145,145
CARIPUYO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,6,6
CARMEN RIVERO TORREZ,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,12,12
CHALLAPATA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,132,132
CHAQUI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,9,9
CHARAGUA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,16,16
CHAYANTA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,30,30
CHIMORE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,24,24
CHIPAYA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
CHUA COCANI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,107,107
CHUMA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,12,12
CKOCHAS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
CLIZA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,106,106
COBIJA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,753,753
COCAPATA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,14,14
COCHABAMBA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,6225,6225
COLCAPIRHUA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,58,58
COLOMI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,25,25
COLPA BELGICA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
COLQUECHACA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,32,32
COLQUIRI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,7,7
COMARAPA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,92,92
COMBAYA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,1,1
CONCEPCION,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,130,130
CORIPATA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,17,17
CORO CORO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,8,8
COROICO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,42,42
CORQUE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
COTOCA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,146,146
CUATRO CAÑADAS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,54,54
CUEVO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,3,3
CULPINA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,107,107
CURAHUARA DE CARANGAS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,5,5
DESAGUADERO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,3,3
EL ALTO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,3560,3560
EL CHORO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
EL PUENTE(STC),internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,11,11
EL TORNO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,409,409
EL VILLAR,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,9,9
ENTRE RIOS TRJ,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,24,24
ENTRE RIOS CBBA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,65,65
ESCOMA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,17,17
EUCALIPTUS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
GUANAY,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,36,36
GUAYARAMERIN,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,492,492
GUTIERREZ,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,28,28
HUACARETA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,23,23
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,3,3
HUANUNI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,89,89
HUARACAJE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,9,9
HUAYLLAMARCA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,3,3
HUMANATA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,1,1
ICLA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,12,12
INCAHUASI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,26,26
INQUISIVI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
IRUPANA (VILLA DE LANZA),internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,17,17
IXIAMAS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,8,8
JESUS DE MACHACA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
LA ASUNTA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,68,68
LA GUARDIA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,85,85
LA PAZ,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,6535,6535
LAGUNILLAS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,18,18
LAJA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,5,5
LAS CARRERAS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,15,15
LLALLAGUA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,264,264
LLICA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,6,6
LORETO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,1,1
MACHACAMARCA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
MACHARETI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,7,7
MAGDALENA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,61,61
MAIRANA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,45,45
MAPIRI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,19,19
MECAPACA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,1,1
MINEROS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,30,30
MIZQUE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,47,47
MOCOMOCO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,3,3
MOJINETE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
MOJOCOYA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,26,26
MONTEAGUDO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,224,224
MONTERO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,939,939
MOROCHATA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
OCURI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,18,18
OKINAWA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,3,3
OMEREQUE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,10,10
ORURO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,3066,3066
PADILLA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,114,114
PAILON,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,139,139
PALOS BLANCOS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,38,38
PAMPA GRANDE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,12,12
PAPEL PAMPA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
PATACAMAYA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,31,31
PAZÑA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
POCOATA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,18,18
POCONA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,26,26
POJO (CBBA),internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,14,14
POOPO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,1,1
POROMA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,29,29
PORTACHUELO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,119,119
PORVENIR,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,10,10
POSTRER VALLE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
POTOSI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,1291,1291
PRESTO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,21,21
PUCARANI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,11,11
PUERTO ACOSTA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,3,3
PUERTO CARABUCO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
PUERTO GONZALO MORENO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
PUERTO QUIJARRO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,38,38
PUERTO RICO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,22,22
PUERTO VILLARROEL,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,259,259
PUNA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,36,36
PUNATA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,304,304
QUILLACOLLO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,533,533
QUIME,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,7,7
QUIRUSILLAS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
RAVELO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,16,16
REYES,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,33,33
RIBERALTA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,854,854
ROBORE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,58,58
RURRENABAQUE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,162,162
SACABA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,477,477
SACABAMBA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,16,16
SACACA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,27,27
SAIPINA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,11,11
SALINAS DE GARCI MENDOZA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,10,10
SAMAIPATA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,12,12
SAN ANDRES,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
SAN ANTONIO DE LOMERIO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,9,9
SAN BENITO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,7,7
SAN BORJA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,349,349
SAN BUENA VENTURA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,38,38
SAN CARLOS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,10,10
SAN IGNACIO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,81,81
SAN IGNACIO DE VELASCO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,386,386
SAN JAVIER(STC),internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,103,103
SAN JOAQUIN,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,11,11
SAN JOSE DE CHIQUITOS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,132,132
SAN JUAN DE YAPACANI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,18,18
SAN JULIAN,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,33,33
SAN LORENZO(PND),internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
SAN LUCAS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,106,106
SAN MATIAS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,43,43
SAN MIGUEL DE VELASCO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,25,25
SAN PEDRO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,8,8
SAN PEDRO DE BUENA VISTA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,26,26
SAN PEDRO DE CURAHUARA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
SAN RAFAEL,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,6,6
SAN RAMON BENI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,25,25
SAN RAMON SCZ,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,23,23
SANTA ANA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,169,169
SANTA CRUZ DE LA SIERRA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,11406,11406
SANTA ROSA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,33,33
SANTA ROSA DEL SARA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,18,18
SANTIAGO DE HUARI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,64,64
SANTIAGO DE MACHACA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,1,1
SANTIVAÑES,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,10,10
SANTUARIO DE QUILLACAS,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,2,2
SAPAHAQUI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,17,17
SENA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,10,10
SHINAOTA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,75,75
SICA SICA (VILLA AROMA),internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,7,7
SICAYA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
SIPE SIPE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,57,57
SOPACHUY,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,89,89
SORACACHI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,4,4
SORATA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,12,12
SUCRE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,1868,1868
TACOPAYA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,10,10
TARABUCO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,64,64
TARATA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,44,44
TARIJA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,1530,1530
TARVITA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,20,20
TEOPONTE,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,11,11
TIPUANI,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,11,11
TIQUIPAYA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,326,326
TIRAQUE (CBBA),internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,24,24
TOCO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,10,10
TOLATA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,7,7
TOMINA,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,25,25
TORO TORO,internaciones dias camas,total dias camas ocupadas maternidad,2015-11-01,14,14
