,group,variable,month,L 16.2 REUMÁTICAS CANTIDAD,L 16.2 REUMÁTICAS CANTIDAD,TOTALES
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,2,2
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,13,12,25
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,7,11,18
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,25,40,65
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,7,11
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,3,19,22
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,7,25,32
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,153,392,545
COIPASA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,1,2
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,3,3
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,3,6,9
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,1,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,9,11
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,1,2
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,21,46,67
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,7,10,17
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,8,5,13
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,5,7,12
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,3,5,8
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,11,13,24
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,2,6
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,15,16,31
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,136,246,382
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,11,9,20
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,11,5,16
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,13,8,21
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,7,8
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,6,15,21
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,6,12,18
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,8,10
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,7,18,25
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,27,7,34
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,31,14,45
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,9,10,19
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,11,13
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,5,11,16
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,3,5
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,11,27,38
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,9,12,21
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,10,12
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,353,938,1291
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,2,4
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,15,28,43
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,5,6,11
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,0,2
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,1,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,31,7,38
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,4,6
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,7,11
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,4,6
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,12,16
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,22,33,55
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,1,3
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,6,6
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,2,2
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,9,13
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,87,154,241
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,9,10,19
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,5,5
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,7,6,13
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,23,40,63
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,1,3
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,5,6,11
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,6,10
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,40,61,101
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,15,12,27
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,29,31,60
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,10,27,37
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,29,8,37
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,3,4
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,31,26,57
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,5,5,10
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,5,2,7
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,2,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,18,20
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,1,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,41,42,83
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,13,22,35
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,9,13
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,3,9,12
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,13,16,29
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,6,4,10
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,9,7,16
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,3,11,14
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,5,7
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,5,6
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,2,6
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,14,18
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,7,9
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,5,17,22
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,13,19,32
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,13,22,35
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,2,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,43,69,112
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,9,21,30
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,5,7,12
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,1,5
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,3,9,12
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,4,5
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,1,2
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,1,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,280,522,802
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,18,21,39
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,11,12,23
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,10,15,25
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,16,8,24
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,2,3
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,4,8
SANTIVAÑES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,4,4
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,2,4
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,38,32,70
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,3,5
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,21,21,42
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,2,2
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,5,7
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,8,10
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,10,13,23
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,495,1019,1514
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,1,3
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,3,4
TAHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,12,16
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,10,77,87
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,7,10,17
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,6,15,21
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,15,29,44
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,20,29,49
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,2,2
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,11,13
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,2,2
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,2,2
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,22,19,41
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,18,24,42
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,6,8
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,0,1
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,42,35,77
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,8,12
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,37,36,73
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,6,7
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,15,17
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,9,11,20
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,21,26,47
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,29,22,51
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,24,28,52
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,3,6,9
