,group,variable,month,L 16.5 DIABETES MELLITUS I - II CANTIDAD,L 16.5 DIABETES MELLITUS I - II CANTIDAD,TOTALES
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,2,1,3
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,3,3,6
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,0,3,3
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,0,2,2
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,1,1,2
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,1,8,9
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,18,29,47
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,716,1054,1770
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,8,18,26
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,9,14,23
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,0,1,1
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,0,1,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,0,2,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,2,3,5
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,0,3,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,312,625,937
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,6,13,19
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,1,11,12
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,82,70,152
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,1,5,6
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,1,3,4
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,2,1,3
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,0,1,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,50,65,115
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,1,1,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,30,35,65
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,3,4,7
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,19,42,61
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,14,22,36
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,1,3,4
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,13,16,29
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,0,4,4
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,2,4,6
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,4,5,9
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,6,10,16
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,69,100,169
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,9,16,25
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-11-01,2,1,3
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,3,0,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,4,5,9
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,4,5
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,4,4
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,51,46,97
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,9,10
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,0,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,5,1,6
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,5,8,13
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,37,57,94
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,2,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,1,3
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,4,6
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,2,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,9,10,19
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,20,25,45
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,145,150,295
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,7,9
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,4,5
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,2,3
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,9,9
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,0,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,2,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,6,6
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,5,7
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,84,172,256
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,4,4
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,13,22,35
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,3,11,14
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,1,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,7,8
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,21,20,41
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,4,4
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,2,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,12,20,32
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,248,318,566
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,2,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,0,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,2,3
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,3,6,9
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,3,5
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,4,4
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,3,8,11
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,41,106,147
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,0,1
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,4,5
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,2,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,69,90,159
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,2,4
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,4,6
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,1,3
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,14,27,41
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,47,78,125
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,11,7,18
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,4,11,15
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,4,7,11
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,1,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,2,3
REYES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,3,1,4
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,33,43,76
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,5,18,23
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,26,24,50
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,11,16,27
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,0,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,4,2,6
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,2,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,2,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,12,13
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,5,15,20
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,3,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,14,39,53
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,0,1
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,2,3
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,5,26,31
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,2,4
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,8,9
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,5,0,5
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,1,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,3,5
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,9,20,29
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,727,1073,1800
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,5,19,24
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,1,7,8
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,2,2,4
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-12-01,300,581,881
