,group,variable,month,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,TOTALES
LA ASUNTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,1,13,0,3,0,0,0,0,0,20
LA GUARDIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,28,0,4,0,0,0,0,0,34
LA PAZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,14,0,283,0,102,1,0,0,0,0,400
LAGUNILLAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
LAJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,8,0,1,0,0,0,0,0,10
LLALLAGUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,7,0,8,0,2,0,0,0,0,0,17
LURIBAY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
MACHACAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MACHARETI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MAGDALENA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,1,10,0,0,0,0,0,0,0,12
MAPIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,4,0,0,0,0,0,0,0,5
MECAPACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
MINEROS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,4,0,13,0,1,0,0,0,0,0,18
MIZQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,4,0,4,0,2,0,0,0,0,0,10
MOCOMOCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
MOJINETE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MONTEAGUDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,2,0,0,0,0,0,3
MONTERO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,11,0,46,0,52,0,1,0,0,0,110
MOROCHATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,2,0,1,0,0,0,0,0,5
NAZACARA DE PACAJES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
OCURI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,0,2,0,0,0,0,0,0,0,5
OKINAWA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,1,1,0,0,0,0,0,0,3
ORURO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,16,1,176,6,50,1,0,0,0,0,250
PADCAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,4,0,1,0,0,0,0,0,7
PAILON,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,12,1,3,0,0,0,0,0,17
PALCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,0,4,1,2,0,0,0,0,0,10
PALOS BLANCOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,8,0,0,0,0,0,0,0,9
PAMPA GRANDE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,0,1,0,0,0,0,0,4
PAPEL PAMPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,4,0,1,0,0,0,0,0,6
PAZÑA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
PELECHUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,1,2,0,0,0,0,0,0,0,3
POCOATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,5,0,1,0,0,0,0,0,8
POCONA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,2,0,0,0,0,0,3
POJO (CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,3,0,3,0,0,0,0,0,0,0,7
PORCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,4,0,0,0,0,0,0,0,6
PORONGO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,4,0,3,0,0,0,0,0,0,0,7
PORTACHUELO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,4,0,13,0,0,0,0,0,0,0,17
POTOSI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,26,0,119,5,30,2,1,0,0,0,184
PRESTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,1,1,0,0,0,0,0,0,0,2
PUCARANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,4,0,7,0,1,0,0,0,0,0,12
PUERTO ACOSTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PUERTO CARABUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,3,0,0,0,0,0,0,0,4
PUERTO GONZALO MORENO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
PUERTO QUIJARRO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,18,0,39,0,13,0,0,0,0,0,71
PUERTO SILES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,0,0,10,0,2,0,0,0,0,0,13
PUERTO VILLARROEL,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,8,0,20,0,3,0,0,0,0,0,32
PUNA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,2,0,1,0,0,0,0,0,4
PUNATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,0,4,1,0,0,0,0,0,0,8
QUIABAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,1,0,0,0,0,0,0,2
QUILLACOLLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,23,5,7,0,0,0,0,0,36
RAQAYPAMPA(ETA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
RAVELO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,1,1,0,1,0,0,0,0,0,3
REYES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,3,0,1,0,0,0,0,0,6
RIBERALTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,3,0,23,0,41,0,4,0,0,0,0,0,71
ROBORE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,7,0,14,0,2,0,0,0,0,0,23
RURRENABAQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,4,0,4,0,0,0,0,0,0,0,9
SABAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,1
SACABA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,16,1,51,3,17,5,0,0,0,0,93
SACABAMBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,1,0,0,0,0,2
SACACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SAIPINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,1,0,1,0,0,0,0,0,3
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAMAIPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,4,0,1,0,0,0,0,0,5
SAN ANDRES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,0,3,0,0,0,0,0,0,0,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SAN BENITO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN BORJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,16,6,26,6,5,0,0,0,0,0,60
SAN BUENA VENTURA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,2,0,0,1,0,1,0,0,0,0,0,4
SAN CARLOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,3,0,7,0,3,0,0,0,0,0,14
SAN IGNACIO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,17,0,5,0,0,0,0,0,23
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,12,0,14,0,7,0,0,0,0,0,33
SAN JAVIER(BNI),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN JAVIER(STC),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,4,0,10,0,0,0,0,0,0,0,14
SAN JOAQUIN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,2,0,0,0,0,0,0,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,8,0,9,0,5,0,0,0,0,0,22
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,2
SAN JULIAN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,8,0,6,0,0,0,0,0,15
SAN LORENZO(PND),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SAN LUCAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,3,0,0,0,0,0,4
SAN MATIAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,6,0,1,0,0,0,0,0,9
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,0,6,0,0,0,0,0,0,0,9
SAN PABLO DE LIPEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN PEDRO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,1,0,1,0,0,0,0,0,3
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,2,0,0,0,0,0,0,0,4
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,1,3,0,1,0,0,0,0,0,6
SAN RAFAEL,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN RAMON BENI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,3,0,1,0,0,0,0,0,5
SAN RAMON SCZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,9,0,5,0,0,0,0,0,14
SANTA ANA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,18,0,25,0,2,0,0,0,0,0,46
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,12,0,162,1,846,3,219,0,0,0,0,0,1243
SANTA ROSA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,0,5,0,0,0,0,0,0,0,8
SANTA ROSA DEL SARA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,1
SANTIAGO DE CALLAPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SANTIAGO DE HUARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SANTIAGO DE MACHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SANTIVAÑES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SENA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,2,0,0,0,3,0,1,0,0,0,0,0,6
SHINAOTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,6,0,16,0,4,0,0,0,0,0,26
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,0,3,0,0,0,0,0,6
SICAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SIPE SIPE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,0,16,0,7,0,0,0,0,0,26
SORACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SORATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,3,0,1,0,0,0,0,0,5
SUCRE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,8,0,47,0,19,0,0,0,0,0,74
TACACOMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,1,1,0,0,0,0,0,2
TACOBAMBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,1,0,1,0,0,0,0,0,3
TACOPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,2,0,0,0,0,3
TAPACARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,1,3,0,0,0,0,0,0,0,5
TARABUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TARACO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,1,0,0,0,0,0,0,3
TARATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
TARIJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,2,1,80,6,39,1,0,0,0,0,130
TARVITA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TEOPONTE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TINGUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,1,1,2,0,0,0,0,5
TIPUANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TIQUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,1,3,1,17,1,1,0,0,0,0,0,24
TIRAQUE (CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,1,0,1,0,0,0,0,0,0,2
TOLEDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TOMAVE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,0,0,1,0,0,0,0,0,0,0,2
TOMINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TORO TORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,2,0,0,2,2,0,0,0,0,0,7
TOTORA(CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,4,0,1,0,0,0,0,0,7
TRINIDAD,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,2,2,22,2,107,2,15,0,0,0,0,0,152
TUPIZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,15,0,3,0,0,0,0,0,18
UMALA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
UNCIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,28,0,5,0,0,0,0,0,34
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
URUBICHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
UYUNI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,4,1,14,0,2,0,0,0,0,0,21
VALLEGRANDE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,7,0,2,0,0,0,0,0,10
VIACHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,7,0,38,0,10,0,0,0,0,0,55
VILA VILA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
VILLA CHARCAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,0,1,0,0,0,0,0,0,0,4
VILLA MONTES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,7,0,22,1,4,0,0,0,0,0,34
VILLA TUNARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,12,0,18,0,7,0,0,0,0,0,37
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,1,1,0,0,0,0,0,0,0,3
VILLAZON,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,12,0,3,0,0,0,0,0,17
VINTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,19,4,4,1,0,0,0,0,28
VITICHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
WARNES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,13,2,28,2,11,0,0,0,0,0,56
YACO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,2
YACUIBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,7,0,27,1,6,0,0,0,0,0,41
YAMPARAEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
YANACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
YAPACANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,1,9,2,3,0,0,0,0,0,18
YOCALLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,4,0,0,0,0,0,0,0,4
YOTALA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,1,0,2,0,0,0,0,0,4
YUNCHARA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,1,2,0,0,0,0,0,0,0,3
ZUDAÑEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ACACIO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ACHACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,2,0,6,0,0,0,0,0,0,0,8
ACHOCALLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,0,4,0,0,0,0,0,0,0,5
AIQUILE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ANCORAIMES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,0,5,0,0,0,0,0,0,0,6
ANZALDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
APOLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ARAMPAMPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ARANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,0,1,2,0,0,0,0,0,3
ARBIETO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,0,4,0,0,0,0,0,0,0,5
ARQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,4,1,0,0,0,0,0,0,5
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,1,0,30,0,53,0,9,0,0,0,0,0,93
ATOCHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
AUCAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,1
AYATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,0,1,0,1,0,0,0,0,0,3
AYO AYO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,5,0,7,0,0,0,0,0,0,0,12
BATALLAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,0,3,0,1,0,0,0,0,0,5
BELEN DE ANDAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,1
BELEN DE URMIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,2,0,2,0,2,0,0,0,0,0,6
BETANZOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,2,0,1,1,2,0,0,0,0,0,6
BOLIVAR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,0,0,1,0,0,0,0,0,0,2
BUENA VISTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,0,2,0,2,0,0,0,0,0,5
CABEZAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,2,0,5,0,1,0,0,0,0,0,8
CAIROMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,0,1,0,0,0,0,0,0,0,2
"CAIZA ""D""",consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,2,0,3,0,0,0,0,0,5
CAJUATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,1,0,3,0,0,0,0,0,4
CALAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CAMARGO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,2,0,2,0,0,0,0,0,0,0,4
CAMIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,3,0,3,0,0,0,0,0,0,0,6
CAPINOTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,6,0,2,0,0,0,0,0,8
CARACOLLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,2,0,4,0,0,0,0,0,0,0,6
CARANAVI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,0,17,0,3,0,0,0,0,0,21
CARAPARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,4,0,1,0,0,0,0,0,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CHALLAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,1,1,14,0,4,0,0,0,0,0,20
CHAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1
