,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL < A 10,MUJERES CON 4TA CONSULTA PRENATAL < A 10,TOTALES
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,12,0,4,1,0,0,0,0,19
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,3
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,0,0,0,0,0,0,0,0,3
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,10,0,2,0,0,0,0,0,13
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,3,0,0,0,0,0,0,0,4
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,0,2,0,0,0,0,0,0,2
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,1,0,0,1,0,0,0,0,4
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,2,6,5,1,1,0,0,0,0,16
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,1,2,2,0,1,0,0,0,0,8
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,3,2,1,0,0,0,0,0,7
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,1,3,0,0,0,0,0,6
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,0,30,0,3,0,0,0,0,0,37
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,11,0,128,0,20,0,0,0,0,0,159
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,29,0,506,6,164,0,1,0,0,0,706
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,1,0,1,0,0,0,0,0,3
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,1,17,0,2,0,0,0,0,0,20
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,3,0,0,0,0,0,0,0,4
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,4,0,1,0,0,0,0,0,5
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,10,0,39,1,8,0,0,0,0,0,58
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,3,1,0,0,0,0,0,0,5
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,9,0,1,0,0,0,0,0,10
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,7,0,0,0,0,0,0,0,10
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,0,4,0,0,0,0,0,0,0,8
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,2,0,20,0,2,0,0,0,0,0,25
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,5,0,0,0,0,0,0,0,6
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,0,17,1,2,0,0,0,0,0,24
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,10,0,2,0,0,0,0,0,13
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,2,0,2,0,0,0,0,0,6
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,3,0,0,0,0,0,0,0,4
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,5,10,0,3,1,0,0,0,0,22
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,16,0,89,0,50,0,2,0,0,0,157
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,2,2,1,1,0,0,0,0,8
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,7,0,6,1,1,0,0,0,0,0,15
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,9,0,0,0,0,0,0,0,12
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,2,0,36,1,298,16,77,0,0,0,0,0,430
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,4,0,4,0,0,0,0,0,8
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,3,0,2,0,0,0,0,0,7
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,0,1,19,0,0,0,0,0,0,0,21
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,10,0,1,0,0,0,0,0,12
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,15,1,4,0,0,0,0,0,22
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,0,0,1,0,0,0,0,0,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,4,0,1,0,0,0,0,0,6
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,5,0,21,0,3,0,0,0,0,0,30
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,5,0,0,0,0,0,0,0,5
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,1,15,2,2,1,0,0,0,0,24
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,2,0,2,1,0,0,0,0,6
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,1,0,13,0,3,0,0,0,0,0,18
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,2,1,2,2,0,1,0,0,0,0,9
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,0,0,3,0,0,0,0,0,0,0,4
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,5,0,0,0,0,0,0,0,6
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,46,3,266,13,61,1,0,0,0,0,390
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,2,0,0,1,0,0,0,0,5
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,0,27,0,5,0,0,0,0,0,36
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,4,0,0,0,0,0,0,0,4
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,5,0,1,0,0,0,0,0,6
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,3,0,1,0,0,0,0,0,5
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,13,0,1,0,0,0,0,0,14
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,2,1,0,0,0,0,0,0,4
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,6,0,8,0,1,0,0,0,0,0,16
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,13,0,96,0,12,0,0,0,0,0,121
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,0,0,5,2,0,0,0,0,0,0,8
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,16,5,12,1,0,0,0,0,36
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,0,0,2,0,0,0,0,0,3
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,7,3,73,19,27,6,0,0,0,0,135
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,1,0,0,0,0,0,0,3
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
RAQAYPAMPA(ETA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,1,1,0,1,0,0,0,0,0,3
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,5,1,0,0,0,0,0,0,9
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,3,0,6,0,1,0,0,0,0,0,11
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,25,0,112,8,13,1,0,0,0,0,160
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,17,0,0,0,0,0,0,0,17
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,7,1,16,1,3,0,0,0,0,0,29
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,14,0,87,11,31,4,0,0,0,0,147
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,6,1,4,1,2,0,0,0,0,0,14
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,1,1,0,0,0,0,3
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,13,0,1,0,0,0,0,0,15
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,2,0,1,0,0,0,0,0,4
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,5,0,0,0,0,0,0,0,5
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,2,0,7,1,25,2,14,0,1,0,0,0,52
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,4,0,0,1,0,0,0,0,0,0,0,6
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,24,0,1,0,0,0,0,0,26
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,9,0,17,0,3,0,0,0,0,0,29
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,2,0,5,1,47,4,8,0,0,0,0,0,67
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,10,0,10,0,2,0,0,0,0,0,22
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,5,0,23,0,2,0,0,0,0,0,30
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,1,10,0,0,0,0,0,0,0,14
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,0,35,0,7,0,0,0,0,0,46
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,3,0,4,0,0,0,0,0,0,0,8
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,14,0,2,0,0,0,0,0,16
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,7,5,14,9,6,1,0,0,0,0,42
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,18,0,2,0,0,0,0,0,20
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,5,0,6,1,2,0,0,0,0,0,14
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,12,0,3,0,0,0,0,0,17
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,9,1,6,4,3,1,0,0,0,0,24
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SAN PEDRO DE MACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,7,0,6,0,1,0,0,0,0,0,14
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,2,0,0,0,0,0,3
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,2,0,7,0,0,0,0,0,0,0,10
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,7,0,32,0,3,0,0,0,0,0,42
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,11,0,145,5,1133,13,303,1,10,0,0,0,1621
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,0,2,6,0,1,0,0,0,0,0,10
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,8,0,0,0,0,0,0,0,9
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,3,2,1,0,0,0,0,0,7
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,2
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,5,0,1,0,0,0,0,0,6
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,1,0,8,0,0,0,0,0,0,0,10
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,30,0,7,0,0,0,0,0,38
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,5,1,3,1,0,0,0,0,12
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,14,0,59,0,10,0,0,0,0,0,83
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,5,0,0,0,0,0,0,0,7
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,29,0,1,0,0,0,0,0,33
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,45,3,261,0,90,0,0,0,0,0,399
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,7,0,0,0,0,0,0,0,7
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,1,1,1,0,0,0,0,0,0,7
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,1,1,1,0,0,0,0,0,4
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,6,2,5,0,2,2,0,0,0,0,17
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,1,3,2,1,0,0,0,0,0,10
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,5,1,0,0,0,0,0,0,6
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,11,0,0,0,0,0,0,0,12
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,2,0,22,0,167,40,61,0,0,0,0,0,292
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,6,2,0,0,0,0,0,0,11
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,6,1,16,0,2,0,0,0,0,0,25
TIAHUANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,5,0,0,0,0,0,0,0,5
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,6,1,0,2,0,0,0,0,10
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,7,0,2,0,0,0,0,0,11
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,6,2,33,2,6,0,0,0,0,0,50
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,7,0,1,0,0,0,0,0,8
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,1,0,1,0,0,0,0,0,5
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,2,0,1,0,0,0,0,0,0,0,4
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,2
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,4,0,1,0,0,0,0,0,6
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,0,1,1,0,0,0,0,0,2
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,5,0,10,0,0,0,0,0,0,0,15
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,1,0,0,0,0,0,0,0,4
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,17,1,87,1,8,0,0,0,0,0,115
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,9,0,29,0,6,0,0,0,0,0,44
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,23,2,2,1,0,0,0,0,30
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,10,0,2,0,0,0,0,0,13
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,3,0,0,0,0,0,0,0,4
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,32,2,7,0,0,0,0,0,43
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,3,0,0,0,0,0,0,0,4
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,7,0,42,0,20,0,0,0,0,0,69
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,6,0,37,0,8,0,0,0,0,0,51
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,6,2,2,1,0,0,0,0,11
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,8,1,37,3,7,0,0,0,0,0,56
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,6,0,0,0,0,0,0,0,7
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,2,1,0,0,0,0,0,0,4
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,14,0,82,1,13,0,0,0,0,0,110
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,10,0,1,0,0,0,0,0,12
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,29,0,11,0,0,0,0,0,43
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,13,1,38,17,10,2,0,0,0,0,81
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,7,0,0,0,0,0,0,0,7
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,7,0,88,0,23,0,0,0,0,0,119
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,1,0,0,0,0,0,0,0,3
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,3,0,11,0,100,2,14,0,0,0,0,0,130
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,4,0,1,0,0,0,0,0,5
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,12,3,59,14,16,2,0,0,0,0,106
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,3,0,0,0,0,0,0,0,4
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,5,0,0,0,0,0,0,0,5
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,1,1,0,0,2,0,0,0,0,4
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,0,3,0,0,0,0,0,0,0,7
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-11-01,1,0,1,0,2,0,0,0,0,0,0,0,4
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-11-01,0,0,7,0,16,0,3,0,0,0,0,0,26
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-11-01,0,0,5,0,23,0,1,0,0,0,0,0,29
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-11-01,0,0,3,1,8,1,2,0,0,0,0,0,15
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-11-01,0,0,1,0,3,0,0,0,0,0,0,0,4
