,group,variable,month,REPETIDAS 10 A 14,REPETIDAS 10 A 14,REPETIDAS 15 A 19,REPETIDAS 15 A 19,REPETIDAS 20 A 34,REPETIDAS 20 A 34,REPETIDAS 35 A 49,REPETIDAS 35 A 49,REPETIDAS 50 Y +,REPETIDAS 50 Y +,REPETIDAS < A 10,REPETIDAS < A 10,TOTALES
POROMA,consultas prenatales,repetidas,2024-10-01,1,1,16,6,18,6,6,3,0,0,0,0,57
PORONGO,consultas prenatales,repetidas,2024-10-01,0,0,8,0,23,1,6,0,0,0,0,0,38
PORTACHUELO,consultas prenatales,repetidas,2024-10-01,0,0,2,0,22,1,4,0,0,0,0,0,29
PORVENIR,consultas prenatales,repetidas,2024-10-01,0,0,3,0,4,0,4,0,0,0,0,0,11
POSTRER VALLE,consultas prenatales,repetidas,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
POTOSI,consultas prenatales,repetidas,2024-10-01,2,0,185,11,1243,24,251,1,10,0,0,0,1727
PRESTO,consultas prenatales,repetidas,2024-10-01,0,0,5,1,13,5,1,5,0,0,0,0,30
PUCARA,consultas prenatales,repetidas,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PUCARANI,consultas prenatales,repetidas,2024-10-01,1,0,13,1,115,0,16,0,0,0,0,0,146
PUERTO ACOSTA,consultas prenatales,repetidas,2024-10-01,0,0,1,0,13,1,0,0,0,0,0,0,15
PUERTO CARABUCO,consultas prenatales,repetidas,2024-10-01,0,0,5,0,28,1,5,0,0,0,0,0,39
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2024-10-01,1,0,3,0,30,0,3,0,0,0,0,0,37
PUERTO PEREZ,consultas prenatales,repetidas,2024-10-01,0,0,5,1,5,0,1,0,0,0,0,0,12
PUERTO QUIJARRO,consultas prenatales,repetidas,2024-10-01,0,0,7,0,11,0,0,0,0,0,0,0,18
PUERTO RICO,consultas prenatales,repetidas,2024-10-01,0,0,2,0,5,0,0,0,0,0,0,0,7
PUERTO SILES,consultas prenatales,repetidas,2024-10-01,1,0,1,1,0,0,0,0,0,0,0,0,3
PUERTO SUAREZ,consultas prenatales,repetidas,2024-10-01,2,0,18,0,53,0,2,0,0,0,0,0,75
PUERTO VILLARROEL,consultas prenatales,repetidas,2024-10-01,2,0,90,0,460,0,54,0,0,0,0,0,606
PUNA,consultas prenatales,repetidas,2024-10-01,1,0,5,1,31,3,7,0,1,0,0,0,49
PUNATA,consultas prenatales,repetidas,2024-10-01,0,0,16,6,174,36,57,1,0,0,0,0,290
QUIABAYA,consultas prenatales,repetidas,2024-10-01,0,0,3,0,3,1,2,0,0,0,0,0,9
QUILLACOLLO,consultas prenatales,repetidas,2024-10-01,0,1,59,14,468,108,124,24,0,0,0,0,798
QUIME,consultas prenatales,repetidas,2024-10-01,0,0,2,0,35,3,3,0,0,0,0,0,43
QUIRUSILLAS,consultas prenatales,repetidas,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,3
RAQAYPAMPA(ETA),consultas prenatales,repetidas,2024-10-01,1,0,7,1,9,1,5,0,0,0,0,0,24
RAVELO,consultas prenatales,repetidas,2024-10-01,0,0,8,1,16,7,1,4,0,0,0,0,37
REYES,consultas prenatales,repetidas,2024-10-01,1,0,10,0,36,0,6,0,0,0,0,0,53
RIBERALTA,consultas prenatales,repetidas,2024-10-01,7,0,188,0,587,29,53,3,0,0,0,0,867
ROBORE,consultas prenatales,repetidas,2024-10-01,0,0,8,0,31,0,3,0,0,0,0,0,42
RURRENABAQUE,consultas prenatales,repetidas,2024-10-01,2,1,23,1,69,4,18,1,1,0,0,0,120
SABAYA,consultas prenatales,repetidas,2024-10-01,0,0,0,0,4,1,3,0,0,0,0,0,8
SACABA,consultas prenatales,repetidas,2024-10-01,2,0,85,5,703,73,127,10,0,0,0,0,1005
SACABAMBA,consultas prenatales,repetidas,2024-10-01,0,0,2,0,11,1,1,1,0,0,0,0,16
SACACA,consultas prenatales,repetidas,2024-10-01,0,0,17,1,25,9,11,3,0,0,0,0,66
SAIPINA,consultas prenatales,repetidas,2024-10-01,0,0,4,1,25,0,3,0,0,0,0,0,33
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2024-10-01,0,0,0,0,17,3,5,1,0,0,0,0,26
SAMAIPATA,consultas prenatales,repetidas,2024-10-01,0,0,8,0,48,0,8,0,0,0,0,0,64
SAN AGUSTIN,consultas prenatales,repetidas,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,repetidas,2024-10-01,0,0,9,0,27,0,2,0,0,0,0,0,38
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2024-10-01,0,0,1,0,3,1,0,0,0,0,0,0,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2024-10-01,0,0,0,0,6,0,0,0,0,0,0,0,6
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2024-10-01,0,0,6,0,18,1,5,2,0,0,0,0,32
SAN BENITO,consultas prenatales,repetidas,2024-10-01,0,0,1,0,29,0,5,0,0,0,0,0,35
SAN BORJA,consultas prenatales,repetidas,2024-10-01,2,0,40,8,161,19,28,0,1,0,0,0,259
SAN BUENA VENTURA,consultas prenatales,repetidas,2024-10-01,6,24,0,3,9,0,3,0,0,0,0,0,45
SAN CARLOS,consultas prenatales,repetidas,2024-10-01,0,0,8,1,78,0,10,0,0,0,0,0,97
SAN IGNACIO,consultas prenatales,repetidas,2024-10-01,1,0,38,1,73,0,15,0,0,0,0,0,128
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2024-10-01,5,0,61,3,236,9,36,0,0,0,0,0,350
SAN JAVIER(BNI),consultas prenatales,repetidas,2024-10-01,2,0,0,0,5,0,1,0,0,0,0,0,8
SAN JAVIER(STC),consultas prenatales,repetidas,2024-10-01,0,0,15,0,44,0,13,0,0,0,0,0,72
SAN JOAQUIN,consultas prenatales,repetidas,2024-10-01,0,0,1,0,9,0,0,0,0,0,0,0,10
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2024-10-01,0,0,5,0,3,1,0,0,0,0,0,0,9
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2024-10-01,0,0,7,2,24,0,4,0,0,0,0,0,37
SAN JULIAN,consultas prenatales,repetidas,2024-10-01,1,0,37,1,246,2,32,0,0,0,0,0,319
SAN LORENZO(PND),consultas prenatales,repetidas,2024-10-01,1,0,11,0,25,1,2,0,0,0,0,0,40
SAN LORENZO(TJA),consultas prenatales,repetidas,2024-10-01,0,0,5,1,85,5,17,0,0,0,0,0,113
SAN LUCAS,consultas prenatales,repetidas,2024-10-01,0,0,31,12,88,18,17,6,0,0,0,0,172
SAN MATIAS,consultas prenatales,repetidas,2024-10-01,1,0,15,0,63,0,4,0,0,0,0,0,83
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2024-10-01,1,0,16,0,30,2,7,1,0,0,0,0,57
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2024-10-01,0,0,1,0,6,1,1,1,0,0,0,0,10
SAN PEDRO,consultas prenatales,repetidas,2024-10-01,0,0,11,0,52,0,10,0,0,0,0,0,73
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2024-10-01,1,0,24,4,44,17,17,5,0,0,0,0,112
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2024-10-01,1,0,0,0,9,0,2,0,0,0,0,0,12
SAN PEDRO DE MACHA,consultas prenatales,repetidas,2024-10-01,0,0,17,0,29,3,6,1,0,0,0,0,56
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2024-10-01,0,0,1,0,1,0,3,0,0,0,0,0,5
SAN PEDRO(PND),consultas prenatales,repetidas,2024-10-01,1,0,1,0,5,1,1,0,0,0,0,0,9
SAN RAFAEL,consultas prenatales,repetidas,2024-10-01,0,0,3,1,30,0,10,0,0,0,0,0,44
SAN RAMON BENI,consultas prenatales,repetidas,2024-10-01,0,0,7,0,16,0,2,0,0,0,0,0,25
SAN RAMON SCZ,consultas prenatales,repetidas,2024-10-01,1,0,16,0,54,1,6,0,0,0,0,0,78
SANTA ANA,consultas prenatales,repetidas,2024-10-01,1,0,28,0,90,1,11,0,0,0,0,0,131
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2024-10-01,17,0,669,5,6023,43,1402,4,2,0,0,0,8165
SANTA ROSA,consultas prenatales,repetidas,2024-10-01,0,1,3,6,23,1,2,0,0,0,0,0,36
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2024-10-01,0,0,11,0,48,0,9,0,0,0,0,0,68
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2024-10-01,0,0,1,0,9,0,0,0,0,0,0,0,10
SANTIAGO DE HUARI,consultas prenatales,repetidas,2024-10-01,0,0,2,0,17,9,4,0,0,0,0,0,32
SANTIAGO DE HUATA,consultas prenatales,repetidas,2024-10-01,0,0,1,0,10,0,3,0,0,0,0,0,14
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2024-10-01,0,0,4,2,4,1,0,0,0,0,0,0,11
SANTIVAÑES,consultas prenatales,repetidas,2024-10-01,0,0,2,0,23,0,3,0,0,0,0,0,28
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2024-10-01,0,0,0,0,3,1,1,0,0,0,0,0,5
SAPAHAQUI,consultas prenatales,repetidas,2024-10-01,0,0,1,0,27,0,3,1,0,0,0,0,32
SENA,consultas prenatales,repetidas,2024-10-01,2,0,13,0,30,0,1,0,0,0,0,0,46
SHINAOTA,consultas prenatales,repetidas,2024-10-01,0,0,21,0,169,2,22,1,0,0,0,0,215
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2024-10-01,0,0,9,0,56,3,11,0,0,0,0,0,79
SICAYA,consultas prenatales,repetidas,2024-10-01,0,0,1,0,13,0,0,0,0,0,0,0,14
SIPE SIPE,consultas prenatales,repetidas,2024-10-01,1,0,50,0,326,8,65,2,0,0,0,0,452
SOPACHUY,consultas prenatales,repetidas,2024-10-01,0,0,4,1,9,1,5,0,0,0,0,0,20
SORACACHI,consultas prenatales,repetidas,2024-10-01,2,0,3,3,24,1,2,0,0,0,0,0,35
SORATA,consultas prenatales,repetidas,2024-10-01,0,0,10,0,87,5,6,0,0,0,0,0,108
SUCRE,consultas prenatales,repetidas,2024-10-01,2,0,141,0,1201,5,312,0,1,0,0,0,1662
TACACHI,consultas prenatales,repetidas,2024-10-01,0,0,0,0,3,0,1,0,0,0,0,0,4
TACACOMA,consultas prenatales,repetidas,2024-10-01,0,0,3,0,39,0,3,0,0,0,0,0,45
TACOBAMBA,consultas prenatales,repetidas,2024-10-01,0,0,8,3,7,7,2,1,0,0,0,0,28
TACOPAYA,consultas prenatales,repetidas,2024-10-01,0,0,5,1,5,2,3,0,0,0,0,0,16
TAHUA,consultas prenatales,repetidas,2024-10-01,0,0,0,0,4,2,0,0,0,0,0,0,6
TAPACARI,consultas prenatales,repetidas,2024-10-01,2,0,12,4,32,5,14,3,0,0,0,0,72
TARABUCO,consultas prenatales,repetidas,2024-10-01,1,0,19,2,35,4,7,1,0,0,0,0,69
TARACO,consultas prenatales,repetidas,2024-10-01,0,0,1,0,21,3,1,0,0,0,0,0,26
TARATA,consultas prenatales,repetidas,2024-10-01,0,0,7,0,84,0,9,0,0,0,0,0,100
TARIJA,consultas prenatales,repetidas,2024-10-01,10,0,98,10,877,58,273,6,0,0,0,0,1332
TARVITA,consultas prenatales,repetidas,2024-10-01,0,0,7,1,21,8,4,2,0,0,0,0,43
TEOPONTE,consultas prenatales,repetidas,2024-10-01,0,0,13,1,38,1,6,0,0,0,0,0,59
TIAHUANACU,consultas prenatales,repetidas,2024-10-01,0,0,2,0,23,1,0,0,0,0,0,0,26
TINGUIPAYA,consultas prenatales,repetidas,2024-10-01,0,0,4,4,19,4,4,4,0,0,0,0,39
TIPUANI,consultas prenatales,repetidas,2024-10-01,0,0,6,0,24,0,5,0,0,0,0,0,35
TIQUIPAYA,consultas prenatales,repetidas,2024-10-01,1,0,25,3,158,14,32,2,0,0,0,0,235
TIRAQUE (CBBA),consultas prenatales,repetidas,2024-10-01,0,0,17,0,42,1,6,0,0,0,0,0,66
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TOCO,consultas prenatales,repetidas,2024-10-01,0,0,4,0,13,0,4,0,0,0,0,0,21
TOLATA,consultas prenatales,repetidas,2024-10-01,0,0,11,0,15,0,2,0,0,0,0,0,28
TOLEDO,consultas prenatales,repetidas,2024-10-01,1,0,3,0,4,0,0,0,0,0,0,0,8
TOMAVE,consultas prenatales,repetidas,2024-10-01,0,0,2,0,1,6,1,2,0,0,0,0,12
TOMINA,consultas prenatales,repetidas,2024-10-01,0,0,6,0,17,0,4,0,0,0,0,0,27
TORO TORO,consultas prenatales,repetidas,2024-10-01,0,0,9,2,10,5,4,3,0,0,0,0,33
TOTORA(CBBA),consultas prenatales,repetidas,2024-10-01,1,0,20,2,60,2,6,1,0,0,0,0,92
TOTORA(ORR),consultas prenatales,repetidas,2024-10-01,0,0,6,0,5,0,2,0,0,0,0,0,13
TRIGAL,consultas prenatales,repetidas,2024-10-01,0,0,1,0,3,0,1,0,0,0,0,0,5
TRINIDAD,consultas prenatales,repetidas,2024-10-01,7,0,93,8,450,2,52,0,1,0,0,0,613
TUPIZA,consultas prenatales,repetidas,2024-10-01,1,0,36,2,158,8,25,0,0,0,0,0,230
TURCO,consultas prenatales,repetidas,2024-10-01,0,0,0,0,9,0,6,1,0,0,0,0,16
UMALA,consultas prenatales,repetidas,2024-10-01,0,0,5,0,10,1,1,0,0,0,0,0,17
UNCIA,consultas prenatales,repetidas,2024-10-01,0,0,18,2,160,4,49,2,0,0,0,0,235
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2024-10-01,0,0,6,1,52,0,9,1,0,0,0,0,69
URUBICHA,consultas prenatales,repetidas,2024-10-01,0,0,10,0,15,0,6,0,0,0,0,0,31
UYUNI,consultas prenatales,repetidas,2024-10-01,0,0,19,1,159,3,50,0,0,0,0,0,232
VACAS,consultas prenatales,repetidas,2024-10-01,1,0,3,0,18,0,1,0,0,0,0,0,23
VALLEGRANDE,consultas prenatales,repetidas,2024-10-01,0,0,3,0,29,0,17,0,0,0,0,0,49
VIACHA,consultas prenatales,repetidas,2024-10-01,0,0,35,0,301,1,71,0,0,0,0,0,408
VILA VILA,consultas prenatales,repetidas,2024-10-01,0,0,5,0,4,2,0,1,0,0,0,0,12
VILLA CHARCAS,consultas prenatales,repetidas,2024-10-01,0,0,7,2,21,6,6,5,0,0,0,0,47
VILLA MONTES,consultas prenatales,repetidas,2024-10-01,1,0,30,10,173,5,35,1,0,0,0,0,255
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2024-10-01,0,0,5,0,4,1,0,0,0,0,0,0,10
VILLA RIVERO,consultas prenatales,repetidas,2024-10-01,0,0,8,0,23,0,2,0,0,0,0,0,33
VILLA SERRANO,consultas prenatales,repetidas,2024-10-01,0,0,7,1,12,10,7,2,0,0,0,0,39
VILLA TUNARI,consultas prenatales,repetidas,2024-10-01,0,0,101,1,480,7,90,2,0,0,0,0,681
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2024-10-01,0,0,7,0,33,0,6,1,0,0,0,0,47
VILLAZON,consultas prenatales,repetidas,2024-10-01,0,0,19,0,165,2,55,0,0,0,0,0,241
VINTO,consultas prenatales,repetidas,2024-10-01,1,2,45,9,303,47,62,14,0,0,0,0,483
VITICHI,consultas prenatales,repetidas,2024-10-01,0,0,4,0,26,1,5,0,0,0,0,0,36
WALDO BALLIVIAN,consultas prenatales,repetidas,2024-10-01,0,0,4,0,8,0,0,0,0,0,0,0,12
WARNES,consultas prenatales,repetidas,2024-10-01,4,0,95,0,622,5,114,1,0,0,0,0,841
YACO,consultas prenatales,repetidas,2024-10-01,0,0,4,1,17,0,0,0,0,0,0,0,22
YACUIBA,consultas prenatales,repetidas,2024-10-01,3,0,50,0,375,6,69,0,0,0,0,0,503
YAMPARAEZ,consultas prenatales,repetidas,2024-10-01,0,0,8,1,13,1,2,0,0,0,0,0,25
YANACACHI,consultas prenatales,repetidas,2024-10-01,0,0,2,0,9,1,2,0,0,0,0,0,14
YAPACANI,consultas prenatales,repetidas,2024-10-01,0,1,25,12,140,76,28,6,0,0,0,0,288
YOCALLA,consultas prenatales,repetidas,2024-10-01,0,0,4,1,17,2,2,2,0,0,0,0,28
YOTALA,consultas prenatales,repetidas,2024-10-01,0,0,2,0,21,0,3,0,0,0,0,0,26
YUNCHARA,consultas prenatales,repetidas,2024-10-01,0,0,0,1,8,3,1,3,0,0,0,0,16
ZUDAÑEZ,consultas prenatales,repetidas,2024-10-01,0,0,8,0,12,2,4,0,0,0,0,0,26
ACACIO,consultas prenatales,repetidas,2024-11-01,1,0,4,0,8,2,0,1,0,0,0,0,16
ACHACACHI,consultas prenatales,repetidas,2024-11-01,4,0,32,0,88,1,9,0,0,0,0,0,134
ACHOCALLA,consultas prenatales,repetidas,2024-11-01,0,0,19,0,137,0,20,0,0,0,0,0,176
AIQUILE,consultas prenatales,repetidas,2024-11-01,0,0,12,1,66,1,13,0,0,0,0,0,93
ALALAY,consultas prenatales,repetidas,2024-11-01,0,0,2,1,4,0,1,0,0,0,0,0,8
ALCALA,consultas prenatales,repetidas,2024-11-01,0,0,3,0,10,0,2,1,0,0,0,0,16
ALTO BENI,consultas prenatales,repetidas,2024-11-01,0,0,6,0,44,0,7,0,0,0,0,0,57
ANCORAIMES,consultas prenatales,repetidas,2024-11-01,0,0,2,0,23,0,5,0,0,0,0,0,30
ANDAMARCA,consultas prenatales,repetidas,2024-11-01,0,0,1,0,4,3,2,0,0,0,0,0,10
ANTEQUERA,consultas prenatales,repetidas,2024-11-01,0,0,0,0,4,1,1,0,0,0,0,0,6
ANZALDO,consultas prenatales,repetidas,2024-11-01,1,0,3,0,6,1,1,0,0,0,0,0,12
APOLO,consultas prenatales,repetidas,2024-11-01,1,0,13,1,61,5,18,5,0,0,0,0,104
ARAMPAMPA,consultas prenatales,repetidas,2024-11-01,0,0,1,3,1,3,0,1,0,0,0,0,9
ARANI,consultas prenatales,repetidas,2024-11-01,0,0,2,1,17,0,11,1,0,0,0,0,32
ARBIETO,consultas prenatales,repetidas,2024-11-01,1,0,14,0,97,2,10,0,0,0,0,0,124
ARQUE,consultas prenatales,repetidas,2024-11-01,0,0,10,0,29,0,10,1,0,0,0,0,50
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2024-11-01,29,0,103,1,60,0,1,4,0,0,1,0,199
ATOCHA,consultas prenatales,repetidas,2024-11-01,0,0,8,0,46,1,8,0,0,0,0,0,63
AUCAPATA,consultas prenatales,repetidas,2024-11-01,0,0,3,0,23,0,0,0,0,0,0,0,26
AYATA,consultas prenatales,repetidas,2024-11-01,0,0,9,0,16,0,2,0,0,0,0,0,27
AYO AYO,consultas prenatales,repetidas,2024-11-01,0,0,7,4,22,5,4,0,0,0,0,0,42
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2024-11-01,0,0,15,0,59,3,5,4,1,0,0,0,87
AZURDUY,consultas prenatales,repetidas,2024-11-01,0,0,10,4,21,7,6,0,0,0,0,0,48
BATALLAS,consultas prenatales,repetidas,2024-11-01,0,0,5,0,45,0,5,0,0,0,0,0,55
BAURES,consultas prenatales,repetidas,2024-11-01,0,0,4,0,13,1,2,0,0,0,0,0,20
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2024-11-01,0,0,0,1,1,2,0,0,0,0,0,0,4
BELEN DE URMIRI,consultas prenatales,repetidas,2024-11-01,0,0,2,0,1,2,0,0,0,0,0,0,5
BELLA FLOR,consultas prenatales,repetidas,2024-11-01,2,0,0,0,8,0,0,0,0,0,0,0,10
BERMEJO,consultas prenatales,repetidas,2024-11-01,0,0,23,0,149,0,43,0,0,0,0,0,215
BETANZOS,consultas prenatales,repetidas,2024-11-01,0,0,18,1,68,7,14,3,0,0,0,0,111
BOLIVAR,consultas prenatales,repetidas,2024-11-01,0,0,1,0,9,2,0,0,0,0,0,0,12
BOLPEBRA,consultas prenatales,repetidas,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BOYUIBE,consultas prenatales,repetidas,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,1
BUENA VISTA,consultas prenatales,repetidas,2024-11-01,1,0,9,0,53,0,8,0,0,0,0,0,71
CABEZAS,consultas prenatales,repetidas,2024-11-01,0,0,8,0,66,0,5,0,0,0,0,0,79
CAIROMA,consultas prenatales,repetidas,2024-11-01,1,0,7,0,29,1,1,0,0,0,0,0,39
"CAIZA ""D""",consultas prenatales,repetidas,2024-11-01,0,0,7,1,37,5,4,0,0,0,0,0,54
CAJUATA,consultas prenatales,repetidas,2024-11-01,2,0,10,0,51,0,4,0,0,0,0,0,67
CALACOTO,consultas prenatales,repetidas,2024-11-01,0,0,0,3,4,5,0,1,0,0,0,0,13
CALAMARCA,consultas prenatales,repetidas,2024-11-01,0,0,6,0,43,0,4,0,0,0,0,0,53
CAMARGO,consultas prenatales,repetidas,2024-11-01,0,0,5,0,52,1,10,2,0,0,0,0,70
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2024-11-01,0,0,0,0,7,1,3,0,0,0,0,0,11
CAMIRI,consultas prenatales,repetidas,2024-11-01,1,1,34,0,132,1,14,0,0,0,0,0,183
CAPINOTA,consultas prenatales,repetidas,2024-11-01,0,0,10,0,44,0,15,0,0,0,0,0,69
CAQUIAVIRI,consultas prenatales,repetidas,2024-11-01,0,0,5,0,18,2,3,0,0,0,0,0,28
CARACOLLO,consultas prenatales,repetidas,2024-11-01,0,0,15,2,64,0,14,2,0,0,0,0,97
CARANAVI,consultas prenatales,repetidas,2024-11-01,2,0,37,0,269,0,43,0,0,0,0,0,351
CARANGAS,consultas prenatales,repetidas,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CARAPARI,consultas prenatales,repetidas,2024-11-01,1,0,5,0,42,2,12,1,0,0,0,0,63
CARIPUYO,consultas prenatales,repetidas,2024-11-01,0,0,0,0,12,3,2,1,0,0,0,0,18
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2024-11-01,1,0,6,0,24,0,6,0,0,0,0,0,37
CATACORA,consultas prenatales,repetidas,2024-11-01,0,0,2,0,3,0,0,0,0,0,0,0,5
CHACARILLA,consultas prenatales,repetidas,2024-11-01,0,0,1,0,6,0,0,0,0,0,0,0,7
CHALLAPATA,consultas prenatales,repetidas,2024-11-01,0,0,24,0,153,3,27,1,0,0,0,0,208
CHAQUI,consultas prenatales,repetidas,2024-11-01,0,0,7,1,24,1,3,0,0,0,0,0,36
CHARAGUA,consultas prenatales,repetidas,2024-11-01,0,0,26,0,88,1,18,0,0,0,0,0,133
CHARAÑA,consultas prenatales,repetidas,2024-11-01,0,0,1,0,6,0,2,0,0,0,0,0,9
CHAYANTA,consultas prenatales,repetidas,2024-11-01,0,0,8,2,25,7,3,1,0,0,0,0,46
CHIMORE,consultas prenatales,repetidas,2024-11-01,4,0,41,2,168,2,24,2,0,0,0,0,243
CHIPAYA,consultas prenatales,repetidas,2024-11-01,0,0,0,0,4,0,0,0,0,0,0,0,4
CHOQUE COTA,consultas prenatales,repetidas,2024-11-01,0,0,0,0,4,0,0,1,0,0,0,0,5
CHUA COCANI,consultas prenatales,repetidas,2024-11-01,0,0,2,0,10,0,0,0,0,0,0,0,12
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2024-11-01,0,0,3,1,50,0,9,0,0,0,0,0,63
CHUMA,consultas prenatales,repetidas,2024-11-01,0,0,5,2,16,6,2,2,0,0,0,0,33
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2024-11-01,0,0,4,0,25,2,3,1,0,0,0,0,35
CKOCHAS,consultas prenatales,repetidas,2024-11-01,0,0,10,1,19,5,10,1,0,0,0,0,46
CLIZA,consultas prenatales,repetidas,2024-11-01,0,0,9,0,56,1,13,0,0,0,0,0,79
COBIJA,consultas prenatales,repetidas,2024-11-01,6,0,73,0,331,0,69,1,0,0,0,0,480
COCAPATA,consultas prenatales,repetidas,2024-11-01,0,0,13,6,52,23,6,2,0,0,0,0,102
COCHABAMBA,consultas prenatales,repetidas,2024-11-01,3,0,247,3,2872,6,809,1,1,0,0,0,3942
COLCAPIRHUA,consultas prenatales,repetidas,2024-11-01,0,0,17,13,183,5,42,1,0,0,0,0,261
"COLCHA ""K""",consultas prenatales,repetidas,2024-11-01,0,0,1,0,33,1,6,0,0,0,0,0,41
COLLANA,consultas prenatales,repetidas,2024-11-01,0,0,4,1,8,1,3,0,0,0,0,0,17
COLOMI,consultas prenatales,repetidas,2024-11-01,0,0,23,1,98,0,14,0,0,0,0,0,136
COLPA BELGICA,consultas prenatales,repetidas,2024-11-01,1,0,13,0,25,0,3,0,0,0,0,0,42
COLQUECHACA,consultas prenatales,repetidas,2024-11-01,0,0,22,1,62,8,7,2,0,0,0,0,102
COLQUENCHA,consultas prenatales,repetidas,2024-11-01,0,0,6,0,36,0,12,0,0,0,0,0,54
COLQUIRI,consultas prenatales,repetidas,2024-11-01,0,0,11,4,45,10,6,2,0,0,0,0,78
COMANCHE,consultas prenatales,repetidas,2024-11-01,0,0,1,0,3,0,2,0,0,0,0,0,6
COMARAPA,consultas prenatales,repetidas,2024-11-01,1,0,16,0,78,0,26,0,0,0,0,0,121
COMBAYA,consultas prenatales,repetidas,2024-11-01,0,0,0,0,2,1,0,0,0,0,0,0,3
CONCEPCION,consultas prenatales,repetidas,2024-11-01,5,0,26,5,76,4,1,8,0,0,0,0,125
COPACABANA,consultas prenatales,repetidas,2024-11-01,0,0,6,0,43,1,5,1,0,0,0,0,56
CORIPATA,consultas prenatales,repetidas,2024-11-01,0,0,2,1,45,0,13,0,0,0,0,0,61
CORO CORO,consultas prenatales,repetidas,2024-11-01,0,0,2,2,14,5,3,1,0,0,0,0,27
COROICO,consultas prenatales,repetidas,2024-11-01,1,1,14,2,73,0,20,1,0,0,0,0,112
CORQUE,consultas prenatales,repetidas,2024-11-01,0,0,2,0,7,0,3,1,0,0,0,0,13
COTAGAITA,consultas prenatales,repetidas,2024-11-01,0,0,8,0,57,1,16,1,0,0,0,0,83
COTOCA,consultas prenatales,repetidas,2024-11-01,1,0,69,0,338,2,51,0,0,0,0,0,461
CRUZ DE MACHACAMARCA,consultas prenatales,repetidas,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,consultas prenatales,repetidas,2024-11-01,0,0,17,1,81,0,14,0,0,0,0,0,113
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CUEVO,consultas prenatales,repetidas,2024-11-01,0,0,1,0,5,0,2,1,0,0,0,0,9
CULPINA,consultas prenatales,repetidas,2024-11-01,0,0,14,0,53,5,7,0,0,0,0,0,79
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2024-11-01,0,0,2,0,8,0,5,1,0,0,0,0,16
CURVA,consultas prenatales,repetidas,2024-11-01,1,0,1,0,6,2,3,0,0,0,0,0,13
DESAGUADERO,consultas prenatales,repetidas,2024-11-01,0,0,4,0,16,0,5,0,0,0,0,0,25
EL ALTO,consultas prenatales,repetidas,2024-11-01,4,3,352,79,3488,703,689,127,0,0,0,0,5445
EL CHORO,consultas prenatales,repetidas,2024-11-01,0,0,2,0,8,1,0,0,0,0,0,0,11
EL PUENTE(STC),consultas prenatales,repetidas,2024-11-01,1,0,10,0,42,0,9,0,0,0,0,0,62
