,group,variable,month,BCG,BCG,TOTALES,TOTALES,TOTALES
QUIME,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,12,3,12,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,33,6,33,39
REYES,vacunaciones en menores de 1 ano,bcg,2009-11-01,19,3,19,3,22
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2009-11-01,270,17,270,17,287
ROBORE,vacunaciones en menores de 1 ano,bcg,2009-11-01,5,5,5,5,10
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2009-11-01,31,5,31,5,36
SABAYA,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,2,3,2,5
SACABA,vacunaciones en menores de 1 ano,bcg,2009-11-01,222,5,222,5,227
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,0,6,0,6
SACACA,vacunaciones en menores de 1 ano,bcg,2009-11-01,36,31,36,31,67
SAIPINA,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,5,3,5,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,5,6,5,11
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,13,1,13,1,14
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,3,4,3,7
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,0,2,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,2,1,2,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2009-11-01,9,4,9,4,13
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2009-11-01,13,1,13,1,14
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2009-11-01,69,57,69,57,126
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2009-11-01,17,16,17,16,33
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2009-11-01,51,6,51,6,57
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2009-11-01,27,27,27,27,54
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2009-11-01,92,12,92,12,104
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2009-11-01,3,0,3,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2009-11-01,30,4,30,4,34
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,7,2,7,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2009-11-01,17,4,17,4,21
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,2,6,2,8
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2009-11-01,50,6,50,6,56
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2009-11-01,6,4,6,4,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2009-11-01,13,8,13,8,21
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,31,40,31,40,71
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,24,2,24,2,26
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2009-11-01,12,6,12,6,18
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,0,2,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2009-11-01,12,0,12,0,12
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2009-11-01,26,39,26,39,65
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,4,3,4,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,3,1,3,4
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,8,4,8,12
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2009-11-01,24,1,24,1,25
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,1,6,1,7
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2009-11-01,32,5,32,5,37
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2009-11-01,2813,109,2813,109,2922
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2009-11-01,15,5,15,5,20
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2009-11-01,19,9,19,9,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,2,2,2,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2009-11-01,5,6,5,6,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,7,0,7,7
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,0,4,0,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,9,2,9,11
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2009-11-01,5,7,5,7,12
SENA,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,13,1,13,14
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2009-11-01,18,19,18,19,37
SICAYA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,9,0,9,9
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2009-11-01,41,5,41,5,46
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,10,4,10,14
SORACACHI,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,12,4,12,16
SORATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,26,19,26,19,45
SUCRE,vacunaciones en menores de 1 ano,bcg,2009-11-01,541,6,541,6,547
TACACOMA,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,10,4,10,14
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2009-11-01,5,12,5,12,17
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,17,3,17,20
TAPACARI,vacunaciones en menores de 1 ano,bcg,2009-11-01,32,20,32,20,52
TARABUCO,vacunaciones en menores de 1 ano,bcg,2009-11-01,34,14,34,14,48
TARACO,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,9,0,9,9
TARATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,7,6,7,6,13
TARIJA,vacunaciones en menores de 1 ano,bcg,2009-11-01,394,1,394,1,395
TARVITA,vacunaciones en menores de 1 ano,bcg,2009-11-01,15,9,15,9,24
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2009-11-01,9,5,9,5,14
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,20,3,20,23
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2009-11-01,15,43,15,43,58
TIPUANI,vacunaciones en menores de 1 ano,bcg,2009-11-01,20,0,20,0,20
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2009-11-01,96,0,96,0,96
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2009-11-01,79,14,79,14,93
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2009-11-01,2,2,2,2,4
TOCO,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,3,8,3,11
TOLATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,7,0,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,3,2,3,5
TOMAVE,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,14,0,14,14
TOMINA,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,5,6,5,11
TORO TORO,vacunaciones en menores de 1 ano,bcg,2009-11-01,10,20,10,20,30
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2009-11-01,21,9,21,9,30
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2009-11-01,4,0,4,0,4
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2009-11-01,286,0,286,0,286
TUPIZA,vacunaciones en menores de 1 ano,bcg,2009-11-01,63,12,63,12,75
TURCO,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,3,3,3,6
UMALA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,14,0,14,14
UNCIA,vacunaciones en menores de 1 ano,bcg,2009-11-01,16,29,16,29,45
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2009-11-01,11,6,11,6,17
URUBICHA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,10,0,10,10
UYUNI,vacunaciones en menores de 1 ano,bcg,2009-11-01,50,7,50,7,57
VACAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,13,2,13,15
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2009-11-01,38,3,38,3,41
VIACHA,vacunaciones en menores de 1 ano,bcg,2009-11-01,56,15,56,15,71
VILA VILA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,7,0,7,7
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2009-11-01,60,5,60,5,65
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2009-11-01,2,2,2,2,4
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,4,3,4,7
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2009-11-01,11,4,11,4,15
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2009-11-01,140,17,140,17,157
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2009-11-01,6,6,6,6,12
VILLAZON,vacunaciones en menores de 1 ano,bcg,2009-11-01,51,4,51,4,55
VINTO,vacunaciones en menores de 1 ano,bcg,2009-11-01,94,1,94,1,95
VITICHI,vacunaciones en menores de 1 ano,bcg,2009-11-01,14,10,14,10,24
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,bcg,2009-11-01,90,5,90,5,95
YACO,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,6,3,6,9
YACUIBA,vacunaciones en menores de 1 ano,bcg,2009-11-01,139,3,139,3,142
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2009-11-01,7,1,7,1,8
YANACACHI,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,1,6,1,7
YAPACANI,vacunaciones en menores de 1 ano,bcg,2009-11-01,89,1,89,1,90
YOCALLA,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,4,4,4,8
YOTALA,vacunaciones en menores de 1 ano,bcg,2009-11-01,13,6,13,6,19
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,13,1,13,14
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2009-11-01,11,5,11,5,16
ACACIO,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,7,2,7,9
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2009-12-01,57,34,57,34,91
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2009-12-01,3,14,3,14,17
AIQUILE,vacunaciones en menores de 1 ano,bcg,2009-12-01,53,1,53,1,54
ALALAY,vacunaciones en menores de 1 ano,bcg,2009-12-01,1,6,1,6,7
ALCALA,vacunaciones en menores de 1 ano,bcg,2009-12-01,1,3,1,3,4
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2009-12-01,4,16,4,16,20
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,2,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2009-12-01,3,1,3,1,4
ANZALDO,vacunaciones en menores de 1 ano,bcg,2009-12-01,11,11,11,11,22
APOLO,vacunaciones en menores de 1 ano,bcg,2009-12-01,23,4,23,4,27
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2009-12-01,6,6,6,6,12
ARANI,vacunaciones en menores de 1 ano,bcg,2009-12-01,24,2,24,2,26
ARQUE,vacunaciones en menores de 1 ano,bcg,2009-12-01,18,7,18,7,25
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2009-12-01,58,4,58,4,62
ATOCHA,vacunaciones en menores de 1 ano,bcg,2009-12-01,8,2,8,2,10
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2009-12-01,13,10,13,10,23
AYATA,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,13,0,13,13
AYO AYO,vacunaciones en menores de 1 ano,bcg,2009-12-01,11,4,11,4,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2009-12-01,10,17,10,17,27
AZURDUY,vacunaciones en menores de 1 ano,bcg,2009-12-01,4,5,4,5,9
BATALLAS,vacunaciones en menores de 1 ano,bcg,2009-12-01,11,6,11,6,17
BAURES,vacunaciones en menores de 1 ano,bcg,2009-12-01,5,0,5,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,0,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,1,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,3,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,bcg,2009-12-01,52,1,52,1,53
BETANZOS,vacunaciones en menores de 1 ano,bcg,2009-12-01,22,40,22,40,62
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2009-12-01,4,9,4,9,13
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2009-12-01,1,6,1,6,7
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2009-12-01,6,5,6,5,11
CABEZAS,vacunaciones en menores de 1 ano,bcg,2009-12-01,12,7,12,7,19
CAIROMA,vacunaciones en menores de 1 ano,bcg,2009-12-01,3,11,3,11,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2009-12-01,1,17,1,17,18
CAJUATA,vacunaciones en menores de 1 ano,bcg,2009-12-01,16,5,16,5,21
CALACOTO,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,3,2,3,5
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2009-12-01,17,7,17,7,24
CAMARGO,vacunaciones en menores de 1 ano,bcg,2009-12-01,28,1,28,1,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2009-12-01,0,1,0,1,1
CAMIRI,vacunaciones en menores de 1 ano,bcg,2009-12-01,65,2,65,2,67
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2009-12-01,29,1,29,1,30
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,14,0,14,14
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2009-12-01,21,6,21,6,27
CARANAVI,vacunaciones en menores de 1 ano,bcg,2009-12-01,117,29,117,29,146
CARAPARI,vacunaciones en menores de 1 ano,bcg,2009-12-01,14,4,14,4,18
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2009-12-01,6,6,6,6,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,4,2,4,6
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,2,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2009-12-01,38,22,38,22,60
CHAQUI,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,12,2,12,14
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2009-12-01,17,34,17,34,51
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,4,0,4,4
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2009-12-01,14,20,14,20,34
CHIMORE,vacunaciones en menores de 1 ano,bcg,2009-12-01,17,2,17,2,19
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2009-12-01,4,1,4,1,5
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2009-12-01,20,7,20,7,27
CHUMA,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,5,0,5,5
CLIZA,vacunaciones en menores de 1 ano,bcg,2009-12-01,29,4,29,4,33
COBIJA,vacunaciones en menores de 1 ano,bcg,2009-12-01,134,0,134,0,134
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2009-12-01,1467,35,1467,35,1502
COIPASA,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,0,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2009-12-01,75,0,75,0,75
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2009-12-01,4,2,4,2,6
COLLANA,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,1,0,1,1
COLOMI,vacunaciones en menores de 1 ano,bcg,2009-12-01,22,2,22,2,24
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,1,2,1,3
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2009-12-01,21,71,21,71,92
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2009-12-01,3,4,3,4,7
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2009-12-01,6,19,6,19,25
COMARAPA,vacunaciones en menores de 1 ano,bcg,2009-12-01,16,0,16,0,16
COMBAYA,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2009-12-01,32,0,32,0,32
COPACABANA,vacunaciones en menores de 1 ano,bcg,2009-12-01,16,4,16,4,20
CORIPATA,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,5,0,5,5
CORO CORO,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,18,0,18,18
COROICO,vacunaciones en menores de 1 ano,bcg,2009-12-01,22,5,22,5,27
CORQUE,vacunaciones en menores de 1 ano,bcg,2009-12-01,1,2,1,2,3
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2009-12-01,4,15,4,15,19
COTOCA,vacunaciones en menores de 1 ano,bcg,2009-12-01,97,0,97,0,97
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2009-12-01,19,1,19,1,20
CUEVO,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,2,2,2,4
CULPINA,vacunaciones en menores de 1 ano,bcg,2009-12-01,12,3,12,3,15
CURVA,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,10,2,10,12
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,12,2,12,14
EL ALTO,vacunaciones en menores de 1 ano,bcg,2009-12-01,1545,4,1545,4,1549
EL CHORO,vacunaciones en menores de 1 ano,bcg,2009-12-01,1,4,1,4,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2009-12-01,17,8,17,8,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2009-12-01,9,9,9,9,18
EL TORNO,vacunaciones en menores de 1 ano,bcg,2009-12-01,64,3,64,3,67
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2009-12-01,14,2,14,2,16
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2009-12-01,27,0,27,0,27
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2009-12-01,6,0,6,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2009-12-01,1,4,1,4,5
EXALTACION,vacunaciones en menores de 1 ano,bcg,2009-12-01,5,0,5,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2009-12-01,9,9,9,9,18
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2009-12-01,6,3,6,3,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2009-12-01,14,5,14,5,19
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2009-12-01,5,4,5,4,9
GUANAY,vacunaciones en menores de 1 ano,bcg,2009-12-01,13,1,13,1,14
GUAQUI,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,9,2,9,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2009-12-01,123,1,123,1,124
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2009-12-01,13,20,13,20,33
HUACARETA,vacunaciones en menores de 1 ano,bcg,2009-12-01,10,4,10,4,14
HUANUNI,vacunaciones en menores de 1 ano,bcg,2009-12-01,25,6,25,6,31
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2009-12-01,4,0,4,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2009-12-01,3,1,3,1,4
ICHOCA,vacunaciones en menores de 1 ano,bcg,2009-12-01,7,7,7,7,14
ICLA,vacunaciones en menores de 1 ano,bcg,2009-12-01,5,6,5,6,11
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2009-12-01,16,21,16,21,37
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2009-12-01,1,14,1,14,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2009-12-01,0,12,0,12,12
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2009-12-01,10,1,10,1,11
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-12-01,3,10,3,10,13
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2009-12-01,39,6,39,6,45
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2009-12-01,60,0,60,0,60
LA PAZ,vacunaciones en menores de 1 ano,bcg,2009-12-01,1616,0,1616,0,1616
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2009-12-01,3,2,3,2,5
LAJA,vacunaciones en menores de 1 ano,bcg,2009-12-01,11,19,11,19,30
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,1,2,1,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2009-12-01,1,3,1,3,4
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2009-12-01,36,44,36,44,80
LLICA,vacunaciones en menores de 1 ano,bcg,2009-12-01,3,1,3,1,4
LORETO,vacunaciones en menores de 1 ano,bcg,2009-12-01,5,4,5,4,9
LURIBAY,vacunaciones en menores de 1 ano,bcg,2009-12-01,11,1,11,1,12
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2009-12-01,4,0,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,1,0,1,1
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2009-12-01,11,4,11,4,15
MAIRANA,vacunaciones en menores de 1 ano,bcg,2009-12-01,24,0,24,0,24
MALLA,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,2,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,bcg,2009-12-01,14,11,14,11,25
MECAPACA,vacunaciones en menores de 1 ano,bcg,2009-12-01,7,8,7,8,15
MINEROS,vacunaciones en menores de 1 ano,bcg,2009-12-01,32,2,32,2,34
MIZQUE,vacunaciones en menores de 1 ano,bcg,2009-12-01,20,1,20,1,21
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,2,2,2,4
MOJINETE,vacunaciones en menores de 1 ano,bcg,2009-12-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2009-12-01,9,2,9,2,11
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2009-12-01,39,3,39,3,42
MONTERO,vacunaciones en menores de 1 ano,bcg,2009-12-01,311,2,311,2,313
MORO MORO,vacunaciones en menores de 1 ano,bcg,2009-12-01,1,0,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2009-12-01,8,35,8,35,43
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2009-12-01,3,1,3,1,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,1,0,1,1
OCURI,vacunaciones en menores de 1 ano,bcg,2009-12-01,4,26,4,26,30
OKINAWA,vacunaciones en menores de 1 ano,bcg,2009-12-01,9,0,9,0,9
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,4,0,4,4
ORURO,vacunaciones en menores de 1 ano,bcg,2009-12-01,622,4,622,4,626
PADCAYA,vacunaciones en menores de 1 ano,bcg,2009-12-01,5,8,5,8,13
PADILLA,vacunaciones en menores de 1 ano,bcg,2009-12-01,13,1,13,1,14
PAILON,vacunaciones en menores de 1 ano,bcg,2009-12-01,24,37,24,37,61
PALCA,vacunaciones en menores de 1 ano,bcg,2009-12-01,4,5,4,5,9
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2009-12-01,35,2,35,2,37
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2009-12-01,4,4,4,4,8
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2009-12-01,7,0,7,0,7
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2009-12-01,3,4,3,4,7
PASORAPA,vacunaciones en menores de 1 ano,bcg,2009-12-01,1,4,1,4,5
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2009-12-01,30,6,30,6,36
PAZÑA,vacunaciones en menores de 1 ano,bcg,2009-12-01,3,0,3,0,3
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2009-12-01,14,17,14,17,31
POCOATA,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,62,2,62,64
POCONA,vacunaciones en menores de 1 ano,bcg,2009-12-01,2,10,2,10,12
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2009-12-01,8,5,8,5,13
POOPO,vacunaciones en menores de 1 ano,bcg,2009-12-01,5,0,5,0,5
PORCO,vacunaciones en menores de 1 ano,bcg,2009-12-01,15,2,15,2,17
POROMA,vacunaciones en menores de 1 ano,bcg,2009-12-01,8,15,8,15,23
PORONGO,vacunaciones en menores de 1 ano,bcg,2009-12-01,6,1,6,1,7
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2009-12-01,36,0,36,0,36
PORVENIR,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,3,0,3,3
POTOSI,vacunaciones en menores de 1 ano,bcg,2009-12-01,320,7,320,7,327
PRESTO,vacunaciones en menores de 1 ano,bcg,2009-12-01,1,14,1,14,15
PUCARA,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,1,0,1,1
PUCARANI,vacunaciones en menores de 1 ano,bcg,2009-12-01,16,14,16,14,30
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2009-12-01,7,14,7,14,21
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,5,0,5,5
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,3,0,3,3
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,9,0,9,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2009-12-01,19,13,19,13,32
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2009-12-01,8,5,8,5,13
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2009-12-01,34,0,34,0,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2009-12-01,78,3,78,3,81
PUNA,vacunaciones en menores de 1 ano,bcg,2009-12-01,22,62,22,62,84
PUNATA,vacunaciones en menores de 1 ano,bcg,2009-12-01,82,3,82,3,85
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2009-12-01,0,2,0,2,2
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2009-12-01,198,4,198,4,202
