,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES,TOTALES,TOTALES
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,1,3,1,4
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,12,13,12,13,25
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,126,27,126,27,153
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,14,9,14,9,23
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,59,10,59,10,69
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,78,6,78,6,84
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,5,8,5,8,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,2,1,2,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,121,48,121,48,169
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,9,4,9,13
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,125,48,125,48,173
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,5,5,5,5,10
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,0,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,74,18,74,18,92
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,11,0,11,11
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,7,9,7,16
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,7,2,7,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,5,3,5,3,8
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,4,13,4,13,17
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,40,31,40,31,71
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,9,5,9,14
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,26,3,26,3,29
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,2,3,2,3,5
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,1,7,1,8
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,19,6,19,25
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1,2,1,2,3
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,0,6,0,6
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,8,7,8,15
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,24,20,24,20,44
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,2,6,2,6,8
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,7,7,7,14
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,8,11,8,11,19
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,15,5,15,5,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,36,1,36,1,37
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,11,4,11,4,15
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,6,0,6,6
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,7,7,7,14
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,8,2,8,2,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,25,23,25,23,48
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,4,7,4,11
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,17,7,17,7,24
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,1,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1,3,1,3,4
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,34,14,34,14,48
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,32,39,32,39,71
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,6,7,6,13
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,2,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,4,2,4,2,6
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,14,9,14,9,23
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,31,38,31,38,69
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,9,8,9,8,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,4,17,4,17,21
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,20,0,20,0,20
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,6,3,6,9
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,8,8,8,8,16
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,16,10,16,10,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,0,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,49,1,49,1,50
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,34,10,34,10,44
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1,9,1,9,10
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,31,17,31,17,48
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,67,46,67,46,113
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,1,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,13,9,13,9,22
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,31,7,31,38
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,4,3,4,3,7
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,2,0,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,34,12,34,12,46
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,4,10,4,10,14
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,31,74,31,74,105
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,15,13,15,13,28
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,31,29,31,29,60
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1,2,1,2,3
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,17,14,17,14,31
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,16,5,16,21
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,36,7,36,7,43
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,93,3,93,3,96
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1156,17,1156,17,1173
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,1,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,78,3,78,3,81
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,14,10,14,10,24
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,37,6,37,6,43
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,3,7,3,10
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,30,89,30,89,119
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,11,0,11,0,11
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,24,6,24,30
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,3,0,3,3
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,30,1,30,1,31
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,13,0,13,13
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,35,4,35,4,39
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,13,14,13,14,27
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,18,9,18,9,27
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,5,3,5,8
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,16,13,16,13,29
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,2,5,2,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,12,30,12,30,42
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,80,13,80,13,93
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,21,18,21,18,39
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,9,5,9,14
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,12,17,12,17,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,8,1,8,1,9
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1,4,1,4,5
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,2,5,2,7
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1409,153,1409,153,1562
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1,8,1,8,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,13,5,13,5,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,7,5,7,12
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,71,3,71,3,74
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1,1,1,1,2
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,61,4,61,4,65
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,18,28,18,28,46
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,8,1,8,1,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,0,3,0,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,25,1,25,1,26
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,0,3,0,3
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,32,7,32,7,39
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,17,3,17,20
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,14,5,14,5,19
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,5,6,5,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,67,20,67,20,87
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,9,14,9,14,23
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,15,5,15,5,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,2,5,2,7
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,47,2,47,2,49
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,10,0,10,0,10
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1,4,1,4,5
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,2,5,2,7
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,3,6,3,9
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,36,35,36,35,71
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,4,17,4,17,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,17,7,17,24
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,10,2,10,2,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,13,3,13,3,16
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,72,18,72,18,90
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,121,6,121,6,127
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1136,30,1136,30,1166
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,4,6,4,6,10
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,16,18,16,18,34
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,0,3,0,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,8,0,8,0,8
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,39,43,39,43,82
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,4,6,4,10
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,10,3,10,13
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,15,5,15,5,20
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,1,6,1,7
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,2,6,2,8
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,16,2,16,2,18
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,25,0,25,0,25
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,22,4,22,4,26
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,9,15,9,15,24
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,25,5,25,30
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,47,29,47,29,76
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,13,12,13,12,25
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,1,3,1,4
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,8,6,8,6,14
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,37,6,37,6,43
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,205,9,205,9,214
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,1,5,1,6
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,18,56,18,56,74
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,3,3,3,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,3,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,1,0,1,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,8,42,8,42,50
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,7,7,7,14
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,7,6,7,13
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,470,16,470,16,486
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,19,7,19,26
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,3,7,3,10
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,35,26,35,26,61
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,12,25,12,25,37
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,32,13,32,13,45
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,11,1,11,1,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,4,6,4,10
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,22,11,22,11,33
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,10,3,10,3,13
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,3,6,3,9
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,68,7,68,75
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,12,4,12,4,16
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,18,10,18,10,28
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,3,5,3,8
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,14,12,14,12,26
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,21,14,21,14,35
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,18,8,18,8,26
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,37,2,37,2,39
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,9,6,9,6,15
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,3,3,3,6
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,362,5,362,5,367
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,9,13,9,13,22
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,0,5,0,5
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,31,5,31,5,36
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,12,6,12,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,9,22,9,22,31
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,7,0,7,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,3,3,3,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,8,7,8,7,15
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,12,0,12,0,12
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,30,1,30,1,31
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,80,3,80,3,83
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,39,31,39,31,70
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,42,2,42,2,44
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,7,3,7,10
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,160,13,160,13,173
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,10,9,10,9,19
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,1,3,1,4
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,11,34,11,34,45
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,12,4,12,4,16
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,194,39,194,39,233
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,31,6,31,6,37
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,16,22,16,22,38
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,3,1,3,1,4
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,203,30,203,30,233
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,3,6,3,9
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,29,48,29,48,77
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,5,2,5,2,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,4,6,4,6,10
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,8,1,8,1,9
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,0,6,0,6
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,7,19,7,19,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,0,8,0,8,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,4,1,4,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,6,4,6,4,10
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,19,0,19,0,19
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,70,55,70,55,125
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,15,11,15,11,26
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,34,17,34,17,51
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,35,26,35,26,61
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,90,27,90,27,117
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,2,0,2,0,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,24,1,24,1,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,13,16,13,16,29
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,27,10,27,10,37
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-11-01,18,6,18,6,24
