,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES,TOTALES,TOTALES
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,14,8,14,22
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,23,53,23,53,76
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,502,38,502,38,540
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,9,9,9,9,18
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,11,19,11,19,30
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,6,4,6,10
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,26,16,26,16,42
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,15,10,15,10,25
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,2,0,2,2
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,13,3,13,3,16
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,347,8,347,8,355
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,12,19,12,19,31
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,5,6,5,11
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,16,20,16,20,36
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,13,38,13,38,51
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,16,3,16,3,19
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,103,27,103,27,130
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,73,14,73,14,87
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,3,1,3,1,4
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,1,4,1,5
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,1,2,1,3
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,14,7,14,21
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,5,5,5,10
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,10,25,10,25,35
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,22,13,22,13,35
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,2,7,2,9
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,2,0,2,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,189,2,189,2,191
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,61,41,61,41,102
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,0,5,0,5
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,11,0,11,11
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,37,26,37,26,63
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,13,7,13,7,20
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,23,0,23,23
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,38,10,38,10,48
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,7,8,7,15
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,26,1,26,1,27
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,59,11,59,11,70
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,1,5,1,6
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,61,15,61,15,76
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,3,2,3,5
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,12,1,12,1,13
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,11,8,11,19
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,129,28,129,28,157
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,14,6,14,6,20
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,55,17,55,17,72
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,82,6,82,6,88
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,15,6,15,6,21
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,1,1,1,2
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,126,41,126,41,167
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,16,5,16,21
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,143,45,143,45,188
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,1,6,1,7
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,11,0,11,0,11
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,89,28,89,28,117
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,6,2,6,8
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,6,8,6,14
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,6,2,6,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,8,7,8,15
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1,5,1,5,6
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,58,46,58,46,104
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,13,9,13,9,22
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,38,5,38,5,43
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,4,0,4,4
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,2,0,2,2
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,23,4,23,27
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,2,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,3,1,3,1,4
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,5,10,5,10,15
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,17,11,17,11,28
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,1,2,1,3
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,10,10,10,10,20
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,13,12,13,12,25
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,16,5,16,5,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,39,1,39,1,40
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,4,4,4,8
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,9,2,9,11
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,7,11,7,11,18
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,10,0,10,0,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,24,22,24,22,46
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,6,13,6,13,19
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,25,4,25,4,29
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,11,0,11,0,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,2,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,8,0,8,8
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,2,2,2,4
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,60,27,60,27,87
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,39,32,39,32,71
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,8,4,8,12
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,7,1,7,1,8
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,19,19,19,19,38
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,39,41,39,41,80
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,9,8,9,8,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,3,11,3,11,14
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,11,4,11,4,15
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,3,6,3,6,9
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,9,9,9,9,18
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,20,7,20,7,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1,1,1,1,2
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,63,0,63,0,63
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,27,11,27,11,38
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,10,2,10,12
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,27,17,27,17,44
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,87,54,87,54,141
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,1,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,13,8,13,8,21
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,28,2,28,30
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,7,5,7,5,12
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,0,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,38,14,38,14,52
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,13,8,13,8,21
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,32,59,32,59,91
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,3,1,3,1,4
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,12,15,12,15,27
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,22,28,22,28,50
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1,2,1,2,3
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,21,20,21,20,41
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,19,4,19,23
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,33,4,33,4,37
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,76,4,76,4,80
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1151,23,1151,23,1174
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,2,2,2,4
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,62,3,62,3,65
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,17,8,17,8,25
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,26,6,26,6,32
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,9,2,9,2,11
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,21,83,21,83,104
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,12,1,12,1,13
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,23,21,23,21,44
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,3,4,3,4,7
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,20,4,20,4,24
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,7,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,25,2,25,2,27
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,9,14,9,14,23
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,26,2,26,2,28
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,9,9,9,9,18
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,22,7,22,7,29
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,10,6,10,6,16
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,10,29,10,29,39
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,80,11,80,11,91
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,17,22,17,22,39
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,10,4,10,14
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,11,17,11,17,28
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,5,4,5,9
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1,3,1,3,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,6,4,6,4,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1264,207,1264,207,1471
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,7,1,7,1,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,11,2,11,2,13
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,8,15,8,15,23
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,98,10,98,10,108
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,4,2,4,6
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,49,7,49,7,56
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,19,25,19,25,44
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,8,1,8,1,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,1,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,23,2,23,2,25
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,8,3,8,3,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,28,3,28,3,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,9,17,9,17,26
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,18,12,18,12,30
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,7,4,7,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,82,28,82,28,110
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,10,16,10,16,26
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,12,3,12,3,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1,3,1,3,4
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,42,5,42,5,47
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,11,0,11,0,11
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,4,2,4,6
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,9,2,9,11
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,8,8,8,8,16
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,37,42,37,42,79
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,19,2,19,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,11,18,11,18,29
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,9,11,9,11,20
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,14,2,14,2,16
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,54,24,54,24,78
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,116,6,116,6,122
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1171,48,1171,48,1219
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,6,3,6,3,9
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,21,11,21,11,32
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,1,2,1,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1,0,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,40,40,40,40,80
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,2,4,2,6
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,3,4,3,4,7
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,6,4,6,4,10
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,2,4,2,6
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,12,1,12,1,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,14,0,14,0,14
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,23,1,23,1,24
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,6,0,6,6
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,20,6,20,6,26
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,5,16,5,16,21
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,8,34,8,34,42
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,37,29,37,29,66
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,22,19,22,19,41
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,3,3,3,3,6
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,7,12,7,12,19
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,30,10,30,10,40
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,236,19,236,19,255
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,2,0,2,0,2
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,21,71,21,71,92
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,2,0,2,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,0,1,0,1,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,11,46,11,46,57
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,13,8,13,8,21
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,2,4,2,6
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,459,11,459,11,470
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,15,32,15,32,47
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,12,6,12,6,18
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,33,13,33,13,46
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,14,14,14,14,28
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,65,19,65,19,84
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1,1,1,1,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,9,1,9,1,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,6,3,6,3,9
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,2,4,2,6
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,26,13,26,13,39
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,9,2,9,2,11
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,6,7,6,7,13
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,9,55,9,55,64
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,12,5,12,5,17
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,21,3,21,3,24
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,4,1,4,1,5
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,12,12,12,12,24
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,9,25,9,25,34
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,17,14,17,14,31
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,30,3,30,3,33
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,8,2,8,2,10
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-11-01,1,6,1,6,7
