,group,variable,month,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,TOTALES,TOTALES,TOTALES
SACACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,23,29,23,29,52
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,3,4,3,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,7,4,7,11
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,10,5,10,5,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,0,8,0,8
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,12,16,12,16,28
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,2,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,1,3,1,4
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,23,2,23,2,25
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,61,29,61,29,90
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,2,4,2,6
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,33,1,33,1,34
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,34,14,34,14,48
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,92,15,92,15,107
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,3,1,3,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,20,0,20,0,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,9,3,9,3,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,23,9,23,9,32
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,18,3,18,3,21
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,46,56,46,56,102
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,3,3,3,6
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,25,8,25,8,33
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,43,50,43,50,93
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,20,9,20,9,29
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,14,11,14,11,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,0,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,28,0,28,0,28
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,11,38,11,38,49
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,4,5,4,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,10,3,10,3,13
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,16,0,16,0,16
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,11,2,11,2,13
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,25,16,25,16,41
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2540,70,2540,70,2610
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,16,26,16,26,42
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,29,2,29,2,31
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,0,4,0,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,5,5,5,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,6,0,6,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,3,1,3,4
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,4,6,4,10
SENA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,0,8,0,8
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,29,9,29,9,38
SICAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,1,2,1,3
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,83,0,83,0,83
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,3,8,3,11
SORACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,13,15,13,15,28
SORATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,23,34,23,34,57
SUCRE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,477,34,477,34,511
TACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,10,8,10,8,18
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,11,13,11,13,24
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,12,13,12,13,25
TAHUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,0,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,25,34,25,34,59
TARABUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,26,20,26,20,46
TARACO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,2,1,2,3
TARATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,21,8,21,8,29
TARIJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,340,6,340,6,346
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,18,5,18,23
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,6,3,6,9
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,17,8,17,25
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,22,28,22,28,50
TIPUANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,14,2,14,2,16
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,91,0,91,0,91
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,81,10,81,10,91
TOCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,10,0,10,0,10
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,1,0,1,1
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,2,4,2,6
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,1,6,1,7
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,24,5,24,5,29
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,12,7,12,19
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,9,35,9,35,44
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,27,5,27,5,32
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,2,8,2,10
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,1,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,239,10,239,10,249
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,59,19,59,19,78
TURCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,9,0,9,0,9
UMALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,11,0,11,11
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,27,24,27,24,51
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,16,5,16,5,21
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,14,1,14,15
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,39,5,39,5,44
VACAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,12,12,12,12,24
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,30,3,30,3,33
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,59,1,59,1,60
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,5,7,5,12
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,54,11,54,11,65
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,0,1,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,0,4,0,4
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,12,10,12,10,22
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,110,24,110,24,134
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,10,9,10,9,19
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,67,2,67,2,69
VINTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,100,2,100,2,102
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,18,3,18,3,21
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,131,33,131,33,164
YACO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,10,6,10,16
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,153,19,153,19,172
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,14,4,14,4,18
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,10,0,10,0,10
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,76,7,76,7,83
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,4,1,4,5
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,15,5,15,5,20
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,13,1,13,14
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,3,8,3,11
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,6,12,6,12,18
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,54,33,54,33,87
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,8,13,8,13,21
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,46,7,46,7,53
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,2,5,2,5,7
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,3,3,3,3,6
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,10,16,10,16,26
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,3,2,3,2,5
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,7,1,7,1,8
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,7,12,7,12,19
APOLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,26,12,26,12,38
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,2,1,2,1,3
ARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,13,4,13,4,17
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,6,9,6,9,15
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,32,9,32,9,41
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,42,1,42,1,43
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,17,2,17,2,19
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,0,9,0,9,9
AYATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1,9,1,9,10
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,5,4,5,4,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,38,17,38,17,55
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,10,10,10,10,20
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,27,3,27,3,30
BAURES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,6,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1,1,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,0,1,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1,1,1,1,2
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,41,6,41,6,47
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,30,31,30,31,61
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,8,4,8,4,12
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1,1,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,8,3,8,3,11
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,17,4,17,4,21
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,39,4,39,4,43
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,3,7,3,7,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,4,10,4,10,14
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,14,2,14,2,16
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,4,8,4,8,12
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,11,9,11,9,20
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,20,6,20,6,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,5,2,5,2,7
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,36,3,36,3,39
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,38,25,38,25,63
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,5,11,5,11,16
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,27,15,27,15,42
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,82,44,82,44,126
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,14,4,14,4,18
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,4,34,4,34,38
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1,1,1,1,2
CATACORA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,0,3,0,3,3
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,42,15,42,15,57
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,5,7,5,7,12
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,27,53,27,53,80
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,2,2,2,2,4
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,25,27,25,27,52
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,28,13,28,13,41
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,3,1,3,1,4
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,24,19,24,19,43
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,3,8,3,8,11
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,31,4,31,4,35
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,86,2,86,2,88
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1314,0,1314,0,1314
COIPASA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1,1,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,94,0,94,0,94
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,22,0,22,0,22
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,4,2,4,2,6
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,40,3,40,3,43
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,3,5,3,5,8
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,27,74,27,74,101
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,14,2,14,2,16
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,18,15,18,15,33
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,6,0,6,0,6
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,22,7,22,7,29
COMBAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,36,1,36,1,37
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,6,12,6,12,18
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,15,6,15,6,21
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,5,9,5,9,14
COROICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,15,8,15,8,23
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,7,5,7,5,12
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,7,28,7,28,35
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,66,15,66,15,81
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,16,12,16,12,28
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,4,0,4,0,4
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,19,25,19,25,44
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,5,3,5,3,8
CURVA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,2,2,2,2,4
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,3,1,3,1,4
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1550,100,1550,100,1650
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1,3,1,3,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,18,3,18,3,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,11,15,11,15,26
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,61,3,61,3,64
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,4,0,4,0,4
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,42,2,42,2,44
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,20,22,20,22,42
ESCARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,6,1,6,1,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1,0,1,0,1
EXALTACION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,20,2,20,2,22
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,4,0,4,0,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,24,2,24,2,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,4,15,4,15,19
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,13,9,13,9,22
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,5,8,5,8,13
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,91,15,91,15,106
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,12,25,12,25,37
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,9,4,9,4,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,0,3,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,3,0,3,0,3
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,61,3,61,3,64
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,8,1,8,1,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,3,4,3,4,7
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,6,5,6,5,11
ICLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,9,11,9,11,20
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,30,25,30,25,55
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,2,17,2,17,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,7,9,7,9,16
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,13,2,13,2,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,13,5,13,5,18
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,60,5,60,5,65
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,112,4,112,4,116
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1284,18,1284,18,1302
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,1,0,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,5,3,5,3,8
LAJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,8,9,8,9,17
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,5,2,5,2,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-11-01,2,0,2,0,2
