,group,variable,month,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,TOTALES,TOTALES,TOTALES
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,3,3,3,6
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,33,8,33,8,41
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,39,12,39,12,51
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,12,8,12,8,20
MOJINETE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,7,7,7,7,14
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,35,9,35,9,44
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,207,17,207,17,224
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,1,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,14,29,14,29,43
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,2,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,1,0,1,1
OCURI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,13,26,13,26,39
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,20,4,20,4,24
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,10,1,10,11
ORURO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,446,78,446,78,524
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,19,2,19,2,21
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,11,3,11,3,14
PAILON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,38,18,38,18,56
PALCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,5,8,5,13
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,46,8,46,8,54
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,2,4,2,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,12,0,12,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,2,2,2,4
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,3,1,3,4
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,15,1,15,1,16
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,2,2,2,4
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,6,4,6,10
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,54,4,54,58
POCONA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,13,3,13,3,16
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,20,15,20,15,35
POOPO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,2,8,2,10
PORCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,11,0,11,0,11
POROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,16,14,16,14,30
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,17,4,17,4,21
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,31,3,31,3,34
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,2,4,2,6
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,2,1,2,3
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,333,7,333,7,340
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,5,3,5,8
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,20,11,20,11,31
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,18,15,18,15,33
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,6,7,6,7,13
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,5,2,5,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,8,2,8,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,24,8,24,8,32
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,0,3,0,3
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,32,5,32,5,37
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,116,3,116,3,119
PUNA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,23,38,23,38,61
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,47,3,47,3,50
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,2,1,2,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,156,2,156,2,158
QUIME,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,6,5,6,11
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,2,2,2,4
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,22,4,22,26
REYES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,17,9,17,9,26
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,208,38,208,38,246
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,19,0,19,0,19
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,22,2,22,2,24
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,165,10,165,10,175
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,3,4,3,7
SACACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,16,29,16,29,45
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,12,3,12,15
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,4,9,4,13
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,3,9,3,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,19,8,19,8,27
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,5,2,5,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,1,5,1,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,1,8,1,9
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,12,2,12,2,14
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,90,33,90,33,123
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,3,8,3,11
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,36,1,36,1,37
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,39,8,39,8,47
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,98,14,98,14,112
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,4,1,4,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,24,10,24,10,34
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,2,4,2,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,32,3,32,3,35
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,14,5,14,5,19
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,50,46,50,46,96
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,3,4,3,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,20,11,20,11,31
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,37,34,37,34,71
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,21,8,21,8,29
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,10,9,10,9,19
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,1,4,1,5
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,26,0,26,0,26
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,17,29,17,29,46
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,3,4,3,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,6,0,6,0,6
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,2,5,2,7
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,31,0,31,0,31
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,7,7,7,7,14
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,23,18,23,18,41
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2226,48,2226,48,2274
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,23,9,23,32
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,30,3,30,3,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,2,2,2,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,11,6,11,6,17
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,4,0,4,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,1,2,1,3
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,10,8,10,8,18
SENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,0,8,0,8
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,24,13,24,13,37
SICAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,2,0,2,2
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,78,0,78,0,78
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,3,3,3,6
SORACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,7,12,7,12,19
SORATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,29,27,29,27,56
SUCRE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,381,28,381,28,409
TACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,3,9,3,12
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,9,8,9,17
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,7,8,7,8,15
TAHUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,24,17,24,17,41
TARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,13,5,13,5,18
TARACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,0,1,0,1
TARATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,20,2,20,2,22
TARIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,318,3,318,3,321
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,10,12,10,12,22
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,6,5,6,5,11
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,11,17,11,17,28
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,15,23,15,23,38
TIPUANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,16,1,16,1,17
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,69,1,69,1,70
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,87,9,87,9,96
TOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,2,5,2,7
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,2,8,2,10
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,0,3,0,3
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,6,9,6,15
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,6,9,6,15
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,10,30,10,30,40
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,20,14,20,14,34
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,4,2,4,6
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,1,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,183,0,183,0,183
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,47,17,47,17,64
TURCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,1,9,1,10
UMALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,15,0,15,15
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,42,20,42,20,62
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,2,9,2,11
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,14,0,14,14
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,34,5,34,5,39
VACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,10,12,10,12,22
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,24,2,24,2,26
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,73,1,73,1,74
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,4,8,4,12
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,61,5,61,5,66
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,3,0,3,3
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,2,2,2,4
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,12,13,12,13,25
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,106,15,106,15,121
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,13,8,13,8,21
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,52,8,52,8,60
VINTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,60,4,60,4,64
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,7,8,7,8,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,2,1,2,3
WARNES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,112,47,112,47,159
YACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,9,1,9,10
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,104,12,104,12,116
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,2,4,2,6
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,0,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,85,5,85,5,90
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,8,0,8,8
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,3,8,3,11
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,5,1,5,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,4,5,4,9
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,5,8,5,8,13
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,38,22,38,22,60
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,12,9,12,9,21
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,21,1,21,1,22
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,2,1,2,1,3
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,7,1,7,1,8
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,5,19,5,19,24
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,1,2,1,2,3
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,6,0,6,0,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,7,6,7,6,13
APOLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,19,14,19,14,33
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,2,6,2,6,8
ARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,6,7,6,7,13
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,9,12,9,12,21
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,11,8,11,8,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,35,0,35,0,35
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,13,4,13,4,17
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,2,8,2,8,10
AYATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,7,6,7,6,13
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,9,2,9,2,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,22,20,22,20,42
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,7,3,7,3,10
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,20,6,20,6,26
BAURES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,6,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,1,4,1,4,5
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,1,2,1,2,3
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,39,20,39,20,59
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,33,39,33,39,72
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,4,6,4,6,10
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,0,2,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,4,2,4,2,6
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,14,10,14,10,24
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,26,3,26,3,29
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,9,11,9,11,20
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,6,18,6,18,24
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,20,0,20,0,20
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,2,5,2,5,7
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,11,5,11,5,16
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,16,11,16,11,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,3,0,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,41,1,41,1,42
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,34,3,34,3,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,1,9,1,9,10
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,31,13,31,13,44
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,66,44,66,44,110
CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,0,1,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,13,8,13,8,21
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,7,31,7,31,38
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,4,5,4,5,9
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,29,12,29,12,41
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,6,6,6,6,12
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,19,45,19,45,64
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,14,15,14,15,29
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,35,13,35,13,48
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,1,1,1,1,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,16,14,16,14,30
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,4,14,4,14,18
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,32,9,32,9,41
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,80,1,80,1,81
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,1049,0,1049,0,1049
COIPASA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,0,1,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,76,0,76,0,76
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,13,2,13,2,15
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,32,2,32,2,34
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,5,2,5,2,7
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,31,80,31,80,111
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-11-01,12,0,12,0,12
