,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES,TOTALES,TOTALES
QUILLACOLLO,atencion odontologica,endodoncia,2016-11-01,54,70,109,40,53,40,55,96,52,37,0,0,0,0,323,283,606
QUIME,atencion odontologica,endodoncia,2016-11-01,0,0,0,3,0,0,15,10,6,0,0,0,0,0,21,13,34
RAVELO,atencion odontologica,endodoncia,2016-11-01,0,6,0,0,0,1,1,2,3,3,0,0,0,0,4,12,16
REYES,atencion odontologica,endodoncia,2016-11-01,0,0,0,1,0,0,0,10,11,0,0,0,0,0,11,11,22
RIBERALTA,atencion odontologica,endodoncia,2016-11-01,3,0,1,2,0,2,1,16,0,2,0,0,0,0,5,22,27
RURRENABAQUE,atencion odontologica,endodoncia,2016-11-01,10,6,7,9,0,0,0,0,1,0,0,0,0,0,18,15,33
SABAYA,atencion odontologica,endodoncia,2016-11-01,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,3,4
SACABA,atencion odontologica,endodoncia,2016-11-01,24,31,51,64,7,17,19,41,18,5,0,0,0,0,119,158,277
SACABAMBA,atencion odontologica,endodoncia,2016-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SACACA,atencion odontologica,endodoncia,2016-11-01,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,4
SAIPINA,atencion odontologica,endodoncia,2016-11-01,3,2,4,4,2,4,1,8,0,0,0,0,0,0,10,18,28
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2016-11-01,0,1,1,3,1,5,2,3,7,0,0,0,0,0,11,12,23
SAMAIPATA,atencion odontologica,endodoncia,2016-11-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
SAN ANDRES,atencion odontologica,endodoncia,2016-11-01,0,0,0,5,0,2,2,6,0,0,0,0,0,0,2,13,15
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2016-11-01,0,0,1,1,2,4,6,26,2,1,0,0,0,0,11,32,43
SAN BENITO,atencion odontologica,endodoncia,2016-11-01,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,3,4
SAN BORJA,atencion odontologica,endodoncia,2016-11-01,3,1,1,0,0,5,7,4,2,4,0,0,0,0,13,14,27
SAN BUENA VENTURA,atencion odontologica,endodoncia,2016-11-01,2,0,1,1,0,0,3,4,0,0,0,0,0,0,6,5,11
SAN CARLOS,atencion odontologica,endodoncia,2016-11-01,8,5,0,0,0,0,6,12,0,0,0,0,0,0,14,17,31
SAN IGNACIO,atencion odontologica,endodoncia,2016-11-01,0,0,4,3,2,6,4,2,0,0,0,0,0,0,10,11,21
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2016-11-01,2,0,0,0,4,6,2,26,4,1,0,0,0,0,12,33,45
SAN JOAQUIN,atencion odontologica,endodoncia,2016-11-01,0,0,0,2,0,1,1,4,0,0,0,0,0,0,1,7,8
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2016-11-01,4,0,6,3,0,0,0,2,3,0,0,0,0,0,13,5,18
SAN JULIAN,atencion odontologica,endodoncia,2016-11-01,8,5,1,0,1,0,4,4,0,0,0,0,0,0,14,9,23
SAN LORENZO(TJA),atencion odontologica,endodoncia,2016-11-01,5,3,8,10,4,10,8,34,1,0,0,0,0,0,26,57,83
SAN LUCAS,atencion odontologica,endodoncia,2016-11-01,7,10,5,3,6,5,10,13,1,3,0,0,0,0,29,34,63
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2016-11-01,0,0,1,1,0,0,1,5,0,1,0,0,0,0,2,7,9
SAN PABLO DE LIPEZ,atencion odontologica,endodoncia,2016-11-01,0,3,2,1,1,0,0,0,0,0,0,0,0,0,3,4,7
SAN PEDRO,atencion odontologica,endodoncia,2016-11-01,0,1,0,1,0,1,0,4,1,0,0,0,0,0,1,7,8
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2016-11-01,3,0,0,1,0,0,1,1,0,0,0,0,0,0,4,2,6
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2016-11-01,0,0,1,2,1,3,1,1,1,2,0,0,0,0,4,8,12
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2016-11-01,0,1,0,0,0,5,2,0,0,0,0,0,0,0,2,6,8
SAN RAFAEL,atencion odontologica,endodoncia,2016-11-01,3,0,0,0,0,3,1,5,0,0,0,0,0,0,4,8,12
SAN RAMON SCZ,atencion odontologica,endodoncia,2016-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTA ANA,atencion odontologica,endodoncia,2016-11-01,9,0,0,0,0,0,0,6,0,0,0,0,0,0,9,6,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2016-11-01,112,106,32,23,68,90,280,480,123,111,0,0,0,0,615,810,1425
SANTA ROSA,atencion odontologica,endodoncia,2016-11-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2016-11-01,5,0,0,0,0,5,0,3,4,0,0,0,0,0,9,8,17
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2016-11-01,0,3,4,3,1,0,2,2,1,3,0,0,0,0,8,11,19
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2016-11-01,0,1,2,0,1,2,10,11,4,8,0,0,0,0,17,22,39
SANTIVAÑES,atencion odontologica,endodoncia,2016-11-01,1,0,1,0,0,2,0,0,3,1,0,0,0,0,5,3,8
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2016-11-01,1,0,1,1,5,2,0,0,2,1,0,0,0,0,9,4,13
SAPAHAQUI,atencion odontologica,endodoncia,2016-11-01,0,4,0,2,0,0,1,2,4,2,0,0,0,0,5,10,15
SENA,atencion odontologica,endodoncia,2016-11-01,1,0,3,2,2,3,3,11,0,0,0,0,0,0,9,16,25
SHINAOTA,atencion odontologica,endodoncia,2016-11-01,9,5,0,0,0,0,0,3,3,0,0,0,0,0,12,8,20
SIPE SIPE,atencion odontologica,endodoncia,2016-11-01,28,25,5,6,5,7,3,35,6,9,0,0,0,0,47,82,129
SORACACHI,atencion odontologica,endodoncia,2016-11-01,2,1,1,1,0,0,0,0,2,1,0,0,0,0,5,3,8
SORATA,atencion odontologica,endodoncia,2016-11-01,0,0,5,1,0,1,0,9,1,0,0,0,0,0,6,11,17
SUCRE,atencion odontologica,endodoncia,2016-11-01,193,182,143,147,68,284,317,474,20,8,0,0,0,0,741,1095,1836
TACACOMA,atencion odontologica,endodoncia,2016-11-01,0,3,0,0,0,1,2,4,1,0,0,0,0,0,3,8,11
TACOPAYA,atencion odontologica,endodoncia,2016-11-01,0,0,1,0,0,2,1,5,0,7,0,0,0,0,2,14,16
TAPACARI,atencion odontologica,endodoncia,2016-11-01,8,3,1,4,1,5,5,12,20,7,0,0,0,0,35,31,66
TARABUCO,atencion odontologica,endodoncia,2016-11-01,2,1,0,4,3,3,0,2,0,0,0,0,0,0,5,10,15
TARATA,atencion odontologica,endodoncia,2016-11-01,1,2,1,1,0,1,5,6,6,3,0,0,0,0,13,13,26
TARIJA,atencion odontologica,endodoncia,2016-11-01,26,13,61,49,19,44,112,228,64,23,0,0,0,0,282,357,639
TARVITA,atencion odontologica,endodoncia,2016-11-01,0,0,0,3,2,2,3,2,0,0,0,0,0,0,5,7,12
TEOPONTE,atencion odontologica,endodoncia,2016-11-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,3
TIAWANACU,atencion odontologica,endodoncia,2016-11-01,2,1,0,0,0,1,3,9,0,0,0,0,0,0,5,11,16
TINGUIPAYA,atencion odontologica,endodoncia,2016-11-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
TIQUIPAYA,atencion odontologica,endodoncia,2016-11-01,35,30,7,6,0,1,2,9,1,3,0,0,0,0,45,49,94
TIRAQUE (CBBA),atencion odontologica,endodoncia,2016-11-01,0,3,1,4,0,0,1,3,0,0,0,0,0,0,2,10,12
TOCO,atencion odontologica,endodoncia,2016-11-01,1,4,1,0,1,0,0,1,0,0,0,0,0,0,3,5,8
TOLATA,atencion odontologica,endodoncia,2016-11-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
TOLEDO,atencion odontologica,endodoncia,2016-11-01,0,0,3,0,1,0,2,3,2,0,0,0,0,0,8,3,11
TOMAVE,atencion odontologica,endodoncia,2016-11-01,0,0,0,0,1,1,0,2,1,1,0,0,0,0,2,4,6
TOMINA,atencion odontologica,endodoncia,2016-11-01,3,1,4,9,0,3,1,18,0,0,0,0,0,0,8,31,39
TORO TORO,atencion odontologica,endodoncia,2016-11-01,0,2,1,1,1,1,0,0,0,0,0,0,0,0,2,4,6
TOTORA(CBBA),atencion odontologica,endodoncia,2016-11-01,0,1,0,1,0,1,1,5,0,0,0,0,0,0,1,8,9
TOTORA(ORR),atencion odontologica,endodoncia,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRIGAL,atencion odontologica,endodoncia,2016-11-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
TRINIDAD,atencion odontologica,endodoncia,2016-11-01,13,1,5,5,22,26,68,41,20,21,0,0,0,0,128,94,222
TUPIZA,atencion odontologica,endodoncia,2016-11-01,15,13,13,5,3,3,4,8,6,3,0,0,0,0,41,32,73
TURCO,atencion odontologica,endodoncia,2016-11-01,0,3,0,0,0,2,0,2,3,2,0,0,0,0,3,9,12
UMALA,atencion odontologica,endodoncia,2016-11-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3
UNCIA,atencion odontologica,endodoncia,2016-11-01,6,1,0,1,0,2,2,1,0,0,0,0,0,0,8,5,13
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2016-11-01,1,4,3,1,5,7,1,14,0,1,0,0,0,0,10,27,37
URUBICHA,atencion odontologica,endodoncia,2016-11-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
UYUNI,atencion odontologica,endodoncia,2016-11-01,10,9,1,5,0,3,6,5,6,4,0,0,0,0,23,26,49
VACAS,atencion odontologica,endodoncia,2016-11-01,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4
VALLEGRANDE,atencion odontologica,endodoncia,2016-11-01,0,2,0,1,0,2,2,1,1,1,0,0,0,0,3,7,10
VIACHA,atencion odontologica,endodoncia,2016-11-01,9,0,1,1,18,36,0,5,1,0,0,0,0,0,29,42,71
VILA VILA,atencion odontologica,endodoncia,2016-11-01,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,8,9
VILLA CHARCAS,atencion odontologica,endodoncia,2016-11-01,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4
VILLA MONTES,atencion odontologica,endodoncia,2016-11-01,2,2,10,6,4,11,20,39,2,0,0,0,0,0,38,58,96
VILLA RIVERO,atencion odontologica,endodoncia,2016-11-01,1,0,1,2,0,1,2,1,0,1,0,0,0,0,4,5,9
VILLA SERRANO,atencion odontologica,endodoncia,2016-11-01,0,0,0,0,0,0,2,11,0,0,0,0,0,0,2,11,13
VILLA TUNARI,atencion odontologica,endodoncia,2016-11-01,9,22,3,5,5,28,9,40,6,4,0,0,0,0,32,99,131
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2016-11-01,4,3,0,0,0,6,0,4,0,0,0,0,0,0,4,13,17
VILLAZON,atencion odontologica,endodoncia,2016-11-01,14,30,13,12,2,5,6,34,4,14,0,0,0,0,39,95,134
VINTO,atencion odontologica,endodoncia,2016-11-01,8,14,1,3,0,2,4,15,4,4,0,0,0,0,17,38,55
VITICHI,atencion odontologica,endodoncia,2016-11-01,0,1,2,0,1,6,0,17,1,0,0,0,0,0,4,24,28
WARNES,atencion odontologica,endodoncia,2016-11-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
YACO,atencion odontologica,endodoncia,2016-11-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
YACUIBA,atencion odontologica,endodoncia,2016-11-01,5,10,15,13,3,17,13,43,6,0,0,0,0,0,42,83,125
YAMPARAEZ,atencion odontologica,endodoncia,2016-11-01,2,1,2,4,1,0,2,6,0,0,0,0,0,0,7,11,18
YANACACHI,atencion odontologica,endodoncia,2016-11-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
YAPACANI,atencion odontologica,endodoncia,2016-11-01,8,14,3,0,8,9,0,33,8,6,0,0,0,0,27,62,89
YOCALLA,atencion odontologica,endodoncia,2016-11-01,3,3,0,3,1,0,8,5,0,0,0,0,0,0,12,11,23
YOTALA,atencion odontologica,endodoncia,2016-11-01,8,10,3,1,6,3,4,7,0,0,0,0,0,0,21,21,42
YUNCHARA,atencion odontologica,endodoncia,2016-11-01,0,0,0,1,1,2,5,7,0,0,0,0,0,0,6,10,16
YUNGUYO DE LITORAL,atencion odontologica,endodoncia,2016-11-01,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,3
ZUDAÑEZ,atencion odontologica,endodoncia,2016-11-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
ACHACACHI,atencion odontologica,endodoncia,2016-12-01,2,1,2,2,0,1,2,3,1,1,0,0,0,0,7,8,15
ACHOCALLA,atencion odontologica,endodoncia,2016-12-01,6,6,1,2,0,2,0,6,0,0,0,0,0,0,7,16,23
AIQUILE,atencion odontologica,endodoncia,2016-12-01,1,3,3,2,0,0,8,11,7,2,0,0,0,0,19,18,37
ALALAY,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ALCALA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,3,1,8,0,0,0,0,0,0,1,11,12
ALTO BENI,atencion odontologica,endodoncia,2016-12-01,3,1,0,1,0,2,0,8,0,0,0,0,0,0,3,12,15
ANDAMARCA,atencion odontologica,endodoncia,2016-12-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3
ANTEQUERA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
ANZALDO,atencion odontologica,endodoncia,2016-12-01,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,3
ARAMPAMPA,atencion odontologica,endodoncia,2016-12-01,0,0,1,0,0,0,2,2,1,1,0,0,0,0,4,3,7
ARANI,atencion odontologica,endodoncia,2016-12-01,3,0,1,1,0,0,0,0,0,2,0,0,0,0,4,3,7
ARBIETO,atencion odontologica,endodoncia,2016-12-01,15,18,0,5,0,0,2,14,6,7,0,0,0,0,23,44,67
ARQUE,atencion odontologica,endodoncia,2016-12-01,1,0,5,0,0,1,0,4,1,2,0,0,0,0,7,7,14
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2016-12-01,1,1,0,0,1,1,0,0,2,0,0,0,0,0,4,2,6
ATOCHA,atencion odontologica,endodoncia,2016-12-01,14,6,12,21,3,19,24,28,5,2,0,0,0,0,58,76,134
AUCAPATA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,4,6
AYATA,atencion odontologica,endodoncia,2016-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AYO AYO,atencion odontologica,endodoncia,2016-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2016-12-01,7,5,9,9,2,9,10,23,3,3,0,0,0,0,31,49,80
AZURDUY,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
BATALLAS,atencion odontologica,endodoncia,2016-12-01,4,3,2,0,0,0,4,1,1,0,0,0,0,0,11,4,15
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2016-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELEN DE URMIRI,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BERMEJO,atencion odontologica,endodoncia,2016-12-01,2,2,3,0,1,2,7,9,0,0,0,0,0,0,13,13,26
BETANZOS,atencion odontologica,endodoncia,2016-12-01,0,0,1,0,5,6,9,6,1,0,0,0,0,0,16,12,28
BOLIVAR,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
BOYUIBE,atencion odontologica,endodoncia,2016-12-01,0,0,0,1,3,4,1,3,0,0,0,0,0,0,4,8,12
BUENA VISTA,atencion odontologica,endodoncia,2016-12-01,2,0,2,0,0,0,2,7,0,0,0,0,0,0,6,7,13
CABEZAS,atencion odontologica,endodoncia,2016-12-01,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,4,5
CAIROMA,atencion odontologica,endodoncia,2016-12-01,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,3,4
"CAIZA ""D""",atencion odontologica,endodoncia,2016-12-01,3,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,5
CAJUATA,atencion odontologica,endodoncia,2016-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CALAMARCA,atencion odontologica,endodoncia,2016-12-01,1,3,1,0,0,1,2,8,0,0,0,0,0,0,4,12,16
CAMARGO,atencion odontologica,endodoncia,2016-12-01,3,1,0,1,0,0,0,2,0,0,0,0,0,0,3,4,7
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2016-12-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
CAMIRI,atencion odontologica,endodoncia,2016-12-01,5,1,1,0,3,5,4,18,0,0,0,0,0,0,13,24,37
CAPINOTA,atencion odontologica,endodoncia,2016-12-01,6,4,2,3,0,0,0,11,1,0,0,0,0,0,9,18,27
CAQUIAVIRI,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CARACOLLO,atencion odontologica,endodoncia,2016-12-01,2,5,5,4,1,6,1,2,0,1,0,0,0,0,9,18,27
CARANAVI,atencion odontologica,endodoncia,2016-12-01,12,8,1,0,1,2,2,7,4,3,0,0,0,0,20,20,40
CARAPARI,atencion odontologica,endodoncia,2016-12-01,0,1,5,7,7,12,7,14,0,0,0,0,0,0,19,34,53
CARIPUYO,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
CHALLAPATA,atencion odontologica,endodoncia,2016-12-01,10,22,8,7,1,1,3,8,5,3,0,0,0,0,27,41,68
CHAQUI,atencion odontologica,endodoncia,2016-12-01,1,2,3,1,0,4,0,2,0,0,0,0,0,0,4,9,13
CHARAGUA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,2,2,2,6,0,0,0,0,0,0,4,8,12
CHAYANTA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,1,3,4,19,0,0,0,0,0,0,5,22,27
CHIMORE,atencion odontologica,endodoncia,2016-12-01,10,9,1,1,0,0,3,8,0,0,0,0,0,0,14,18,32
CHOQUE COTA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CHUA COCANI,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,1,5,3,2,0,0,0,0,4,7,11
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2016-12-01,22,13,4,5,6,3,6,22,1,0,0,0,0,0,39,43,82
CHUMA,atencion odontologica,endodoncia,2016-12-01,2,1,3,1,1,3,4,4,5,2,0,0,0,0,15,11,26
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2016-12-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3
CKOCHAS,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
CLIZA,atencion odontologica,endodoncia,2016-12-01,9,3,2,4,0,3,1,1,0,2,0,0,0,0,12,13,25
COBIJA,atencion odontologica,endodoncia,2016-12-01,5,5,2,0,0,4,2,11,5,1,0,0,0,0,14,21,35
COCAPATA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COCHABAMBA,atencion odontologica,endodoncia,2016-12-01,162,132,153,164,71,110,346,414,111,66,0,0,0,0,843,886,1729
COIPASA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
COLCAPIRHUA,atencion odontologica,endodoncia,2016-12-01,14,9,1,0,1,0,1,9,4,7,0,0,0,0,21,25,46
"COLCHA ""K""",atencion odontologica,endodoncia,2016-12-01,4,4,0,0,0,1,1,3,1,4,0,0,0,0,6,12,18
COLLANA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1,5,6
COLOMI,atencion odontologica,endodoncia,2016-12-01,5,8,1,1,0,0,0,2,0,1,0,0,0,0,6,12,18
COLQUECHACA,atencion odontologica,endodoncia,2016-12-01,8,5,5,5,1,5,3,17,1,2,0,0,0,0,18,34,52
COLQUENCHA,atencion odontologica,endodoncia,2016-12-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
COLQUIRI,atencion odontologica,endodoncia,2016-12-01,2,5,2,3,1,5,7,12,5,4,0,0,0,0,17,29,46
COMANCHE,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COMARAPA,atencion odontologica,endodoncia,2016-12-01,1,0,0,0,0,4,0,6,0,2,0,0,0,0,1,12,13
CONCEPCION,atencion odontologica,endodoncia,2016-12-01,4,4,4,1,2,4,3,10,0,0,0,0,0,0,13,19,32
COPACABANA,atencion odontologica,endodoncia,2016-12-01,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3
CORIPATA,atencion odontologica,endodoncia,2016-12-01,0,1,1,1,0,3,3,0,0,0,0,0,0,0,4,5,9
COROICO,atencion odontologica,endodoncia,2016-12-01,5,0,1,2,5,1,1,7,0,0,0,0,0,0,12,10,22
CORQUE,atencion odontologica,endodoncia,2016-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COTAGAITA,atencion odontologica,endodoncia,2016-12-01,2,5,2,9,9,16,22,47,0,0,0,0,0,0,35,77,112
COTOCA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
CUATRO CAÑADAS,atencion odontologica,endodoncia,2016-12-01,3,3,1,1,0,2,0,5,1,0,0,0,0,0,5,11,16
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CUEVO,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CULPINA,atencion odontologica,endodoncia,2016-12-01,1,0,1,0,1,3,4,3,1,1,0,0,0,0,8,7,15
CURVA,atencion odontologica,endodoncia,2016-12-01,2,2,0,1,1,0,0,4,2,3,0,0,0,0,5,10,15
DESAGUADERO,atencion odontologica,endodoncia,2016-12-01,0,2,3,0,1,1,12,1,0,0,0,0,0,0,16,4,20
EL ALTO,atencion odontologica,endodoncia,2016-12-01,197,138,232,276,115,155,164,273,43,36,0,0,0,0,751,878,1629
EL CHORO,atencion odontologica,endodoncia,2016-12-01,0,0,1,3,0,4,0,5,0,0,0,0,0,0,1,12,13
EL PUENTE(TJA),atencion odontologica,endodoncia,2016-12-01,0,0,1,2,0,1,3,3,0,0,0,0,0,0,4,6,10
EL TORNO,atencion odontologica,endodoncia,2016-12-01,10,9,11,7,18,24,34,42,17,14,0,0,0,0,90,96,186
EL VILLAR,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2016-12-01,0,0,2,3,4,4,4,9,2,0,0,0,0,0,12,16,28
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2016-12-01,7,6,8,3,0,1,0,2,1,0,0,0,0,0,16,12,28
ESCARA,atencion odontologica,endodoncia,2016-12-01,2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,2,5
ESCOMA,atencion odontologica,endodoncia,2016-12-01,2,3,0,1,1,1,2,3,1,1,0,0,0,0,6,9,15
ESMERALDA,atencion odontologica,endodoncia,2016-12-01,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,6,6
EUCALIPTUS,atencion odontologica,endodoncia,2016-12-01,0,0,0,1,0,1,2,1,0,0,0,0,0,0,2,3,5
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,1,1,2,3,0,1,0,0,0,0,3,5,8
FILADELFIA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2016-12-01,0,2,1,0,0,1,1,7,0,0,0,0,0,0,2,10,12
GUANAY,atencion odontologica,endodoncia,2016-12-01,0,0,1,3,2,2,4,6,2,0,0,0,0,0,9,11,20
GUAQUI,atencion odontologica,endodoncia,2016-12-01,1,1,0,0,1,3,2,5,3,0,0,0,0,0,7,9,16
GUAYARAMERIN,atencion odontologica,endodoncia,2016-12-01,7,1,6,3,1,11,7,34,3,0,0,0,0,0,24,49,73
GUTIERREZ,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,2,7,1,1,0,0,0,0,0,0,3,8,11
HUACARETA,atencion odontologica,endodoncia,2016-12-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,3
HUANUNI,atencion odontologica,endodoncia,2016-12-01,9,2,2,4,1,6,4,4,3,0,0,0,0,0,19,16,35
HUARACAJE,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,4,5
HUARINA,atencion odontologica,endodoncia,2016-12-01,1,0,2,0,1,2,2,6,4,0,0,0,0,0,10,8,18
HUATAJATA,atencion odontologica,endodoncia,2016-12-01,2,3,1,0,1,2,2,2,1,0,0,0,0,0,7,7,14
HUAYLLAMARCA,atencion odontologica,endodoncia,2016-12-01,0,0,0,1,0,0,1,2,2,4,0,0,0,0,3,7,10
HUMANATA,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,4,5
ICHOCA,atencion odontologica,endodoncia,2016-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ICLA,atencion odontologica,endodoncia,2016-12-01,0,0,3,3,4,4,3,3,0,0,0,0,0,0,10,10,20
INCAHUASI,atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,2,5,1,1,0,0,0,0,3,6,9
INGAVI (HUMAITA),atencion odontologica,endodoncia,2016-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
