,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
CARANAVI,atencion odontologica,cirugia bucal menor,2016-11-01,4,1,20,8,8,9,15,57,21,15,0,0,0,0,68,90,158
CARAPARI,atencion odontologica,cirugia bucal menor,2016-11-01,2,4,28,23,9,14,29,39,5,1,0,0,0,0,73,81,154
CARIPUYO,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,2,2,4,2,4,1,0,0,0,0,0,0,10,5,15
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2016-11-01,3,4,0,0,0,0,12,16,4,6,0,0,0,0,19,26,45
CATACORA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,2,1,0,2,0,7,2,2,0,0,0,0,4,12,16
CHACARILLA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,4,0,0,0,1,4,0,0,0,0,0,5,5,10
CHALLAPATA,atencion odontologica,cirugia bucal menor,2016-11-01,8,4,30,26,2,5,10,27,17,6,0,0,0,0,67,68,135
CHAQUI,atencion odontologica,cirugia bucal menor,2016-11-01,0,3,5,4,3,6,4,9,21,15,0,0,0,0,33,37,70
CHARAGUA,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,1,2,2,0,4,11,4,0,0,0,0,0,12,14,26
CHARAÑA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,1,0,0,2,2,1,1,0,0,0,0,4,4,8
CHAYANTA,atencion odontologica,cirugia bucal menor,2016-11-01,3,1,2,1,1,3,0,10,0,3,0,0,0,0,6,18,24
CHIMORE,atencion odontologica,cirugia bucal menor,2016-11-01,2,9,0,0,0,0,1,1,1,0,0,0,0,0,4,10,14
CHIPAYA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,1,4
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,1,0,0,0,0,4,0,0,0,0,0,0,2,4,6
CHUA COCANI,atencion odontologica,cirugia bucal menor,2016-11-01,3,0,5,0,4,3,4,12,26,7,0,0,0,0,42,22,64
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2016-11-01,8,9,20,10,0,4,8,15,6,6,0,0,0,0,42,44,86
CHUMA,atencion odontologica,cirugia bucal menor,2016-11-01,4,4,10,19,14,16,18,61,27,29,0,0,0,0,73,129,202
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
CKOCHAS,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,5,0,2,1,8,13,3,5,0,0,0,0,19,20,39
CLIZA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,4,8,0,1,2,13,4,11,0,0,0,0,10,33,43
COBIJA,atencion odontologica,cirugia bucal menor,2016-11-01,11,3,6,9,0,6,11,7,12,2,0,0,0,0,40,27,67
COCAPATA,atencion odontologica,cirugia bucal menor,2016-11-01,16,9,0,0,0,1,1,6,9,16,0,0,0,0,26,32,58
COCHABAMBA,atencion odontologica,cirugia bucal menor,2016-11-01,73,88,60,54,41,59,149,245,95,84,0,0,0,0,418,530,948
COIPASA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,0,0,3,1,2,2,5,0,0,0,0,4,10,14
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2016-11-01,22,33,1,3,0,0,0,35,22,12,0,0,0,0,45,83,128
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2016-11-01,3,3,1,5,3,2,8,20,17,10,0,0,0,0,32,40,72
COLLANA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,1,0,0,2,3,3,1,0,0,0,0,5,5,10
COLOMI,atencion odontologica,cirugia bucal menor,2016-11-01,11,10,2,4,0,2,0,2,10,9,0,0,0,0,23,27,50
COLQUECHACA,atencion odontologica,cirugia bucal menor,2016-11-01,12,10,16,10,3,9,6,21,19,23,0,0,0,0,56,73,129
COLQUENCHA,atencion odontologica,cirugia bucal menor,2016-11-01,2,1,15,5,10,19,15,35,4,8,0,0,0,0,46,68,114
COLQUIRI,atencion odontologica,cirugia bucal menor,2016-11-01,3,9,7,12,5,13,20,32,9,12,0,0,0,0,44,78,122
COMANCHE,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,3,5,6,15,2,0,0,0,0,20,11,31
COMARAPA,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,3,0,0,0,1,15,6,6,0,0,0,0,11,22,33
COMBAYA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,1,2,4,0,9,3,4,0,0,0,0,5,18,23
CONCEPCION,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,2,0,2,1,7,1,0,0,0,0,0,3,11,14
COPACABANA,atencion odontologica,cirugia bucal menor,2016-11-01,2,0,2,1,0,0,0,0,1,2,0,0,0,0,5,3,8
CORIPATA,atencion odontologica,cirugia bucal menor,2016-11-01,2,5,8,10,0,2,8,11,3,7,0,0,0,0,21,35,56
CORO CORO,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,11,6,4,3,5,10,2,7,0,0,0,0,22,26,48
CORQUE,atencion odontologica,cirugia bucal menor,2016-11-01,0,2,2,2,1,0,1,6,8,8,0,0,0,0,12,18,30
COTAGAITA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,6,12,1,6,18,35,6,8,0,0,0,0,31,61,92
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2016-11-01,7,1,1,1,0,1,2,0,0,0,0,0,0,0,10,3,13
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2016-11-01,1,0,1,1,1,1,2,14,3,9,0,0,0,0,8,25,33
CUEVO,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,5,3,1,2,3,0,0,0,0,0,0,5,9,14
CULPINA,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,4,5,5,8,2,14,5,8,0,0,0,0,17,36,53
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,1,0,1,1,0,2,0,0,0,0,0,0,2,4,6
CURVA,atencion odontologica,cirugia bucal menor,2016-11-01,1,3,0,1,1,0,0,12,5,11,0,0,0,0,7,27,34
DESAGUADERO,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,3,7,0,1,0,4,3,3,0,0,0,0,6,15,21
EL ALTO,atencion odontologica,cirugia bucal menor,2016-11-01,144,152,669,760,160,190,163,320,130,111,0,0,0,0,1266,1533,2799
EL CHORO,atencion odontologica,cirugia bucal menor,2016-11-01,3,0,0,6,0,1,3,8,1,2,0,0,0,0,7,17,24
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,3,0,0,3,4,0,0,0,0,0,0,3,7,10
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2016-11-01,3,2,28,22,14,14,27,71,10,12,0,0,0,0,82,121,203
EL TORNO,atencion odontologica,cirugia bucal menor,2016-11-01,2,7,17,13,7,13,13,55,29,13,0,0,0,0,68,101,169
EL VILLAR,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,0,0,1,0,1,2,1,1,0,0,0,0,4,3,7
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,13,19,3,10,17,38,3,3,0,0,0,0,36,71,107
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2016-11-01,2,4,2,10,3,3,1,10,6,0,0,0,0,0,14,27,41
ESCARA,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,0,0,0,1,0,1,2,2,0,0,0,0,2,5,7
ESCOMA,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,4,9,3,6,4,14,8,9,0,0,0,0,20,39,59
ESMERALDA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,6,6,1,1,2,14,1,8,0,0,0,0,10,29,39
EUREKA (SANTOS MERCADO),atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EXALTACION,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,1,0,0,0,2,4,0,0,0,0,0,4,3,7
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2016-11-01,7,3,17,30,5,2,2,6,7,2,0,0,0,0,38,43,81
FILADELFIA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2016-11-01,2,1,7,5,0,3,2,10,3,2,0,0,0,0,14,21,35
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2016-11-01,0,3,9,6,2,5,11,28,2,6,0,0,0,0,24,48,72
GUANAY,atencion odontologica,cirugia bucal menor,2016-11-01,4,6,4,2,6,6,9,15,7,6,0,0,0,0,30,35,65
GUAQUI,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,7,13,7,5,14,28,32,22,0,0,0,0,60,68,128
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2016-11-01,6,3,5,5,5,5,11,20,1,3,0,0,0,0,28,36,64
GUTIERREZ,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,6,1,0,2,3,0,0,0,0,0,0,4,9,13
HUACARETA,atencion odontologica,cirugia bucal menor,2016-11-01,4,1,2,4,2,0,9,22,2,3,0,0,0,0,19,30,49
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2016-11-01,0,0,11,0,0,3,5,17,0,0,0,0,0,0,16,20,36
HUACHACALLA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,2,4
HUANUNI,atencion odontologica,cirugia bucal menor,2016-11-01,7,5,19,12,1,8,14,13,3,3,0,0,0,0,44,41,85
HUARACAJE,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,1,3,4,6,2,5,1,2,0,0,0,0,8,17,25
HUARINA,atencion odontologica,cirugia bucal menor,2016-11-01,2,2,1,5,2,7,5,24,14,20,0,0,0,0,24,58,82
HUATAJATA,atencion odontologica,cirugia bucal menor,2016-11-01,2,4,9,1,4,5,9,8,0,10,0,0,0,0,24,28,52
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,17,7,2,5,2,3,2,3,0,0,0,0,23,19,42
HUMANATA,atencion odontologica,cirugia bucal menor,2016-11-01,2,0,0,3,3,3,4,7,15,17,0,0,0,0,24,30,54
ICHOCA,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,0,2,0,2,4,9,20,5,0,0,0,0,24,19,43
ICLA,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,10,10,5,4,2,22,1,5,0,0,0,0,19,41,60
INCAHUASI,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,4,4,0,8,7,17,4,8,0,0,0,0,16,37,53
INGAVI (HUMAITA),atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,1,0,0,2,3,0,0,0,0,0,0,3,4,7
INQUISIVI,atencion odontologica,cirugia bucal menor,2016-11-01,1,3,23,22,17,22,46,55,16,16,0,0,0,0,103,118,221
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2016-11-01,15,9,12,5,4,7,13,28,19,12,0,0,0,0,63,61,124
IXIAMAS,atencion odontologica,cirugia bucal menor,2016-11-01,4,5,7,6,3,0,4,17,5,1,0,0,0,0,23,29,52
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,9,5,5,3,1,15,15,8,0,0,0,0,30,31,61
LA ASUNTA,atencion odontologica,cirugia bucal menor,2016-11-01,10,7,47,50,5,19,55,139,14,9,0,0,0,0,131,224,355
LA GUARDIA,atencion odontologica,cirugia bucal menor,2016-11-01,12,15,4,6,1,5,2,34,48,34,0,0,0,0,67,94,161
LA PAZ,atencion odontologica,cirugia bucal menor,2016-11-01,156,150,283,242,169,108,245,541,181,123,0,0,0,0,1034,1164,2198
LA RIVERA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,3,5
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,3,1,0,0,1,5,0,2,0,0,0,0,4,8,12
LAJA,atencion odontologica,cirugia bucal menor,2016-11-01,9,7,16,15,7,31,19,32,16,19,0,0,0,0,67,104,171
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,3,0,1,0,6,12,4,0,0,0,0,0,14,12,26
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,1,0,0,0,0,0,10,7,0,0,0,0,11,8,19
LLALLAGUA,atencion odontologica,cirugia bucal menor,2016-11-01,20,14,7,6,7,12,13,36,3,4,0,0,0,0,50,72,122
LLICA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,8,2,1,3,4,15,4,7,0,0,0,0,17,27,44
LURIBAY,atencion odontologica,cirugia bucal menor,2016-11-01,4,0,4,3,2,1,5,15,3,1,0,0,0,0,18,20,38
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,18,3,2,2,2,4,9,3,0,0,0,0,32,12,44
MACHARETI,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,9,5,5,7,31,2,2,0,0,0,0,14,47,61
MAGDALENA,atencion odontologica,cirugia bucal menor,2016-11-01,2,2,12,4,3,4,7,24,1,0,0,0,0,0,25,34,59
MAIRANA,atencion odontologica,cirugia bucal menor,2016-11-01,1,3,1,1,0,1,5,3,1,1,0,0,0,0,8,9,17
MALLA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,2,2,2,8,2,1,0,0,0,0,6,11,17
MAPIRI,atencion odontologica,cirugia bucal menor,2016-11-01,7,6,8,10,6,3,13,26,14,12,0,0,0,0,48,57,105
MECAPACA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,5,3,1,4,2,13,6,6,0,0,0,0,14,26,40
MINEROS,atencion odontologica,cirugia bucal menor,2016-11-01,3,6,0,2,2,3,0,17,1,4,0,0,0,0,6,32,38
MIZQUE,atencion odontologica,cirugia bucal menor,2016-11-01,5,7,12,22,3,6,17,38,23,34,0,0,0,0,60,107,167
MOCOMOCO,atencion odontologica,cirugia bucal menor,2016-11-01,3,0,6,13,10,15,20,25,34,13,0,0,0,0,73,66,139
MOJINETE,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2,4,6
MOJOCOYA,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,13,10,9,4,23,40,12,12,0,0,0,0,58,66,124
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2016-11-01,11,2,6,7,5,8,16,22,21,1,0,0,0,0,59,40,99
MONTERO,atencion odontologica,cirugia bucal menor,2016-11-01,10,5,40,47,14,20,25,65,15,7,0,0,0,0,104,144,248
MORO MORO,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,1,3,0,1,4,6,1,6,0,0,0,0,7,16,23
MOROCHATA,atencion odontologica,cirugia bucal menor,2016-11-01,6,0,0,2,3,8,8,24,13,5,0,0,0,0,30,39,69
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2016-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,0,0,1,1,0,7,6,0,0,0,0,9,7,16
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,cirugia bucal menor,2016-11-01,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,4
OCURI,atencion odontologica,cirugia bucal menor,2016-11-01,2,1,4,2,3,3,12,17,10,2,0,0,0,0,31,25,56
OKINAWA,atencion odontologica,cirugia bucal menor,2016-11-01,3,3,0,7,1,3,0,14,7,5,0,0,0,0,11,32,43
OMEREQUE,atencion odontologica,cirugia bucal menor,2016-11-01,0,4,1,1,0,0,1,6,5,11,0,0,0,0,7,22,29
ORURO,atencion odontologica,cirugia bucal menor,2016-11-01,70,65,91,78,35,41,105,246,67,67,0,0,0,0,368,497,865
PADCAYA,atencion odontologica,cirugia bucal menor,2016-11-01,2,2,24,22,13,14,25,48,7,7,0,0,0,0,71,93,164
PADILLA,atencion odontologica,cirugia bucal menor,2016-11-01,2,3,8,4,0,4,8,27,12,0,0,0,0,0,30,38,68
PAILON,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
PALCA,atencion odontologica,cirugia bucal menor,2016-11-01,3,2,11,10,7,17,24,20,13,4,0,0,0,0,58,53,111
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2016-11-01,4,2,8,20,2,9,8,32,10,5,0,0,0,0,32,68,100
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,0,1,0,3,2,1,4,0,0,0,0,6,6,12
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2016-11-01,3,1,2,2,0,0,0,4,1,0,0,0,0,0,6,7,13
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,3,3,1,2,2,12,10,3,0,0,0,0,17,21,38
PASORAPA,atencion odontologica,cirugia bucal menor,2016-11-01,2,0,1,1,0,0,5,9,9,4,0,0,0,0,17,14,31
PATACAMAYA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,9,3,1,2,6,27,17,18,0,0,0,0,33,50,83
PAZÑA,atencion odontologica,cirugia bucal menor,2016-11-01,13,11,6,8,2,4,7,15,6,0,0,0,0,0,34,38,72
PELECHUCO,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,5,3,0,2,6,10,1,1,0,0,0,0,13,17,30
POCOATA,atencion odontologica,cirugia bucal menor,2016-11-01,3,6,5,4,4,5,6,19,22,31,0,0,0,0,40,65,105
POCONA,atencion odontologica,cirugia bucal menor,2016-11-01,3,0,28,26,0,5,2,14,1,31,0,0,0,0,34,76,110
POOPO,atencion odontologica,cirugia bucal menor,2016-11-01,1,2,7,10,0,1,6,5,1,4,0,0,0,0,15,22,37
PORCO,atencion odontologica,cirugia bucal menor,2016-11-01,8,5,1,2,0,0,3,9,0,0,0,0,0,0,12,16,28
POROMA,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,21,24,2,16,7,55,4,3,0,0,0,0,35,99,134
PORONGO,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PORVENIR,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,1,1,0,2,0,1,0,0,0,0,0,4,1,5
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,0,4,2,0,1,0,0,0,0,4,3,7
POTOSI,atencion odontologica,cirugia bucal menor,2016-11-01,55,66,59,73,66,94,208,291,46,53,0,0,0,0,434,577,1011
PRESTO,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,5,16,2,4,8,49,5,9,0,0,0,0,20,79,99
PUCARA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,3,2,2,3,3,9,7,1,0,0,0,0,15,15,30
PUCARANI,atencion odontologica,cirugia bucal menor,2016-11-01,10,15,21,19,17,38,34,82,60,31,0,0,0,0,142,185,327
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2016-11-01,0,2,2,5,8,6,10,15,15,14,0,0,0,0,35,42,77
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2016-11-01,1,2,6,2,0,16,11,39,22,25,0,0,0,0,40,84,124
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,11,11,4,4,12,19,3,0,0,0,0,0,30,34,64
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2016-11-01,2,0,1,1,0,1,3,4,3,3,0,0,0,0,9,9,18
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2016-11-01,0,3,3,3,0,0,0,2,3,0,0,0,0,0,6,8,14
PUERTO RICO,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,5,11,9,3,15,18,18,7,0,0,0,0,47,40,87
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,4,5
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2016-11-01,18,16,4,1,3,1,0,17,3,2,0,0,0,0,28,37,65
PUNA,atencion odontologica,cirugia bucal menor,2016-11-01,4,3,9,13,6,6,11,41,9,22,0,0,0,0,39,85,124
PUNATA,atencion odontologica,cirugia bucal menor,2016-11-01,2,4,6,8,3,2,2,7,8,5,0,0,0,0,21,26,47
QUIABAYA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,2,2,4,2,19,3,1,0,0,0,0,7,26,33
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2016-11-01,43,37,27,17,2,9,7,53,23,10,0,0,0,0,102,126,228
QUIME,atencion odontologica,cirugia bucal menor,2016-11-01,2,1,7,7,2,10,11,17,9,6,0,0,0,0,31,41,72
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,2,0,0,0,1,2,0,1,0,0,0,0,3,3,6
RAVELO,atencion odontologica,cirugia bucal menor,2016-11-01,2,1,1,2,6,4,12,22,30,17,0,0,0,0,51,46,97
REYES,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,5,0,0,0,9,0,0,0,0,0,0,1,14,15
RIBERALTA,atencion odontologica,cirugia bucal menor,2016-11-01,16,6,30,27,15,26,40,87,27,31,0,0,0,0,128,177,305
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2016-11-01,13,12,25,29,33,28,40,37,11,9,0,0,0,0,122,115,237
SABAYA,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,15,19,0,2,2,6,7,4,0,0,0,0,25,32,57
SACABA,atencion odontologica,cirugia bucal menor,2016-11-01,32,28,128,130,18,18,19,44,13,26,0,0,0,0,210,246,456
SACABAMBA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,9,2,0,3,2,3,0,9,0,0,0,0,11,17,28
SACACA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,1,0,2,4,4,4,10,0,0,0,0,8,17,25
SAIPINA,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2016-11-01,2,2,11,14,5,3,4,17,11,3,0,0,0,0,33,39,72
SAMAIPATA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,4,2,2,2,0,2,11,0,0,0,0,0,17,6,23
SAN ANDRES,atencion odontologica,cirugia bucal menor,2016-11-01,0,10,29,22,5,10,8,18,4,3,0,0,0,0,46,63,109
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2016-11-01,0,2,0,4,4,1,2,5,1,4,0,0,0,0,7,16,23
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,2,0,1,3,5,0,1,0,0,0,0,3,9,12
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,0,1,1,0,2,5,3,1,0,0,0,0,7,8,15
SAN BENITO,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,4,5,1,0,0,8,5,5,0,0,0,0,10,18,28
SAN BORJA,atencion odontologica,cirugia bucal menor,2016-11-01,2,0,7,1,2,2,2,19,1,2,0,0,0,0,14,24,38
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2016-11-01,3,1,4,5,2,0,4,7,0,3,0,0,0,0,13,16,29
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2016-11-01,2,0,10,19,1,2,8,26,5,0,0,0,0,0,26,47,73
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2016-11-01,0,2,3,0,0,0,1,2,0,1,0,0,0,0,4,5,9
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,0,0,0,1,5,0,0,0,0,0,0,2,5,7
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,14,8,0,9,0,0,0,0,0,0,0,0,15,17,32
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2016-11-01,3,3,3,0,1,0,0,3,0,0,0,0,0,0,7,6,13
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN JULIAN,atencion odontologica,cirugia bucal menor,2016-11-01,10,10,5,2,6,2,3,16,31,12,0,0,0,0,55,42,97
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2016-11-01,0,0,15,16,4,4,5,23,1,0,0,0,0,0,25,43,68
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2016-11-01,4,4,34,45,4,16,27,60,23,5,0,0,0,0,92,130,222
SAN LUCAS,atencion odontologica,cirugia bucal menor,2016-11-01,6,5,9,11,6,5,23,83,20,16,0,0,0,0,64,120,184
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,4,4,0,1,1,16,1,1,0,0,0,0,6,23,29
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO,atencion odontologica,cirugia bucal menor,2016-11-01,3,3,12,24,7,12,12,19,12,0,0,0,0,0,46,58,104
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2016-11-01,3,5,9,2,3,0,3,22,0,5,0,0,0,0,18,34,52
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,0,6,3,3,1,2,3,6,0,0,0,0,7,18,25
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,0,0,0,0,0,3,1,0,0,0,0,0,2,3,5
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,4,5,8,3,9,11,36,49,0,0,0,0,58,69,127
SAN PEDRO(PND),atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,4,0,3,5,2,11,3,0,0,0,0,16,12,28
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2016-11-01,2,1,1,1,0,3,2,16,3,2,0,0,0,0,8,23,31
SANTA ANA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,28,18,4,8,14,25,1,1,0,0,0,0,47,52,99
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2016-11-01,62,61,27,30,11,22,41,116,77,56,0,0,0,0,218,285,503
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,1,4,0,0,3,3,2,0,0,0,0,0,7,7,14
