,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES,TOTALES,TOTALES
ROBORE,atencion odontologica,primera consulta,2016-11-01,63,51,14,23,3,16,11,38,4,3,0,12,0,4,95,147,242
RURRENABAQUE,atencion odontologica,primera consulta,2016-11-01,28,34,41,40,25,26,39,38,17,17,0,36,0,22,150,213,363
SABAYA,atencion odontologica,primera consulta,2016-11-01,5,4,5,3,0,1,7,6,7,2,0,0,0,0,24,16,40
SACABA,atencion odontologica,primera consulta,2016-11-01,54,69,139,131,40,60,42,121,44,51,0,20,0,100,319,552,871
SACABAMBA,atencion odontologica,primera consulta,2016-11-01,2,0,18,22,12,13,3,8,1,4,0,0,0,1,36,48,84
SACACA,atencion odontologica,primera consulta,2016-11-01,21,28,5,3,0,10,13,33,26,36,0,16,0,11,65,137,202
SAIPINA,atencion odontologica,primera consulta,2016-11-01,7,2,3,4,0,2,3,12,0,2,0,5,0,7,13,34,47
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2016-11-01,11,4,6,5,7,6,21,22,10,13,0,0,0,1,55,51,106
SAMAIPATA,atencion odontologica,primera consulta,2016-11-01,10,8,2,2,1,3,0,12,1,0,0,15,0,2,14,42,56
SAN ANDRES,atencion odontologica,primera consulta,2016-11-01,18,20,23,23,0,10,5,14,1,0,0,1,0,4,47,72,119
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2016-11-01,3,4,0,6,3,1,5,10,1,3,0,9,0,2,12,35,47
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2016-11-01,2,1,0,2,0,2,3,5,3,1,0,4,0,0,8,15,23
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2016-11-01,10,16,1,1,1,1,2,6,3,1,0,2,0,1,17,28,45
SAN BENITO,atencion odontologica,primera consulta,2016-11-01,3,5,6,5,1,1,3,10,5,4,0,0,0,1,18,26,44
SAN BORJA,atencion odontologica,primera consulta,2016-11-01,17,24,7,9,3,10,11,43,3,4,0,22,0,13,41,125,166
SAN BUENA VENTURA,atencion odontologica,primera consulta,2016-11-01,10,8,7,8,0,3,13,12,0,1,0,6,0,2,30,40,70
SAN CARLOS,atencion odontologica,primera consulta,2016-11-01,24,19,57,52,26,29,23,20,8,6,0,11,0,16,138,153,291
SAN IGNACIO,atencion odontologica,primera consulta,2016-11-01,21,17,88,86,21,30,46,52,4,0,0,8,0,5,180,198,378
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2016-11-01,33,38,554,481,15,22,4,57,53,47,0,25,0,18,659,688,1347
SAN JAVIER(BNI),atencion odontologica,primera consulta,2016-11-01,3,0,3,1,0,0,2,6,0,0,0,0,0,0,8,7,15
SAN JOAQUIN,atencion odontologica,primera consulta,2016-11-01,3,3,7,6,6,5,13,12,3,3,0,6,0,3,32,38,70
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2016-11-01,13,13,9,19,5,4,7,35,2,1,0,2,0,2,36,76,112
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2016-11-01,6,6,2,3,0,5,0,7,2,1,0,4,0,0,10,26,36
SAN JULIAN,atencion odontologica,primera consulta,2016-11-01,132,124,34,38,8,14,24,54,19,27,0,37,0,42,217,336,553
SAN LORENZO(PND),atencion odontologica,primera consulta,2016-11-01,6,16,37,50,11,13,16,49,4,1,0,5,0,4,74,138,212
SAN LORENZO(TJA),atencion odontologica,primera consulta,2016-11-01,18,21,124,133,22,24,44,97,10,14,0,0,0,0,218,289,507
SAN LUCAS,atencion odontologica,primera consulta,2016-11-01,20,20,3,7,8,19,24,69,4,6,0,48,0,3,59,172,231
SAN MATIAS,atencion odontologica,primera consulta,2016-11-01,11,12,1,7,4,8,5,16,3,2,0,5,0,2,24,52,76
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2016-11-01,5,4,5,3,1,5,6,16,0,2,0,3,0,6,17,39,56
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2016-11-01,4,5,1,5,2,5,5,6,4,0,0,2,0,0,16,23,39
SAN PEDRO,atencion odontologica,primera consulta,2016-11-01,12,14,10,29,8,17,16,38,7,5,0,10,0,1,53,114,167
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2016-11-01,10,10,48,62,24,15,4,45,8,13,0,20,0,14,94,179,273
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2016-11-01,7,3,1,5,6,6,5,11,5,5,0,2,0,1,24,33,57
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2016-11-01,2,3,0,1,0,1,3,4,1,0,0,0,0,0,6,9,15
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2016-11-01,8,10,4,7,1,4,10,10,44,44,0,2,0,3,67,80,147
SAN PEDRO(PND),atencion odontologica,primera consulta,2016-11-01,6,4,17,13,3,0,5,2,10,3,0,3,0,0,41,25,66
SAN RAFAEL,atencion odontologica,primera consulta,2016-11-01,1,1,0,1,0,2,1,2,2,1,0,2,0,0,4,9,13
SAN RAMON BENI,atencion odontologica,primera consulta,2016-11-01,2,3,0,3,1,2,1,2,0,5,0,5,0,2,4,22,26
SAN RAMON SCZ,atencion odontologica,primera consulta,2016-11-01,32,48,2,1,1,2,1,1,2,3,0,16,0,1,38,72,110
SANTA ANA,atencion odontologica,primera consulta,2016-11-01,20,14,36,32,14,16,20,36,4,2,0,3,0,2,94,105,199
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2016-11-01,1307,1364,461,504,198,452,905,2039,334,400,0,1113,0,245,3205,6117,9322
SANTA ROSA,atencion odontologica,primera consulta,2016-11-01,4,2,6,8,1,4,6,11,6,5,0,0,0,0,23,30,53
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2016-11-01,9,6,18,9,2,6,18,21,36,16,0,6,0,7,83,71,154
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2016-11-01,5,17,8,15,3,7,11,25,14,12,0,8,0,3,41,87,128
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2016-11-01,3,4,4,3,3,5,15,19,14,10,0,1,0,2,39,44,83
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2016-11-01,3,0,0,2,4,1,3,13,4,13,0,1,0,1,14,31,45
SANTIVAÑES,atencion odontologica,primera consulta,2016-11-01,2,1,4,3,1,5,4,6,3,3,0,0,0,0,14,18,32
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2016-11-01,21,9,40,44,27,16,2,9,3,1,0,2,0,1,93,82,175
SAPAHAQUI,atencion odontologica,primera consulta,2016-11-01,6,5,3,2,5,4,12,14,5,3,0,1,0,2,31,31,62
SENA,atencion odontologica,primera consulta,2016-11-01,8,10,23,16,8,18,40,50,7,2,0,16,0,4,86,116,202
SHINAOTA,atencion odontologica,primera consulta,2016-11-01,14,13,12,14,34,12,13,24,3,3,0,38,0,25,76,129,205
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2016-11-01,7,18,6,4,5,12,12,51,12,18,0,14,0,9,42,126,168
SICAYA,atencion odontologica,primera consulta,2016-11-01,2,0,2,0,1,3,3,11,1,2,0,1,0,2,9,19,28
SIPE SIPE,atencion odontologica,primera consulta,2016-11-01,53,76,26,35,7,27,34,100,44,60,0,18,0,22,164,338,502
SOPACHUY,atencion odontologica,primera consulta,2016-11-01,0,2,1,0,1,2,0,33,1,3,0,3,0,1,3,44,47
SORACACHI,atencion odontologica,primera consulta,2016-11-01,15,22,62,65,27,27,4,19,8,12,0,9,0,4,116,158,274
SORATA,atencion odontologica,primera consulta,2016-11-01,9,11,17,21,6,19,6,29,5,7,0,56,0,24,43,167,210
SUCRE,atencion odontologica,primera consulta,2016-11-01,461,458,198,181,82,198,303,740,114,55,0,476,0,65,1158,2173,3331
TACACHI,atencion odontologica,primera consulta,2016-11-01,0,0,1,1,1,1,2,1,0,0,0,0,0,0,4,3,7
TACACOMA,atencion odontologica,primera consulta,2016-11-01,0,0,2,1,1,1,1,6,0,1,0,0,0,0,4,9,13
TACOBAMBA,atencion odontologica,primera consulta,2016-11-01,2,5,0,1,1,1,7,7,1,4,0,1,0,1,11,20,31
TACOPAYA,atencion odontologica,primera consulta,2016-11-01,18,11,6,2,5,11,17,28,15,12,0,2,0,4,61,70,131
TAHUA,atencion odontologica,primera consulta,2016-11-01,2,0,1,1,1,1,1,6,2,0,0,1,0,0,7,9,16
TAPACARI,atencion odontologica,primera consulta,2016-11-01,14,15,11,19,4,15,24,51,15,23,0,11,0,9,68,143,211
TARABUCO,atencion odontologica,primera consulta,2016-11-01,4,4,62,71,8,22,18,30,3,3,0,12,0,7,95,149,244
TARACO,atencion odontologica,primera consulta,2016-11-01,2,0,7,4,4,4,2,7,10,13,0,1,0,3,25,32,57
TARATA,atencion odontologica,primera consulta,2016-11-01,6,2,2,3,3,3,9,10,6,2,0,4,0,1,26,25,51
TARIJA,atencion odontologica,primera consulta,2016-11-01,259,269,611,684,261,250,294,670,49,40,0,172,0,9,1474,2094,3568
TARVITA,atencion odontologica,primera consulta,2016-11-01,39,33,10,18,12,16,15,46,5,2,0,8,0,11,81,134,215
TEOPONTE,atencion odontologica,primera consulta,2016-11-01,10,10,3,8,3,7,18,36,4,0,0,7,0,5,38,73,111
TIAWANACU,atencion odontologica,primera consulta,2016-11-01,6,9,4,9,4,6,13,23,9,6,0,6,0,9,36,68,104
TINGUIPAYA,atencion odontologica,primera consulta,2016-11-01,27,27,8,6,4,7,15,48,6,10,0,3,0,13,60,114,174
TIPUANI,atencion odontologica,primera consulta,2016-11-01,3,4,1,0,1,1,0,6,1,0,0,0,0,2,6,13,19
TIQUIPAYA,atencion odontologica,primera consulta,2016-11-01,84,72,36,42,3,24,30,91,9,16,0,21,0,21,162,287,449
TIRAQUE (CBBA),atencion odontologica,primera consulta,2016-11-01,14,13,6,13,6,4,8,15,8,4,0,4,0,3,42,56,98
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2016-11-01,0,1,2,0,2,3,5,5,1,1,0,0,0,0,10,10,20
TOCO,atencion odontologica,primera consulta,2016-11-01,5,8,6,2,1,4,2,12,1,4,0,7,0,3,15,40,55
TODOS SANTOS,atencion odontologica,primera consulta,2016-11-01,0,0,2,0,0,1,1,0,0,0,0,0,0,0,3,1,4
TOLATA,atencion odontologica,primera consulta,2016-11-01,10,11,1,1,4,2,4,14,3,3,0,3,0,1,22,35,57
TOLEDO,atencion odontologica,primera consulta,2016-11-01,9,7,7,8,3,2,0,8,2,1,0,2,0,0,21,28,49
TOMAVE,atencion odontologica,primera consulta,2016-11-01,7,8,10,10,4,15,15,38,7,9,0,6,0,3,43,89,132
TOMINA,atencion odontologica,primera consulta,2016-11-01,4,4,9,11,5,7,4,12,1,2,0,5,0,1,23,42,65
TORO TORO,atencion odontologica,primera consulta,2016-11-01,4,3,7,5,9,10,18,20,3,6,0,3,0,3,41,50,91
TOTORA(CBBA),atencion odontologica,primera consulta,2016-11-01,3,7,4,7,1,2,4,22,5,8,0,3,0,6,17,55,72
TOTORA(ORR),atencion odontologica,primera consulta,2016-11-01,3,1,4,6,1,3,2,10,5,3,0,1,0,0,15,24,39
TRIGAL,atencion odontologica,primera consulta,2016-11-01,4,4,1,0,1,2,3,3,1,0,0,1,0,1,10,11,21
TRINIDAD,atencion odontologica,primera consulta,2016-11-01,135,127,100,123,37,58,86,178,24,13,0,60,0,10,382,569,951
TUPIZA,atencion odontologica,primera consulta,2016-11-01,33,41,24,41,14,25,26,92,11,19,0,36,0,6,108,260,368
TURCO,atencion odontologica,primera consulta,2016-11-01,5,10,1,2,6,4,8,14,7,10,0,4,0,1,27,45,72
UMALA,atencion odontologica,primera consulta,2016-11-01,4,7,3,5,2,1,1,15,4,4,0,5,0,3,14,40,54
UNCIA,atencion odontologica,primera consulta,2016-11-01,24,21,17,8,5,8,20,29,11,11,0,17,0,8,77,102,179
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2016-11-01,32,36,56,59,47,59,42,121,10,11,0,5,0,1,187,292,479
URUBICHA,atencion odontologica,primera consulta,2016-11-01,1,3,2,5,3,3,3,8,0,3,0,11,0,1,9,34,43
UYUNI,atencion odontologica,primera consulta,2016-11-01,21,33,15,20,9,8,11,33,8,15,0,10,0,7,64,126,190
VACAS,atencion odontologica,primera consulta,2016-11-01,1,3,4,3,1,10,4,7,3,1,0,1,0,2,13,27,40
VALLEGRANDE,atencion odontologica,primera consulta,2016-11-01,41,38,26,13,4,14,20,63,5,16,0,12,0,0,96,156,252
VIACHA,atencion odontologica,primera consulta,2016-11-01,65,58,149,190,56,91,17,72,22,32,0,7,0,15,309,465,774
VILA VILA,atencion odontologica,primera consulta,2016-11-01,17,11,0,1,1,6,3,6,8,6,0,3,0,1,29,34,63
VILLA CHARCAS,atencion odontologica,primera consulta,2016-11-01,30,32,10,20,6,13,16,59,4,6,0,27,0,0,66,157,223
VILLA MONTES,atencion odontologica,primera consulta,2016-11-01,21,26,58,67,38,59,97,163,23,11,0,27,0,4,237,357,594
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2016-11-01,3,3,20,40,1,1,7,3,1,0,0,6,0,4,32,57,89
VILLA RIVERO,atencion odontologica,primera consulta,2016-11-01,9,9,2,5,1,1,4,16,4,4,0,1,0,2,20,38,58
VILLA SERRANO,atencion odontologica,primera consulta,2016-11-01,10,13,2,1,2,1,7,11,3,1,0,12,0,2,24,41,65
VILLA TUNARI,atencion odontologica,primera consulta,2016-11-01,69,76,47,65,13,34,28,79,11,7,0,37,0,37,168,335,503
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2016-11-01,20,14,2,5,2,7,8,26,2,2,0,17,0,0,34,71,105
VILLAZON,atencion odontologica,primera consulta,2016-11-01,26,29,24,19,12,21,26,79,7,15,0,18,0,10,95,191,286
VINTO,atencion odontologica,primera consulta,2016-11-01,109,98,20,22,3,7,20,71,13,9,0,15,0,34,165,256,421
VITICHI,atencion odontologica,primera consulta,2016-11-01,3,7,4,2,3,10,11,16,5,10,0,2,0,2,26,49,75
WALDO BALLIVIAN,atencion odontologica,primera consulta,2016-11-01,0,0,1,2,1,1,4,4,0,0,0,0,0,0,6,7,13
WARNES,atencion odontologica,primera consulta,2016-11-01,35,23,16,29,5,12,8,51,15,10,0,22,0,8,79,155,234
YACO,atencion odontologica,primera consulta,2016-11-01,6,3,0,0,1,0,3,1,2,2,0,0,0,0,12,6,18
YACUIBA,atencion odontologica,primera consulta,2016-11-01,24,26,58,72,23,46,87,186,31,16,0,17,0,3,223,366,589
YAMPARAEZ,atencion odontologica,primera consulta,2016-11-01,14,13,3,6,3,6,5,14,11,19,0,6,0,7,36,71,107
YANACACHI,atencion odontologica,primera consulta,2016-11-01,1,2,5,2,2,2,5,2,1,0,0,0,0,0,14,8,22
YAPACANI,atencion odontologica,primera consulta,2016-11-01,73,76,7,9,3,9,18,58,19,10,0,24,0,13,120,199,319
YOCALLA,atencion odontologica,primera consulta,2016-11-01,10,14,10,11,15,7,14,25,11,5,0,7,0,1,60,70,130
YOTALA,atencion odontologica,primera consulta,2016-11-01,6,4,5,1,18,11,13,20,2,2,0,10,0,10,44,58,102
YUNCHARA,atencion odontologica,primera consulta,2016-11-01,15,8,31,27,10,14,36,56,9,19,0,1,0,1,101,126,227
YUNGUYO DE LITORAL,atencion odontologica,primera consulta,2016-11-01,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3
ZUDAÑEZ,atencion odontologica,primera consulta,2016-11-01,3,8,28,27,1,4,12,26,3,2,0,8,0,1,47,76,123
ACHACACHI,atencion odontologica,primera consulta,2016-12-01,43,43,97,86,10,14,20,56,66,73,0,7,0,7,236,286,522
ACHOCALLA,atencion odontologica,primera consulta,2016-12-01,14,17,5,7,1,5,3,19,1,8,0,13,0,4,24,73,97
AIQUILE,atencion odontologica,primera consulta,2016-12-01,18,17,16,7,7,10,6,19,7,4,0,6,0,6,54,69,123
ALALAY,atencion odontologica,primera consulta,2016-12-01,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,3,4
ALCALA,atencion odontologica,primera consulta,2016-12-01,0,0,1,3,2,2,3,5,0,1,0,0,0,0,6,11,17
ALTO BENI,atencion odontologica,primera consulta,2016-12-01,9,2,0,3,0,2,5,6,3,1,0,1,0,5,17,20,37
ANDAMARCA,atencion odontologica,primera consulta,2016-12-01,3,2,2,0,1,6,3,12,6,2,0,2,0,2,15,26,41
ANTEQUERA,atencion odontologica,primera consulta,2016-12-01,1,5,1,1,0,1,2,3,7,8,0,5,0,0,11,23,34
ANZALDO,atencion odontologica,primera consulta,2016-12-01,1,0,3,4,2,0,5,6,2,1,0,2,0,0,13,13,26
APOLO,atencion odontologica,primera consulta,2016-12-01,11,10,10,9,0,7,12,12,8,4,0,1,0,2,41,45,86
ARAMPAMPA,atencion odontologica,primera consulta,2016-12-01,3,2,1,2,0,1,1,0,1,1,0,1,0,0,6,7,13
ARANI,atencion odontologica,primera consulta,2016-12-01,4,4,9,11,2,4,3,8,0,4,0,1,0,1,18,33,51
ARBIETO,atencion odontologica,primera consulta,2016-12-01,21,11,7,10,5,12,5,32,7,8,0,15,0,8,45,96,141
ARQUE,atencion odontologica,primera consulta,2016-12-01,10,6,9,8,7,11,8,26,3,5,0,6,0,5,37,67,104
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2016-12-01,59,136,0,0,10,1,10,145,10,44,0,141,0,22,89,489,578
ATOCHA,atencion odontologica,primera consulta,2016-12-01,11,15,10,29,12,11,39,53,3,8,0,8,0,0,75,124,199
AUCAPATA,atencion odontologica,primera consulta,2016-12-01,6,3,5,1,2,3,8,9,1,2,0,1,0,1,22,20,42
AYATA,atencion odontologica,primera consulta,2016-12-01,2,2,4,5,2,3,5,5,1,0,0,0,0,0,14,15,29
AYO AYO,atencion odontologica,primera consulta,2016-12-01,3,2,2,0,1,2,10,5,2,0,0,0,0,2,18,11,29
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2016-12-01,8,11,15,14,5,15,19,31,10,10,0,4,0,0,57,85,142
AZURDUY,atencion odontologica,primera consulta,2016-12-01,3,6,5,1,4,6,8,19,0,1,0,7,0,2,20,42,62
BATALLAS,atencion odontologica,primera consulta,2016-12-01,18,17,4,3,3,10,13,26,23,21,0,5,0,4,61,86,147
BAURES,atencion odontologica,primera consulta,2016-12-01,1,0,1,6,15,3,7,5,0,0,0,0,0,0,24,14,38
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2016-12-01,5,1,0,1,0,1,1,2,0,0,0,0,0,0,6,5,11
BELEN DE URMIRI,atencion odontologica,primera consulta,2016-12-01,1,0,0,1,0,0,2,2,0,0,0,1,0,1,3,5,8
BELLA FLOR,atencion odontologica,primera consulta,2016-12-01,1,1,0,0,0,0,4,4,2,0,0,0,0,0,7,5,12
BERMEJO,atencion odontologica,primera consulta,2016-12-01,108,54,48,41,42,63,81,150,57,55,0,33,0,6,336,402,738
BETANZOS,atencion odontologica,primera consulta,2016-12-01,12,9,16,17,6,13,15,46,16,19,0,8,0,4,65,116,181
BOLIVAR,atencion odontologica,primera consulta,2016-12-01,3,1,6,4,1,3,7,11,1,1,0,2,0,2,18,24,42
BOLPEBRA,atencion odontologica,primera consulta,2016-12-01,18,28,38,58,58,68,18,18,8,0,0,0,0,0,140,172,312
BOYUIBE,atencion odontologica,primera consulta,2016-12-01,0,0,3,3,1,3,3,6,2,0,0,0,0,0,9,12,21
BUENA VISTA,atencion odontologica,primera consulta,2016-12-01,18,17,3,3,3,9,6,17,4,3,0,7,0,5,34,61,95
CABEZAS,atencion odontologica,primera consulta,2016-12-01,27,32,7,12,10,13,10,25,10,4,0,24,0,10,64,120,184
CAIROMA,atencion odontologica,primera consulta,2016-12-01,16,10,3,16,5,10,15,24,6,4,0,2,0,2,45,68,113
"CAIZA ""D""",atencion odontologica,primera consulta,2016-12-01,3,4,6,10,2,6,18,27,12,14,0,5,0,5,41,71,112
CAJUATA,atencion odontologica,primera consulta,2016-12-01,5,7,4,7,5,6,7,13,1,2,0,5,0,0,22,40,62
CALACOTO,atencion odontologica,primera consulta,2016-12-01,3,3,1,1,0,2,2,4,2,1,0,2,0,0,8,13,21
CALAMARCA,atencion odontologica,primera consulta,2016-12-01,6,8,10,14,9,18,16,36,7,5,0,3,0,2,48,86,134
CAMARGO,atencion odontologica,primera consulta,2016-12-01,1,5,1,4,0,1,1,25,1,1,0,16,0,1,4,53,57
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2016-12-01,1,1,4,2,5,2,5,3,0,1,0,0,0,0,15,9,24
CAMIRI,atencion odontologica,primera consulta,2016-12-01,55,31,7,14,13,12,28,50,10,9,0,44,0,9,113,169,282
CAPINOTA,atencion odontologica,primera consulta,2016-12-01,16,20,6,8,1,4,2,21,6,13,0,2,0,6,31,74,105
CAQUIAVIRI,atencion odontologica,primera consulta,2016-12-01,13,11,44,51,7,12,9,26,19,17,0,3,0,0,92,120,212
CARACOLLO,atencion odontologica,primera consulta,2016-12-01,22,6,13,15,10,25,10,25,8,7,0,14,0,6,63,98,161
CARANAVI,atencion odontologica,primera consulta,2016-12-01,70,76,33,28,22,14,27,59,14,13,0,26,0,28,166,244,410
CARAPARI,atencion odontologica,primera consulta,2016-12-01,8,4,20,16,11,21,23,29,1,0,0,0,0,0,63,70,133
CARIPUYO,atencion odontologica,primera consulta,2016-12-01,2,8,3,1,4,3,11,20,5,2,0,5,0,2,25,41,66
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2016-12-01,12,13,0,0,0,0,4,5,0,0,0,0,0,0,16,18,34
CATACORA,atencion odontologica,primera consulta,2016-12-01,0,0,1,2,0,1,3,3,3,0,0,0,0,0,7,6,13
CHALLAPATA,atencion odontologica,primera consulta,2016-12-01,59,53,55,74,9,22,16,96,15,28,0,46,0,19,154,338,492
CHAQUI,atencion odontologica,primera consulta,2016-12-01,14,5,8,4,2,5,15,17,12,20,0,4,0,3,51,58,109
CHARAGUA,atencion odontologica,primera consulta,2016-12-01,24,19,6,10,21,23,22,39,6,6,0,19,0,13,79,129,208
CHARAÑA,atencion odontologica,primera consulta,2016-12-01,2,0,0,1,0,2,5,4,0,0,0,1,0,0,7,8,15
CHAYANTA,atencion odontologica,primera consulta,2016-12-01,24,27,19,15,5,12,14,51,4,8,0,15,0,5,66,133,199
CHIMORE,atencion odontologica,primera consulta,2016-12-01,28,27,16,29,4,16,12,48,8,3,0,19,0,12,68,154,222
CHIPAYA,atencion odontologica,primera consulta,2016-12-01,0,0,4,2,0,1,1,3,0,0,0,3,0,1,5,10,15
CHOQUE COTA,atencion odontologica,primera consulta,2016-12-01,3,0,0,1,0,2,0,1,0,1,0,1,0,2,3,8,11
CHUA COCANI,atencion odontologica,primera consulta,2016-12-01,4,3,1,4,0,4,4,12,21,16,0,3,0,2,30,44,74
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2016-12-01,13,5,5,5,4,5,9,22,2,0,0,11,0,1,33,49,82
CHUMA,atencion odontologica,primera consulta,2016-12-01,5,8,14,13,10,15,26,35,18,12,0,4,0,2,73,89,162
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2016-12-01,3,1,2,2,1,4,2,4,1,2,0,2,0,1,9,16,25
CKOCHAS,atencion odontologica,primera consulta,2016-12-01,28,35,4,4,3,13,7,40,15,11,0,13,0,13,57,129,186
CLIZA,atencion odontologica,primera consulta,2016-12-01,4,7,4,12,2,4,4,14,5,6,0,4,0,2,19,49,68
COBIJA,atencion odontologica,primera consulta,2016-12-01,65,90,55,69,24,46,61,91,10,5,0,47,0,16,215,364,579
COCAPATA,atencion odontologica,primera consulta,2016-12-01,20,19,5,4,8,12,14,21,6,6,0,15,0,8,53,85,138
COCHABAMBA,atencion odontologica,primera consulta,2016-12-01,262,271,112,98,79,114,175,368,108,107,0,299,0,112,736,1369,2105
COIPASA,atencion odontologica,primera consulta,2016-12-01,1,1,2,0,2,0,1,2,0,0,0,0,0,1,6,4,10
COLCAPIRHUA,atencion odontologica,primera consulta,2016-12-01,73,70,21,25,0,13,6,72,20,24,0,21,0,27,120,252,372
"COLCHA ""K""",atencion odontologica,primera consulta,2016-12-01,8,9,8,8,2,5,8,15,9,8,0,8,0,1,35,54,89
COLLANA,atencion odontologica,primera consulta,2016-12-01,2,2,5,3,1,4,5,6,5,3,0,0,0,0,18,18,36
COLOMI,atencion odontologica,primera consulta,2016-12-01,14,16,4,0,1,4,3,15,10,8,0,9,0,10,32,62,94
COLPA BELGICA,atencion odontologica,primera consulta,2016-12-01,17,12,0,0,0,3,0,13,0,0,0,6,0,6,17,40,57
COLQUECHACA,atencion odontologica,primera consulta,2016-12-01,33,36,20,28,17,25,27,53,71,85,0,43,0,9,168,279,447
COLQUENCHA,atencion odontologica,primera consulta,2016-12-01,2,4,10,12,5,9,11,16,1,5,0,4,0,2,29,52,81
COLQUIRI,atencion odontologica,primera consulta,2016-12-01,13,18,22,24,8,20,26,37,15,10,0,6,0,3,84,118,202
COMANCHE,atencion odontologica,primera consulta,2016-12-01,3,8,0,0,1,0,0,2,2,1,0,0,0,0,6,11,17
COMARAPA,atencion odontologica,primera consulta,2016-12-01,9,6,6,13,5,7,9,20,4,2,0,6,0,2,33,56,89
CONCEPCION,atencion odontologica,primera consulta,2016-12-01,29,12,20,20,23,19,7,43,1,9,0,4,0,7,80,114,194
COPACABANA,atencion odontologica,primera consulta,2016-12-01,7,4,1,2,1,2,7,6,2,5,0,1,0,0,18,20,38
CORIPATA,atencion odontologica,primera consulta,2016-12-01,11,8,8,4,3,4,3,9,2,0,0,2,0,2,27,29,56
CORO CORO,atencion odontologica,primera consulta,2016-12-01,3,1,1,4,1,8,2,9,3,1,0,2,0,0,10,25,35
COROICO,atencion odontologica,primera consulta,2016-12-01,0,0,0,0,1,0,1,7,1,0,0,2,0,0,3,9,12
CORQUE,atencion odontologica,primera consulta,2016-12-01,3,1,1,2,0,1,3,4,2,1,0,1,0,0,9,10,19
COTAGAITA,atencion odontologica,primera consulta,2016-12-01,15,14,10,29,15,19,28,61,7,2,0,6,0,1,75,132,207
COTOCA,atencion odontologica,primera consulta,2016-12-01,70,63,5,6,0,5,10,98,40,21,0,80,0,15,125,288,413
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2016-12-01,1,1,0,0,0,0,1,0,5,6,0,0,0,0,7,7,14
CUATRO CAÑADAS,atencion odontologica,primera consulta,2016-12-01,26,37,10,13,9,9,14,66,9,13,0,25,0,8,68,171,239
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2016-12-01,1,0,2,1,0,1,3,4,2,2,0,3,0,0,8,11,19
CUEVO,atencion odontologica,primera consulta,2016-12-01,0,0,5,3,1,6,2,9,1,0,0,1,0,0,9,19,28
CULPINA,atencion odontologica,primera consulta,2016-12-01,5,4,9,9,8,16,18,53,8,7,0,26,0,4,48,119,167
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2016-12-01,1,0,0,0,0,0,1,2,0,1,0,0,0,0,2,3,5
