,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES,TOTALES,TOTALES
CHUMA,atencion odontologica,consulta nueva,2016-11-01,42,39,25,40,36,67,65,133,55,50,0,15,0,37,223,381,604
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2016-11-01,43,42,5,2,2,19,6,83,4,15,0,32,0,41,60,234,294
CKOCHAS,atencion odontologica,consulta nueva,2016-11-01,42,49,9,1,5,1,15,35,6,10,0,1,0,5,77,102,179
CLIZA,atencion odontologica,consulta nueva,2016-11-01,117,99,31,51,3,42,34,178,36,81,0,56,0,67,221,574,795
COBIJA,atencion odontologica,consulta nueva,2016-11-01,590,656,106,112,20,139,88,307,46,17,0,226,0,102,850,1559,2409
COCAPATA,atencion odontologica,consulta nueva,2016-11-01,118,93,9,20,9,41,20,125,23,38,0,73,0,78,179,468,647
COCHABAMBA,atencion odontologica,consulta nueva,2016-11-01,1952,2134,1281,1535,586,1122,1803,3186,750,719,0,546,0,780,6372,10022,16394
COIPASA,atencion odontologica,consulta nueva,2016-11-01,12,10,3,13,3,7,13,21,3,11,0,7,0,0,34,69,103
COLCAPIRHUA,atencion odontologica,consulta nueva,2016-11-01,327,400,5,13,4,40,9,443,129,124,0,83,0,354,474,1457,1931
"COLCHA ""K""",atencion odontologica,consulta nueva,2016-11-01,69,43,9,15,5,7,23,75,24,26,0,14,0,16,130,196,326
COLLANA,atencion odontologica,consulta nueva,2016-11-01,15,19,1,1,2,2,5,26,8,9,0,2,0,1,31,60,91
COLOMI,atencion odontologica,consulta nueva,2016-11-01,134,130,8,7,0,8,2,31,14,22,0,37,0,28,158,263,421
COLPA BELGICA,atencion odontologica,consulta nueva,2016-11-01,6,4,175,200,0,0,0,2,0,0,0,1,0,1,181,208,389
COLQUECHACA,atencion odontologica,consulta nueva,2016-11-01,60,63,14,16,7,43,38,124,52,74,0,25,0,21,171,366,537
COLQUENCHA,atencion odontologica,consulta nueva,2016-11-01,6,15,19,8,13,43,20,81,5,10,0,26,0,7,63,190,253
COLQUIRI,atencion odontologica,consulta nueva,2016-11-01,100,67,32,25,11,32,83,134,44,37,0,24,0,25,270,344,614
COMANCHE,atencion odontologica,consulta nueva,2016-11-01,4,2,0,1,1,3,5,9,18,5,0,0,0,4,28,24,52
COMARAPA,atencion odontologica,consulta nueva,2016-11-01,42,35,30,16,12,14,38,113,24,14,0,1,0,12,146,205,351
COMBAYA,atencion odontologica,consulta nueva,2016-11-01,1,1,0,2,2,4,3,13,3,5,0,0,0,0,9,25,34
CONCEPCION,atencion odontologica,consulta nueva,2016-11-01,2,1,0,0,0,0,1,2,0,0,0,1,0,0,3,4,7
COPACABANA,atencion odontologica,consulta nueva,2016-11-01,9,5,7,7,9,0,6,7,7,3,0,0,0,0,38,22,60
CORIPATA,atencion odontologica,consulta nueva,2016-11-01,124,74,16,27,3,22,24,53,7,13,0,8,0,7,174,204,378
CORO CORO,atencion odontologica,consulta nueva,2016-11-01,3,2,18,11,4,15,7,27,3,8,0,2,0,11,35,76,111
COROICO,atencion odontologica,consulta nueva,2016-11-01,6,6,3,7,2,4,16,18,1,4,0,1,0,1,28,41,69
CORQUE,atencion odontologica,consulta nueva,2016-11-01,6,7,5,3,1,8,1,20,19,14,0,6,0,7,32,65,97
COTAGAITA,atencion odontologica,consulta nueva,2016-11-01,41,40,145,148,29,92,143,230,22,30,0,9,0,27,380,576,956
COTOCA,atencion odontologica,consulta nueva,2016-11-01,348,412,18,8,10,45,61,383,70,51,0,0,0,0,507,899,1406
CRUZ DE MACHACAMARCA,atencion odontologica,consulta nueva,2016-11-01,1,2,0,0,0,0,0,0,2,3,0,0,0,0,3,5,8
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2016-11-01,166,155,10,10,2,21,9,88,15,5,0,27,0,42,202,348,550
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2016-11-01,4,3,10,5,2,18,4,41,3,14,0,2,0,9,23,92,115
CUEVO,atencion odontologica,consulta nueva,2016-11-01,35,59,10,20,13,22,17,59,3,1,0,7,0,0,78,168,246
CULPINA,atencion odontologica,consulta nueva,2016-11-01,67,78,14,19,10,29,28,72,11,22,0,28,0,16,130,264,394
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2016-11-01,8,14,2,0,5,3,2,15,3,1,0,0,0,9,20,42,62
CURVA,atencion odontologica,consulta nueva,2016-11-01,24,39,0,1,1,3,3,26,5,18,0,5,0,13,33,105,138
DESAGUADERO,atencion odontologica,consulta nueva,2016-11-01,4,2,7,4,0,5,1,7,3,1,0,1,0,0,15,20,35
EL ALTO,atencion odontologica,consulta nueva,2016-11-01,2560,2515,7163,7398,2463,2998,820,2167,343,244,0,679,0,698,13349,16699,30048
EL CHORO,atencion odontologica,consulta nueva,2016-11-01,41,15,6,11,4,7,5,33,22,10,0,13,0,9,78,98,176
EL PUENTE(STC),atencion odontologica,consulta nueva,2016-11-01,18,27,1,5,2,5,7,51,5,5,0,20,0,7,33,120,153
EL PUENTE(TJA),atencion odontologica,consulta nueva,2016-11-01,14,17,99,109,24,67,97,238,21,26,0,8,0,1,255,466,721
EL TORNO,atencion odontologica,consulta nueva,2016-11-01,436,477,368,434,75,115,120,459,90,43,0,133,0,118,1089,1779,2868
EL VILLAR,atencion odontologica,consulta nueva,2016-11-01,12,7,7,2,12,1,16,30,4,8,0,6,0,4,51,58,109
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2016-11-01,43,44,124,124,33,92,72,167,17,7,0,19,0,8,289,461,750
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2016-11-01,49,76,14,26,23,83,27,83,12,3,0,42,0,71,125,384,509
ESCARA,atencion odontologica,consulta nueva,2016-11-01,8,11,0,1,0,1,1,6,5,6,0,0,0,2,14,27,41
ESCOMA,atencion odontologica,consulta nueva,2016-11-01,15,17,12,23,4,9,6,19,9,12,0,2,0,2,46,84,130
ESMERALDA,atencion odontologica,consulta nueva,2016-11-01,13,3,0,0,0,0,1,2,4,6,0,2,0,0,18,13,31
EUCALIPTUS,atencion odontologica,consulta nueva,2016-11-01,29,34,29,51,6,7,13,54,9,10,0,9,0,17,86,182,268
EUREKA (SANTOS MERCADO),atencion odontologica,consulta nueva,2016-11-01,11,8,2,5,0,0,2,1,2,2,0,2,0,4,17,22,39
EXALTACION,atencion odontologica,consulta nueva,2016-11-01,0,9,0,3,1,7,0,2,1,1,0,10,0,0,2,32,34
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2016-11-01,32,25,56,81,26,22,8,55,17,15,0,28,0,8,139,234,373
FILADELFIA,atencion odontologica,consulta nueva,2016-11-01,1,18,63,46,3,2,21,15,2,0,0,3,0,8,90,92,182
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2016-11-01,22,17,14,9,3,16,5,33,5,3,0,19,0,8,49,105,154
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2016-11-01,42,81,14,13,4,10,28,79,27,31,0,6,0,21,115,241,356
GUANAY,atencion odontologica,consulta nueva,2016-11-01,24,15,10,7,4,13,17,19,9,8,0,10,0,7,64,79,143
GUAQUI,atencion odontologica,consulta nueva,2016-11-01,17,36,14,17,14,17,30,69,49,34,0,12,0,10,124,195,319
GUAYARAMERIN,atencion odontologica,consulta nueva,2016-11-01,58,30,28,32,18,56,35,140,20,13,0,97,0,11,159,379,538
GUTIERREZ,atencion odontologica,consulta nueva,2016-11-01,32,30,8,18,13,4,6,22,10,9,0,1,0,0,69,84,153
HUACARETA,atencion odontologica,consulta nueva,2016-11-01,53,49,8,9,2,19,25,68,2,3,0,23,0,32,90,203,293
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2016-11-01,21,19,83,80,0,17,11,49,4,0,0,16,0,18,119,199,318
HUACHACALLA,atencion odontologica,consulta nueva,2016-11-01,5,5,1,1,1,5,3,12,4,5,0,6,0,5,14,39,53
HUANUNI,atencion odontologica,consulta nueva,2016-11-01,94,117,112,100,43,104,125,102,16,12,0,22,0,24,390,481,871
HUARACAJE,atencion odontologica,consulta nueva,2016-11-01,0,2,4,3,20,29,13,6,3,1,0,0,0,2,40,43,83
HUARINA,atencion odontologica,consulta nueva,2016-11-01,22,21,3,5,4,15,7,38,31,48,0,3,0,5,67,135,202
HUATAJATA,atencion odontologica,consulta nueva,2016-11-01,39,26,12,8,14,13,17,31,1,22,0,2,0,0,83,102,185
HUAYLLAMARCA,atencion odontologica,consulta nueva,2016-11-01,7,8,57,43,33,34,9,22,11,18,0,2,0,7,117,134,251
HUMANATA,atencion odontologica,consulta nueva,2016-11-01,13,6,0,3,3,3,5,10,34,27,0,6,0,8,55,63,118
ICHOCA,atencion odontologica,consulta nueva,2016-11-01,0,19,1,2,1,5,6,25,42,10,0,15,0,2,50,78,128
ICLA,atencion odontologica,consulta nueva,2016-11-01,122,116,47,47,21,29,24,80,12,5,0,6,0,2,226,285,511
INCAHUASI,atencion odontologica,consulta nueva,2016-11-01,101,123,13,4,0,53,25,92,4,10,0,29,0,56,143,367,510
INGAVI (HUMAITA),atencion odontologica,consulta nueva,2016-11-01,26,31,10,21,1,6,5,11,0,0,0,3,0,0,42,72,114
INQUISIVI,atencion odontologica,consulta nueva,2016-11-01,20,47,41,45,32,50,65,109,28,16,0,21,0,33,186,321,507
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2016-11-01,115,99,24,21,14,30,32,96,27,22,0,16,0,19,212,303,515
IXIAMAS,atencion odontologica,consulta nueva,2016-11-01,27,20,19,13,6,7,11,39,7,2,0,6,0,6,70,93,163
JESUS DE MACHACA,atencion odontologica,consulta nueva,2016-11-01,26,13,21,12,12,17,12,47,31,19,0,8,0,7,102,123,225
LA ASUNTA,atencion odontologica,consulta nueva,2016-11-01,210,179,110,120,17,80,101,403,26,11,0,75,0,131,464,999,1463
LA GUARDIA,atencion odontologica,consulta nueva,2016-11-01,208,301,11,13,11,28,18,175,90,82,0,101,0,87,338,787,1125
LA PAZ,atencion odontologica,consulta nueva,2016-11-01,3402,3656,1365,1380,596,896,1938,4657,958,871,0,1297,0,708,8259,13465,21724
LA RIVERA,atencion odontologica,consulta nueva,2016-11-01,7,1,2,5,9,2,10,22,4,7,0,10,0,0,32,47,79
LAGUNILLAS,atencion odontologica,consulta nueva,2016-11-01,0,0,0,3,0,1,16,30,2,2,0,1,0,0,18,37,55
LAJA,atencion odontologica,consulta nueva,2016-11-01,49,47,18,24,14,54,41,114,37,32,0,38,0,41,159,350,509
LAS CARRERAS,atencion odontologica,consulta nueva,2016-11-01,7,6,10,0,2,12,22,63,15,2,0,15,0,0,56,98,154
LICOMA PAMPA,atencion odontologica,consulta nueva,2016-11-01,19,8,2,0,0,0,0,0,26,11,0,0,0,0,47,19,66
LLALLAGUA,atencion odontologica,consulta nueva,2016-11-01,312,366,35,33,10,48,32,211,25,14,0,65,0,116,414,853,1267
LLICA,atencion odontologica,consulta nueva,2016-11-01,9,9,17,4,2,7,20,69,13,13,0,11,0,2,61,115,176
LURIBAY,atencion odontologica,consulta nueva,2016-11-01,10,3,5,7,4,5,12,25,5,2,0,2,0,7,36,51,87
MACHACAMARCA,atencion odontologica,consulta nueva,2016-11-01,20,28,99,76,35,45,25,59,33,28,0,11,0,13,212,260,472
MACHARETI,atencion odontologica,consulta nueva,2016-11-01,24,12,20,21,12,21,27,82,3,2,0,25,0,19,86,182,268
MAGDALENA,atencion odontologica,consulta nueva,2016-11-01,51,52,17,12,8,8,13,85,3,0,0,8,0,8,92,173,265
MAIRANA,atencion odontologica,consulta nueva,2016-11-01,42,40,44,41,7,21,37,119,19,21,0,8,0,11,149,261,410
MALLA,atencion odontologica,consulta nueva,2016-11-01,8,4,0,0,2,5,5,13,6,3,0,7,0,3,21,35,56
MAPIRI,atencion odontologica,consulta nueva,2016-11-01,31,38,28,17,8,27,29,127,12,17,0,79,0,30,108,335,443
MECAPACA,atencion odontologica,consulta nueva,2016-11-01,47,46,27,20,2,12,9,53,14,19,0,7,0,13,99,170,269
MINEROS,atencion odontologica,consulta nueva,2016-11-01,50,48,8,13,4,3,11,56,16,12,0,28,0,36,89,196,285
MIZQUE,atencion odontologica,consulta nueva,2016-11-01,214,182,30,33,12,22,28,85,32,54,0,29,0,36,316,441,757
MOCOMOCO,atencion odontologica,consulta nueva,2016-11-01,15,19,13,23,21,33,38,53,45,15,0,17,0,11,132,171,303
MOJINETE,atencion odontologica,consulta nueva,2016-11-01,0,1,2,2,3,0,1,2,0,1,0,0,0,3,6,9,15
MOJOCOYA,atencion odontologica,consulta nueva,2016-11-01,28,16,39,51,22,50,80,136,15,22,0,6,0,6,184,287,471
MONTEAGUDO,atencion odontologica,consulta nueva,2016-11-01,161,195,31,15,19,42,70,214,166,2,0,29,0,85,447,582,1029
MONTERO,atencion odontologica,consulta nueva,2016-11-01,320,218,177,211,48,83,76,347,52,56,0,75,0,22,673,1012,1685
MORO MORO,atencion odontologica,consulta nueva,2016-11-01,11,20,3,3,1,2,5,20,2,8,0,4,0,1,22,58,80
MOROCHATA,atencion odontologica,consulta nueva,2016-11-01,29,26,15,11,7,30,43,102,42,23,0,28,0,26,136,246,382
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta nueva,2016-11-01,38,28,8,7,0,0,3,19,6,1,0,1,0,0,55,56,111
NAZACARA DE PACAJES,atencion odontologica,consulta nueva,2016-11-01,9,0,1,0,0,1,1,0,7,6,0,0,0,0,18,7,25
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consulta nueva,2016-11-01,22,5,7,10,1,2,2,6,1,1,0,9,0,2,33,35,68
OCURI,atencion odontologica,consulta nueva,2016-11-01,36,22,6,6,6,15,21,72,21,18,0,11,0,22,90,166,256
OKINAWA,atencion odontologica,consulta nueva,2016-11-01,10,4,0,9,3,8,1,31,9,12,0,7,0,9,23,80,103
OMEREQUE,atencion odontologica,consulta nueva,2016-11-01,3,16,2,2,0,0,5,23,13,16,0,0,0,11,23,68,91
ORURO,atencion odontologica,consulta nueva,2016-11-01,1073,1247,447,520,293,469,1170,2014,327,297,0,718,0,413,3310,5678,8988
PADCAYA,atencion odontologica,consulta nueva,2016-11-01,50,39,82,108,77,57,71,124,14,13,0,3,0,1,294,345,639
PADILLA,atencion odontologica,consulta nueva,2016-11-01,30,64,37,28,16,16,82,164,17,16,0,37,0,35,182,360,542
PAILON,atencion odontologica,consulta nueva,2016-11-01,221,275,151,213,23,35,12,114,8,5,0,40,0,5,415,687,1102
PALCA,atencion odontologica,consulta nueva,2016-11-01,128,128,18,21,14,66,30,110,26,13,0,34,0,67,216,439,655
PALOS BLANCOS,atencion odontologica,consulta nueva,2016-11-01,93,71,36,42,9,47,39,174,32,32,0,28,0,130,209,524,733
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2016-11-01,4,1,3,9,1,5,1,16,1,6,0,3,0,5,10,45,55
PAMPA GRANDE,atencion odontologica,consulta nueva,2016-11-01,64,79,10,5,0,9,3,36,2,13,0,15,0,26,79,183,262
PAPEL PAMPA,atencion odontologica,consulta nueva,2016-11-01,6,3,6,4,2,6,8,26,18,9,0,4,0,10,40,62,102
PASORAPA,atencion odontologica,consulta nueva,2016-11-01,34,4,5,14,15,12,42,60,28,15,0,5,0,10,124,120,244
PATACAMAYA,atencion odontologica,consulta nueva,2016-11-01,123,112,14,17,4,2,18,20,14,19,0,11,0,56,173,237,410
PAZÑA,atencion odontologica,consulta nueva,2016-11-01,37,49,57,140,9,24,17,70,38,17,0,12,0,9,158,321,479
PELECHUCO,atencion odontologica,consulta nueva,2016-11-01,43,40,8,4,0,8,7,31,1,2,0,17,0,7,59,109,168
POCOATA,atencion odontologica,consulta nueva,2016-11-01,195,231,37,24,13,38,59,107,115,127,0,67,0,52,419,646,1065
POCONA,atencion odontologica,consulta nueva,2016-11-01,49,61,685,779,14,51,21,111,1,40,0,21,0,28,770,1091,1861
POJO (CBBA),atencion odontologica,consulta nueva,2016-11-01,31,54,885,863,5,18,18,49,7,24,0,12,0,18,946,1038,1984
POOPO,atencion odontologica,consulta nueva,2016-11-01,14,22,25,47,11,19,55,71,19,15,0,14,0,4,124,192,316
PORCO,atencion odontologica,consulta nueva,2016-11-01,45,28,3,2,1,4,11,52,2,2,0,8,0,20,62,116,178
POROMA,atencion odontologica,consulta nueva,2016-11-01,23,18,257,271,38,72,37,118,6,2,0,15,0,18,361,514,875
PORONGO,atencion odontologica,consulta nueva,2016-11-01,23,22,44,30,1,1,0,9,21,21,0,2,0,4,89,89,178
PORTACHUELO,atencion odontologica,consulta nueva,2016-11-01,12,14,11,25,7,27,13,30,17,0,0,0,0,0,60,96,156
PORVENIR,atencion odontologica,consulta nueva,2016-11-01,36,28,12,11,4,11,16,20,7,3,0,7,0,3,75,83,158
POSTRER VALLE,atencion odontologica,consulta nueva,2016-11-01,4,5,0,0,0,7,10,9,0,2,0,1,0,2,14,26,40
POTOSI,atencion odontologica,consulta nueva,2016-11-01,541,542,332,535,303,395,455,1116,163,132,0,237,0,224,1794,3181,4975
PRESTO,atencion odontologica,consulta nueva,2016-11-01,11,19,26,48,30,62,32,129,7,13,0,22,0,23,106,316,422
PUCARA,atencion odontologica,consulta nueva,2016-11-01,29,15,6,2,0,2,4,7,4,1,0,1,0,0,43,28,71
PUCARANI,atencion odontologica,consulta nueva,2016-11-01,141,114,39,31,26,59,71,187,75,42,0,19,0,58,352,510,862
PUERTO ACOSTA,atencion odontologica,consulta nueva,2016-11-01,13,22,3,10,9,12,20,41,44,26,0,8,0,4,89,123,212
PUERTO CARABUCO,atencion odontologica,consulta nueva,2016-11-01,14,17,8,5,5,30,23,79,37,28,0,5,0,22,87,186,273
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2016-11-01,113,146,127,126,14,9,25,31,13,2,0,20,0,23,292,357,649
PUERTO PEREZ,atencion odontologica,consulta nueva,2016-11-01,6,5,1,2,2,1,4,9,4,5,0,0,0,3,17,25,42
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2016-11-01,30,33,86,76,0,2,9,42,9,8,0,12,0,11,134,184,318
PUERTO RICO,atencion odontologica,consulta nueva,2016-11-01,84,59,6,12,15,10,24,38,21,6,0,10,0,36,150,171,321
PUERTO SUAREZ,atencion odontologica,consulta nueva,2016-11-01,29,40,2,3,2,6,8,33,5,5,0,16,0,6,46,109,155
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2016-11-01,210,114,26,22,34,144,73,243,21,35,0,99,0,109,364,766,1130
PUNA,atencion odontologica,consulta nueva,2016-11-01,29,21,24,38,19,33,41,156,20,37,0,32,0,21,133,338,471
PUNATA,atencion odontologica,consulta nueva,2016-11-01,108,171,75,116,44,86,42,186,49,68,0,48,0,98,318,773,1091
QUIABAYA,atencion odontologica,consulta nueva,2016-11-01,24,15,0,4,5,13,6,35,4,1,0,1,0,3,39,72,111
QUILLACOLLO,atencion odontologica,consulta nueva,2016-11-01,1074,902,206,177,84,172,203,787,235,159,0,224,0,343,1802,2764,4566
QUIME,atencion odontologica,consulta nueva,2016-11-01,85,73,35,27,5,22,53,76,55,25,0,25,0,23,233,271,504
QUIRUSILLAS,atencion odontologica,consulta nueva,2016-11-01,10,7,2,1,1,0,4,9,2,1,0,0,0,0,19,18,37
RAVELO,atencion odontologica,consulta nueva,2016-11-01,70,92,4,4,8,16,34,75,89,77,0,30,0,15,205,309,514
REYES,atencion odontologica,consulta nueva,2016-11-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
RIBERALTA,atencion odontologica,consulta nueva,2016-11-01,167,186,72,80,43,151,69,328,31,43,0,144,0,55,382,987,1369
ROBORE,atencion odontologica,consulta nueva,2016-11-01,72,54,23,26,9,18,24,50,6,3,0,12,0,4,134,167,301
RURRENABAQUE,atencion odontologica,consulta nueva,2016-11-01,46,54,61,68,52,61,71,82,27,31,0,49,0,30,257,375,632
SABAYA,atencion odontologica,consulta nueva,2016-11-01,20,22,102,103,21,14,9,16,23,18,0,2,0,4,175,179,354
SACABA,atencion odontologica,consulta nueva,2016-11-01,414,594,1289,1241,385,679,172,585,135,185,0,133,0,203,2395,3620,6015
SACABAMBA,atencion odontologica,consulta nueva,2016-11-01,9,0,83,78,56,70,7,22,9,23,0,0,0,3,164,196,360
SACACA,atencion odontologica,consulta nueva,2016-11-01,27,36,6,5,0,12,16,67,31,43,0,34,0,22,80,219,299
SAIPINA,atencion odontologica,consulta nueva,2016-11-01,20,7,16,6,0,3,8,34,1,3,0,13,0,16,45,82,127
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2016-11-01,85,79,196,180,55,69,65,111,82,77,0,20,0,8,483,544,1027
SAMAIPATA,atencion odontologica,consulta nueva,2016-11-01,24,15,15,12,5,24,8,39,12,5,0,10,0,8,64,113,177
SAN AGUSTIN,atencion odontologica,consulta nueva,2016-11-01,0,0,4,4,0,2,2,9,0,0,0,7,0,2,6,24,30
SAN ANDRES,atencion odontologica,consulta nueva,2016-11-01,16,28,25,35,9,19,15,54,4,2,0,10,0,4,69,152,221
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2016-11-01,17,21,3,9,7,6,6,38,12,12,0,9,0,3,45,98,143
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2016-11-01,12,2,0,3,0,4,3,10,4,2,0,7,0,3,19,31,50
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2016-11-01,14,23,1,1,1,2,3,6,3,1,0,1,0,1,22,35,57
SAN BENITO,atencion odontologica,consulta nueva,2016-11-01,49,69,34,34,11,4,16,88,39,64,0,6,0,20,149,285,434
SAN BORJA,atencion odontologica,consulta nueva,2016-11-01,57,52,29,20,4,25,15,100,16,19,0,75,0,56,121,347,468
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2016-11-01,28,12,15,10,1,3,23,22,3,5,0,8,0,3,70,63,133
SAN CARLOS,atencion odontologica,consulta nueva,2016-11-01,32,24,49,43,28,38,39,35,9,8,0,19,0,26,157,193,350
SAN IGNACIO,atencion odontologica,consulta nueva,2016-11-01,37,40,52,82,15,27,39,113,18,6,0,23,0,13,161,304,465
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2016-11-01,41,44,559,482,18,26,17,79,66,53,0,33,0,18,701,735,1436
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2016-11-01,5,3,5,1,0,1,4,12,1,0,0,1,0,0,15,18,33
SAN JOAQUIN,atencion odontologica,consulta nueva,2016-11-01,1,3,0,0,1,3,2,5,0,0,0,4,0,2,4,17,21
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2016-11-01,22,21,82,59,16,13,19,57,5,3,0,4,0,7,144,164,308
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2016-11-01,22,17,7,6,3,7,0,23,11,3,0,13,0,7,43,76,119
SAN JULIAN,atencion odontologica,consulta nueva,2016-11-01,208,222,25,30,7,19,34,132,48,39,0,36,0,73,322,551,873
SAN LORENZO(PND),atencion odontologica,consulta nueva,2016-11-01,20,24,57,73,11,18,21,54,5,2,0,4,0,4,114,179,293
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2016-11-01,63,66,300,373,108,118,133,393,31,23,0,12,0,3,635,988,1623
SAN LUCAS,atencion odontologica,consulta nueva,2016-11-01,98,106,20,19,16,44,79,225,27,24,0,69,0,40,240,527,767
SAN MATIAS,atencion odontologica,consulta nueva,2016-11-01,17,22,2,3,3,10,3,10,5,1,0,6,0,7,30,59,89
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2016-11-01,9,4,14,7,1,7,17,56,1,3,0,5,0,29,42,111,153
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2016-11-01,3,21,17,7,5,9,3,7,10,0,0,3,0,4,38,51,89
SAN PEDRO,atencion odontologica,consulta nueva,2016-11-01,25,37,67,112,46,92,29,108,27,15,0,21,0,26,194,411,605
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2016-11-01,20,35,138,160,133,78,5,107,11,18,0,51,0,30,307,479,786
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2016-11-01,8,4,3,9,6,12,8,54,11,14,0,4,0,11,36,108,144
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2016-11-01,3,3,0,1,0,1,10,6,1,0,0,0,0,0,14,11,25
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2016-11-01,16,10,10,27,14,17,13,20,45,56,0,1,0,8,98,139,237
SAN PEDRO(PND),atencion odontologica,consulta nueva,2016-11-01,6,4,18,15,3,3,5,2,12,3,0,3,0,0,44,30,74
SAN RAFAEL,atencion odontologica,consulta nueva,2016-11-01,73,56,14,14,0,9,7,38,2,3,0,29,0,2,96,151,247
SAN RAMON BENI,atencion odontologica,consulta nueva,2016-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN RAMON SCZ,atencion odontologica,consulta nueva,2016-11-01,32,48,2,1,1,2,1,1,2,3,0,16,0,1,38,72,110
SANTA ANA,atencion odontologica,consulta nueva,2016-11-01,65,62,130,140,25,41,40,170,5,7,0,3,0,14,265,437,702
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2016-11-01,4763,3599,668,701,355,965,1296,5280,1100,822,0,2351,0,840,8182,14558,22740
SANTA ROSA,atencion odontologica,consulta nueva,2016-11-01,3,3,2,4,1,5,6,11,2,1,0,0,0,0,14,24,38
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2016-11-01,11,7,22,12,2,7,22,24,36,16,0,7,0,14,93,87,180
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2016-11-01,0,1,1,0,0,0,0,7,3,2,0,0,0,0,4,10,14
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2016-11-01,81,116,97,120,23,58,54,128,67,68,0,37,0,22,322,549,871
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2016-11-01,18,17,8,4,18,25,28,56,53,64,0,9,0,6,125,181,306
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2016-11-01,10,0,0,4,5,2,9,23,10,19,0,1,0,3,34,52,86
SANTIVAÑES,atencion odontologica,consulta nueva,2016-11-01,25,19,11,10,4,18,9,27,9,16,0,0,0,2,58,92,150
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2016-11-01,16,15,70,31,26,25,5,18,4,11,0,4,0,2,121,106,227
SAPAHAQUI,atencion odontologica,consulta nueva,2016-11-01,27,31,4,6,7,13,27,32,28,15,0,4,0,17,93,118,211
SENA,atencion odontologica,consulta nueva,2016-11-01,21,23,29,28,13,31,58,91,20,4,0,29,0,1,141,207,348
SHINAOTA,atencion odontologica,consulta nueva,2016-11-01,81,84,46,49,50,28,25,76,7,7,0,38,0,27,209,309,518
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2016-11-01,26,34,12,5,4,21,15,94,24,57,0,21,0,29,81,261,342
SICAYA,atencion odontologica,consulta nueva,2016-11-01,2,2,2,3,0,4,3,20,0,4,0,4,0,5,7,42,49
