,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES,TOTALES,TOTALES
VILLA MONTES,atencion odontologica,exodoncia,2016-10-01,0,2,33,35,13,22,34,114,35,4,0,0,0,0,115,177,292
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2016-10-01,0,0,0,2,0,0,1,5,0,0,0,0,0,0,1,7,8
VILLA RIVERO,atencion odontologica,exodoncia,2016-10-01,0,0,6,3,1,0,2,2,5,2,0,0,0,0,14,7,21
VILLA SERRANO,atencion odontologica,exodoncia,2016-10-01,0,0,3,0,0,0,18,24,1,0,0,0,0,0,22,24,46
VILLA TUNARI,atencion odontologica,exodoncia,2016-10-01,5,5,10,16,8,10,9,31,19,8,0,0,0,0,51,70,121
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2016-10-01,0,0,2,4,6,8,10,12,7,8,0,0,0,0,25,32,57
VILLAZON,atencion odontologica,exodoncia,2016-10-01,10,11,15,30,6,15,8,34,27,40,0,0,0,0,66,130,196
VINTO,atencion odontologica,exodoncia,2016-10-01,1,3,1,3,0,0,4,20,13,8,0,0,0,0,19,34,53
VITICHI,atencion odontologica,exodoncia,2016-10-01,0,0,8,7,1,4,5,7,10,12,0,0,0,0,24,30,54
WALDO BALLIVIAN,atencion odontologica,exodoncia,2016-10-01,0,0,1,3,2,3,4,6,2,2,0,0,0,0,9,14,23
WARNES,atencion odontologica,exodoncia,2016-10-01,1,0,2,6,0,4,0,3,1,1,0,0,0,0,4,14,18
YACO,atencion odontologica,exodoncia,2016-10-01,0,0,0,0,0,1,4,5,1,3,0,0,0,0,5,9,14
YACUIBA,atencion odontologica,exodoncia,2016-10-01,0,0,43,34,9,20,62,131,14,19,0,0,0,0,128,204,332
YAMPARAEZ,atencion odontologica,exodoncia,2016-10-01,0,0,3,0,3,1,2,14,8,11,0,0,0,0,16,26,42
YANACACHI,atencion odontologica,exodoncia,2016-10-01,0,0,2,3,1,4,3,8,1,0,0,0,0,0,7,15,22
YAPACANI,atencion odontologica,exodoncia,2016-10-01,3,1,5,12,4,13,3,35,7,7,0,0,0,0,22,68,90
YOCALLA,atencion odontologica,exodoncia,2016-10-01,1,0,3,1,1,0,6,12,1,0,0,0,0,0,12,13,25
YOTALA,atencion odontologica,exodoncia,2016-10-01,0,0,1,11,2,4,2,4,6,14,0,0,0,0,11,33,44
YUNCHARA,atencion odontologica,exodoncia,2016-10-01,0,0,13,9,2,4,10,11,4,3,0,0,0,0,29,27,56
ZUDAÑEZ,atencion odontologica,exodoncia,2016-10-01,1,0,11,12,2,1,13,24,2,0,0,0,0,0,29,37,66
ACACIO,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHACACHI,atencion odontologica,exodoncia,2016-11-01,0,1,16,13,2,6,11,25,57,57,0,0,0,0,86,102,188
ACHOCALLA,atencion odontologica,exodoncia,2016-11-01,2,3,6,7,2,4,0,8,10,12,0,0,0,0,20,34,54
AIQUILE,atencion odontologica,exodoncia,2016-11-01,1,1,1,1,0,0,1,4,5,3,0,0,0,0,8,9,17
ALALAY,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
ALCALA,atencion odontologica,exodoncia,2016-11-01,0,0,1,1,1,1,3,15,1,1,0,0,0,0,6,18,24
ALTO BENI,atencion odontologica,exodoncia,2016-11-01,0,0,1,3,0,0,2,8,3,9,0,0,0,0,6,20,26
ANCORAIMES,atencion odontologica,exodoncia,2016-11-01,1,1,4,6,0,6,2,8,11,20,0,0,0,0,18,41,59
ANDAMARCA,atencion odontologica,exodoncia,2016-11-01,0,0,4,1,0,1,1,0,0,4,0,0,0,0,5,6,11
ANZALDO,atencion odontologica,exodoncia,2016-11-01,0,0,2,3,1,3,2,7,7,8,0,0,0,0,12,21,33
APOLO,atencion odontologica,exodoncia,2016-11-01,3,3,12,16,3,17,3,22,11,3,0,0,0,0,32,61,93
ARAMPAMPA,atencion odontologica,exodoncia,2016-11-01,0,0,3,0,0,0,0,3,2,0,0,0,0,0,5,3,8
ARANI,atencion odontologica,exodoncia,2016-11-01,0,3,0,3,0,0,2,4,5,2,0,0,0,0,7,12,19
ARBIETO,atencion odontologica,exodoncia,2016-11-01,0,1,9,8,1,8,1,18,7,23,0,0,0,0,18,58,76
ARQUE,atencion odontologica,exodoncia,2016-11-01,0,0,4,7,5,3,7,19,4,5,0,0,0,0,20,34,54
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2016-11-01,0,2,3,5,0,0,1,7,2,3,0,0,0,0,6,17,23
ATOCHA,atencion odontologica,exodoncia,2016-11-01,0,2,20,13,10,8,17,24,4,6,0,0,0,0,51,53,104
AUCAPATA,atencion odontologica,exodoncia,2016-11-01,0,0,1,1,1,3,4,4,2,4,0,0,0,0,8,12,20
AYATA,atencion odontologica,exodoncia,2016-11-01,0,0,7,8,7,7,10,16,8,5,0,0,0,0,32,36,68
AYO AYO,atencion odontologica,exodoncia,2016-11-01,0,0,0,3,1,2,0,2,7,17,0,0,0,0,8,24,32
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2016-11-01,2,0,4,22,4,6,13,32,16,11,0,0,0,0,39,71,110
BATALLAS,atencion odontologica,exodoncia,2016-11-01,3,2,9,6,4,16,17,42,38,27,0,0,0,0,71,93,164
BAURES,atencion odontologica,exodoncia,2016-11-01,0,0,5,3,2,2,9,6,0,8,0,0,0,0,16,19,35
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2016-11-01,0,0,0,1,0,3,1,2,0,0,0,0,0,0,1,6,7
BELEN DE URMIRI,atencion odontologica,exodoncia,2016-11-01,0,0,1,1,1,1,0,2,1,1,0,0,0,0,3,5,8
BELLA FLOR,atencion odontologica,exodoncia,2016-11-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
BERMEJO,atencion odontologica,exodoncia,2016-11-01,0,0,22,15,11,13,37,59,10,12,0,0,0,0,80,99,179
BETANZOS,atencion odontologica,exodoncia,2016-11-01,0,1,3,17,7,8,21,27,43,24,0,0,0,0,74,77,151
BOLIVAR,atencion odontologica,exodoncia,2016-11-01,0,0,1,3,1,1,0,5,2,7,0,0,0,0,4,16,20
BOLPEBRA,atencion odontologica,exodoncia,2016-11-01,0,0,3,8,3,8,3,0,0,0,0,0,0,0,9,16,25
BOYUIBE,atencion odontologica,exodoncia,2016-11-01,0,0,3,1,1,0,1,1,0,0,0,0,0,0,5,2,7
BUENA VISTA,atencion odontologica,exodoncia,2016-11-01,0,4,2,4,2,1,3,5,1,0,0,0,0,0,8,14,22
CABEZAS,atencion odontologica,exodoncia,2016-11-01,2,5,14,14,5,4,8,18,9,15,0,0,0,0,38,56,94
CAIROMA,atencion odontologica,exodoncia,2016-11-01,1,1,11,12,7,3,14,19,5,1,0,0,0,0,38,36,74
"CAIZA ""D""",atencion odontologica,exodoncia,2016-11-01,1,0,6,1,0,1,4,19,8,12,0,0,0,0,19,33,52
CAJUATA,atencion odontologica,exodoncia,2016-11-01,0,0,3,10,2,4,7,8,3,2,0,0,0,0,15,24,39
CALACOTO,atencion odontologica,exodoncia,2016-11-01,0,0,0,2,0,2,3,8,7,4,0,0,0,0,10,16,26
CALAMARCA,atencion odontologica,exodoncia,2016-11-01,0,4,7,20,6,15,13,28,23,21,0,0,0,0,49,88,137
CAMARGO,atencion odontologica,exodoncia,2016-11-01,0,1,46,43,4,5,6,48,0,10,0,0,0,0,56,107,163
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2016-11-01,0,0,5,6,0,0,2,2,0,1,0,0,0,0,7,9,16
CAMIRI,atencion odontologica,exodoncia,2016-11-01,2,1,12,2,0,4,7,14,17,11,0,0,0,0,38,32,70
CAPINOTA,atencion odontologica,exodoncia,2016-11-01,0,0,6,0,1,0,2,5,2,3,0,0,0,0,11,8,19
CAQUIAVIRI,atencion odontologica,exodoncia,2016-11-01,0,1,28,29,1,16,4,21,22,21,0,0,0,0,55,88,143
CARACOLLO,atencion odontologica,exodoncia,2016-11-01,0,0,7,18,1,5,8,17,10,20,0,0,0,0,26,60,86
CARANAVI,atencion odontologica,exodoncia,2016-11-01,4,0,20,8,8,8,14,48,18,14,0,0,0,0,64,78,142
CARAPARI,atencion odontologica,exodoncia,2016-11-01,1,0,33,27,6,7,31,39,15,1,0,0,0,0,86,74,160
CARIPUYO,atencion odontologica,exodoncia,2016-11-01,0,0,7,5,10,3,3,5,0,0,0,0,0,0,20,13,33
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,0,11,9,3,5,0,0,0,0,14,14,28
CATACORA,atencion odontologica,exodoncia,2016-11-01,0,0,2,1,0,1,0,0,2,2,0,0,0,0,4,4,8
CHACARILLA,atencion odontologica,exodoncia,2016-11-01,0,0,1,4,0,0,0,1,4,0,0,0,0,0,5,5,10
CHALLAPATA,atencion odontologica,exodoncia,2016-11-01,1,1,24,31,2,9,12,27,24,5,0,0,0,0,63,73,136
CHAQUI,atencion odontologica,exodoncia,2016-11-01,0,0,5,4,0,4,3,10,20,14,0,0,0,0,28,32,60
CHARAGUA,atencion odontologica,exodoncia,2016-11-01,2,1,10,20,5,18,19,50,10,4,0,0,0,0,46,93,139
CHARAÑA,atencion odontologica,exodoncia,2016-11-01,0,0,1,1,0,0,0,1,1,1,0,0,0,0,2,3,5
CHAYANTA,atencion odontologica,exodoncia,2016-11-01,1,0,11,8,3,5,8,16,3,9,0,0,0,0,26,38,64
CHIMORE,atencion odontologica,exodoncia,2016-11-01,0,0,9,8,1,1,2,33,10,5,0,0,0,0,22,47,69
CHIPAYA,atencion odontologica,exodoncia,2016-11-01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,3
CHOQUE COTA,atencion odontologica,exodoncia,2016-11-01,0,0,5,3,0,0,0,0,0,2,0,0,0,0,5,5,10
CHUA COCANI,atencion odontologica,exodoncia,2016-11-01,0,0,4,0,3,2,1,8,22,5,0,0,0,0,30,15,45
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2016-11-01,3,1,19,10,0,4,7,12,3,4,0,0,0,0,32,31,63
CHUMA,atencion odontologica,exodoncia,2016-11-01,0,0,7,15,11,12,15,40,19,18,0,0,0,0,52,85,137
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2016-11-01,0,0,5,2,2,2,2,9,2,4,0,0,0,0,11,17,28
CKOCHAS,atencion odontologica,exodoncia,2016-11-01,0,0,3,0,2,1,3,10,2,4,0,0,0,0,10,15,25
CLIZA,atencion odontologica,exodoncia,2016-11-01,0,0,4,7,0,1,0,8,2,8,0,0,0,0,6,24,30
COBIJA,atencion odontologica,exodoncia,2016-11-01,4,3,9,21,4,5,20,10,17,12,0,0,0,0,54,51,105
COCAPATA,atencion odontologica,exodoncia,2016-11-01,0,0,8,8,4,9,6,38,7,8,0,0,0,0,25,63,88
COCHABAMBA,atencion odontologica,exodoncia,2016-11-01,15,12,114,128,45,44,130,189,97,95,0,0,0,0,401,468,869
COIPASA,atencion odontologica,exodoncia,2016-11-01,0,0,1,0,0,3,1,2,2,5,0,0,0,0,4,10,14
COLCAPIRHUA,atencion odontologica,exodoncia,2016-11-01,2,2,1,1,0,0,0,9,20,9,0,0,0,0,23,21,44
"COLCHA ""K""",atencion odontologica,exodoncia,2016-11-01,0,0,1,7,3,2,7,16,13,5,0,0,0,0,24,30,54
COLLANA,atencion odontologica,exodoncia,2016-11-01,0,0,0,1,0,0,2,3,3,1,0,0,0,0,5,5,10
COLOMI,atencion odontologica,exodoncia,2016-11-01,0,2,2,3,0,0,0,2,13,9,0,0,0,0,15,16,31
COLQUECHACA,atencion odontologica,exodoncia,2016-11-01,0,1,10,6,3,17,26,31,23,29,0,0,0,0,62,84,146
COLQUENCHA,atencion odontologica,exodoncia,2016-11-01,1,1,12,4,8,12,13,20,2,2,0,0,0,0,36,39,75
COLQUIRI,atencion odontologica,exodoncia,2016-11-01,0,0,8,5,3,7,12,11,9,8,0,0,0,0,32,31,63
COMANCHE,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,2,5,4,11,2,0,0,0,0,16,8,24
COMARAPA,atencion odontologica,exodoncia,2016-11-01,1,0,6,2,2,2,3,24,13,6,0,0,0,0,25,34,59
COMBAYA,atencion odontologica,exodoncia,2016-11-01,0,0,0,1,2,4,0,9,2,3,0,0,0,0,4,17,21
CONCEPCION,atencion odontologica,exodoncia,2016-11-01,0,0,4,1,2,1,1,10,2,4,0,0,0,0,9,16,25
COPACABANA,atencion odontologica,exodoncia,2016-11-01,2,0,2,1,0,0,0,0,1,2,0,0,0,0,5,3,8
CORIPATA,atencion odontologica,exodoncia,2016-11-01,0,4,7,10,0,1,8,10,2,7,0,0,0,0,17,32,49
CORO CORO,atencion odontologica,exodoncia,2016-11-01,0,0,10,6,3,3,5,8,2,7,0,0,0,0,20,24,44
CORQUE,atencion odontologica,exodoncia,2016-11-01,0,0,3,0,0,5,2,6,4,1,0,0,0,0,9,12,21
COTAGAITA,atencion odontologica,exodoncia,2016-11-01,0,0,5,10,1,7,13,30,10,6,0,0,0,0,29,53,82
COTOCA,atencion odontologica,exodoncia,2016-11-01,2,3,8,7,0,3,0,11,12,6,0,0,0,0,22,30,52
CUATRO CAÑADAS,atencion odontologica,exodoncia,2016-11-01,2,0,4,6,0,2,2,10,5,1,0,0,0,0,13,19,32
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2016-11-01,0,0,1,0,1,1,2,10,2,8,0,0,0,0,6,19,25
CUEVO,atencion odontologica,exodoncia,2016-11-01,0,0,1,5,3,2,3,16,0,1,0,0,0,0,7,24,31
CULPINA,atencion odontologica,exodoncia,2016-11-01,0,0,4,4,5,6,2,11,5,6,0,0,0,0,16,27,43
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2016-11-01,0,0,1,0,1,0,3,2,1,1,0,0,0,0,6,3,9
CURVA,atencion odontologica,exodoncia,2016-11-01,0,0,0,1,1,0,0,7,0,4,0,0,0,0,1,12,13
DESAGUADERO,atencion odontologica,exodoncia,2016-11-01,0,0,3,7,0,1,0,4,3,3,0,0,0,0,6,15,21
EL ALTO,atencion odontologica,exodoncia,2016-11-01,18,21,496,531,65,106,84,162,87,82,0,0,0,0,750,902,1652
EL CHORO,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,1,0,8,4,1,0,0,0,0,4,10,14
EL PUENTE(STC),atencion odontologica,exodoncia,2016-11-01,0,1,1,6,4,2,2,11,4,6,0,0,0,0,11,26,37
EL PUENTE(TJA),atencion odontologica,exodoncia,2016-11-01,0,0,23,16,8,7,13,56,10,10,0,0,0,0,54,89,143
EL TORNO,atencion odontologica,exodoncia,2016-11-01,1,3,6,6,0,3,2,19,14,8,0,0,0,0,23,39,62
EL VILLAR,atencion odontologica,exodoncia,2016-11-01,0,0,2,1,2,2,4,14,3,6,0,0,0,0,11,23,34
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2016-11-01,0,0,22,22,0,5,15,46,4,2,0,0,0,0,41,75,116
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2016-11-01,0,2,1,8,3,2,1,9,6,0,0,0,0,0,11,21,32
ESCARA,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,3,4
ESCOMA,atencion odontologica,exodoncia,2016-11-01,1,1,4,9,3,6,4,14,8,9,0,0,0,0,20,39,59
ESMERALDA,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EUCALIPTUS,atencion odontologica,exodoncia,2016-11-01,0,0,2,4,1,1,1,9,1,2,0,0,0,0,5,16,21
EUREKA (SANTOS MERCADO),atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,0,0,3,2,2,0,0,0,0,2,5,7
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2016-11-01,1,1,15,30,3,2,2,6,7,1,0,0,0,0,28,40,68
FILADELFIA,atencion odontologica,exodoncia,2016-11-01,0,0,0,2,1,1,8,4,0,0,0,0,0,0,9,7,16
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2016-11-01,0,0,7,5,0,3,1,8,3,1,0,0,0,0,11,17,28
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2016-11-01,0,0,8,5,1,4,7,23,2,6,0,0,0,0,18,38,56
GUANAY,atencion odontologica,exodoncia,2016-11-01,2,3,4,2,6,4,9,12,5,5,0,0,0,0,26,26,52
GUAQUI,atencion odontologica,exodoncia,2016-11-01,0,0,5,13,6,3,9,21,28,20,0,0,0,0,48,57,105
GUAYARAMERIN,atencion odontologica,exodoncia,2016-11-01,1,1,7,8,6,6,14,12,11,7,0,0,0,0,39,34,73
GUTIERREZ,atencion odontologica,exodoncia,2016-11-01,0,0,1,1,2,3,2,3,1,0,0,0,0,0,6,7,13
HUACARETA,atencion odontologica,exodoncia,2016-11-01,1,0,4,3,2,3,8,21,2,3,0,0,0,0,17,30,47
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2016-11-01,0,0,8,0,0,1,2,14,0,0,0,0,0,0,10,15,25
HUANUNI,atencion odontologica,exodoncia,2016-11-01,4,2,31,16,4,10,24,21,3,5,0,0,0,0,66,54,120
HUARACAJE,atencion odontologica,exodoncia,2016-11-01,0,0,3,2,4,6,3,3,1,1,0,0,0,0,11,12,23
HUARINA,atencion odontologica,exodoncia,2016-11-01,2,1,1,5,1,6,4,23,12,19,0,0,0,0,20,54,74
HUATAJATA,atencion odontologica,exodoncia,2016-11-01,0,0,5,0,2,4,8,4,0,8,0,0,0,0,15,16,31
HUAYLLAMARCA,atencion odontologica,exodoncia,2016-11-01,0,0,4,2,1,5,0,2,2,6,0,0,0,0,7,15,22
HUMANATA,atencion odontologica,exodoncia,2016-11-01,2,0,0,3,3,3,4,7,15,17,0,0,0,0,24,30,54
ICHOCA,atencion odontologica,exodoncia,2016-11-01,0,0,0,2,0,2,4,9,20,5,0,0,0,0,24,18,42
ICLA,atencion odontologica,exodoncia,2016-11-01,0,0,9,6,2,1,2,17,0,3,0,0,0,0,13,27,40
INCAHUASI,atencion odontologica,exodoncia,2016-11-01,0,0,4,3,0,8,6,17,4,8,0,0,0,0,14,36,50
INGAVI (HUMAITA),atencion odontologica,exodoncia,2016-11-01,0,0,1,1,0,0,2,3,0,0,0,0,0,0,3,4,7
INQUISIVI,atencion odontologica,exodoncia,2016-11-01,0,0,22,21,14,22,42,54,11,16,0,0,0,0,89,113,202
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2016-11-01,1,0,9,3,2,2,4,11,15,7,0,0,0,0,31,23,54
IXIAMAS,atencion odontologica,exodoncia,2016-11-01,2,5,7,6,3,0,4,13,3,0,0,0,0,0,19,24,43
JESUS DE MACHACA,atencion odontologica,exodoncia,2016-11-01,0,0,9,5,4,3,1,14,15,7,0,0,0,0,29,29,58
LA ASUNTA,atencion odontologica,exodoncia,2016-11-01,2,4,46,47,4,15,55,131,14,9,0,0,0,0,121,206,327
LA GUARDIA,atencion odontologica,exodoncia,2016-11-01,0,1,4,6,0,2,2,25,60,53,0,0,0,0,66,87,153
LA PAZ,atencion odontologica,exodoncia,2016-11-01,16,22,209,181,64,54,180,374,154,114,0,0,0,0,623,745,1368
LA RIVERA,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,3
LAGUNILLAS,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,0,5,8,0,1,0,0,0,0,5,9,14
LAJA,atencion odontologica,exodoncia,2016-11-01,0,0,13,12,6,29,16,29,14,19,0,0,0,0,49,89,138
LAS CARRERAS,atencion odontologica,exodoncia,2016-11-01,0,0,3,0,1,0,5,10,4,0,0,0,0,0,13,10,23
LICOMA PAMPA,atencion odontologica,exodoncia,2016-11-01,0,1,1,0,0,0,0,0,10,7,0,0,0,0,11,8,19
LLALLAGUA,atencion odontologica,exodoncia,2016-11-01,2,0,3,6,1,1,6,18,15,6,0,0,0,0,27,31,58
LLICA,atencion odontologica,exodoncia,2016-11-01,0,0,7,2,1,2,3,13,3,5,0,0,0,0,14,22,36
LURIBAY,atencion odontologica,exodoncia,2016-11-01,0,0,3,2,2,1,1,9,1,1,0,0,0,0,7,13,20
MACHACAMARCA,atencion odontologica,exodoncia,2016-11-01,0,0,9,2,0,0,1,1,0,1,0,0,0,0,10,4,14
MACHARETI,atencion odontologica,exodoncia,2016-11-01,0,0,0,8,3,5,5,26,2,2,0,0,0,0,10,41,51
MAGDALENA,atencion odontologica,exodoncia,2016-11-01,0,3,15,6,2,2,4,19,15,3,0,0,0,0,36,33,69
MAIRANA,atencion odontologica,exodoncia,2016-11-01,0,0,1,1,0,0,3,7,13,16,0,0,0,0,17,24,41
MALLA,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,2,1,2,6,1,0,0,0,0,0,5,7,12
MAPIRI,atencion odontologica,exodoncia,2016-11-01,1,0,6,8,5,1,9,17,9,8,0,0,0,0,30,34,64
MECAPACA,atencion odontologica,exodoncia,2016-11-01,0,0,4,2,1,3,2,10,6,5,0,0,0,0,13,20,33
MINEROS,atencion odontologica,exodoncia,2016-11-01,0,2,0,0,0,2,1,8,4,4,0,0,0,0,5,16,21
MIZQUE,atencion odontologica,exodoncia,2016-11-01,3,3,8,17,3,4,15,33,20,83,0,0,0,0,49,140,189
MOCOMOCO,atencion odontologica,exodoncia,2016-11-01,3,0,6,13,10,15,20,25,34,13,0,0,0,0,73,66,139
MOJINETE,atencion odontologica,exodoncia,2016-11-01,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2,4,6
MOJOCOYA,atencion odontologica,exodoncia,2016-11-01,0,0,8,10,7,4,15,37,9,12,0,0,0,0,39,63,102
MONTEAGUDO,atencion odontologica,exodoncia,2016-11-01,0,0,4,7,1,6,11,19,16,1,0,0,0,0,32,33,65
MONTERO,atencion odontologica,exodoncia,2016-11-01,1,2,33,34,6,12,19,40,13,10,0,0,0,0,72,98,170
MORO MORO,atencion odontologica,exodoncia,2016-11-01,0,0,1,3,0,1,2,4,0,6,0,0,0,0,3,14,17
MOROCHATA,atencion odontologica,exodoncia,2016-11-01,3,0,3,4,5,11,17,28,17,16,0,0,0,0,45,59,104
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,exodoncia,2016-11-01,0,0,1,3,0,1,5,8,5,0,0,0,0,0,11,12,23
NAZACARA DE PACAJES,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,1,0,0,7,6,0,0,0,0,7,7,14
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,exodoncia,2016-11-01,0,0,1,1,0,0,1,2,1,1,0,0,0,0,3,4,7
OCURI,atencion odontologica,exodoncia,2016-11-01,1,0,4,3,3,7,11,21,12,8,0,0,0,0,31,39,70
OKINAWA,atencion odontologica,exodoncia,2016-11-01,0,0,0,4,1,2,0,9,6,3,0,0,0,0,7,18,25
OMEREQUE,atencion odontologica,exodoncia,2016-11-01,0,0,1,0,0,0,0,5,5,11,0,0,0,0,6,16,22
ORURO,atencion odontologica,exodoncia,2016-11-01,15,15,98,111,33,48,545,330,105,91,0,0,0,0,796,595,1391
PADCAYA,atencion odontologica,exodoncia,2016-11-01,0,0,14,14,10,10,20,37,4,7,0,0,0,0,48,68,116
PADILLA,atencion odontologica,exodoncia,2016-11-01,2,0,9,4,0,4,13,34,13,9,0,0,0,0,37,51,88
PAILON,atencion odontologica,exodoncia,2016-11-01,1,0,2,1,2,1,2,11,2,1,0,0,0,0,9,14,23
PALCA,atencion odontologica,exodoncia,2016-11-01,0,1,8,10,2,8,16,17,9,7,0,0,0,0,35,43,78
PALOS BLANCOS,atencion odontologica,exodoncia,2016-11-01,0,0,6,16,1,5,5,29,9,4,0,0,0,0,21,54,75
PAMPA AULLAGAS,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,1,0,1,2,1,3,0,0,0,0,3,5,8
PAMPA GRANDE,atencion odontologica,exodoncia,2016-11-01,3,0,1,1,0,0,0,4,0,2,0,0,0,0,4,7,11
PAPEL PAMPA,atencion odontologica,exodoncia,2016-11-01,0,1,2,3,2,0,1,10,6,1,0,0,0,0,11,15,26
PASORAPA,atencion odontologica,exodoncia,2016-11-01,0,0,1,1,0,0,3,7,9,4,0,0,0,0,13,12,25
PATACAMAYA,atencion odontologica,exodoncia,2016-11-01,0,0,7,3,1,1,6,16,14,14,0,0,0,0,28,34,62
PAZÑA,atencion odontologica,exodoncia,2016-11-01,0,0,4,9,2,3,1,3,4,4,0,0,0,0,11,19,30
PELECHUCO,atencion odontologica,exodoncia,2016-11-01,0,0,5,3,0,2,6,9,1,0,0,0,0,0,12,14,26
POCOATA,atencion odontologica,exodoncia,2016-11-01,2,2,5,4,3,5,8,26,36,43,0,0,0,0,54,80,134
POCONA,atencion odontologica,exodoncia,2016-11-01,1,1,85,81,2,8,6,25,1,36,0,0,0,0,95,151,246
POJO (CBBA),atencion odontologica,exodoncia,2016-11-01,0,0,14,21,1,0,3,22,2,10,0,0,0,0,20,53,73
POOPO,atencion odontologica,exodoncia,2016-11-01,0,0,4,4,1,0,2,5,2,1,0,0,0,0,9,10,19
PORCO,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
POROMA,atencion odontologica,exodoncia,2016-11-01,0,0,16,20,4,14,6,51,5,3,0,0,0,0,31,88,119
PORONGO,atencion odontologica,exodoncia,2016-11-01,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,5,6
PORTACHUELO,atencion odontologica,exodoncia,2016-11-01,0,0,4,10,3,5,3,9,11,0,0,0,0,0,21,24,45
PORVENIR,atencion odontologica,exodoncia,2016-11-01,0,0,2,1,2,1,7,6,4,1,0,0,0,0,15,9,24
POSTRER VALLE,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,2,6
POTOSI,atencion odontologica,exodoncia,2016-11-01,6,9,56,72,58,68,175,240,31,41,0,0,0,0,326,430,756
PRESTO,atencion odontologica,exodoncia,2016-11-01,0,0,4,8,2,3,6,46,5,8,0,0,0,0,17,65,82
PUCARA,atencion odontologica,exodoncia,2016-11-01,0,0,2,0,1,3,0,4,1,0,0,0,0,0,4,7,11
PUCARANI,atencion odontologica,exodoncia,2016-11-01,7,6,19,17,16,32,32,72,57,27,0,0,0,0,131,154,285
PUERTO ACOSTA,atencion odontologica,exodoncia,2016-11-01,0,2,2,5,8,6,10,15,15,14,0,0,0,0,35,42,77
PUERTO CARABUCO,atencion odontologica,exodoncia,2016-11-01,1,2,6,2,0,16,11,39,22,25,0,0,0,0,40,84,124
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2016-11-01,0,0,20,13,4,3,10,14,2,0,0,0,0,0,36,30,66
PUERTO PEREZ,atencion odontologica,exodoncia,2016-11-01,1,0,1,0,0,1,2,4,2,3,0,0,0,0,6,8,14
PUERTO QUIJARRO,atencion odontologica,exodoncia,2016-11-01,0,0,0,0,0,10,0,2,3,0,0,0,0,0,3,12,15
