,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
GUANAY,atencion odontologica,consulta repetida,2016-11-01,4,3,2,4,3,2,5,1,3,2,0,2,0,2,17,16,33
GUAYARAMERIN,atencion odontologica,consulta repetida,2016-11-01,3,1,2,3,6,9,2,22,1,1,0,14,0,3,14,53,67
GUTIERREZ,atencion odontologica,consulta repetida,2016-11-01,0,0,0,1,3,3,7,0,0,0,0,6,0,0,10,10,20
HUACARETA,atencion odontologica,consulta repetida,2016-11-01,7,0,0,9,0,0,5,3,0,0,0,0,0,1,12,13,25
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2016-11-01,1,2,0,1,0,8,12,12,0,0,0,1,0,1,13,25,38
HUACHACALLA,atencion odontologica,consulta repetida,2016-11-01,2,0,0,0,0,0,0,3,0,0,0,0,0,1,2,4,6
HUANUNI,atencion odontologica,consulta repetida,2016-11-01,47,45,17,13,12,31,52,64,19,5,0,9,0,15,147,182,329
HUARINA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,5
HUAYLLAMARCA,atencion odontologica,consulta repetida,2016-11-01,2,0,1,6,2,1,2,4,2,2,0,0,0,1,9,14,23
HUMANATA,atencion odontologica,consulta repetida,2016-11-01,3,0,0,0,0,0,0,2,8,5,0,2,0,4,11,13,24
ICLA,atencion odontologica,consulta repetida,2016-11-01,0,0,1,4,1,1,0,5,0,0,0,0,0,0,2,10,12
INCAHUASI,atencion odontologica,consulta repetida,2016-11-01,0,0,4,0,0,10,16,20,1,4,0,3,0,7,21,44,65
INQUISIVI,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2016-11-01,0,0,0,2,3,3,2,3,2,0,0,2,0,0,7,10,17
IXIAMAS,atencion odontologica,consulta repetida,2016-11-01,7,1,1,4,0,4,2,5,1,0,0,0,0,0,11,14,25
JESUS DE MACHACA,atencion odontologica,consulta repetida,2016-11-01,0,3,2,1,2,9,3,5,0,0,0,6,0,0,7,24,31
LA ASUNTA,atencion odontologica,consulta repetida,2016-11-01,12,1,0,4,3,17,18,48,1,0,0,3,0,10,34,83,117
LA GUARDIA,atencion odontologica,consulta repetida,2016-11-01,4,10,0,0,0,0,0,5,3,1,0,0,0,3,7,19,26
LA PAZ,atencion odontologica,consulta repetida,2016-11-01,641,576,659,601,311,385,1176,1823,466,314,0,97,0,101,3253,3897,7150
LA RIVERA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
LAJA,atencion odontologica,consulta repetida,2016-11-01,7,5,1,3,0,5,4,6,3,4,0,1,0,0,15,24,39
LAS CARRERAS,atencion odontologica,consulta repetida,2016-11-01,0,3,0,2,2,5,5,26,2,1,0,1,0,1,9,39,48
LLALLAGUA,atencion odontologica,consulta repetida,2016-11-01,25,13,11,18,7,18,21,83,19,16,0,4,0,13,83,165,248
LLICA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,1,6,19,1,1,0,3,0,0,7,24,31
MACHACAMARCA,atencion odontologica,consulta repetida,2016-11-01,2,2,19,10,1,6,46,67,14,11,0,0,0,4,82,100,182
MACHARETI,atencion odontologica,consulta repetida,2016-11-01,0,0,1,3,0,4,1,17,0,0,0,2,0,6,2,32,34
MAGDALENA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
MAIRANA,atencion odontologica,consulta repetida,2016-11-01,5,12,2,3,0,7,3,9,3,2,0,27,0,32,13,92,105
MAPIRI,atencion odontologica,consulta repetida,2016-11-01,2,2,3,1,2,0,9,5,0,0,0,5,0,9,16,22,38
MINEROS,atencion odontologica,consulta repetida,2016-11-01,0,3,0,0,0,0,0,1,0,0,0,5,0,3,0,12,12
MIZQUE,atencion odontologica,consulta repetida,2016-11-01,20,20,18,0,1,4,0,19,3,3,0,3,0,5,42,54,96
MOJINETE,atencion odontologica,consulta repetida,2016-11-01,0,4,0,2,1,0,0,1,2,0,0,0,0,1,3,8,11
MOJOCOYA,atencion odontologica,consulta repetida,2016-11-01,8,0,1,5,19,19,27,72,6,3,0,1,0,2,61,102,163
MONTEAGUDO,atencion odontologica,consulta repetida,2016-11-01,10,39,6,0,7,6,10,48,7,0,0,6,0,14,40,113,153
MONTERO,atencion odontologica,consulta repetida,2016-11-01,8,8,7,2,1,8,15,9,0,0,0,3,0,0,31,30,61
MORO MORO,atencion odontologica,consulta repetida,2016-11-01,0,0,0,2,1,0,8,2,0,1,0,0,0,0,9,5,14
MOROCHATA,atencion odontologica,consulta repetida,2016-11-01,0,0,3,0,0,2,1,4,2,1,0,0,0,2,6,9,15
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta repetida,2016-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consulta repetida,2016-11-01,8,2,3,0,0,0,0,1,0,2,0,9,0,0,11,14,25
OCURI,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,1,5,0,3,0,0,0,0,1,8,9
OMEREQUE,atencion odontologica,consulta repetida,2016-11-01,3,2,0,0,0,0,0,2,0,1,0,0,0,0,3,5,8
ORURO,atencion odontologica,consulta repetida,2016-11-01,239,360,223,200,137,209,466,778,144,124,0,69,0,87,1209,1827,3036
PADCAYA,atencion odontologica,consulta repetida,2016-11-01,1,0,14,6,1,5,16,25,2,4,0,0,0,0,34,40,74
PADILLA,atencion odontologica,consulta repetida,2016-11-01,5,6,9,7,9,8,18,74,3,0,0,12,0,9,44,116,160
PAILON,atencion odontologica,consulta repetida,2016-11-01,1,1,5,1,0,0,0,0,0,0,0,1,0,1,6,4,10
PALCA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,5,4,9,0,0,0,4,0,4,4,22,26
PALOS BLANCOS,atencion odontologica,consulta repetida,2016-11-01,0,2,0,0,0,2,0,1,0,1,0,0,0,3,0,9,9
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2016-11-01,0,2,5,5,0,3,3,10,0,5,0,4,0,0,8,29,37
PAMPA GRANDE,atencion odontologica,consulta repetida,2016-11-01,0,7,1,4,0,1,0,4,0,0,0,0,0,4,1,20,21
PAPEL PAMPA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PASORAPA,atencion odontologica,consulta repetida,2016-11-01,2,0,0,5,7,8,6,28,10,2,0,2,0,3,25,48,73
PATACAMAYA,atencion odontologica,consulta repetida,2016-11-01,56,43,3,4,0,1,6,36,12,11,0,3,0,15,77,113,190
PAZÑA,atencion odontologica,consulta repetida,2016-11-01,2,3,8,14,0,5,2,6,5,3,0,0,0,2,17,33,50
POCOATA,atencion odontologica,consulta repetida,2016-11-01,12,6,0,2,0,1,1,3,0,0,0,0,0,1,13,13,26
POCONA,atencion odontologica,consulta repetida,2016-11-01,2,0,55,39,1,9,10,12,0,1,0,0,0,2,68,63,131
POJO (CBBA),atencion odontologica,consulta repetida,2016-11-01,6,0,10,3,1,7,10,25,0,0,0,7,0,7,27,49,76
POOPO,atencion odontologica,consulta repetida,2016-11-01,7,1,5,7,4,4,9,15,8,10,0,5,0,0,33,42,75
PORCO,atencion odontologica,consulta repetida,2016-11-01,1,5,0,0,0,0,3,11,0,1,0,0,0,2,4,19,23
POROMA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PORVENIR,atencion odontologica,consulta repetida,2016-11-01,0,1,1,0,0,6,4,4,0,0,0,2,0,5,5,18,23
POSTRER VALLE,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
POTOSI,atencion odontologica,consulta repetida,2016-11-01,201,245,152,176,130,224,377,728,78,37,0,57,0,41,938,1508,2446
PRESTO,atencion odontologica,consulta repetida,2016-11-01,0,0,5,10,4,9,2,32,0,0,0,1,0,6,11,58,69
PUERTO ACOSTA,atencion odontologica,consulta repetida,2016-11-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO CARABUCO,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2016-11-01,4,0,1,0,3,0,2,7,2,1,0,0,0,1,12,9,21
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2016-11-01,1,8,0,0,0,10,0,5,0,1,0,2,0,3,1,29,30
PUERTO RICO,atencion odontologica,consulta repetida,2016-11-01,1,0,0,1,3,4,18,20,1,0,0,0,0,1,23,26,49
PUERTO SUAREZ,atencion odontologica,consulta repetida,2016-11-01,0,1,0,0,0,1,0,4,1,0,0,3,0,1,1,10,11
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2016-11-01,104,60,12,7,10,23,8,62,4,1,0,22,0,41,138,216,354
PUNA,atencion odontologica,consulta repetida,2016-11-01,1,1,0,1,8,13,5,30,6,3,0,4,0,8,20,60,80
PUNATA,atencion odontologica,consulta repetida,2016-11-01,14,16,21,52,25,25,14,56,10,21,0,2,0,14,84,186,270
QUIABAYA,atencion odontologica,consulta repetida,2016-11-01,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,6,8
QUILLACOLLO,atencion odontologica,consulta repetida,2016-11-01,79,78,45,27,27,28,52,117,19,27,0,12,0,33,222,322,544
QUIRUSILLAS,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
RAVELO,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,3,1,4,2,0,0,5,0,0,3,12,15
REYES,atencion odontologica,consulta repetida,2016-11-01,6,4,11,10,7,5,3,55,11,6,0,0,0,0,38,80,118
RIBERALTA,atencion odontologica,consulta repetida,2016-11-01,7,7,8,6,9,26,11,59,15,12,0,14,0,19,50,143,193
RURRENABAQUE,atencion odontologica,consulta repetida,2016-11-01,10,5,4,5,2,0,3,1,0,3,0,5,0,4,19,23,42
SABAYA,atencion odontologica,consulta repetida,2016-11-01,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,4,5
SACABA,atencion odontologica,consulta repetida,2016-11-01,23,50,133,190,37,50,32,81,19,13,0,3,0,19,244,406,650
SACABAMBA,atencion odontologica,consulta repetida,2016-11-01,0,0,2,0,0,1,0,0,0,2,0,0,0,0,2,3,5
SACACA,atencion odontologica,consulta repetida,2016-11-01,2,4,1,3,0,5,0,17,0,3,0,6,0,0,3,38,41
SAIPINA,atencion odontologica,consulta repetida,2016-11-01,4,3,3,4,3,3,5,13,0,0,0,5,0,8,15,36,51
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2016-11-01,3,4,3,8,2,1,4,11,9,0,0,0,0,0,21,24,45
SAMAIPATA,atencion odontologica,consulta repetida,2016-11-01,1,3,0,0,0,5,0,7,3,0,0,0,0,1,4,16,20
SAN AGUSTIN,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN ANDRES,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2016-11-01,0,2,0,0,1,1,5,15,1,0,0,0,0,0,7,18,25
SAN BENITO,atencion odontologica,consulta repetida,2016-11-01,17,24,6,6,6,5,7,24,3,26,0,0,0,13,39,98,137
SAN BORJA,atencion odontologica,consulta repetida,2016-11-01,1,3,4,4,0,23,16,66,2,5,0,2,0,13,23,116,139
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN CARLOS,atencion odontologica,consulta repetida,2016-11-01,2,0,4,3,0,0,2,6,0,0,0,0,0,0,8,9,17
SAN IGNACIO,atencion odontologica,consulta repetida,2016-11-01,1,1,10,6,9,8,8,15,1,3,0,3,0,0,29,36,65
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2016-11-01,1,1,3,5,26,26,22,87,0,3,0,0,0,0,52,122,174
SAN JAVIER(BNI),atencion odontologica,consulta repetida,2016-11-01,0,0,2,0,0,0,6,1,0,0,0,0,0,0,8,1,9
SAN JOAQUIN,atencion odontologica,consulta repetida,2016-11-01,1,3,0,0,0,0,1,1,0,0,0,1,0,0,2,5,7
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2016-11-01,0,2,5,1,0,1,7,12,1,2,0,0,0,1,13,19,32
SAN JULIAN,atencion odontologica,consulta repetida,2016-11-01,6,8,0,0,1,0,2,5,1,0,0,0,0,3,10,16,26
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2016-11-01,9,11,20,20,17,43,56,138,1,5,0,4,0,2,103,223,326
SAN LUCAS,atencion odontologica,consulta repetida,2016-11-01,3,4,2,8,1,6,9,13,0,1,0,0,0,1,15,33,48
SAN MATIAS,atencion odontologica,consulta repetida,2016-11-01,3,0,1,2,3,10,1,4,6,0,0,0,0,1,14,17,31
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2016-11-01,0,0,4,3,1,4,8,20,0,3,0,0,0,4,13,34,47
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2016-11-01,0,1,1,0,0,3,1,2,0,0,0,0,0,0,2,6,8
SAN PEDRO,atencion odontologica,consulta repetida,2016-11-01,0,0,3,3,1,7,3,22,1,16,0,0,0,3,8,51,59
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2016-11-01,1,2,3,1,1,2,0,26,0,14,0,7,0,5,5,57,62
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2016-11-01,0,0,2,0,2,4,2,10,2,1,0,2,0,1,8,18,26
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2016-11-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN PEDRO DE TIQUINA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,2,0,2,3,0,0,0,0,0,0,0,3,4,7
SAN RAFAEL,atencion odontologica,consulta repetida,2016-11-01,0,0,0,1,0,4,3,7,0,0,0,6,0,1,3,19,22
SANTA ANA,atencion odontologica,consulta repetida,2016-11-01,0,1,3,0,0,1,34,30,10,0,0,0,0,0,47,32,79
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2016-11-01,378,380,203,208,148,176,740,1070,202,192,0,90,0,72,1671,2188,3859
SANTA ROSA,atencion odontologica,consulta repetida,2016-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,3,0,0,2,5,0,0,0,1,0,1,2,10,12
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2016-11-01,0,0,10,5,0,3,21,22,10,0,0,1,0,0,41,31,72
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2016-11-01,0,3,0,0,0,1,5,8,3,4,0,0,0,0,8,16,24
SANTIVAÑES,atencion odontologica,consulta repetida,2016-11-01,6,2,6,2,1,4,3,2,14,3,0,0,0,2,30,15,45
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2016-11-01,1,0,0,0,11,14,0,0,0,0,0,0,0,0,12,14,26
SAPAHAQUI,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SENA,atencion odontologica,consulta repetida,2016-11-01,0,0,3,1,1,1,5,5,0,0,0,3,0,2,9,12,21
SHINAOTA,atencion odontologica,consulta repetida,2016-11-01,3,1,0,0,0,0,0,1,2,0,0,0,0,1,5,3,8
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2016-11-01,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,1,5
SICAYA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
SIPE SIPE,atencion odontologica,consulta repetida,2016-11-01,11,14,0,2,0,4,3,8,5,7,0,0,0,0,19,35,54
SOPACHUY,atencion odontologica,consulta repetida,2016-11-01,9,1,11,0,0,1,7,25,0,0,0,0,0,0,27,27,54
SORACACHI,atencion odontologica,consulta repetida,2016-11-01,2,2,3,0,0,0,2,8,3,1,0,2,0,0,10,13,23
SORATA,atencion odontologica,consulta repetida,2016-11-01,1,0,3,1,0,1,0,6,2,0,0,4,0,1,6,13,19
SUCRE,atencion odontologica,consulta repetida,2016-11-01,274,261,284,330,151,349,546,822,138,78,0,53,0,49,1393,1942,3335
TACACHI,atencion odontologica,consulta repetida,2016-11-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
TACACOMA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TACOBAMBA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
TACOPAYA,atencion odontologica,consulta repetida,2016-11-01,6,5,1,0,1,6,3,10,5,19,0,3,0,7,16,50,66
TAHUA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,1,0,0,11,0,0,0,8,0,3,1,22,23
TAPACARI,atencion odontologica,consulta repetida,2016-11-01,8,2,0,1,1,2,1,22,4,6,0,2,0,10,14,45,59
TARABUCO,atencion odontologica,consulta repetida,2016-11-01,4,1,0,0,0,8,2,9,0,0,0,0,0,3,6,21,27
TARATA,atencion odontologica,consulta repetida,2016-11-01,12,12,5,14,1,2,16,19,19,6,0,0,0,0,53,53,106
TARIJA,atencion odontologica,consulta repetida,2016-11-01,90,47,175,180,113,153,341,769,126,57,0,15,0,2,845,1223,2068
TARVITA,atencion odontologica,consulta repetida,2016-11-01,7,2,17,11,3,7,8,18,0,0,0,0,0,3,35,41,76
TIAWANACU,atencion odontologica,consulta repetida,2016-11-01,0,0,3,2,0,14,15,9,5,2,0,0,0,0,23,27,50
TINGUIPAYA,atencion odontologica,consulta repetida,2016-11-01,1,0,0,1,0,2,2,1,1,0,0,0,0,0,4,4,8
TIQUIPAYA,atencion odontologica,consulta repetida,2016-11-01,54,43,2,3,0,5,6,26,0,8,0,8,0,13,62,106,168
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2016-11-01,1,12,1,10,3,10,4,10,1,0,0,0,0,9,10,51,61
TOCO,atencion odontologica,consulta repetida,2016-11-01,2,11,0,0,0,0,0,5,0,0,0,0,0,0,2,16,18
TOLATA,atencion odontologica,consulta repetida,2016-11-01,6,8,1,0,0,0,2,11,0,0,0,1,0,5,9,25,34
TOLEDO,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
TOMAVE,atencion odontologica,consulta repetida,2016-11-01,1,0,1,1,3,2,3,13,1,0,0,0,0,4,9,20,29
TOMINA,atencion odontologica,consulta repetida,2016-11-01,16,4,8,28,3,25,9,37,0,0,0,6,0,1,36,101,137
TORO TORO,atencion odontologica,consulta repetida,2016-11-01,0,0,1,0,0,1,2,1,2,1,0,1,0,3,5,7,12
TOTORA(CBBA),atencion odontologica,consulta repetida,2016-11-01,1,5,5,9,2,6,7,19,0,0,0,2,0,1,15,42,57
TRIGAL,atencion odontologica,consulta repetida,2016-11-01,0,1,0,0,0,0,0,1,4,0,0,0,0,1,4,3,7
TRINIDAD,atencion odontologica,consulta repetida,2016-11-01,55,40,59,65,36,49,113,143,34,36,0,6,0,2,297,341,638
TUPIZA,atencion odontologica,consulta repetida,2016-11-01,23,27,20,10,15,8,13,45,12,3,0,7,0,2,83,102,185
TURCO,atencion odontologica,consulta repetida,2016-11-01,0,3,0,0,2,2,1,13,5,2,0,8,0,1,8,29,37
UNCIA,atencion odontologica,consulta repetida,2016-11-01,63,31,2,5,1,12,6,11,0,2,0,4,0,15,72,80,152
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2016-11-01,5,4,10,10,6,28,17,99,1,0,0,0,0,0,39,141,180
URUBICHA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
UYUNI,atencion odontologica,consulta repetida,2016-11-01,5,5,3,13,4,0,6,13,6,7,0,2,0,1,24,41,65
VACAS,atencion odontologica,consulta repetida,2016-11-01,5,18,8,1,2,13,8,27,0,5,0,1,0,13,23,78,101
VALLEGRANDE,atencion odontologica,consulta repetida,2016-11-01,2,1,5,4,1,6,5,25,2,9,0,0,0,0,15,45,60
VIACHA,atencion odontologica,consulta repetida,2016-11-01,186,108,20,10,3,6,7,34,8,2,0,4,0,5,224,169,393
VILA VILA,atencion odontologica,consulta repetida,2016-11-01,3,2,0,0,1,1,3,9,0,0,0,0,0,5,7,17,24
VILLA MONTES,atencion odontologica,consulta repetida,2016-11-01,2,3,8,13,22,16,41,55,9,2,0,0,0,0,82,89,171
VILLA RIVERO,atencion odontologica,consulta repetida,2016-11-01,44,18,3,10,0,5,8,40,2,6,0,14,0,12,57,105,162
VILLA SERRANO,atencion odontologica,consulta repetida,2016-11-01,16,14,0,0,0,0,0,0,0,0,0,68,0,8,16,90,106
VILLA TUNARI,atencion odontologica,consulta repetida,2016-11-01,0,1,4,4,4,3,9,23,1,3,0,1,0,1,18,36,54
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2016-11-01,4,7,1,0,0,4,3,6,0,0,0,6,0,0,8,23,31
VILLAZON,atencion odontologica,consulta repetida,2016-11-01,38,44,25,25,17,26,13,103,12,20,0,15,0,13,105,246,351
VINTO,atencion odontologica,consulta repetida,2016-11-01,20,37,1,1,0,2,0,41,2,0,0,4,0,28,23,113,136
VITICHI,atencion odontologica,consulta repetida,2016-11-01,0,0,2,5,0,11,3,23,5,2,0,2,0,9,10,52,62
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,9
WARNES,atencion odontologica,consulta repetida,2016-11-01,6,4,1,3,3,4,0,13,0,0,0,0,0,6,10,30,40
YACUIBA,atencion odontologica,consulta repetida,2016-11-01,20,3,14,21,13,41,62,127,14,9,0,0,0,1,123,202,325
YAMPARAEZ,atencion odontologica,consulta repetida,2016-11-01,76,36,3,8,5,10,11,31,2,0,0,14,0,11,97,110,207
YANACACHI,atencion odontologica,consulta repetida,2016-11-01,1,0,0,0,0,4,2,14,0,0,0,0,0,0,3,18,21
YAPACANI,atencion odontologica,consulta repetida,2016-11-01,23,10,3,7,6,24,1,11,6,6,0,0,0,0,39,58,97
YOCALLA,atencion odontologica,consulta repetida,2016-11-01,11,11,4,8,4,0,12,20,1,0,0,0,0,0,32,39,71
YOTALA,atencion odontologica,consulta repetida,2016-11-01,0,1,8,3,22,6,17,7,0,0,0,1,0,1,47,19,66
YUNCHARA,atencion odontologica,consulta repetida,2016-11-01,1,0,2,4,0,0,1,9,0,0,0,0,0,0,4,13,17
YUNGUYO DE LITORAL,atencion odontologica,consulta repetida,2016-11-01,4,0,0,2,0,0,0,0,4,0,0,0,0,0,8,2,10
ZUDAÑEZ,atencion odontologica,consulta repetida,2016-11-01,4,1,2,0,0,7,1,2,1,0,0,0,0,0,8,10,18
ACHACACHI,atencion odontologica,consulta repetida,2016-12-01,30,20,10,9,2,13,16,25,20,7,0,2,0,3,78,79,157
ACHOCALLA,atencion odontologica,consulta repetida,2016-12-01,2,0,0,39,0,1,0,15,0,0,0,3,0,10,2,68,70
AIQUILE,atencion odontologica,consulta repetida,2016-12-01,26,11,27,12,1,5,15,34,19,14,0,6,0,12,88,94,182
ALALAY,atencion odontologica,consulta repetida,2016-12-01,2,0,0,0,0,3,0,0,0,3,0,0,0,0,2,6,8
ALCALA,atencion odontologica,consulta repetida,2016-12-01,0,0,0,1,4,13,5,41,0,1,0,0,0,1,9,57,66
ANDAMARCA,atencion odontologica,consulta repetida,2016-12-01,0,0,0,2,0,4,0,2,0,1,0,0,0,0,0,9,9
ANTEQUERA,atencion odontologica,consulta repetida,2016-12-01,4,0,0,2,0,0,0,1,1,8,0,2,0,0,5,13,18
ANZALDO,atencion odontologica,consulta repetida,2016-12-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
APOLO,atencion odontologica,consulta repetida,2016-12-01,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,3
ARAMPAMPA,atencion odontologica,consulta repetida,2016-12-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
ARANI,atencion odontologica,consulta repetida,2016-12-01,15,2,2,3,1,1,0,4,0,1,0,2,0,0,18,13,31
ARBIETO,atencion odontologica,consulta repetida,2016-12-01,3,4,4,5,0,2,1,11,7,3,0,5,0,3,15,33,48
ARQUE,atencion odontologica,consulta repetida,2016-12-01,0,0,6,2,0,0,0,10,3,6,0,0,0,1,9,19,28
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2016-12-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
ATOCHA,atencion odontologica,consulta repetida,2016-12-01,37,49,88,135,52,122,162,174,13,19,0,2,0,0,352,501,853
AUCAPATA,atencion odontologica,consulta repetida,2016-12-01,0,0,0,0,1,1,2,3,0,0,0,0,0,1,3,5,8
AYO AYO,atencion odontologica,consulta repetida,2016-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2016-12-01,12,12,7,7,3,9,13,23,1,5,0,0,0,6,36,62,98
AZURDUY,atencion odontologica,consulta repetida,2016-12-01,0,0,5,0,1,13,6,31,0,1,0,3,0,2,12,50,62
BATALLAS,atencion odontologica,consulta repetida,2016-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BAURES,atencion odontologica,consulta repetida,2016-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2016-12-01,0,4,3,0,0,0,1,1,0,2,0,0,0,0,4,7,11
BELEN DE URMIRI,atencion odontologica,consulta repetida,2016-12-01,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,4,5
BERMEJO,atencion odontologica,consulta repetida,2016-12-01,50,26,24,22,22,30,31,61,16,10,0,0,0,0,143,149,292
BETANZOS,atencion odontologica,consulta repetida,2016-12-01,2,1,8,11,7,7,3,9,2,0,0,2,0,1,22,31,53
BOLIVAR,atencion odontologica,consulta repetida,2016-12-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
BOYUIBE,atencion odontologica,consulta repetida,2016-12-01,0,0,0,6,4,5,4,22,3,5,0,0,0,0,11,38,49
BUENA VISTA,atencion odontologica,consulta repetida,2016-12-01,15,13,0,4,1,1,2,13,3,12,0,0,0,0,21,43,64
CABEZAS,atencion odontologica,consulta repetida,2016-12-01,0,3,0,3,1,3,3,5,0,0,0,0,0,0,4,14,18
