,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES,TOTALES,TOTALES
VILLA SERRANO,atencion odontologica,medidas preventivas,2016-11-01,34,50,2,0,0,2,4,4,0,0,0,0,0,0,40,56,96
VILLA TUNARI,atencion odontologica,medidas preventivas,2016-11-01,100,129,179,145,16,20,52,152,7,6,0,0,0,0,354,452,806
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2016-11-01,118,64,2,0,2,1,3,7,0,0,0,0,0,0,125,72,197
VILLAZON,atencion odontologica,medidas preventivas,2016-11-01,65,81,2,5,1,1,1,17,1,4,0,0,0,0,70,108,178
VINTO,atencion odontologica,medidas preventivas,2016-11-01,143,173,5,5,0,0,0,15,1,0,0,0,0,0,149,193,342
VITICHI,atencion odontologica,medidas preventivas,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,atencion odontologica,medidas preventivas,2016-11-01,64,29,76,60,0,7,0,10,2,3,0,0,0,0,142,109,251
YACO,atencion odontologica,medidas preventivas,2016-11-01,1,2,0,0,0,0,1,1,0,0,0,0,0,0,2,3,5
YACUIBA,atencion odontologica,medidas preventivas,2016-11-01,24,10,62,79,10,51,74,135,13,8,0,0,0,0,183,283,466
YAMPARAEZ,atencion odontologica,medidas preventivas,2016-11-01,112,75,0,0,1,1,0,1,0,0,0,0,0,0,113,77,190
YANACACHI,atencion odontologica,medidas preventivas,2016-11-01,3,4,7,4,0,4,0,0,0,0,0,0,0,0,10,12,22
YAPACANI,atencion odontologica,medidas preventivas,2016-11-01,80,75,0,0,0,9,0,29,9,6,0,0,0,0,89,119,208
YOCALLA,atencion odontologica,medidas preventivas,2016-11-01,11,56,9,4,0,0,2,0,1,1,0,0,0,0,23,61,84
YOTALA,atencion odontologica,medidas preventivas,2016-11-01,14,21,2,1,0,1,0,18,1,0,0,0,0,0,17,41,58
YUNCHARA,atencion odontologica,medidas preventivas,2016-11-01,16,4,12,10,5,4,0,4,0,1,0,0,0,0,33,23,56
YUNGUYO DE LITORAL,atencion odontologica,medidas preventivas,2016-11-01,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,8,8
ZUDAÑEZ,atencion odontologica,medidas preventivas,2016-11-01,0,0,2,8,0,0,0,0,0,0,0,0,0,0,2,8,10
ACHACACHI,atencion odontologica,medidas preventivas,2016-12-01,73,75,116,113,5,6,3,6,4,3,0,0,0,0,201,203,404
ACHOCALLA,atencion odontologica,medidas preventivas,2016-12-01,78,115,3,8,1,3,0,4,0,0,0,0,0,0,82,130,212
AIQUILE,atencion odontologica,medidas preventivas,2016-12-01,58,66,15,22,4,12,6,30,9,4,0,0,0,0,92,134,226
ALALAY,atencion odontologica,medidas preventivas,2016-12-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ALCALA,atencion odontologica,medidas preventivas,2016-12-01,31,36,1,0,2,0,0,1,0,0,0,0,0,0,34,37,71
ALTO BENI,atencion odontologica,medidas preventivas,2016-12-01,6,6,0,0,0,0,0,2,1,0,0,0,0,0,7,8,15
ANDAMARCA,atencion odontologica,medidas preventivas,2016-12-01,1,2,4,3,0,2,0,6,4,0,0,0,0,0,9,13,22
ANTEQUERA,atencion odontologica,medidas preventivas,2016-12-01,11,21,8,3,0,0,0,4,0,2,0,0,0,0,19,30,49
ANZALDO,atencion odontologica,medidas preventivas,2016-12-01,1,0,0,0,0,0,0,0,2,7,0,0,0,0,3,7,10
APOLO,atencion odontologica,medidas preventivas,2016-12-01,16,13,0,6,0,1,0,1,5,2,0,0,0,0,21,23,44
ARAMPAMPA,atencion odontologica,medidas preventivas,2016-12-01,12,6,0,0,0,5,0,0,0,0,0,0,0,0,12,11,23
ARANI,atencion odontologica,medidas preventivas,2016-12-01,3,16,26,48,10,9,1,2,0,0,0,0,0,0,40,75,115
ARBIETO,atencion odontologica,medidas preventivas,2016-12-01,72,85,5,8,1,26,1,6,0,0,0,0,0,0,79,125,204
ARQUE,atencion odontologica,medidas preventivas,2016-12-01,12,11,0,0,2,10,1,10,1,1,0,0,0,0,16,32,48
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2016-12-01,6,3,0,0,6,0,0,0,1,0,0,0,0,0,13,3,16
ATOCHA,atencion odontologica,medidas preventivas,2016-12-01,11,12,30,51,24,19,29,35,2,5,0,0,0,0,96,122,218
AUCAPATA,atencion odontologica,medidas preventivas,2016-12-01,22,8,3,2,0,1,2,6,0,1,0,0,0,0,27,18,45
AYATA,atencion odontologica,medidas preventivas,2016-12-01,3,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,5
AYO AYO,atencion odontologica,medidas preventivas,2016-12-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2016-12-01,12,20,34,64,7,35,45,69,6,8,0,0,0,0,104,196,300
AZURDUY,atencion odontologica,medidas preventivas,2016-12-01,12,5,10,0,0,0,0,0,0,0,0,0,0,0,22,5,27
BATALLAS,atencion odontologica,medidas preventivas,2016-12-01,5,6,2,0,0,0,0,0,0,0,0,0,0,0,7,6,13
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2016-12-01,12,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,13
BELLA FLOR,atencion odontologica,medidas preventivas,2016-12-01,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,4,5
BERMEJO,atencion odontologica,medidas preventivas,2016-12-01,3,14,33,21,6,34,19,50,12,10,0,0,0,0,73,129,202
BETANZOS,atencion odontologica,medidas preventivas,2016-12-01,7,13,0,0,0,0,0,1,0,0,0,0,0,0,7,14,21
BOLIVAR,atencion odontologica,medidas preventivas,2016-12-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BOLPEBRA,atencion odontologica,medidas preventivas,2016-12-01,17,27,19,14,0,0,0,0,0,0,0,0,0,0,36,41,77
BOYUIBE,atencion odontologica,medidas preventivas,2016-12-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
BUENA VISTA,atencion odontologica,medidas preventivas,2016-12-01,46,30,4,1,0,2,0,0,0,0,0,0,0,0,50,33,83
CABEZAS,atencion odontologica,medidas preventivas,2016-12-01,51,80,2,0,0,3,0,2,0,0,0,0,0,0,53,85,138
CAIROMA,atencion odontologica,medidas preventivas,2016-12-01,15,16,3,34,3,0,3,6,1,0,0,0,0,0,25,56,81
"CAIZA ""D""",atencion odontologica,medidas preventivas,2016-12-01,4,7,2,1,0,0,0,0,0,0,0,0,0,0,6,8,14
CAJUATA,atencion odontologica,medidas preventivas,2016-12-01,6,19,0,2,0,0,0,0,0,0,0,0,0,0,6,21,27
CALACOTO,atencion odontologica,medidas preventivas,2016-12-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CALAMARCA,atencion odontologica,medidas preventivas,2016-12-01,10,10,4,9,1,3,2,10,1,0,0,0,0,0,18,32,50
CAMARGO,atencion odontologica,medidas preventivas,2016-12-01,2,9,0,5,0,0,0,1,1,0,0,0,0,0,3,15,18
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2016-12-01,6,0,0,0,0,6,0,1,0,0,0,0,0,0,6,7,13
CAMIRI,atencion odontologica,medidas preventivas,2016-12-01,19,31,12,5,0,11,11,10,5,0,0,0,0,0,47,57,104
CAPINOTA,atencion odontologica,medidas preventivas,2016-12-01,105,135,65,75,37,68,34,150,50,25,0,0,0,0,291,453,744
CAQUIAVIRI,atencion odontologica,medidas preventivas,2016-12-01,33,21,22,26,2,0,1,2,0,0,0,0,0,0,58,49,107
CARACOLLO,atencion odontologica,medidas preventivas,2016-12-01,22,11,20,18,13,48,4,14,5,18,0,0,0,0,64,109,173
CARANAVI,atencion odontologica,medidas preventivas,2016-12-01,59,69,19,23,7,11,6,8,1,0,0,0,0,0,92,111,203
CARAPARI,atencion odontologica,medidas preventivas,2016-12-01,1,2,9,22,6,8,5,11,0,0,0,0,0,0,21,43,64
CARIPUYO,atencion odontologica,medidas preventivas,2016-12-01,2,7,0,0,0,2,11,15,1,0,0,0,0,0,14,24,38
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2016-12-01,61,70,0,0,0,0,0,0,0,0,0,0,0,0,61,70,131
CATACORA,atencion odontologica,medidas preventivas,2016-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,atencion odontologica,medidas preventivas,2016-12-01,64,90,126,131,7,12,3,36,7,12,0,0,0,0,207,281,488
CHAQUI,atencion odontologica,medidas preventivas,2016-12-01,18,7,6,4,0,0,0,3,6,9,0,0,0,0,30,23,53
CHARAGUA,atencion odontologica,medidas preventivas,2016-12-01,33,20,2,4,0,0,0,0,0,0,0,0,0,0,35,24,59
CHARAÑA,atencion odontologica,medidas preventivas,2016-12-01,9,7,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
CHAYANTA,atencion odontologica,medidas preventivas,2016-12-01,41,42,10,10,3,3,13,40,6,0,0,0,0,0,73,95,168
CHIMORE,atencion odontologica,medidas preventivas,2016-12-01,69,62,2,3,0,0,0,1,0,0,0,0,0,0,71,66,137
CHIPAYA,atencion odontologica,medidas preventivas,2016-12-01,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,5
CHOQUE COTA,atencion odontologica,medidas preventivas,2016-12-01,0,0,3,2,0,1,0,0,0,0,0,0,0,0,3,3,6
CHUA COCANI,atencion odontologica,medidas preventivas,2016-12-01,13,4,0,0,0,3,0,2,17,6,0,0,0,0,30,15,45
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2016-12-01,28,13,3,6,0,0,0,7,0,0,0,0,0,0,31,26,57
CHUMA,atencion odontologica,medidas preventivas,2016-12-01,15,16,3,4,1,8,5,14,11,7,0,0,0,0,35,49,84
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2016-12-01,3,2,0,0,0,0,1,1,2,0,0,0,0,0,6,3,9
CKOCHAS,atencion odontologica,medidas preventivas,2016-12-01,24,24,0,0,0,1,0,5,0,0,0,0,0,0,24,30,54
CLIZA,atencion odontologica,medidas preventivas,2016-12-01,21,18,18,11,0,7,0,25,0,2,0,0,0,0,39,63,102
COBIJA,atencion odontologica,medidas preventivas,2016-12-01,136,161,13,41,19,31,1,27,0,0,0,0,0,0,169,260,429
COCAPATA,atencion odontologica,medidas preventivas,2016-12-01,43,74,2,5,22,11,6,16,3,4,0,0,0,0,76,110,186
COCHABAMBA,atencion odontologica,medidas preventivas,2016-12-01,1260,1304,1476,1573,629,827,1492,2575,612,490,0,0,0,0,5469,6769,12238
COIPASA,atencion odontologica,medidas preventivas,2016-12-01,5,3,9,8,0,0,0,0,0,0,0,0,0,0,14,11,25
COLCAPIRHUA,atencion odontologica,medidas preventivas,2016-12-01,200,254,17,14,0,8,5,67,18,30,0,0,0,0,240,373,613
"COLCHA ""K""",atencion odontologica,medidas preventivas,2016-12-01,8,8,2,0,0,3,0,2,1,0,0,0,0,0,11,13,24
COLLANA,atencion odontologica,medidas preventivas,2016-12-01,8,7,1,0,0,0,1,6,1,3,0,0,0,0,11,16,27
COLOMI,atencion odontologica,medidas preventivas,2016-12-01,53,41,5,0,0,4,0,4,0,1,0,0,0,0,58,50,108
COLPA BELGICA,atencion odontologica,medidas preventivas,2016-12-01,48,32,242,196,0,6,0,18,0,0,0,0,0,0,290,252,542
COLQUECHACA,atencion odontologica,medidas preventivas,2016-12-01,27,25,0,5,0,6,1,8,20,16,0,0,0,0,48,60,108
COLQUENCHA,atencion odontologica,medidas preventivas,2016-12-01,4,10,2,7,0,0,0,2,0,0,0,0,0,0,6,19,25
COLQUIRI,atencion odontologica,medidas preventivas,2016-12-01,9,19,28,15,6,22,12,21,4,1,0,0,0,0,59,78,137
COMARAPA,atencion odontologica,medidas preventivas,2016-12-01,4,19,0,0,0,0,2,5,1,0,0,0,0,0,7,24,31
COMBAYA,atencion odontologica,medidas preventivas,2016-12-01,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5
CONCEPCION,atencion odontologica,medidas preventivas,2016-12-01,25,9,1,6,1,0,1,0,0,0,0,0,0,0,28,15,43
COPACABANA,atencion odontologica,medidas preventivas,2016-12-01,7,6,0,0,0,0,1,0,0,0,0,0,0,0,8,6,14
CORIPATA,atencion odontologica,medidas preventivas,2016-12-01,20,21,2,1,1,2,1,5,1,0,0,0,0,0,25,29,54
CORO CORO,atencion odontologica,medidas preventivas,2016-12-01,10,4,0,2,0,0,0,0,0,0,0,0,0,0,10,6,16
COROICO,atencion odontologica,medidas preventivas,2016-12-01,1,2,1,0,0,1,1,5,0,0,0,0,0,0,3,8,11
CORQUE,atencion odontologica,medidas preventivas,2016-12-01,6,10,1,0,0,0,3,0,0,0,0,0,0,0,10,10,20
COTAGAITA,atencion odontologica,medidas preventivas,2016-12-01,19,39,58,83,13,21,20,33,9,18,0,0,0,0,119,194,313
COTOCA,atencion odontologica,medidas preventivas,2016-12-01,1,0,0,1,0,1,2,4,0,0,0,0,0,0,3,6,9
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2016-12-01,144,137,2,7,0,2,3,37,7,26,0,0,0,0,156,209,365
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2016-12-01,0,0,1,0,0,3,1,0,1,0,0,0,0,0,3,3,6
CUEVO,atencion odontologica,medidas preventivas,2016-12-01,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3
CULPINA,atencion odontologica,medidas preventivas,2016-12-01,20,19,1,0,1,0,0,2,0,0,0,0,0,0,22,21,43
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2016-12-01,8,4,0,0,0,0,0,0,2,2,0,0,0,0,10,6,16
CURVA,atencion odontologica,medidas preventivas,2016-12-01,4,11,0,0,0,0,0,1,1,0,0,0,0,0,5,12,17
DESAGUADERO,atencion odontologica,medidas preventivas,2016-12-01,6,5,2,4,0,0,1,1,0,0,0,0,0,0,9,10,19
EL ALTO,atencion odontologica,medidas preventivas,2016-12-01,740,760,2689,2899,1463,1262,253,627,78,45,0,0,0,0,5223,5593,10816
EL CHORO,atencion odontologica,medidas preventivas,2016-12-01,20,14,0,3,0,0,1,2,0,3,0,0,0,0,21,22,43
EL PUENTE(STC),atencion odontologica,medidas preventivas,2016-12-01,11,10,0,0,0,4,0,0,0,0,0,0,0,0,11,14,25
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2016-12-01,1,1,20,10,2,15,1,16,0,0,0,0,0,0,24,42,66
EL TORNO,atencion odontologica,medidas preventivas,2016-12-01,313,277,45,48,8,15,7,42,19,17,0,0,0,0,392,399,791
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2016-12-01,14,23,6,4,0,3,3,15,3,5,0,0,0,0,26,50,76
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2016-12-01,20,8,11,5,0,0,0,2,0,0,0,0,0,0,31,15,46
ESCARA,atencion odontologica,medidas preventivas,2016-12-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
ESMERALDA,atencion odontologica,medidas preventivas,2016-12-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
EUCALIPTUS,atencion odontologica,medidas preventivas,2016-12-01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,5
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2016-12-01,3,3,0,0,1,2,0,1,1,0,0,0,0,0,5,6,11
FILADELFIA,atencion odontologica,medidas preventivas,2016-12-01,12,10,1,7,1,2,2,3,0,0,0,0,0,0,16,22,38
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2016-12-01,7,3,1,0,0,0,0,1,0,0,0,0,0,0,8,4,12
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2016-12-01,19,19,1,0,0,0,0,1,5,4,0,0,0,0,25,24,49
GUANAY,atencion odontologica,medidas preventivas,2016-12-01,19,14,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33
GUAQUI,atencion odontologica,medidas preventivas,2016-12-01,19,9,1,3,3,8,1,9,25,24,0,0,0,0,49,53,102
GUAYARAMERIN,atencion odontologica,medidas preventivas,2016-12-01,2,3,1,2,0,2,1,17,2,0,0,0,0,0,6,24,30
GUTIERREZ,atencion odontologica,medidas preventivas,2016-12-01,19,19,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2016-12-01,34,16,7,15,0,3,0,6,0,0,0,0,0,0,41,40,81
HUACHACALLA,atencion odontologica,medidas preventivas,2016-12-01,0,0,2,0,0,2,2,4,0,0,0,0,0,0,4,6,10
HUANUNI,atencion odontologica,medidas preventivas,2016-12-01,44,62,22,46,18,36,9,19,1,0,0,0,0,0,94,163,257
HUARACAJE,atencion odontologica,medidas preventivas,2016-12-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
HUARINA,atencion odontologica,medidas preventivas,2016-12-01,8,7,0,0,0,0,0,1,2,3,0,0,0,0,10,11,21
HUATAJATA,atencion odontologica,medidas preventivas,2016-12-01,4,6,1,0,0,0,0,2,3,4,0,0,0,0,8,12,20
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2016-12-01,1,10,3,6,0,1,0,1,0,0,0,0,0,0,4,18,22
HUMANATA,atencion odontologica,medidas preventivas,2016-12-01,27,19,0,0,0,0,0,0,0,0,0,0,0,0,27,19,46
ICHOCA,atencion odontologica,medidas preventivas,2016-12-01,5,5,0,0,0,0,0,1,0,0,0,0,0,0,5,6,11
ICLA,atencion odontologica,medidas preventivas,2016-12-01,102,90,0,0,0,3,3,3,0,0,0,0,0,0,105,96,201
INCAHUASI,atencion odontologica,medidas preventivas,2016-12-01,6,4,0,0,0,1,0,4,0,0,0,0,0,0,6,9,15
INGAVI (HUMAITA),atencion odontologica,medidas preventivas,2016-12-01,8,0,10,18,0,0,1,2,0,0,0,0,0,0,19,20,39
INQUISIVI,atencion odontologica,medidas preventivas,2016-12-01,24,15,4,0,0,0,0,6,0,0,0,0,0,0,28,21,49
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2016-12-01,40,46,6,2,2,0,2,9,1,1,0,0,0,0,51,58,109
IXIAMAS,atencion odontologica,medidas preventivas,2016-12-01,3,7,0,0,0,0,1,1,0,0,0,0,0,0,4,8,12
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2016-12-01,15,7,0,1,0,0,1,2,0,0,0,0,0,0,16,10,26
LA ASUNTA,atencion odontologica,medidas preventivas,2016-12-01,44,63,8,5,2,8,2,22,0,0,0,0,0,0,56,98,154
LA GUARDIA,atencion odontologica,medidas preventivas,2016-12-01,228,222,0,4,0,1,1,15,0,2,0,0,0,0,229,244,473
LA PAZ,atencion odontologica,medidas preventivas,2016-12-01,980,1095,1065,1068,372,507,578,842,262,160,0,0,0,0,3257,3672,6929
LA RIVERA,atencion odontologica,medidas preventivas,2016-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
LAJA,atencion odontologica,medidas preventivas,2016-12-01,16,15,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31
LAS CARRERAS,atencion odontologica,medidas preventivas,2016-12-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3
LICOMA PAMPA,atencion odontologica,medidas preventivas,2016-12-01,11,4,0,0,0,0,0,0,3,1,0,0,0,0,14,5,19
LLALLAGUA,atencion odontologica,medidas preventivas,2016-12-01,52,58,28,77,26,69,38,72,10,11,0,0,0,0,154,287,441
LLICA,atencion odontologica,medidas preventivas,2016-12-01,5,0,0,0,0,0,0,1,2,0,0,0,0,0,7,1,8
LORETO,atencion odontologica,medidas preventivas,2016-12-01,33,36,65,80,0,6,0,3,0,0,0,0,0,0,98,125,223
LURIBAY,atencion odontologica,medidas preventivas,2016-12-01,8,7,1,0,0,0,1,6,0,1,0,0,0,0,10,14,24
MACHACAMARCA,atencion odontologica,medidas preventivas,2016-12-01,11,13,46,26,32,3,3,6,3,0,0,0,0,0,95,48,143
MACHARETI,atencion odontologica,medidas preventivas,2016-12-01,1,1,2,3,0,0,0,3,0,0,0,0,0,0,3,7,10
MAGDALENA,atencion odontologica,medidas preventivas,2016-12-01,11,5,15,7,1,2,7,12,1,0,0,0,0,0,35,26,61
MAIRANA,atencion odontologica,medidas preventivas,2016-12-01,45,26,12,11,8,15,25,29,8,12,0,0,0,0,98,93,191
MALLA,atencion odontologica,medidas preventivas,2016-12-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MAPIRI,atencion odontologica,medidas preventivas,2016-12-01,7,8,1,0,0,2,0,8,0,0,0,0,0,0,8,18,26
MECAPACA,atencion odontologica,medidas preventivas,2016-12-01,17,10,0,0,0,0,6,7,0,0,0,0,0,0,23,17,40
MINEROS,atencion odontologica,medidas preventivas,2016-12-01,7,13,3,2,3,6,1,12,6,3,0,0,0,0,20,36,56
MIZQUE,atencion odontologica,medidas preventivas,2016-12-01,64,30,15,8,0,0,0,0,0,0,0,0,0,0,79,38,117
MOCOMOCO,atencion odontologica,medidas preventivas,2016-12-01,9,12,10,4,3,0,1,8,0,1,0,0,0,0,23,25,48
MOJOCOYA,atencion odontologica,medidas preventivas,2016-12-01,2,3,3,3,1,2,2,0,0,0,0,0,0,0,8,8,16
MONTEAGUDO,atencion odontologica,medidas preventivas,2016-12-01,29,68,8,10,2,6,6,11,1,2,0,0,0,0,46,97,143
MONTERO,atencion odontologica,medidas preventivas,2016-12-01,103,117,97,93,28,46,25,87,13,10,0,0,0,0,266,353,619
MORO MORO,atencion odontologica,medidas preventivas,2016-12-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOROCHATA,atencion odontologica,medidas preventivas,2016-12-01,20,14,1,0,0,4,1,4,4,3,0,0,0,0,26,25,51
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2016-12-01,0,0,1,0,0,0,3,1,0,0,0,0,0,0,4,1,5
NAZACARA DE PACAJES,atencion odontologica,medidas preventivas,2016-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OCURI,atencion odontologica,medidas preventivas,2016-12-01,17,5,0,3,0,1,0,4,1,2,0,0,0,0,18,15,33
OKINAWA,atencion odontologica,medidas preventivas,2016-12-01,5,4,0,0,0,1,0,1,0,0,0,0,0,0,5,6,11
OMEREQUE,atencion odontologica,medidas preventivas,2016-12-01,2,6,0,0,0,0,0,1,0,0,0,0,0,0,2,7,9
ORURO,atencion odontologica,medidas preventivas,2016-12-01,389,440,383,378,253,286,646,718,101,59,0,0,0,0,1772,1881,3653
PADCAYA,atencion odontologica,medidas preventivas,2016-12-01,13,9,53,51,21,32,3,4,0,0,0,0,0,0,90,96,186
PADILLA,atencion odontologica,medidas preventivas,2016-12-01,5,3,0,3,0,0,1,2,0,0,0,0,0,0,6,8,14
PAILON,atencion odontologica,medidas preventivas,2016-12-01,5,5,0,1,0,2,0,4,0,0,0,0,0,0,5,12,17
PALCA,atencion odontologica,medidas preventivas,2016-12-01,49,62,0,1,0,2,0,2,0,1,0,0,0,0,49,68,117
PALOS BLANCOS,atencion odontologica,medidas preventivas,2016-12-01,16,31,5,16,9,20,11,68,27,15,0,0,0,0,68,150,218
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2016-12-01,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,20
PAMPA GRANDE,atencion odontologica,medidas preventivas,2016-12-01,6,11,0,0,0,0,0,6,0,0,0,0,0,0,6,17,23
PAPEL PAMPA,atencion odontologica,medidas preventivas,2016-12-01,6,1,0,0,0,4,2,3,2,1,0,0,0,0,10,9,19
PASORAPA,atencion odontologica,medidas preventivas,2016-12-01,7,1,2,7,3,5,8,11,6,4,0,0,0,0,26,28,54
PATACAMAYA,atencion odontologica,medidas preventivas,2016-12-01,45,47,5,3,0,0,0,0,0,0,0,0,0,0,50,50,100
PAZÑA,atencion odontologica,medidas preventivas,2016-12-01,10,9,15,29,2,2,1,9,0,1,0,0,0,0,28,50,78
PELECHUCO,atencion odontologica,medidas preventivas,2016-12-01,5,11,0,0,0,0,0,1,0,0,0,0,0,0,5,12,17
POCOATA,atencion odontologica,medidas preventivas,2016-12-01,37,64,0,0,0,2,0,10,9,11,0,0,0,0,46,87,133
POCONA,atencion odontologica,medidas preventivas,2016-12-01,15,7,10,3,0,0,0,0,0,1,0,0,0,0,25,11,36
POOPO,atencion odontologica,medidas preventivas,2016-12-01,7,34,29,35,21,20,50,30,8,7,0,0,0,0,115,126,241
PORCO,atencion odontologica,medidas preventivas,2016-12-01,11,8,1,1,2,1,0,2,0,0,0,0,0,0,14,12,26
POROMA,atencion odontologica,medidas preventivas,2016-12-01,42,32,16,8,0,4,0,3,0,0,0,0,0,0,58,47,105
PORONGO,atencion odontologica,medidas preventivas,2016-12-01,18,19,0,0,0,2,0,2,14,10,0,0,0,0,32,33,65
PORTACHUELO,atencion odontologica,medidas preventivas,2016-12-01,0,1,3,1,0,1,2,2,0,0,0,0,0,0,5,5,10
PORVENIR,atencion odontologica,medidas preventivas,2016-12-01,5,7,0,0,0,1,0,2,0,0,0,0,0,0,5,10,15
POSTRER VALLE,atencion odontologica,medidas preventivas,2016-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,atencion odontologica,medidas preventivas,2016-12-01,253,277,47,42,30,57,50,102,16,29,0,0,0,0,396,507,903
PRESTO,atencion odontologica,medidas preventivas,2016-12-01,14,2,0,0,0,0,1,4,0,0,0,0,0,0,15,6,21
PUCARA,atencion odontologica,medidas preventivas,2016-12-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
PUCARANI,atencion odontologica,medidas preventivas,2016-12-01,23,20,2,1,0,4,2,13,1,0,0,0,0,0,28,38,66
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2016-12-01,64,55,59,27,3,22,6,19,4,0,0,0,0,0,136,123,259
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2016-12-01,55,20,0,0,0,0,0,0,0,0,0,0,0,0,55,20,75
PUERTO RICO,atencion odontologica,medidas preventivas,2016-12-01,44,44,0,0,0,0,0,11,0,0,0,0,0,0,44,55,99
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2016-12-01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2016-12-01,33,51,0,18,0,21,0,3,1,0,0,0,0,0,34,93,127
PUNA,atencion odontologica,medidas preventivas,2016-12-01,9,8,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
PUNATA,atencion odontologica,medidas preventivas,2016-12-01,76,56,105,86,24,19,40,72,13,17,0,0,0,0,258,250,508
