,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES,TOTALES,TOTALES
SANTIVAÑES,atencion odontologica,restauraciones,2016-10-01,9,9,7,2,1,3,5,12,1,9,0,0,0,0,23,35,58
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2016-10-01,8,10,14,8,13,22,0,2,1,0,0,0,0,0,36,42,78
SAPAHAQUI,atencion odontologica,restauraciones,2016-10-01,21,16,3,6,0,8,4,40,4,2,0,0,0,0,32,72,104
SENA,atencion odontologica,restauraciones,2016-10-01,4,4,1,0,2,6,2,8,0,1,0,0,0,0,9,19,28
SHINAOTA,atencion odontologica,restauraciones,2016-10-01,24,35,12,3,3,9,3,18,0,0,0,0,0,0,42,65,107
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2016-10-01,21,9,1,1,0,7,2,19,13,11,0,0,0,0,37,47,84
SICAYA,atencion odontologica,restauraciones,2016-10-01,7,9,0,3,0,8,1,15,0,0,0,0,0,0,8,35,43
SIPE SIPE,atencion odontologica,restauraciones,2016-10-01,158,167,15,32,6,29,14,154,8,16,0,0,0,0,201,398,599
SOPACHUY,atencion odontologica,restauraciones,2016-10-01,15,8,20,25,8,38,12,63,0,0,0,0,0,0,55,134,189
SORACACHI,atencion odontologica,restauraciones,2016-10-01,20,16,59,61,46,30,5,17,5,2,0,0,0,0,135,126,261
SORATA,atencion odontologica,restauraciones,2016-10-01,24,29,27,27,5,21,8,57,2,0,0,0,0,0,66,134,200
SUCRE,atencion odontologica,restauraciones,2016-10-01,815,661,717,922,293,612,1113,2093,210,150,0,0,0,0,3148,4438,7586
TACACHI,atencion odontologica,restauraciones,2016-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACACOMA,atencion odontologica,restauraciones,2016-10-01,2,4,1,3,1,6,5,16,2,0,0,0,0,0,11,29,40
TACOBAMBA,atencion odontologica,restauraciones,2016-10-01,0,2,5,3,0,3,7,8,0,0,0,0,0,0,12,16,28
TACOPAYA,atencion odontologica,restauraciones,2016-10-01,8,17,2,0,3,10,3,31,12,8,0,0,0,0,28,66,94
TAHUA,atencion odontologica,restauraciones,2016-10-01,3,5,0,0,0,0,0,14,0,1,0,0,0,0,3,20,23
TAPACARI,atencion odontologica,restauraciones,2016-10-01,21,20,2,7,2,28,12,61,10,6,0,0,0,0,47,122,169
TARABUCO,atencion odontologica,restauraciones,2016-10-01,21,21,1,0,1,3,1,18,6,0,0,0,0,0,30,42,72
TARACO,atencion odontologica,restauraciones,2016-10-01,10,13,14,10,0,3,1,11,13,18,0,0,0,0,38,55,93
TARATA,atencion odontologica,restauraciones,2016-10-01,25,8,3,3,3,8,4,21,4,15,0,0,0,0,39,55,94
TARIJA,atencion odontologica,restauraciones,2016-10-01,127,127,287,336,229,369,523,1166,138,106,0,0,0,0,1304,2104,3408
TARVITA,atencion odontologica,restauraciones,2016-10-01,15,10,5,1,1,19,5,52,0,0,0,0,0,0,26,82,108
TEOPONTE,atencion odontologica,restauraciones,2016-10-01,6,12,2,3,1,9,7,26,3,3,0,0,0,0,19,53,72
TIAWANACU,atencion odontologica,restauraciones,2016-10-01,11,4,1,6,0,7,6,13,1,0,0,0,0,0,19,30,49
TINGUIPAYA,atencion odontologica,restauraciones,2016-10-01,3,4,0,0,1,4,1,28,2,0,0,0,0,0,7,36,43
TIPUANI,atencion odontologica,restauraciones,2016-10-01,0,3,1,2,0,0,0,1,0,0,0,0,0,0,1,6,7
TIQUIPAYA,atencion odontologica,restauraciones,2016-10-01,447,375,62,82,1,35,21,314,23,18,0,0,0,0,554,824,1378
TIRAQUE (CBBA),atencion odontologica,restauraciones,2016-10-01,8,21,7,7,5,1,1,16,0,3,0,0,0,0,21,48,69
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2016-10-01,0,1,0,0,1,2,2,1,0,0,0,0,0,0,3,4,7
TOCO,atencion odontologica,restauraciones,2016-10-01,12,10,6,0,2,23,1,33,1,4,0,0,0,0,22,70,92
TODOS SANTOS,atencion odontologica,restauraciones,2016-10-01,0,2,0,0,0,0,0,2,0,5,0,0,0,0,0,9,9
TOLATA,atencion odontologica,restauraciones,2016-10-01,16,11,7,3,0,4,1,8,2,6,0,0,0,0,26,32,58
TOLEDO,atencion odontologica,restauraciones,2016-10-01,0,2,10,13,0,2,3,7,10,11,0,0,0,0,23,35,58
TOMAVE,atencion odontologica,restauraciones,2016-10-01,8,2,4,2,1,2,0,11,0,0,0,0,0,0,13,17,30
TOMINA,atencion odontologica,restauraciones,2016-10-01,9,21,6,14,4,26,6,26,0,0,0,0,0,0,25,87,112
TORO TORO,atencion odontologica,restauraciones,2016-10-01,16,8,0,2,1,5,11,35,2,0,0,0,0,0,30,50,80
TOTORA(CBBA),atencion odontologica,restauraciones,2016-10-01,18,36,10,22,4,29,7,59,1,1,0,0,0,0,40,147,187
TOTORA(ORR),atencion odontologica,restauraciones,2016-10-01,3,6,0,4,0,5,1,10,6,1,0,0,0,0,10,26,36
TRIGAL,atencion odontologica,restauraciones,2016-10-01,5,2,1,1,1,0,3,10,6,0,0,0,0,0,16,13,29
TRINIDAD,atencion odontologica,restauraciones,2016-10-01,60,50,96,150,48,84,193,291,41,31,0,0,0,0,438,606,1044
TUPIZA,atencion odontologica,restauraciones,2016-10-01,23,37,40,34,17,30,69,125,13,15,0,0,0,0,162,241,403
TURCO,atencion odontologica,restauraciones,2016-10-01,2,7,0,0,1,4,6,14,11,6,0,0,0,0,20,31,51
UMALA,atencion odontologica,restauraciones,2016-10-01,6,8,1,0,2,7,1,9,1,0,0,0,0,0,11,24,35
UNCIA,atencion odontologica,restauraciones,2016-10-01,11,31,6,11,1,30,21,31,8,3,0,0,0,0,47,106,153
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2016-10-01,7,3,12,7,33,36,36,97,1,4,0,0,0,0,89,147,236
URUBICHA,atencion odontologica,restauraciones,2016-10-01,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,4,5
UYUNI,atencion odontologica,restauraciones,2016-10-01,24,21,7,9,8,9,31,57,11,5,0,0,0,0,81,101,182
VACAS,atencion odontologica,restauraciones,2016-10-01,19,18,2,10,2,26,23,18,1,0,0,0,0,0,47,72,119
VALLEGRANDE,atencion odontologica,restauraciones,2016-10-01,37,25,9,21,19,29,37,78,4,4,0,0,0,0,106,157,263
VIACHA,atencion odontologica,restauraciones,2016-10-01,184,149,137,159,51,100,9,116,7,3,0,0,0,0,388,527,915
VILA VILA,atencion odontologica,restauraciones,2016-10-01,17,1,4,6,0,6,4,31,2,0,0,0,0,0,27,44,71
VILLA CHARCAS,atencion odontologica,restauraciones,2016-10-01,9,6,8,12,4,17,12,21,1,0,0,0,0,0,34,56,90
VILLA MONTES,atencion odontologica,restauraciones,2016-10-01,20,42,59,73,69,68,112,263,10,1,0,0,0,0,270,447,717
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2016-10-01,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,7,7
VILLA RIVERO,atencion odontologica,restauraciones,2016-10-01,16,22,12,3,2,11,11,30,2,7,0,0,0,0,43,73,116
VILLA SERRANO,atencion odontologica,restauraciones,2016-10-01,28,29,1,4,0,0,5,93,1,0,0,0,0,0,35,126,161
VILLA TUNARI,atencion odontologica,restauraciones,2016-10-01,218,249,17,12,10,73,42,303,24,18,0,0,0,0,311,655,966
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2016-10-01,39,46,7,14,25,35,32,67,6,1,0,0,0,0,109,163,272
VILLAZON,atencion odontologica,restauraciones,2016-10-01,64,72,34,37,26,50,16,104,25,32,0,0,0,0,165,295,460
VINTO,atencion odontologica,restauraciones,2016-10-01,158,167,5,5,0,16,3,160,14,12,0,0,0,0,180,360,540
VITICHI,atencion odontologica,restauraciones,2016-10-01,18,11,8,2,9,1,9,23,0,9,0,0,0,0,44,46,90
WALDO BALLIVIAN,atencion odontologica,restauraciones,2016-10-01,2,2,2,0,4,5,0,4,0,0,0,0,0,0,8,11,19
WARNES,atencion odontologica,restauraciones,2016-10-01,41,57,14,16,3,10,0,45,6,0,0,0,0,0,64,128,192
YACO,atencion odontologica,restauraciones,2016-10-01,6,8,0,1,0,0,1,9,0,0,0,0,0,0,7,18,25
YACUIBA,atencion odontologica,restauraciones,2016-10-01,25,21,94,92,66,126,191,429,45,10,0,0,0,0,421,678,1099
YAMPARAEZ,atencion odontologica,restauraciones,2016-10-01,15,16,1,0,4,8,6,25,0,1,0,0,0,0,26,50,76
YANACACHI,atencion odontologica,restauraciones,2016-10-01,6,14,6,7,0,5,4,26,0,0,0,0,0,0,16,52,68
YAPACANI,atencion odontologica,restauraciones,2016-10-01,103,163,3,18,17,51,23,149,33,12,0,0,0,0,179,393,572
YOCALLA,atencion odontologica,restauraciones,2016-10-01,2,0,5,9,1,2,4,15,1,6,0,0,0,0,13,32,45
YOTALA,atencion odontologica,restauraciones,2016-10-01,13,12,27,21,32,27,6,61,10,13,0,0,0,0,88,134,222
YUNCHARA,atencion odontologica,restauraciones,2016-10-01,0,0,20,18,11,20,16,48,2,1,0,0,0,0,49,87,136
ZUDAÑEZ,atencion odontologica,restauraciones,2016-10-01,0,10,25,20,18,12,22,38,3,0,0,0,0,0,68,80,148
ACACIO,atencion odontologica,restauraciones,2016-11-01,1,2,3,8,0,1,4,1,0,0,0,0,0,0,8,12,20
ACHACACHI,atencion odontologica,restauraciones,2016-11-01,73,60,13,3,10,7,15,63,28,19,0,0,0,0,139,152,291
ACHOCALLA,atencion odontologica,restauraciones,2016-11-01,27,28,0,8,0,1,1,16,0,1,0,0,0,0,28,54,82
AIQUILE,atencion odontologica,restauraciones,2016-11-01,33,56,29,16,7,16,33,58,21,21,0,0,0,0,123,167,290
ALALAY,atencion odontologica,restauraciones,2016-11-01,3,1,0,1,0,1,0,2,0,0,0,0,0,0,3,5,8
ALCALA,atencion odontologica,restauraciones,2016-11-01,6,9,4,2,7,25,33,30,1,3,0,0,0,0,51,69,120
ALTO BENI,atencion odontologica,restauraciones,2016-11-01,19,10,1,1,3,3,1,18,2,1,0,0,0,0,26,33,59
ANCORAIMES,atencion odontologica,restauraciones,2016-11-01,3,8,1,1,0,3,2,7,2,3,0,0,0,0,8,22,30
ANDAMARCA,atencion odontologica,restauraciones,2016-11-01,0,2,19,6,0,1,5,9,6,6,0,0,0,0,30,24,54
ANTEQUERA,atencion odontologica,restauraciones,2016-11-01,0,1,0,0,0,1,2,1,0,0,0,0,0,0,2,3,5
ANZALDO,atencion odontologica,restauraciones,2016-11-01,8,0,5,5,6,3,3,3,1,0,0,0,0,0,23,11,34
APOLO,atencion odontologica,restauraciones,2016-11-01,27,28,6,7,9,15,4,46,3,0,0,0,0,0,49,96,145
ARAMPAMPA,atencion odontologica,restauraciones,2016-11-01,2,1,0,1,1,1,3,3,0,0,0,0,0,0,6,6,12
ARANI,atencion odontologica,restauraciones,2016-11-01,9,6,11,23,2,8,0,12,0,2,0,0,0,0,22,51,73
ARBIETO,atencion odontologica,restauraciones,2016-11-01,153,121,9,17,1,17,3,114,41,48,0,0,0,0,207,317,524
ARQUE,atencion odontologica,restauraciones,2016-11-01,9,9,4,5,7,18,22,67,2,6,0,0,0,0,44,105,149
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2016-11-01,17,16,1,1,0,18,0,54,0,0,0,0,0,0,18,89,107
ATOCHA,atencion odontologica,restauraciones,2016-11-01,26,12,36,49,50,47,127,89,8,13,0,0,0,0,247,210,457
AUCAPATA,atencion odontologica,restauraciones,2016-11-01,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,5,5
AYATA,atencion odontologica,restauraciones,2016-11-01,1,6,0,1,1,10,5,23,3,0,0,0,0,0,10,40,50
AYO AYO,atencion odontologica,restauraciones,2016-11-01,3,2,0,0,0,3,1,2,1,0,0,0,0,0,5,7,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2016-11-01,19,37,5,11,7,30,38,97,16,13,0,0,0,0,85,188,273
AZURDUY,atencion odontologica,restauraciones,2016-11-01,4,0,0,0,0,5,0,17,0,0,0,0,0,0,4,22,26
BATALLAS,atencion odontologica,restauraciones,2016-11-01,26,14,2,1,2,6,5,19,4,0,0,0,0,0,39,40,79
BAURES,atencion odontologica,restauraciones,2016-11-01,0,0,5,4,3,0,5,15,0,0,0,0,0,0,13,19,32
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2016-11-01,0,5,0,0,0,0,2,2,0,4,0,0,0,0,2,11,13
BELEN DE URMIRI,atencion odontologica,restauraciones,2016-11-01,10,2,0,0,1,0,1,1,0,1,0,0,0,0,12,4,16
BELLA FLOR,atencion odontologica,restauraciones,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BERMEJO,atencion odontologica,restauraciones,2016-11-01,21,11,49,48,40,80,130,288,13,13,0,0,0,0,253,440,693
BETANZOS,atencion odontologica,restauraciones,2016-11-01,31,59,7,16,8,28,21,58,15,11,0,0,0,0,82,172,254
BOLIVAR,atencion odontologica,restauraciones,2016-11-01,9,4,0,2,2,1,0,4,1,1,0,0,0,0,12,12,24
BOLPEBRA,atencion odontologica,restauraciones,2016-11-01,0,0,0,0,18,18,0,0,0,0,0,0,0,0,18,18,36
BOYUIBE,atencion odontologica,restauraciones,2016-11-01,0,0,0,0,1,6,1,6,3,1,0,0,0,0,5,13,18
BUENA VISTA,atencion odontologica,restauraciones,2016-11-01,23,47,8,8,1,12,3,36,0,0,0,0,0,0,35,103,138
CABEZAS,atencion odontologica,restauraciones,2016-11-01,16,21,4,6,1,11,5,12,2,1,0,0,0,0,28,51,79
CAIROMA,atencion odontologica,restauraciones,2016-11-01,2,13,5,13,22,15,27,28,2,0,0,0,0,0,58,69,127
"CAIZA ""D""",atencion odontologica,restauraciones,2016-11-01,7,3,5,3,2,9,7,45,1,3,0,0,0,0,22,63,85
CAJUATA,atencion odontologica,restauraciones,2016-11-01,11,8,1,2,0,3,6,16,1,0,0,0,0,0,19,29,48
CALACOTO,atencion odontologica,restauraciones,2016-11-01,3,13,0,3,1,0,2,18,8,0,0,0,0,0,14,34,48
CALAMARCA,atencion odontologica,restauraciones,2016-11-01,13,22,4,8,1,10,9,39,0,6,0,0,0,0,27,85,112
CAMARGO,atencion odontologica,restauraciones,2016-11-01,19,31,8,10,0,17,5,53,4,0,0,0,0,0,36,111,147
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2016-11-01,3,1,8,10,7,7,18,14,0,2,0,0,0,0,36,34,70
CAMIRI,atencion odontologica,restauraciones,2016-11-01,49,49,9,9,7,34,5,90,20,11,0,0,0,0,90,193,283
CAPINOTA,atencion odontologica,restauraciones,2016-11-01,84,67,25,33,23,20,49,121,39,11,0,0,0,0,220,252,472
CAQUIAVIRI,atencion odontologica,restauraciones,2016-11-01,9,6,18,16,6,19,2,8,2,1,0,0,0,0,37,50,87
CARACOLLO,atencion odontologica,restauraciones,2016-11-01,21,67,14,24,6,11,47,77,12,17,0,0,0,0,100,196,296
CARANAVI,atencion odontologica,restauraciones,2016-11-01,39,53,6,10,10,36,17,129,26,11,0,0,0,0,98,239,337
CARAPARI,atencion odontologica,restauraciones,2016-11-01,5,14,36,57,15,44,64,116,0,2,0,0,0,0,120,233,353
CARIPUYO,atencion odontologica,restauraciones,2016-11-01,2,14,5,12,2,4,1,3,2,2,0,0,0,0,12,35,47
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2016-11-01,5,6,0,0,0,0,12,26,0,0,0,0,0,0,17,32,49
CATACORA,atencion odontologica,restauraciones,2016-11-01,1,0,2,0,2,1,0,7,0,0,0,0,0,0,5,8,13
CHACARILLA,atencion odontologica,restauraciones,2016-11-01,3,2,0,2,0,2,0,0,2,1,0,0,0,0,5,7,12
CHALLAPATA,atencion odontologica,restauraciones,2016-11-01,78,80,119,128,2,25,10,105,15,11,0,0,0,0,224,349,573
CHAQUI,atencion odontologica,restauraciones,2016-11-01,10,7,9,7,2,14,2,28,2,4,0,0,0,0,25,60,85
CHARAGUA,atencion odontologica,restauraciones,2016-11-01,10,8,1,2,1,27,10,31,0,0,0,0,0,0,22,68,90
CHARAÑA,atencion odontologica,restauraciones,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHAYANTA,atencion odontologica,restauraciones,2016-11-01,3,22,1,1,0,21,13,31,0,1,0,0,0,0,17,76,93
CHIMORE,atencion odontologica,restauraciones,2016-11-01,67,76,10,16,28,27,34,106,21,4,0,0,0,0,160,229,389
CHIPAYA,atencion odontologica,restauraciones,2016-11-01,8,2,3,2,7,4,0,8,1,0,0,0,0,0,19,16,35
CHOQUE COTA,atencion odontologica,restauraciones,2016-11-01,6,11,18,8,1,7,2,8,1,0,0,0,0,0,28,34,62
CHUA COCANI,atencion odontologica,restauraciones,2016-11-01,5,3,2,1,4,3,0,8,10,9,0,0,0,0,21,24,45
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2016-11-01,46,38,49,39,13,15,22,89,2,0,0,0,0,0,132,181,313
CHUMA,atencion odontologica,restauraciones,2016-11-01,15,10,3,8,8,31,30,45,10,5,0,0,0,0,66,99,165
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2016-11-01,14,13,0,0,0,4,3,20,0,1,0,0,0,0,17,38,55
CKOCHAS,atencion odontologica,restauraciones,2016-11-01,21,16,1,0,2,0,3,9,1,2,0,0,0,0,28,27,55
CLIZA,atencion odontologica,restauraciones,2016-11-01,73,50,10,18,1,17,12,69,15,28,0,0,0,0,111,182,293
COBIJA,atencion odontologica,restauraciones,2016-11-01,104,127,33,17,34,60,59,173,4,6,0,0,0,0,234,383,617
COCAPATA,atencion odontologica,restauraciones,2016-11-01,37,28,0,22,1,37,5,63,3,0,0,0,0,0,46,150,196
COCHABAMBA,atencion odontologica,restauraciones,2016-11-01,1052,1063,809,872,426,716,1681,3152,569,493,0,0,0,0,4537,6296,10833
COIPASA,atencion odontologica,restauraciones,2016-11-01,2,2,2,11,2,4,12,12,1,6,0,0,0,0,19,35,54
COLCAPIRHUA,atencion odontologica,restauraciones,2016-11-01,128,184,0,8,2,16,2,235,63,66,0,0,0,0,195,509,704
"COLCHA ""K""",atencion odontologica,restauraciones,2016-11-01,24,10,0,1,0,2,4,23,6,6,0,0,0,0,34,42,76
COLLANA,atencion odontologica,restauraciones,2016-11-01,4,1,0,0,0,0,2,15,5,8,0,0,0,0,11,24,35
COLOMI,atencion odontologica,restauraciones,2016-11-01,48,40,5,0,0,2,1,15,0,2,0,0,0,0,54,59,113
COLQUECHACA,atencion odontologica,restauraciones,2016-11-01,20,11,9,6,4,39,18,45,7,7,0,0,0,0,58,108,166
COLQUENCHA,atencion odontologica,restauraciones,2016-11-01,2,4,2,4,2,20,6,28,0,1,0,0,0,0,12,57,69
COLQUIRI,atencion odontologica,restauraciones,2016-11-01,31,26,9,5,1,9,39,42,25,17,0,0,0,0,105,99,204
COMANCHE,atencion odontologica,restauraciones,2016-11-01,2,1,0,1,1,1,1,5,5,5,0,0,0,0,9,13,22
COMARAPA,atencion odontologica,restauraciones,2016-11-01,33,18,17,8,6,9,20,54,9,0,0,0,0,0,85,89,174
COMBAYA,atencion odontologica,restauraciones,2016-11-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
CONCEPCION,atencion odontologica,restauraciones,2016-11-01,13,5,6,1,0,12,7,19,2,2,0,0,0,0,28,39,67
COPACABANA,atencion odontologica,restauraciones,2016-11-01,2,1,1,0,8,0,0,0,1,2,0,0,0,0,12,3,15
CORIPATA,atencion odontologica,restauraciones,2016-11-01,64,34,7,9,1,11,5,30,2,5,0,0,0,0,79,89,168
CORO CORO,atencion odontologica,restauraciones,2016-11-01,1,2,2,2,2,5,2,9,0,0,0,0,0,0,7,18,25
COROICO,atencion odontologica,restauraciones,2016-11-01,33,24,9,13,1,19,16,80,14,15,0,0,0,0,73,151,224
CORQUE,atencion odontologica,restauraciones,2016-11-01,1,3,0,0,0,3,0,7,7,6,0,0,0,0,8,19,27
COTAGAITA,atencion odontologica,restauraciones,2016-11-01,29,23,30,26,14,41,83,145,10,6,0,0,0,0,166,241,407
COTOCA,atencion odontologica,restauraciones,2016-11-01,201,302,3,2,0,9,12,24,0,0,0,0,0,0,216,337,553
CUATRO CAÑADAS,atencion odontologica,restauraciones,2016-11-01,22,33,2,0,0,6,3,48,0,2,0,0,0,0,27,89,116
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2016-11-01,3,1,1,0,0,1,1,15,0,3,0,0,0,0,5,20,25
CUEVO,atencion odontologica,restauraciones,2016-11-01,1,1,5,6,5,13,5,22,1,0,0,0,0,0,17,42,59
CULPINA,atencion odontologica,restauraciones,2016-11-01,17,26,0,5,4,18,11,31,1,8,0,0,0,0,33,88,121
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2016-11-01,4,8,0,0,2,1,0,7,2,0,0,0,0,0,8,16,24
CURVA,atencion odontologica,restauraciones,2016-11-01,7,18,0,0,0,2,2,6,0,4,0,0,0,0,9,30,39
DESAGUADERO,atencion odontologica,restauraciones,2016-11-01,9,8,4,2,1,2,0,6,0,0,0,0,0,0,14,18,32
EL ALTO,atencion odontologica,restauraciones,2016-11-01,1287,1362,1532,1781,805,1086,763,1640,259,129,0,0,0,0,4646,5998,10644
EL CHORO,atencion odontologica,restauraciones,2016-11-01,24,9,2,0,1,3,1,9,12,5,0,0,0,0,40,26,66
EL PUENTE(STC),atencion odontologica,restauraciones,2016-11-01,3,26,0,0,0,4,3,25,2,3,0,0,0,0,8,58,66
EL PUENTE(TJA),atencion odontologica,restauraciones,2016-11-01,6,10,15,32,5,30,42,98,2,3,0,0,0,0,70,173,243
EL TORNO,atencion odontologica,restauraciones,2016-11-01,65,66,12,17,25,27,25,178,13,5,0,0,0,0,140,293,433
EL VILLAR,atencion odontologica,restauraciones,2016-11-01,7,5,0,0,7,0,6,12,0,1,0,0,0,0,20,18,38
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2016-11-01,3,7,18,17,13,46,29,81,1,0,0,0,0,0,64,151,215
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2016-11-01,18,42,6,4,8,32,18,58,5,3,0,0,0,0,55,139,194
ESCARA,atencion odontologica,restauraciones,2016-11-01,7,3,0,0,0,0,0,4,6,3,0,0,0,0,13,10,23
ESCOMA,atencion odontologica,restauraciones,2016-11-01,10,9,34,5,0,0,0,2,0,2,0,0,0,0,44,18,62
ESMERALDA,atencion odontologica,restauraciones,2016-11-01,4,0,0,0,0,0,0,1,2,1,0,0,0,0,6,2,8
EUCALIPTUS,atencion odontologica,restauraciones,2016-11-01,17,22,13,8,0,0,4,15,6,0,0,0,0,0,40,45,85
EUREKA (SANTOS MERCADO),atencion odontologica,restauraciones,2016-11-01,2,1,0,1,0,0,0,8,0,0,0,0,0,0,2,10,12
EXALTACION,atencion odontologica,restauraciones,2016-11-01,0,16,0,4,3,10,0,7,2,2,0,0,0,0,5,39,44
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2016-11-01,13,15,31,28,13,15,3,37,8,10,0,0,0,0,68,105,173
FILADELFIA,atencion odontologica,restauraciones,2016-11-01,0,5,2,2,1,1,18,10,0,0,0,0,0,0,21,18,39
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2016-11-01,13,4,2,1,0,5,1,15,1,2,0,0,0,0,17,27,44
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2016-11-01,14,27,0,0,2,0,10,20,16,3,0,0,0,0,42,50,92
GUANAY,atencion odontologica,restauraciones,2016-11-01,6,6,3,1,5,4,8,10,4,3,0,0,0,0,26,24,50
GUAQUI,atencion odontologica,restauraciones,2016-11-01,3,14,3,2,5,6,12,14,6,3,0,0,0,0,29,39,68
GUAYARAMERIN,atencion odontologica,restauraciones,2016-11-01,19,12,14,22,11,57,21,119,2,5,0,0,0,0,67,215,282
GUTIERREZ,atencion odontologica,restauraciones,2016-11-01,3,0,2,9,14,4,4,15,0,0,0,0,0,0,23,28,51
HUACARETA,atencion odontologica,restauraciones,2016-11-01,10,7,1,3,0,10,11,25,0,0,0,0,0,0,22,45,67
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2016-11-01,0,6,40,42,0,4,3,8,1,0,0,0,0,0,44,60,104
HUACHACALLA,atencion odontologica,restauraciones,2016-11-01,1,1,0,0,0,0,0,1,0,3,0,0,0,0,1,5,6
HUANUNI,atencion odontologica,restauraciones,2016-11-01,29,55,33,53,32,88,100,133,8,13,0,0,0,0,202,342,544
HUARACAJE,atencion odontologica,restauraciones,2016-11-01,2,1,1,0,3,7,0,0,0,0,0,0,0,0,6,8,14
HUARINA,atencion odontologica,restauraciones,2016-11-01,4,4,0,0,0,1,0,8,3,5,0,0,0,0,7,18,25
HUATAJATA,atencion odontologica,restauraciones,2016-11-01,9,2,2,4,5,2,4,4,0,3,0,0,0,0,20,15,35
HUAYLLAMARCA,atencion odontologica,restauraciones,2016-11-01,2,0,5,16,13,9,2,11,4,2,0,0,0,0,26,38,64
HUMANATA,atencion odontologica,restauraciones,2016-11-01,2,5,0,0,0,0,1,0,14,7,0,0,0,0,17,12,29
ICHOCA,atencion odontologica,restauraciones,2016-11-01,0,9,1,0,1,3,1,9,10,2,0,0,0,0,13,23,36
ICLA,atencion odontologica,restauraciones,2016-11-01,8,20,6,13,9,12,8,28,6,0,0,0,0,0,37,73,110
INCAHUASI,atencion odontologica,restauraciones,2016-11-01,0,6,4,0,0,17,4,31,1,1,0,0,0,0,9,55,64
INGAVI (HUMAITA),atencion odontologica,restauraciones,2016-11-01,13,6,1,3,0,2,3,4,0,0,0,0,0,0,17,15,32
INQUISIVI,atencion odontologica,restauraciones,2016-11-01,1,12,11,22,12,21,14,34,1,0,0,0,0,0,39,89,128
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2016-11-01,50,45,4,11,5,18,20,49,5,5,0,0,0,0,84,128,212
IXIAMAS,atencion odontologica,restauraciones,2016-11-01,13,5,11,6,2,5,6,20,1,0,0,0,0,0,33,36,69
JESUS DE MACHACA,atencion odontologica,restauraciones,2016-11-01,11,4,7,3,4,11,8,15,9,7,0,0,0,0,39,40,79
LA ASUNTA,atencion odontologica,restauraciones,2016-11-01,73,65,52,51,5,36,34,164,8,1,0,0,0,0,172,317,489
LA GUARDIA,atencion odontologica,restauraciones,2016-11-01,80,129,1,3,19,22,29,122,29,12,0,0,0,0,158,288,446
LA PAZ,atencion odontologica,restauraciones,2016-11-01,1768,1979,1143,872,420,614,1718,3415,504,542,0,0,0,0,5553,7422,12975
LA RIVERA,atencion odontologica,restauraciones,2016-11-01,0,0,4,0,2,0,6,10,0,0,0,0,0,0,12,10,22
LAGUNILLAS,atencion odontologica,restauraciones,2016-11-01,0,0,0,2,0,3,11,29,0,0,0,0,0,0,11,34,45
LAJA,atencion odontologica,restauraciones,2016-11-01,23,24,3,6,3,15,11,51,18,7,0,0,0,0,58,103,161
LAS CARRERAS,atencion odontologica,restauraciones,2016-11-01,4,3,4,0,2,5,6,28,7,1,0,0,0,0,23,37,60
