municipality,group,variable,month,Exodoncias,TOTAL
PORTACHUELO,atenciones odontologicas,exodoncias,2009-11-01,87,87
PORVENIR,atenciones odontologicas,exodoncias,2009-11-01,66,66
POSTRER VALLE,atenciones odontologicas,exodoncias,2009-11-01,43,43
POTOSI,atenciones odontologicas,exodoncias,2009-11-01,573,573
PRESTO,atenciones odontologicas,exodoncias,2009-11-01,24,24
PUCARA,atenciones odontologicas,exodoncias,2009-11-01,12,12
PUCARANI,atenciones odontologicas,exodoncias,2009-11-01,104,104
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2009-11-01,225,225
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2009-11-01,94,94
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2009-11-01,8,8
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2009-11-01,23,23
PUERTO RICO,atenciones odontologicas,exodoncias,2009-11-01,78,78
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2009-11-01,86,86
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2009-11-01,84,84
PUNA,atenciones odontologicas,exodoncias,2009-11-01,53,53
PUNATA,atenciones odontologicas,exodoncias,2009-11-01,85,85
QUILLACOLLO,atenciones odontologicas,exodoncias,2009-11-01,145,145
QUIME,atenciones odontologicas,exodoncias,2009-11-01,146,146
QUIRUSILLAS,atenciones odontologicas,exodoncias,2009-11-01,2,2
RAVELO,atenciones odontologicas,exodoncias,2009-11-01,23,23
REYES,atenciones odontologicas,exodoncias,2009-11-01,38,38
RIBERALTA,atenciones odontologicas,exodoncias,2009-11-01,231,231
ROBORE,atenciones odontologicas,exodoncias,2009-11-01,27,27
RURRENABAQUE,atenciones odontologicas,exodoncias,2009-11-01,64,64
SABAYA,atenciones odontologicas,exodoncias,2009-11-01,5,5
SACABA,atenciones odontologicas,exodoncias,2009-11-01,474,474
SACABAMBA,atenciones odontologicas,exodoncias,2009-11-01,2,2
SACACA,atenciones odontologicas,exodoncias,2009-11-01,106,106
SAIPINA,atenciones odontologicas,exodoncias,2009-11-01,32,32
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2009-11-01,14,14
SAMAIPATA,atenciones odontologicas,exodoncias,2009-11-01,44,44
SAN AGUSTIN,atenciones odontologicas,exodoncias,2009-11-01,9,9
SAN ANDRES,atenciones odontologicas,exodoncias,2009-11-01,32,32
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2009-11-01,107,107
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2009-11-01,47,47
SAN BENITO,atenciones odontologicas,exodoncias,2009-11-01,74,74
SAN BORJA,atenciones odontologicas,exodoncias,2009-11-01,561,561
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2009-11-01,21,21
SAN CARLOS,atenciones odontologicas,exodoncias,2009-11-01,37,37
SAN IGNACIO,atenciones odontologicas,exodoncias,2009-11-01,121,121
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2009-11-01,176,176
SAN JAVIER(BNI),atenciones odontologicas,exodoncias,2009-11-01,38,38
SAN JOAQUIN,atenciones odontologicas,exodoncias,2009-11-01,22,22
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2009-11-01,214,214
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2009-11-01,70,70
SAN JULIAN,atenciones odontologicas,exodoncias,2009-11-01,7,7
SAN LORENZO(PND),atenciones odontologicas,exodoncias,2009-11-01,8,8
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2009-11-01,228,228
SAN LUCAS,atenciones odontologicas,exodoncias,2009-11-01,73,73
SAN MATIAS,atenciones odontologicas,exodoncias,2009-11-01,40,40
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2009-11-01,97,97
SAN PEDRO,atenciones odontologicas,exodoncias,2009-11-01,15,15
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2009-11-01,37,37
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2009-11-01,24,24
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2009-11-01,33,33
SAN RAFAEL,atenciones odontologicas,exodoncias,2009-11-01,11,11
SAN RAMON,atenciones odontologicas,exodoncias,2009-11-01,5,5
SAN RAMON,atenciones odontologicas,exodoncias,2009-11-01,31,31
SANTA ANA,atenciones odontologicas,exodoncias,2009-11-01,68,68
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2009-11-01,1585,1585
SANTA ROSA,atenciones odontologicas,exodoncias,2009-11-01,16,16
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2009-11-01,79,79
SANTIAGO DE CALLAPA,atenciones odontologicas,exodoncias,2009-11-01,4,4
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2009-11-01,28,28
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2009-11-01,26,26
SANTIVAÑES,atenciones odontologicas,exodoncias,2009-11-01,18,18
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2009-11-01,9,9
SAPAHAQUI,atenciones odontologicas,exodoncias,2009-11-01,173,173
SENA,atenciones odontologicas,exodoncias,2009-11-01,16,16
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2009-11-01,23,23
SICAYA,atenciones odontologicas,exodoncias,2009-11-01,2,2
SIPE SIPE,atenciones odontologicas,exodoncias,2009-11-01,78,78
SOPACHUY,atenciones odontologicas,exodoncias,2009-11-01,49,49
SORACACHI,atenciones odontologicas,exodoncias,2009-11-01,30,30
SORATA,atenciones odontologicas,exodoncias,2009-11-01,105,105
SUCRE,atenciones odontologicas,exodoncias,2009-11-01,758,758
TACACOMA,atenciones odontologicas,exodoncias,2009-11-01,54,54
TACOPAYA,atenciones odontologicas,exodoncias,2009-11-01,4,4
TAHUA,atenciones odontologicas,exodoncias,2009-11-01,11,11
TAPACARI,atenciones odontologicas,exodoncias,2009-11-01,59,59
TARABUCO,atenciones odontologicas,exodoncias,2009-11-01,66,66
TARATA,atenciones odontologicas,exodoncias,2009-11-01,4,4
TARIJA,atenciones odontologicas,exodoncias,2009-11-01,860,860
TARVITA,atenciones odontologicas,exodoncias,2009-11-01,90,90
TEOPONTE,atenciones odontologicas,exodoncias,2009-11-01,31,31
TIAWANACU,atenciones odontologicas,exodoncias,2009-11-01,158,158
TINGUIPAYA,atenciones odontologicas,exodoncias,2009-11-01,19,19
TIPUANI,atenciones odontologicas,exodoncias,2009-11-01,22,22
TIQUIPAYA,atenciones odontologicas,exodoncias,2009-11-01,95,95
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2009-11-01,91,91
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2009-11-01,14,14
TOCO,atenciones odontologicas,exodoncias,2009-11-01,20,20
TOLATA,atenciones odontologicas,exodoncias,2009-11-01,49,49
TOLEDO,atenciones odontologicas,exodoncias,2009-11-01,24,24
TOMAVE,atenciones odontologicas,exodoncias,2009-11-01,40,40
TOMINA,atenciones odontologicas,exodoncias,2009-11-01,142,142
TORO TORO,atenciones odontologicas,exodoncias,2009-11-01,11,11
TOTORA(CBBA),atenciones odontologicas,exodoncias,2009-11-01,39,39
TOTORA(ORR),atenciones odontologicas,exodoncias,2009-11-01,1,1
TRIGAL,atenciones odontologicas,exodoncias,2009-11-01,28,28
TRINIDAD,atenciones odontologicas,exodoncias,2009-11-01,478,478
TUPIZA,atenciones odontologicas,exodoncias,2009-11-01,107,107
TURCO,atenciones odontologicas,exodoncias,2009-11-01,43,43
UMALA,atenciones odontologicas,exodoncias,2009-11-01,13,13
UNCIA,atenciones odontologicas,exodoncias,2009-11-01,41,41
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2009-11-01,121,121
URUBICHA,atenciones odontologicas,exodoncias,2009-11-01,21,21
UYUNI,atenciones odontologicas,exodoncias,2009-11-01,78,78
VACAS,atenciones odontologicas,exodoncias,2009-11-01,31,31
VALLEGRANDE,atenciones odontologicas,exodoncias,2009-11-01,33,33
VIACHA,atenciones odontologicas,exodoncias,2009-11-01,89,89
VILA VILA,atenciones odontologicas,exodoncias,2009-11-01,8,8
VILLA MONTES,atenciones odontologicas,exodoncias,2009-11-01,255,255
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2009-11-01,62,62
VILLA RIVERO,atenciones odontologicas,exodoncias,2009-11-01,6,6
VILLA SERRANO,atenciones odontologicas,exodoncias,2009-11-01,66,66
VILLA TUNARI,atenciones odontologicas,exodoncias,2009-11-01,157,157
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2009-11-01,24,24
VILLAZON,atenciones odontologicas,exodoncias,2009-11-01,154,154
VINTO,atenciones odontologicas,exodoncias,2009-11-01,10,10
VITICHI,atenciones odontologicas,exodoncias,2009-11-01,17,17
WALDO BALLIVIAN,atenciones odontologicas,exodoncias,2009-11-01,28,28
WARNES,atenciones odontologicas,exodoncias,2009-11-01,212,212
YACO,atenciones odontologicas,exodoncias,2009-11-01,28,28
YACUIBA,atenciones odontologicas,exodoncias,2009-11-01,524,524
YAMPARAEZ,atenciones odontologicas,exodoncias,2009-11-01,22,22
YANACACHI,atenciones odontologicas,exodoncias,2009-11-01,30,30
YAPACANI,atenciones odontologicas,exodoncias,2009-11-01,155,155
YOCALLA,atenciones odontologicas,exodoncias,2009-11-01,10,10
YOTALA,atenciones odontologicas,exodoncias,2009-11-01,26,26
YUNCHARA,atenciones odontologicas,exodoncias,2009-11-01,68,68
ZUDAÑEZ,atenciones odontologicas,exodoncias,2009-11-01,23,23
ACHACACHI,atenciones odontologicas,exodoncias,2009-12-01,161,161
ACHOCALLA,atenciones odontologicas,exodoncias,2009-12-01,31,31
AIQUILE,atenciones odontologicas,exodoncias,2009-12-01,6,6
ALALAY,atenciones odontologicas,exodoncias,2009-12-01,7,7
ALCALA,atenciones odontologicas,exodoncias,2009-12-01,27,27
ANCORAIMES,atenciones odontologicas,exodoncias,2009-12-01,45,45
ANDAMARCA,atenciones odontologicas,exodoncias,2009-12-01,4,4
ANTEQUERA,atenciones odontologicas,exodoncias,2009-12-01,14,14
ANZALDO,atenciones odontologicas,exodoncias,2009-12-01,9,9
APOLO,atenciones odontologicas,exodoncias,2009-12-01,47,47
ARANI,atenciones odontologicas,exodoncias,2009-12-01,35,35
ARBIETO,atenciones odontologicas,exodoncias,2009-12-01,7,7
ARQUE,atenciones odontologicas,exodoncias,2009-12-01,21,21
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2009-12-01,40,40
ATOCHA,atenciones odontologicas,exodoncias,2009-12-01,8,8
AYATA,atenciones odontologicas,exodoncias,2009-12-01,42,42
AYO AYO,atenciones odontologicas,exodoncias,2009-12-01,26,26
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2009-12-01,53,53
AZURDUY,atenciones odontologicas,exodoncias,2009-12-01,19,19
BATALLAS,atenciones odontologicas,exodoncias,2009-12-01,60,60
BAURES,atenciones odontologicas,exodoncias,2009-12-01,63,63
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2009-12-01,17,17
BELLA FLOR,atenciones odontologicas,exodoncias,2009-12-01,16,16
BERMEJO,atenciones odontologicas,exodoncias,2009-12-01,235,235
BETANZOS,atenciones odontologicas,exodoncias,2009-12-01,73,73
BOLIVAR,atenciones odontologicas,exodoncias,2009-12-01,18,18
BOLPEBRA,atenciones odontologicas,exodoncias,2009-12-01,23,23
BOYUIBE,atenciones odontologicas,exodoncias,2009-12-01,12,12
BUENA VISTA,atenciones odontologicas,exodoncias,2009-12-01,15,15
CABEZAS,atenciones odontologicas,exodoncias,2009-12-01,63,63
CAIROMA,atenciones odontologicas,exodoncias,2009-12-01,64,64
"CAIZA ""D""",atenciones odontologicas,exodoncias,2009-12-01,21,21
CAJUATA,atenciones odontologicas,exodoncias,2009-12-01,20,20
CALACOTO,atenciones odontologicas,exodoncias,2009-12-01,87,87
CALAMARCA,atenciones odontologicas,exodoncias,2009-12-01,48,48
CAMARGO,atenciones odontologicas,exodoncias,2009-12-01,40,40
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2009-12-01,24,24
CAMIRI,atenciones odontologicas,exodoncias,2009-12-01,167,167
CAPINOTA,atenciones odontologicas,exodoncias,2009-12-01,3,3
CAQUIAVIRI,atenciones odontologicas,exodoncias,2009-12-01,41,41
CARACOLLO,atenciones odontologicas,exodoncias,2009-12-01,109,109
CARANAVI,atenciones odontologicas,exodoncias,2009-12-01,47,47
CARAPARI,atenciones odontologicas,exodoncias,2009-12-01,73,73
CARIPUYO,atenciones odontologicas,exodoncias,2009-12-01,15,15
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2009-12-01,30,30
CATACORA,atenciones odontologicas,exodoncias,2009-12-01,14,14
CHALLAPATA,atenciones odontologicas,exodoncias,2009-12-01,112,112
CHARAGUA,atenciones odontologicas,exodoncias,2009-12-01,121,121
CHARAÑA,atenciones odontologicas,exodoncias,2009-12-01,66,66
CHAYANTA,atenciones odontologicas,exodoncias,2009-12-01,74,74
CHIMORE,atenciones odontologicas,exodoncias,2009-12-01,50,50
CHOQUE COTA,atenciones odontologicas,exodoncias,2009-12-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2009-12-01,79,79
CHUMA,atenciones odontologicas,exodoncias,2009-12-01,123,123
CLIZA,atenciones odontologicas,exodoncias,2009-12-01,43,43
COBIJA,atenciones odontologicas,exodoncias,2009-12-01,157,157
COCHABAMBA,atenciones odontologicas,exodoncias,2009-12-01,1616,1616
COIPASA,atenciones odontologicas,exodoncias,2009-12-01,3,3
COLCAPIRHUA,atenciones odontologicas,exodoncias,2009-12-01,66,66
"COLCHA ""K""",atenciones odontologicas,exodoncias,2009-12-01,19,19
COLLANA,atenciones odontologicas,exodoncias,2009-12-01,17,17
COLOMI,atenciones odontologicas,exodoncias,2009-12-01,10,10
COLPA BELGICA,atenciones odontologicas,exodoncias,2009-12-01,12,12
COLQUECHACA,atenciones odontologicas,exodoncias,2009-12-01,20,20
COLQUENCHA,atenciones odontologicas,exodoncias,2009-12-01,13,13
COLQUIRI,atenciones odontologicas,exodoncias,2009-12-01,19,19
COMANCHE,atenciones odontologicas,exodoncias,2009-12-01,2,2
COMARAPA,atenciones odontologicas,exodoncias,2009-12-01,50,50
COPACABANA,atenciones odontologicas,exodoncias,2009-12-01,71,71
CORIPATA,atenciones odontologicas,exodoncias,2009-12-01,33,33
CORO CORO,atenciones odontologicas,exodoncias,2009-12-01,26,26
COROICO,atenciones odontologicas,exodoncias,2009-12-01,121,121
CORQUE,atenciones odontologicas,exodoncias,2009-12-01,23,23
COTAGAITA,atenciones odontologicas,exodoncias,2009-12-01,45,45
COTOCA,atenciones odontologicas,exodoncias,2009-12-01,58,58
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2009-12-01,59,59
CUEVO,atenciones odontologicas,exodoncias,2009-12-01,3,3
CULPINA,atenciones odontologicas,exodoncias,2009-12-01,22,22
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2009-12-01,24,24
CURVA,atenciones odontologicas,exodoncias,2009-12-01,7,7
DESAGUADERO,atenciones odontologicas,exodoncias,2009-12-01,48,48
EL ALTO,atenciones odontologicas,exodoncias,2009-12-01,2582,2582
EL PUENTE(STC),atenciones odontologicas,exodoncias,2009-12-01,49,49
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2009-12-01,68,68
EL TORNO,atenciones odontologicas,exodoncias,2009-12-01,80,80
EL VILLAR,atenciones odontologicas,exodoncias,2009-12-01,30,30
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-12-01,175,175
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-12-01,18,18
EUCALIPTUS,atenciones odontologicas,exodoncias,2009-12-01,23,23
EXALTACION,atenciones odontologicas,exodoncias,2009-12-01,30,30
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2009-12-01,37,37
FILADELFIA,atenciones odontologicas,exodoncias,2009-12-01,26,26
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2009-12-01,46,46
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2009-12-01,71,71
GUANAY,atenciones odontologicas,exodoncias,2009-12-01,20,20
GUAQUI,atenciones odontologicas,exodoncias,2009-12-01,76,76
GUAYARAMERIN,atenciones odontologicas,exodoncias,2009-12-01,181,181
GUTIERREZ,atenciones odontologicas,exodoncias,2009-12-01,123,123
HUACARETA,atenciones odontologicas,exodoncias,2009-12-01,47,47
HUACHACALLA,atenciones odontologicas,exodoncias,2009-12-01,15,15
HUANUNI,atenciones odontologicas,exodoncias,2009-12-01,85,85
HUARACAJE,atenciones odontologicas,exodoncias,2009-12-01,10,10
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2009-12-01,10,10
ICHOCA,atenciones odontologicas,exodoncias,2009-12-01,7,7
ICLA,atenciones odontologicas,exodoncias,2009-12-01,27,27
INCAHUASI,atenciones odontologicas,exodoncias,2009-12-01,45,45
INQUISIVI,atenciones odontologicas,exodoncias,2009-12-01,94,94
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2009-12-01,67,67
IXIAMAS,atenciones odontologicas,exodoncias,2009-12-01,48,48
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2009-12-01,71,71
LA ASUNTA,atenciones odontologicas,exodoncias,2009-12-01,50,50
LA GUARDIA,atenciones odontologicas,exodoncias,2009-12-01,81,81
LA PAZ,atenciones odontologicas,exodoncias,2009-12-01,1776,1776
LA RIVERA,atenciones odontologicas,exodoncias,2009-12-01,2,2
LAGUNILLAS,atenciones odontologicas,exodoncias,2009-12-01,5,5
LAJA,atenciones odontologicas,exodoncias,2009-12-01,99,99
LAS CARRERAS,atenciones odontologicas,exodoncias,2009-12-01,12,12
LICOMA PAMPA,atenciones odontologicas,exodoncias,2009-12-01,26,26
LLALLAGUA,atenciones odontologicas,exodoncias,2009-12-01,79,79
LLICA,atenciones odontologicas,exodoncias,2009-12-01,24,24
LORETO,atenciones odontologicas,exodoncias,2009-12-01,4,4
LURIBAY,atenciones odontologicas,exodoncias,2009-12-01,10,10
MACHACAMARCA,atenciones odontologicas,exodoncias,2009-12-01,20,20
MACHARETI,atenciones odontologicas,exodoncias,2009-12-01,23,23
MAGDALENA,atenciones odontologicas,exodoncias,2009-12-01,42,42
MAIRANA,atenciones odontologicas,exodoncias,2009-12-01,5,5
MAPIRI,atenciones odontologicas,exodoncias,2009-12-01,28,28
MECAPACA,atenciones odontologicas,exodoncias,2009-12-01,34,34
MIZQUE,atenciones odontologicas,exodoncias,2009-12-01,9,9
MOCOMOCO,atenciones odontologicas,exodoncias,2009-12-01,65,65
MOJOCOYA,atenciones odontologicas,exodoncias,2009-12-01,26,26
MONTEAGUDO,atenciones odontologicas,exodoncias,2009-12-01,37,37
MONTERO,atenciones odontologicas,exodoncias,2009-12-01,116,116
MORO MORO,atenciones odontologicas,exodoncias,2009-12-01,11,11
MOROCHATA,atenciones odontologicas,exodoncias,2009-12-01,39,39
OCURI,atenciones odontologicas,exodoncias,2009-12-01,61,61
OKINAWA,atenciones odontologicas,exodoncias,2009-12-01,25,25
OMEREQUE,atenciones odontologicas,exodoncias,2009-12-01,45,45
ORURO,atenciones odontologicas,exodoncias,2009-12-01,1033,1033
PADCAYA,atenciones odontologicas,exodoncias,2009-12-01,67,67
PADILLA,atenciones odontologicas,exodoncias,2009-12-01,25,25
PAILON,atenciones odontologicas,exodoncias,2009-12-01,50,50
PALCA,atenciones odontologicas,exodoncias,2009-12-01,31,31
PALOS BLANCOS,atenciones odontologicas,exodoncias,2009-12-01,15,15
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2009-12-01,24,24
PAMPA GRANDE,atenciones odontologicas,exodoncias,2009-12-01,16,16
PAPEL PAMPA,atenciones odontologicas,exodoncias,2009-12-01,4,4
PASORAPA,atenciones odontologicas,exodoncias,2009-12-01,8,8
PATACAMAYA,atenciones odontologicas,exodoncias,2009-12-01,35,35
PAZÑA,atenciones odontologicas,exodoncias,2009-12-01,20,20
PELECHUCO,atenciones odontologicas,exodoncias,2009-12-01,8,8
POCOATA,atenciones odontologicas,exodoncias,2009-12-01,30,30
POCONA,atenciones odontologicas,exodoncias,2009-12-01,290,290
POJO (CBBA),atenciones odontologicas,exodoncias,2009-12-01,31,31
POOPO,atenciones odontologicas,exodoncias,2009-12-01,209,209
PORCO,atenciones odontologicas,exodoncias,2009-12-01,19,19
POROMA,atenciones odontologicas,exodoncias,2009-12-01,20,20
PORTACHUELO,atenciones odontologicas,exodoncias,2009-12-01,70,70
PORVENIR,atenciones odontologicas,exodoncias,2009-12-01,42,42
POSTRER VALLE,atenciones odontologicas,exodoncias,2009-12-01,19,19
POTOSI,atenciones odontologicas,exodoncias,2009-12-01,542,542
PRESTO,atenciones odontologicas,exodoncias,2009-12-01,18,18
PUCARA,atenciones odontologicas,exodoncias,2009-12-01,16,16
PUCARANI,atenciones odontologicas,exodoncias,2009-12-01,93,93
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2009-12-01,169,169
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2009-12-01,81,81
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2009-12-01,6,6
PUERTO PEREZ,atenciones odontologicas,exodoncias,2009-12-01,10,10
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2009-12-01,17,17
PUERTO RICO,atenciones odontologicas,exodoncias,2009-12-01,80,80
PUERTO SILES,atenciones odontologicas,exodoncias,2009-12-01,18,18
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2009-12-01,60,60
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2009-12-01,88,88
PUNA,atenciones odontologicas,exodoncias,2009-12-01,65,65
PUNATA,atenciones odontologicas,exodoncias,2009-12-01,80,80
QUILLACOLLO,atenciones odontologicas,exodoncias,2009-12-01,61,61
QUIME,atenciones odontologicas,exodoncias,2009-12-01,122,122
QUIRUSILLAS,atenciones odontologicas,exodoncias,2009-12-01,2,2
RAVELO,atenciones odontologicas,exodoncias,2009-12-01,41,41
RIBERALTA,atenciones odontologicas,exodoncias,2009-12-01,418,418
