municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
"CAIZA ""D""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
CAJUATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
CALACOTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
CALAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,6,6
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,15,15
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
CAMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,8,8
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,7,7
CARACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,10,10
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,15,15
CARIPUYO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
CATACORA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,26,26
CHARAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,5,5
CHAYANTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,15,15
CHIMORE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,4,4
CHUMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,15,15
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,79,79
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,301,301
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,101,101
COLOMI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,14,14
COLPA BELGICA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,6,6
COLQUECHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,4,4
COMANCHE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,10,10
COMARAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,8,8
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,7,7
CORO CORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
COROICO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
CORQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,5,5
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,12,12
CUATRO CAÑADAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,14,14
CULPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
DESAGUADERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,244,244
EL CHORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,6,6
EL TORNO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,6,6
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,8,8
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,22,22
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
GENERAL SAAVEDRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,5,5
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,8,8
GUTIERREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,144,144
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
HUACHACALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,7,7
ICHOCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,7,7
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,12,12
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,4,4
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
IRUPANA (VILLA DE LANZA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,4,4
JESUS DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,8,8
LA GUARDIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,4,4
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,31,31
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,8,8
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,8,8
LAS CARRERAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
LICOMA PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
MACHACAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,6,6
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,17,17
MAPIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
MECAPACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,15,15
MIZQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
MOCOMOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,6,6
MOJOCOYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,8,8
MONTERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,18,18
MORO MORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
MOROCHATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,14,14
OKINAWA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
ORURO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,76,76
PADCAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
PADILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,12,12
PAILON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
PALCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,11,11
PAMPA AULLAGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,16,16
PAPEL PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,36,36
PASORAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
PAZÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,7,7
PELECHUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
POCOATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,7,7
POCONA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,9,9
POOPO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,5,5
PORCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
POROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,17,17
PORONGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
PORTACHUELO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,11,11
PORVENIR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,9,9
POSTRER VALLE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,11,11
POTOSI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,184,184
PRESTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
PUCARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,46,46
PUERTO ACOSTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
PUERTO RICO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
PUERTO SUAREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,9,9
PUNA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,42,42
PUNATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
QUILLACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,39,39
QUIME,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,30,30
QUIRUSILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
RAVELO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
SABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
SACABA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,42,42
SACABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
SAIPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,7,7
SALINAS DE GARCI MENDOZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,9,9
SAMAIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,8,8
SAN AGUSTIN,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,4,4
SAN ANDRES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
SAN ANDRES DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,5,5
SAN BORJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
SAN IGNACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
SAN JAVIER(BNI),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
SAN JAVIER(STC),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,4,4
SAN JUAN DE YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
SAN LORENZO(PND),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
SAN LORENZO(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,27,27
SAN LUCAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,16,16
SAN MIGUEL DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,9,9
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
SAN PEDRO DE CURAHUARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,4,4
SAN PEDRO DE TIQUINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,18,18
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,103,103
SANTA ROSA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,180,180
SANTIAGO DE HUARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,29,29
SANTUARIO DE QUILLACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,7,7
SAPAHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,11,11
SENA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,12,12
SICA SICA (VILLA AROMA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,5,5
SICAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,9,9
SIPE SIPE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
SOPACHUY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,5,5
SORACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,5,5
SORATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,7,7
SUCRE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,21,21
TACACOMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,22,22
TACOPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
TAPACARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,18,18
TARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,13,13
TARACO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
TARIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,17,17
TARVITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,13,13
TEOPONTE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,7,7
TIAWANACU,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,7,7
TIQUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,87,87
TIRAQUE (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,30,30
TOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
TOLATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
TOMAVE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,8,8
TOMINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,9,9
TORO TORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,6,6
TOTORA(CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,970,970
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
UMALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,4,4
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,5,5
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,24,24
VALLEGRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
VILLA RIVERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
VILLA SERRANO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
