municipality,group,variable,month,l 3.13 Nº de actividades de educación en Salud Oral,TOTAL
CHOQUE COTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
CHUMA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,10,10
CKOCHAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
CLIZA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,8,8
COBIJA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,6,6
COCAPATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,26,26
COCHABAMBA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,69,69
COLCAPIRHUA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,39,39
"COLCHA ""K""",atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
COLOMI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,23,23
COLPA BELGICA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
COLQUECHACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,11,11
COLQUENCHA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,27,27
COMANCHE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
CORO CORO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,7,7
CORQUE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,10,10
COTAGAITA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,4,4
COTOCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
CUATRO CAÑADAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,14,14
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
CULPINA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,5,5
CURAHUARA DE CARANGAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
CURVA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
DESAGUADERO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
EL ALTO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,54,54
EL PUENTE(STC),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,7,7
EL PUENTE(TJA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,53,53
EL TORNO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,13,13
EL VILLAR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,4,4
ENTRE RIOS TRJ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,44,44
ENTRE RIOS CBBA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,13,13
EUCALIPTUS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
FERNANDEZ ALONSO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,5,5
GENERAL SAAVEDRA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,7,7
GUANAY,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
GUAQUI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
GUTIERREZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,29,29
HUACARETA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,5,5
HUACHACALLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,5,5
HUANUNI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
HUAYLLAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,17,17
HUMANATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
ICHOCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
ICLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,22,22
INQUISIVI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,6,6
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,7,7
LA GUARDIA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,16,16
LA PAZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,312,312
LAGUNILLAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,8,8
LAJA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,10,10
LAS CARRERAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
LICOMA PAMPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,44,44
LLICA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
LURIBAY,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
MACHACAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
MACHARETI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
MAGDALENA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,4,4
MAIRANA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,54,54
MIZQUE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
MOCOMOCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
MOJOCOYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
MONTEAGUDO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,17,17
MONTERO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,19,19
MORO MORO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,5,5
MOROCHATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,41,41
OCURI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,6,6
OKINAWA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
ORURO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,45,45
PADCAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,10,10
PADILLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,20,20
PALCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,7,7
PALOS BLANCOS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
PAMPA AULLAGAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,4,4
PAMPA GRANDE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,8,8
PATACAMAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,8,8
PAZÑA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,6,6
PELECHUCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,6,6
POCOATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,8,8
POCONA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
POJO (CBBA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,16,16
POOPO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
PORCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
POROMA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,4,4
PORTACHUELO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
PORVENIR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,7,7
POSTRER VALLE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,5,5
POTOSI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,33,33
PRESTO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
PUCARA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
PUCARANI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,4,4
PUERTO ACOSTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
PUERTO GONZALO MORENO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,72,72
PUERTO RICO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,18,18
PUERTO SUAREZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,13,13
PUERTO VILLARROEL,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,14,14
PUNA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,5,5
PUNATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,8,8
QUILLACOLLO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,36,36
QUIME,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,7,7
RIBERALTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,7,7
