municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
YAPACANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,9,9
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
ALCALA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
ALTO BENI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,13,13
ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,4,4
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
ARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
ARBIETO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,7,7
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
ATOCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,4,4
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,16,16
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,10,10
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,7,7
BELLA FLOR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,12,12
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,10,10
BOYUIBE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
CAJUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
CALACOTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,7,7
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,9,9
CAMARGO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,4,4
CAPINOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,7,7
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,8,8
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,9,9
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,8,8
CHACARILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,11,11
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
CHARAÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,9,9
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
CHIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,10,10
COBIJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,14,14
COCHABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,7,7
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,28,28
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,8,8
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,16,16
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
COMARAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,6,6
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,9,9
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,13,13
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
DESAGUADERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
EL TORNO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,7,7
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
EXALTACION,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,4,4
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,11,11
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,4,4
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
HUARINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,4,4
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,4,4
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,10,10
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,9,9
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,4,4
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,15,15
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,10,10
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
LORETO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
MACHARETI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,7,7
MAPIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,14,14
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,9,9
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,29,29
OMEREQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
PADILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,6,6
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,4,4
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
PASORAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,12,12
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,10,10
PORONGO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
PORVENIR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,10,10
PUCARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,12,12
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,8,8
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,3,3
PUERTO RICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
PUERTO SILES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,19,19
QUIABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
QUIME,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,5,5
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,10,10
REYES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-12-01,2,2
