,group,variable,month,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE ESMORUCO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,4,4,8
SAN ANTONIO DE LOMERIO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,2,2,4
SAN BORJA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,2,0,6,7,4,3,0,0,0,0,4,7,3,23,3,5,14,1,19,10,55,56,111
SAN BUENA VENTURA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,3,1,0,0,0,3,10,13
SAN IGNACIO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,1,0,0,0,1,7,0,10,0,1,0,2,1,1,3,21,24
SAN IGNACIO DE VELASCO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,1,1,1,33,34
SAN JAVIER(BNI),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,1,0,1,13,14
SAN JAVIER(STC),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,4,0,2,1,1,1,24,25
SAN JOSE DE CHIQUITOS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,1,0,0,1,0,0,0,2,0,17,0,6,0,0,0,0,1,26,27
SAN JUAN DE YAPACANI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,1,0,0,0,13,13
SAN JULIAN,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN LORENZO(PND),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,3,3,7,6,13
SAN LUCAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,2,6,3,11,14
SAN PABLO DE LIPEZ,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,1,1,1,0,0,0,0,0,0,0,7,0,0,0,1,4,2,5,12,17
SAN PEDRO DE QUEMES,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,1,3,0,0,9,7,0,0,0,0,1,1,0,0,0,0,11,11,22
SAN PEDRO(PND),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,6,6
SAN RAFAEL,telesalud,nro de teleinterconsultas generadas n,2024-10-01,9,4,4,3,11,12,3,5,8,2,1,11,10,47,9,13,8,9,13,23,76,129,205
SAN RAMON BENI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,0,0,1,2,0,0,0,0,1,3,0,4,0,1,0,1,4,2,7,13,20
SANTIAGO DE CALLAPA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,2,2,4,8,12
SANTIAGO DE HUARI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,1,0,1,0,1,1,0,15,1,0,1,1,3,3,8,20,28
SANTUARIO DE QUILLACAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,1,4,3,7
SENA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0,0,1,1,4,5,9
SHINAOTA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,2,0,1,1,9,8,1,2,0,2,0,4,13,17,30
SICA SICA (VILLA AROMA),telesalud,nro de teleinterconsultas generadas n,2024-10-01,2,0,2,3,0,0,0,0,0,0,0,2,0,9,2,1,1,1,2,1,9,17,26
SIPE SIPE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,2,3,0,0,0,0,0,0,1,0,0,0,2,2,2,2,1,2,5,10,13,19,32
SOPACHUY,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1,11,0,1,0,0,1,0,2,14,16
SORACACHI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,0,1,0,7,4,10,14,24
SORATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,1,0,32,32
SUCRE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,6,6
TACACOMA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,1,0,0,0,1,1,1,14,1,1,0,0,1,2,1,2,6,20,26
TAHUA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,2,0,0,0,2,0,1,0,0,0,0,1,9,0,0,0,0,1,3,2,17,19
TARACO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,4,1,1,14,0,1,0,5,1,1,6,22,28
TARATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,1,0,0,1,1,7,2,0,1,0,4,4,2,0,1,1,3,2,3,16,18,34
TARIJA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,3,19,0,1,0,3,2,6,5,30,35
TARVITA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,3,4,3,3,9,23,32
TODOS SANTOS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,1,2,5,7
TOLATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,5,1,1,1,5,6,10,8,11,10,0,0,2,2,1,0,2,1,4,29,41,70
TORO TORO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,2,0,6,2,13,0,1,0,0,0,0,2,22,24
TOTORA(CBBA),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TRINIDAD,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TUPIZA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,2,0,2,2,1,1,0,0,1,0,0,1,0,33,0,8,1,1,3,1,10,47,57
TURCO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,1,0,2,2,5,10,15
UMALA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,11,2,18,20
URIONDO (A. CONCEPCION),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4,0,2,0,0,0,36,36
URUBICHA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
VACAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,4
VALLEGRANDE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,4,9,1,5,0,3,0,2,5,20,25
VIACHA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,4,4,5,6,10,19,29
VILA VILA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,1,1,7,8
VILLA CHARCAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,1,0,0,0,1,0,0,0,0,0,3,1,10,0,1,0,1,0,5,1,22,23
VILLA MONTES,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,1,2,5,10,15
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,2,3,5,8,0,0,0,0,0,0,0,0,1,0,8,11,19
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,1,6,0,16,1,2,2,1,2,0,0,0,0,0,6,25,31
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,8,0,6,2,2,0,2,0,0,0,2,0,0,0,20,2,22
VILLAZON,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,2,4
VINTO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,7,7
WALDO BALLIVIAN,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,4,1,13,0,0,0,0,0,0,1,17,18
WARNES,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,6,9,15
YAMPARAEZ,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,1,10,11
YANACACHI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,7,6,8,13,21
YAPACANI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,1,0,2,3,9,3,21,24
YOTALA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,1,0,1,1,3,1,3,7,0,1,0,4,1,5,9,19,28
YUNCHARA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,12,0,22,0,3,1,1,1,2,2,40,42
ACHOCALLA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,1,0,2,1,0,0,0,0,0,0,0,0,1,4,2,0,1,0,0,5,7,12
AIQUILE,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,1,1,0,0,2,0,1,0,3,0,0,0,2,2,9,3,12
ALCALA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,3
ANCORAIMES,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,4,1,2,2,1,4,12,16
ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,3,0,3,3,6,5,19,24
ANZALDO,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,3,2,1,2,0,1,1,1,0,15,0,0,0,0,2,4,7,25,32
APOLO,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,1,0,1,1,0,1,11,12
ARAMPAMPA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,2,0,2,1,0,0,0,0,1,0,3,0,2,1,0,0,0,1,0,3,10,13
ARQUE,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,1,1,1,1,10,1,3,0,4,0,3,0,3,1,0,0,0,4,25,29
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,1,2,1,1,1,0,0,2,0,0,0,4,1,1,4,10,14
ATOCHA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,1,1,0,0,3,0,1,1,1,0,0,1,1,4,0,2,0,3,0,1,7,13,20
AUCAPATA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,1,0,5,3,8
AYATA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,5,6
AYO AYO,telesalud,nro de teleinterconsultas generadas n,2024-11-01,1,0,0,0,0,1,0,0,1,0,0,2,1,4,0,2,0,1,5,2,8,12,20
AZURDUY,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,3,0,2,5,7,12
BATALLAS,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,1,0,3,0,0,0,0,3,0,8,0,2,0,2,1,1,5,16,21
BELEN DE ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,2,0,6,2,18,20
BELEN DE URMIRI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,1,1,1,8,4,13,11,24
BELLA FLOR,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,1,13,1,4,0,0,0,0,0,0,0,17,2,19
BERMEJO,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BUENA VISTA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
CABEZAS,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2,1,6,3,12,15
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,1,0,7,11,9,17,26
CAJUATA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,1,5,3,2,0,0,5,1,9,9,18
CALAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,0,2,1,4,5,11,16
CAMARGO,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,3
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,2,0,7,0,2,0,0,2,3,2,15,17
CAMIRI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
CAQUIAVIRI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,4,5,5,10
CARACOLLO,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,3,5
CARANAVI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2
CARAPARI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,7,3,10,7,17
CARIPUYO,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,2,0,0,1,1,2,0,0,1,8,0,1,1,1,0,0,5,13,18
CARMEN RIVERO TORREZ,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,0,1,1,9,10
CHACARILLA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
CHALLAPATA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHIMORE,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,1,1,2,5,0,5,4,7,1,1,1,3,4,3,13,25,38
CHIPAYA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,1,3,8,0,1,2,0,0,0,5,11,16
CHOQUE COTA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,3,3,6
CHUMA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,5,5,8,7,15
CHUQUIHUTA AYLLU JUCUMANI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,1,0,0,0,1,0,0,0,2,13,0,1,0,0,0,0,4,14,18
CKOCHAS,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,2,2,1,0,8,2,22,24
CLIZA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
COBIJA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,2,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5,2,7
COCAPATA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,1,0,2,2,11,5,1,1,0,0,0,0,0,1,0,0,0,1,1,5,16,15,31
COCHABAMBA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COIPASA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3
COLCAPIRHUA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,6,4,2,3,0,0,0,3,3,2,2,1,3,3,9,8,25,24,49
"COLCHA ""K""",telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,3,0,5,3,10,6,19,25
COLLANA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,1,4,3,7,9,16
COLOMI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,2,3,0,3,3,1,0,0,0,5,1,9,1,1,0,0,1,1,2,1,10,24,34
COLPA BELGICA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,5,1,6
COLQUECHACA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,2,0,0,0,3,0,1,3,0,0,0,2,0,2,0,2,3,0,3,3,12,12,24
COLQUIRI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,2,0,0,1,0,0,0,0,0,0,2,2,10,4,3,3,0,0,0,0,17,10,27
COMARAPA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,3,3,6
CONCEPCION,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,3,0,31,0,13,0,5,0,0,1,52,53
COPACABANA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,1,1,0,2,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,3,7,10
CORQUE,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,0,3,7,6,9,14,23
COTOCA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,8,0,4,0,3,0,38,38
CRUZ DE MACHACAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,11,8,11,13,24
CUATRO CAÑADAS,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,12,0,11,0,4,0,79,79
CULPINA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,10,4,16,20
CURAHUARA DE CARANGAS,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,2,0,1,0,0,0,0,12,0,1,0,2,0,2,3,17,20
CURVA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,7,5,4,4,0,0,0,4,1,0,0,0,2,0,14,13,27
EL ALTO,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,2,1,0,0,0,1,2,2,4,13,4,8,0,2,15,11,27,38,65
EL CHORO,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,5,0,35,1,7,2,7,11,8,14,63,77
EL PUENTE(STC),telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,9,0,5,4,2,5,21,26
EL PUENTE(TJA),telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3
EL VILLAR,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,6,7,9,9,18
ENTRE RIOS CBBA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,4,2,1,5,6,2,1,0,2,5,6,4,4,0,3,0,1,18,28,46
ESCARA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,3,0,0,0,0,0,9,9
ESMERALDA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,3,0,0,0,23,23
EUCALIPTUS,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,2,0,0,0,0,0,0,0,0,0,1,2,5,0,2,2,2,2,1,6,13,19
FERNANDEZ ALONSO,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,1,1,2,0,4,0,7,0,5,1,6,2,25,27
GAIOC JATUN AYLLU YURA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,3,8,11
GENERAL SAAVEDRA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,18,0,5,0,1,0,54,54
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,1,7,8
GUAQUI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,1,1,1,0,0,0,0,0,0,1,0,1,8,3,2,1,2,5,1,12,15,27
GUTIERREZ,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,4,5
HUACARETA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,3,0,9,9
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,10,0,8,2,6,0,3,3,0,5,27,32
HUACHACALLA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,2,0,0,2,0,9,0,5,0,1,0,3,2,20,22
HUANUNI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
HUARINA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,6,5,11
HUATAJATA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,1,6,7
ICLA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,3,1,3,21,24
INCAHUASI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,1,0,0,1,0,2,5,2,9,0,3,0,3,4,3,9,24,33
INQUISIVI,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,1,0,0,0,4,3,0,0,0,0,0,1,1,0,0,0,2,0,3,4,11,15
JESUS DE MACHACA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,3,0,3,0,1,1,18,19
LA ASUNTA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,1,0,1,0,0,0,0,0,2,2,6,1,1,0,2,2,0,5,13,18
LA GUARDIA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,10,3,27,2,14,2,7,2,3,10,61,71
LA PAZ,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
LA RIVERA,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,1,7,8,10,13,23
LAGUNILLAS,telesalud,nro de teleinterconsultas generadas n,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,1,2,1,0,8,5,13
