,group,variable,month,TELEDISPOSITIVOS ELECTROCARDIOGRAFO < A 6 MESES,TELEDISPOSITIVOS ELECTROCARDIOGRAFO < A 6 MESES,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 6 MESES < 1 AÑO,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 6 MESES < 1 AÑO,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 1 A 4 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 1 A 4 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 5 A 9 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 5 A 9 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 10 A 14 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 10 A 14 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 15 A 19 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 15 A 19 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 20 A 39 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 20 A 39 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 40 A 49 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 40 A 49 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 50 A 59 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 50 A 59 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 60 A MAS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 60 A MAS,TOTALES,TOTALES,TOTALES
COCAPATA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,2,9,10,14,17,31
COCHABAMBA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,7,8,2,8,4,8,37,20,50,45,95
COLCAPIRHUA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,2,4,3,11,6,17
"COLCHA ""K""",telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,1,0,1,8,9
COLLANA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,2,0,1,0,1,0,0,0,3,4,0,2,0,0,2,3,9,9,18
COLOMI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,1,0,0,0,11,0,7,0,2,1,0,2,0,6,4,9,25,34
COLQUECHACA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,1,6,10,9,15,0,0,1,2,0,1,16,29,45
CONCEPCION,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,2,0,0,7,2,10,9,19
CORO CORO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,46,0,26,1,2,0,0,0,0,0,74,1,75
COROICO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8,3,11,3,14
CORQUE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,1,0,14,2,16
COTOCA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,3,10,2,9,0,2,5,7,10,30,40
CRUZ DE MACHACAMARCA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CUATRO CAÑADAS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,1,1,3,5,1,12,6,18
CULPINA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CURAHUARA DE CARANGAS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
EL CHORO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,4,0,4
EL PUENTE(STC),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,3,2,5,4,2,8,15,23
EL PUENTE(TJA),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1,8,2,2,2,1,3,5,8,18,26
EL VILLAR,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,10,12,0,0,10,0,0,0,0,0,20,12,32
ENTRE RIOS CBBA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,2,0,2,4,3,1,6,0,0,0,0,5,13,18
ESCOMA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,3
ESMERALDA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,6
EUCALIPTUS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
EUREKA (SANTOS MERCADO),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,0,2,0,0,3,7,10
FERNANDEZ ALONSO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,2,1,3,4,3,9,12,21
GAIOC JATUN AYLLU YURA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
GRAL. J.J. PEREZ (CHARAZANI),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,1,0,0,0,0,1,9,10
GUANAY,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,1,3,4,5,11,16
GUAQUI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
HUACARETA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,1,1,0,3,0,1,1,0,1,0,0,0,0,5,3,8
HUACAYA (VILLA DE HUACAYA),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,4,3,7
ICLA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,0,2,2,9,11
INCAHUASI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
INQUISIVI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,4,0,3,0,10,5,5,0,7,6,7,11,36,47
IRUPANA (VILLA DE LANZA),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,2,0,1,1,1,3,5,4,7,2,3,9,3,19,22,41
LA ASUNTA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,1,1,2,1,2,0,0,3,10,1,5,0,5,0,0,6,25,31
LA GUARDIA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,4,7,8,17,25
LAJA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
LICOMA PAMPA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,2,4,26,34,1,0,0,1,0,0,0,0,29,39,68
LLALLAGUA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,1,0,1,2,4,5,1,2,1,3,7,15,15,27,42
LURIBAY,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,10,4,0,0,2,4,1,2,3,1,0,0,16,11,27
MACHACAMARCA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MACHARETI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,1,6,7
MAIRANA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,5,2,2,8,11,14,27,41
MIZQUE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,2,1,5,8,9,14,23
MOCOMOCO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
MOJINETE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,1,4
MONTEAGUDO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,2,4,4,8
NUEVO MANOA (NUEVA ESPERANZA),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
OCURI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,1,0,1,1,3,16,3,1,0,1,5,4,13,23,36
OMEREQUE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,2,4,6,6,12
ORURO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,3,4,11,7,18
PADCAYA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,2,4,3,9,6,20,26
PAILON,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,2,4,2,8,8,16
PALCA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,1,5,6
PAMPA GRANDE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,3,3,5,8
PAPEL PAMPA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,3,4,1,2,2,11,9,20
PATACAMAYA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,1,0,2,2,0,2,3,1,3,1,7,4,4,10,20,30
PELECHUCO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,2,4,6
POCOATA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POOPO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,2,1,3,1,1,5,0,2,0,0,0,1,6,10,16
PORCO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,4,5
POROMA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
POTOSI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,1,1,0,0,5,2,0,6,11,8,7,20,5,8,6,17,7,12,42,74,116
PUCARANI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,3,0,3,9,7,9,20,29
PUERTO ACOSTA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,6,6,0,0,0,1,1,0,0,1,5,1,12,9,21
PUERTO CARABUCO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,2,0,0,0,0,0,14,14
PUERTO RICO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,6,1,7
PUERTO SUAREZ,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,1,6,9,5,3,12,8,10,19,33,41,74
PUERTO VILLARROEL,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,1,2,2,7,14,3,14,5,6,7,14,24,51,75
PUNATA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,2,0,6,1,5,8,16,24
QUIABAYA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,1,1,2,7,5,13,18
QUILLACOLLO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,2,8,13,4,10,5,19,11,23,29,67,96
QUIRUSILLAS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,3,6,6,12
RAVELO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,1,0,0,0,0,0,1,0,1,4,4,10,1,3,0,1,0,3,8,21,29
ROBORE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,2,2,7,1,11,8,19
RURRENABAQUE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,4,1,7,3,10
SACABA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,2,0,0,0,1,4,8,17,5,18,8,15,18,27,42,81,123
SALINAS DE GARCI MENDOZA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,1,0,3,6,9
SAMAIPATA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,1,0,2,1,0,0,0,3,1,6,2,3,8,5,14,18,32
SAN ANTONIO DE ESMORUCO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,1,0,0,0,1,0,1,4,1,0,0,1,1,1,5,6,11
SAN BORJA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,1,1,0,1,1,11,6,7,2,10,7,22,17,52,34,86
SAN IGNACIO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,4,6,10
SAN IGNACIO DE VELASCO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,1,7,8
SAN JAVIER(BNI),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,6,26,0,0,5,5,0,0,11,31,42
SAN JAVIER(STC),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,1,1,0,1,0,1,0,5,0,4,3,6,4,5,8,23,31
SAN JUAN DE YAPACANI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN JULIAN,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,3,0,0,0,0,2,8,10
SAN LORENZO(PND),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,2,0,2,0,0,1,3,0,3,0,3,2,3,3,16,19
SAN LUCAS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,5,5,11,8,20,28
SAN PABLO DE LIPEZ,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO(PND),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN RAMON BENI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,3,4,7
SANTIAGO DE HUARI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2
SENA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,1,0,4,3,7
SHINAOTA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,2,0,0,0,2,3,1,2,0,2,0,4,5,11,16
SIPE SIPE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,1,1,2,2,1,4,11,2,12,3,6,10,21,22,54,76
SOPACHUY,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,2,5,5,10
SORACACHI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,6,5,11
SUCRE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,1,0,0,0,0,1,0,1,6,25,1,1,1,2,1,1,10,31,41
TACACOMA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,11
TAHUA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
TARIJA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,13,4,0,1,0,3,5,6,18,16,34
TARVITA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,3,2,2,4,5,2,2,2,2,2,2,4,3,16,19,35
TOCO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,3
TODOS SANTOS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,0,2,2,8,10
TOLATA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,4,1,10,0,10,2,0,5,2,2,2,2,5,6,33,18,51
TOTORA(CBBA),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,1,2,0,0,0,0,0,13,0,0,19,0,15,0,0,15,35,50
TURCO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
UMALA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,7,5,10,15
UNCIA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,3
URIONDO (A. CONCEPCION),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,0,0,10,10
URUBICHA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,4,4,6,7,13
UYUNI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,4,0,6,4,10
VACAS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,1,2,0,0,2,2,10,14,3,3,2,1,4,3,22,25,47
VIACHA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,47,1,5,8,4,2,2,7,3,11,61,29,90
VILA VILA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
VILLA CHARCAS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,1,0,1,1,7,8
VILLA MONTES,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,2,1,0,2,0,2,1,3,6,12,4,6,5,8,18,34,52
VILLA NUEVA (LOMA ALTA),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,9,7,17,8,0,0,0,0,0,0,0,0,0,0,26,15,41
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2
VILLAZON,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,0,0,3,5,8
VINTO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,1,2,2,8,10
WALDO BALLIVIAN,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,2,1,0,0,4,6,0,2,0,0,0,0,0,0,6,9,15
WARNES,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,15,10,5,19,6,4,6,0,0,33,32,65
YAMPARAEZ,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,1,2,0,1,1,10,6,16
YANACACHI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,8,3,1,4,8,15,23,38
YUNCHARA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,6,3,5,5,16,21
ZUDAÑEZ,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,4,2,7,9
ACHOCALLA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,3,1,1,0,3,1,14,15
ALCALA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,1,0,2,0,0,7,4,11
ANCORAIMES,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
ANDAMARCA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,7,4,11
ANZALDO,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,3,1,7,8
ARAMPAMPA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,2,1,2,1,8,6,14
ASCENCION DE GUARAYOS,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,5,0,10,2,1,1,3,2,0,5,19,24
ATOCHA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,2,1,0,4,1,0,0,5,1,5,1,0,0,0,5,15,20
AUCAPATA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,1,4,3,7
AYATA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,2,6,4,10
AYO AYO,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,3,4
BATALLAS,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,2,2,15,0,1,0,4,3,5,6,27,33
BELEN DE URMIRI,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BERMEJO,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,8,0,0,13,17,30
CABEZAS,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,1,5,4,12,16
"CAIZA ""D""",telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1,1,3,5,8
CAJUATA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,1,2,8,5,2,2,0,0,0,2,3,1,14,12,26
CALAMARCA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,5,2,7,5,13,18
CAMATAQUI (C. VILLA ABECIA),telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2
CAMIRI,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,2,2,5,7
CAQUIAVIRI,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,5,9,6,12,18
CARACOLLO,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
CARANAVI,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,1,1,1,0,2,1,1,5,1,1,1,5,4,8,7,21,18,39
CARAPARI,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,3,1,1,12,14,16,23,39
CHACARILLA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,9,0,10,0,14,0,0,0,0,0,0,0,0,0,33,0,33
CHALLAPATA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,3,2,0,1,4,6,9,15
CHIMORE,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,1,1,1,2,2,6,3,24,5,6,3,4,5,8,20,51,71
CHULUMANI (V. DE LA LIBERTAD),telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,1,0,6,5,10,8,18
CHUQUIHUTA AYLLU JUCUMANI,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
CKOCHAS,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CLIZA,telesalud,teledispositivos electrocardiografo,2024-11-01,0,0,0,0,1,0,0,1,0,3,0,0,8,8,2,4,5,4,10,19,26,39,65
