,group,variable,month,NRO DE TELEINTERCONSULTAS GENERADAS S < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS S < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS S 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS S 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS S 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 60 A MAS,NRO DE TELEINTERCONSULTAS GENERADAS S 60 A MAS,TOTALES,TOTALES,TOTALES
CATACORA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,3
CHACARILLA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,7,7
COLCAPIRHUA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
"COLCHA ""K""",telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COLQUECHACA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,2,0,1,3,1,0,0,1,0,3,0,0,0,0,0,0,4,7,11
COLQUIRI,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3
COMANCHE,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,3
CORQUE,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3
CUATRO CAÑADAS,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CULPINA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CURVA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,1,1,6,7
EL PUENTE(TJA),telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
ESMERALDA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,3,5
EUCALIPTUS,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,2,2,3,7,10
GAIOC JATUN AYLLU YURA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
GUAQUI,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACARETA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUATAJATA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
ICLA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
IRUPANA (VILLA DE LANZA),telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
JESUS DE MACHACA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,1,0,1,9,10
LA RIVERA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,8
LAJA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
LICOMA PAMPA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
LLICA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,10,10
MACHACAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MAIRANA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
MOCOMOCO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,3,3,6
MOJINETE,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,5
OCURI,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ORURO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,8,11,10,13,21,34
PAILON,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,1,2,7,5,12
PAPEL PAMPA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PELECHUCO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCOATA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
POOPO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,0,1,6,7
PUERTO GONZALO MORENO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PUERTO SUAREZ,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,3,3,7,10
PUNATA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
QUIABAYA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
RAVELO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,2,0,0,0,0,0,0,0,0,2,3,4,12,0,0,1,0,0,0,7,17,24
RIBERALTA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,1,2,8,3,11
ROBORE,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
RURRENABAQUE,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,10,2,24,0,2,0,3,1,1,4,40,44
SACABA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,5,5,5,10
SACABAMBA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
SAMAIPATA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN AGUSTIN,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,3,0,1,6,4,10
SAN ANDRES DE MACHACA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BENITO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,1,1,1,6,5,11
SAN LUCAS,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
SAN PABLO DE LIPEZ,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE CURAHUARA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE QUEMES,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2
SAN PEDRO(PND),telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTIAGO DE MACHACA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SICA SICA (VILLA AROMA),telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
SIPE SIPE,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,1,3,6,9
SORATA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TAHUA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TARIJA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,1,2,5,7
TARVITA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TOCO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,3,4,5,9
TOLATA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,2,4,4,5,2,0,0,0,0,10,8,18
TOTORA(CBBA),telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TUPIZA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,8,8
TURCO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UNCIA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VACAS,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
VILA VILA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
VILLA CHARCAS,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,5,3,8,11
VILLA MONTES,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,2,4,4,8
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
VILLAZON,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VINTO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
YANACACHI,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,4,3,7
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,1,0,1,1,5,8,13
