,group,variable,month,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TOTALES,TOTALES,TOTALES
ROBORE,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,4,2,10,1,5,0,2,4,5,7,26,33
SACABA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,2,1,0,1,0,7,10,4,11,5,11,15,20,33,54,87
SAMAIPATA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,1,2,0,2,5,12,2,3,2,3,4,6,14,28,42
SAN ANDRES DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,1,1,2,0,0,1,2,0,0,0,1,2,0,4,6,10
SAN ANTONIO DE ESMORUCO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,1,3,0,3,2,1,1,10,2,9,0,11,2,0,10,5,18,42,60
SAN BENITO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,1,5,7,7,8,8,5,3,2,24,23,47
SAN PABLO DE LIPEZ,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,16,0,16
SANTIAGO DE CALLAPA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,3,2,8,10
SANTIAGO DE HUARI,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,1,0,1,2,0,4,7,11
SANTIAGO DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3,5,4,9
SICA SICA (VILLA AROMA),telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,4,5
SIPE SIPE,telesalud,teledispositivos monitor de signos vitales,2024-12-01,1,1,0,0,1,0,1,0,0,1,0,4,1,4,0,1,1,2,8,7,13,20,33
TARATA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,1,0,0,0,2,0,0,0,1,0,5,0,1,4,1,2,2,11,13,17,30
TARVITA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,3,0,37,10,3,8,6,6,34,3,83,27,110
TOCO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
TOLATA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,1,0,0,0,1,7,8,12,5,3,2,1,10,8,27,31,58
TOMINA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,3,1,7,11,2,2,11,6,7,11,12,9,18,14,21,17,16,19,11,17,108,107,215
TURCO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
UNCIA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,1,3,0,2,2,0,2,0,1,1,1,6,7,13
URIONDO (A. CONCEPCION),telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,1,7,1,2,1,0,0,0,3,10,13
UYUNI,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,4,2,7,9
VACAS,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,3,2,6,8
VALLEGRANDE,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,1,0,1,2,0,2,0,6,2,5,0,6,2,2,6,23,29
VILA VILA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,2,1,8,9
VILLA CHARCAS,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
VILLA SERRANO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,2,4,3,7
VINTO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,1,1,2,4,10,14
YOTALA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,2,25,6,18,2,4,13,13,23,61,84
