,group,variable,month,17.23 COVID-19 1RA DOSIS DENTRO,17.23 COVID-19 1RA DOSIS DENTRO,17.23 COVID-19 1RA DOSIS FUERA,17.23 COVID-19 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
ICLA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,0,0,0,2,0,2
INCAHUASI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,7,7,6,10,13,23
INGAVI (HUMAITA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,2,4,2,4,6
INQUISIVI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,7,12,10,15,17,27,44
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,5,35,36,40,41,81
IXIAMAS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,5,5,3,8,8,16
JESUS DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,7,21,23,25,30,55
LA ASUNTA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,9,13,19,16,28,29,57
LA GUARDIA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,8,11,1,1,9,12,21
LA PAZ,otras vacunaciones,covid-19 1ra dosis,2023-09-01,110,141,149,81,259,222,481
LAJA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,41,30,24,22,65,52,117
LAS CARRERAS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,3,1,4,1,5
LICOMA PAMPA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,7,7,3,2,10,9,19
LURIBAY,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,2,0,2,3,4,7
MACHACAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,7,7,9,10,16,26
MAGDALENA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,0,19,20,22,20,42
MALLA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,3,4,3,4,7
MAPIRI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,2,0,0,0,2,2
MIZQUE,otras vacunaciones,covid-19 1ra dosis,2023-09-01,21,9,12,11,33,20,53
MOCOMOCO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,2,5,5,6,7,13
MONTEAGUDO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,1,1,2,1,3
MOROCHATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,17,19,25,44,42,63,105
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,4,7,4,7,11
NAZACARA DE PACAJES,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,1,1,1,1,2
OMEREQUE,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,8,6,8,6,14
ORURO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,42,27,35,45,77,72,149
PADILLA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,6,5,14,10,20,30
PAMPA AULLAGAS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,5,4,9,6,14,20
PAPEL PAMPA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,2,0,2,0,2
PASORAPA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,8,15,8,15,23
PATACAMAYA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,12,7,0,0,12,7,19
PAZÑA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,1,9,9,9,10,19
PELECHUCO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,2,7,7,9,9,18
POCOATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,8,8,8,8,16
POCONA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,2,26,14,28,16,44
POJO (CBBA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,7,5,23,24,30,29,59
POOPO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,1,4,5,6,6,12
PORONGO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,0,0,1,0,1
PORVENIR,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,1,0,1,0,2,2
POTOSI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,9,1,4,7,13,8,21
PUCARANI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,8,5,4,10,12,22
PUERTO ACOSTA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,3,3,0,5,3,8
PUERTO CARABUCO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,4,11,10,14,14,28
PUERTO PEREZ,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,4,7,4,7,11
PUERTO QUIJARRO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,3,0,0,4,3,7
PUERTO VILLARROEL,otras vacunaciones,covid-19 1ra dosis,2023-09-01,46,49,75,54,121,103,224
PUNATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,6,15,64,120,70,135,205
QUIABAYA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,8,6,8,6,14
QUILLACOLLO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,30,48,338,345,368,393,761
QUIME,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,6,6,14,7,20,27
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,19,12,12,16,31,47
RAVELO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,1,27,19,29,20,49
RIBERALTA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,6,4,10,0,16,4,20
ROBORE,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,1,0,0,0,1,1
SABAYA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,6,6,11,19,17,25,42
SACABA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,47,44,329,383,376,427,803
SACABAMBA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,4,5,2,8,6,14
SACACA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,2,1,3,1,5,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,1,8,5,11,6,17
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,3,7,12,12,15,27
SAN BENITO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,20,21,1,2,21,23,44
SAN BORJA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,4,3,8,4,12,16
SAN BUENA VENTURA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,2,3,3,3,6
SAN IGNACIO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,78,82,45,33,123,115,238
SAN JAVIER(BNI),otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,4,2,0,3,4,7
SAN LUCAS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,1,0,0,0,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,1,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,7,0,1,2,8,10
SAN PEDRO DE QUEMES,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,1,1,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,4,1,0,2,4,6
SAN PEDRO(PND),otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,3,2,3,2,5
SAN RAMON BENI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,157,145,40,29,197,174,371
SANTIAGO DE HUARI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,8,5,18,9,26,14,40
SANTIAGO DE HUATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,0,5,3,7,3,10
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,1,1,7,1,8,9
SANTIVAÑES,otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,2,1,1,6,3,9
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,1,7,1,7,8
SAPAHAQUI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,12,7,12,7,19
SENA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,16,15,16,15,31
SHINAOTA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,8,8,65,37,73,45,118
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,23,25,46,50,69,75,144
SICAYA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,8,13,16,32,24,45,69
SIPE SIPE,otras vacunaciones,covid-19 1ra dosis,2023-09-01,15,27,107,140,122,167,289
SORACACHI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,9,9,9,7,18,16,34
SORATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,13,6,6,6,19,25
SUCRE,otras vacunaciones,covid-19 1ra dosis,2023-09-01,26,21,15,28,41,49,90
TACACHI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,2,0,2,0,2
TACACOMA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,9,18,10,0,19,18,37
TACOPAYA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,12,15,63,50,75,65,140
TAPACARI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,21,21,38,53,59,74,133
TARABUCO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,1,6,8,8,9,17
TARACO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,4,1,3,2,7,9
TARATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,3,16,7,19,10,29
TARIJA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,8,2,0,0,8,2,10
TARVITA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,1,4,11,6,12,18
TEOPONTE,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,3,13,24,14,27,41
TIAHUANACU,otras vacunaciones,covid-19 1ra dosis,2023-09-01,7,11,7,9,14,20,34
TINGUIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,0,1,0,1,1
TIPUANI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,3,1,5,1,8,9
TIQUIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,11,14,28,19,39,33,72
TIRAQUE (CBBA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,19,44,65,103,84,147,231
TOCO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,2,5,3,6,5,11
TOLATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,5,1,5,1,6
TOLEDO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,21,12,4,6,25,18,43
TOMINA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,2,1,0,5,2,7
TORO TORO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,1,1,0,3,1,4
TOTORA(CBBA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,7,13,18,21,25,34,59
TOTORA(ORR),otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,7,3,2,7,9,16
TRINIDAD,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,5,2,4,2,9,11
TUPIZA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,2,0,0,1,2,3
TURCO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,0,0,0,5,0,5
UNCIA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,1,5,12,6,13,19
VACAS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,2,22,38,24,40,64
VIACHA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,7,2,11,2,18,4,22
VILA VILA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,1,1,1,2,2,4
VILLA MONTES,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,2,7,0,9,2,11
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,18,24,18,24,42
VILLA RIVERO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,28,45,83,103,111,148,259
VILLA SERRANO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,1,2,0,4,1,5
VILLA TUNARI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,54,75,352,291,406,366,772
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,1,9,10,10,11,21
VINTO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,26,53,19,49,45,102,147
VITICHI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,0,0,1,0,1
WALDO BALLIVIAN,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,0,2,1,2,3
WARNES,otras vacunaciones,covid-19 1ra dosis,2023-09-01,14,16,0,0,14,16,30
YACO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,6,6,3,3,9,9,18
YACUIBA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,14,4,2,2,16,6,22
YANACACHI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,4,1,4,4,8,12
YAPACANI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,8,0,3,0,11,0,11
YUNGUYO DE LITORAL,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,1,0,0,2,1,3
ZUDAÑEZ,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,2,4,2,4,6
ACHACACHI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,2,52,75,52,77,129
ACHOCALLA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,4,14,12,17,16,33
AIQUILE,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,1,17,22,17,23,40
ALALAY,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,3,3,3,3,6
ALTO BENI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,7,0,2,3,9,3,12
ANCORAIMES,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,4,13,13,16,17,33
ANDAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,0,0,0,3,0,3
ANZALDO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,6,7,6,7,13
APOLO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,0,6,5,7,5,12
ARANI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,0,59,45,61,45,106
ARQUE,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,7,1,3,4,10,14
ATOCHA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,0,0,4,1,4,5
AUCAPATA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,1,3,1,3,4
AYATA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,4,3,22,25,26,28,54
AYO AYO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,4,6,3,7,7,14
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,1,6,5,6,6,12
AZURDUY,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,1,2,1,2,2,4
BATALLAS,otras vacunaciones,covid-19 1ra dosis,2023-10-01,10,15,24,40,34,55,89
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,2,2,2,2,4
BELLA FLOR,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,3,0,3,0,3
BERMEJO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,0,1,1,2,1,3
BETANZOS,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,1,0,1,0,1
BOLIVAR,otras vacunaciones,covid-19 1ra dosis,2023-10-01,18,22,22,32,40,54,94
BOLPEBRA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,1,0,1,0,1
BOYUIBE,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,2,3,2,3,5
CAIROMA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,1,3,3,4,4,8
"CAIZA ""D""",otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,1,0,1,0,2,2
CAJUATA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,10,15,28,34,38,49,87
CALACOTO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,10,10,10,10,20
CALAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,3,3,5,3,8,11
CAMARGO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,0,0,7,2,7,9
CAMIRI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,0,0,0,1,0,1
CAPINOTA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,9,15,9,15,24
CAQUIAVIRI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,4,4,3,5,7,12
CARACOLLO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,11,19,3,1,14,20,34
CARANAVI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,53,62,67,58,120,120,240
CARIPUYO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,2,4,0,5,2,7
CATACORA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,3,2,3,2,5
CHACARILLA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,2,6,7,6,9,15
CHALLAPATA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,6,4,28,18,34,22,56
CHIMORE,otras vacunaciones,covid-19 1ra dosis,2023-10-01,18,15,68,80,86,95,181
CHUA COCANI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,11,22,11,22,33
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 1ra dosis,2023-10-01,18,21,55,64,73,85,158
CHUMA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,20,16,29,34,49,50,99
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,9,8,9,8,17
CKOCHAS,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,5,0,1,3,6,9
CLIZA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,4,22,30,22,34,56
COBIJA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,1,6,10,7,11,18
COCAPATA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,21,23,6,7,27,30,57
COCHABAMBA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,84,111,531,466,615,577,1192
COIPASA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,7,2,0,0,7,2,9
COLCAPIRHUA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,101,100,101,100,201
"COLCHA ""K""",otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,0,5,2,7,2,9
COLLANA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,12,10,127,131,139,141,280
COLQUECHACA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,3,4,5,7,8,15
COLQUENCHA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,0,17,11,19,11,30
COLQUIRI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,2,25,12,27,14,41
COMANCHE,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,0,6,4,7,4,11
COMBAYA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,3,0,0,2,3,5
COPACABANA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,10,7,1,2,11,9,20
CORIPATA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,3,24,25,24,28,52
CORO CORO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,2,18,6,18,8,26
COROICO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,2,19,14,22,16,38
CORQUE,otras vacunaciones,covid-19 1ra dosis,2023-10-01,5,5,2,0,7,5,12
COTAGAITA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,3,1,6,3,9,12
COTOCA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,2,2,5,4,7,11
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,4,3,4,3,7
CUEVO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,2,5,6,6,8,14
CULPINA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,3,4,3,4,7
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,3,3,1,5,4,9
CURVA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,1,0,1,0,1
DESAGUADERO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,5,4,5,4,9
EL ALTO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,189,198,219,237,408,435,843
EL CHORO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,4,0,0,1,4,5
EL PUENTE(TJA),otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,1,3,2,3,3,6
EL TORNO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,4,1,24,0,28,1,29
ENTRE RIOS TRJ,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,1,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,2,10,7,13,9,22
ESCOMA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,4,11,13,12,17,29
ESMERALDA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,1,0,0,3,1,4
EUCALIPTUS,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,2,0,0,3,2,5
FILADELFIA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,4,10,9,13,13,26
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 1ra dosis,2023-10-01,4,2,3,1,7,3,10
GUANAY,otras vacunaciones,covid-19 1ra dosis,2023-10-01,9,13,19,16,28,29,57
GUAYARAMERIN,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,2,172,6,175,8,183
HUACARETA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,1,0,1,0,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,1,1,1,1,2
HUACHACALLA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,2,0,2,0,2
HUANUNI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,15,26,6,5,21,31,52
HUARINA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,2,4,12,4,14,18
HUAYLLAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,7,7,4,2,11,9,20
HUMANATA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,1,2,1,2,3
ICHOCA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,25,21,25,21,46
ICLA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,6,0,5,1,11,12
INQUISIVI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,6,4,47,48,53,52,105
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 1ra dosis,2023-10-01,5,5,28,22,33,27,60
IXIAMAS,otras vacunaciones,covid-19 1ra dosis,2023-10-01,5,5,16,8,21,13,34
JESUS DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,0,30,33,32,33,65
LA ASUNTA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,12,13,32,28,44,41,85
LA GUARDIA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,16,12,2,1,18,13,31
LA PAZ,otras vacunaciones,covid-19 1ra dosis,2023-10-01,65,118,130,138,195,256,451
LAGUNILLAS,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,0,2,0,2,2
LAJA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,16,30,63,91,79,121,200
LICOMA PAMPA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,5,3,3,2,8,5,13
LURIBAY,otras vacunaciones,covid-19 1ra dosis,2023-10-01,8,3,30,41,38,44,82
MACHARETI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,4,10,4,10,14
MAGDALENA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,5,21,27,24,32,56
MALLA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,19,34,19,34,53
MECAPACA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,0,1,0,1,1
MIZQUE,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,2,106,76,108,78,186
MOCOMOCO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,6,18,13,18,19,37
MONTEAGUDO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,1,0,0,0,1,1
MOROCHATA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,14,13,64,66,78,79,157
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,1,2,1,2,3
NAZACARA DE PACAJES,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,2,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,1,2,1,2,3
ORURO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,20,43,65,72,85,115,200
PADILLA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,0,0,0,1,0,1
PALOS BLANCOS,otras vacunaciones,covid-19 1ra dosis,2023-10-01,17,13,62,81,79,94,173
PAMPA AULLAGAS,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,2,1,2,4,4,8
PASORAPA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,0,6,0,6,6
PATACAMAYA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,19,2,19,2,21
PAZÑA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,3,4,3,4,7
PELECHUCO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,7,5,6,14,13,19,32
POCOATA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,0,2,4,2,4,6
POCONA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,1,19,15,21,16,37
POJO (CBBA),otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,4,4,7,5,11,16
POOPO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,3,0,0,0,3,3
PORONGO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,3,0,0,1,3,1,4
PORTACHUELO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,7,12,58,31,65,43,108
PUCARANI,otras vacunaciones,covid-19 1ra dosis,2023-10-01,2,3,6,8,8,11,19
PUERTO ACOSTA,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,0,10,9,11,9,20
PUERTO CARABUCO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,1,2,11,9,12,11,23
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 1ra dosis,2023-10-01,0,1,6,5,6,6,12
