,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
PAZÑA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,3,6,0,0,3,6,9
POCOATA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,10,0,0,2,10,12
POCONA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,8,0,0,2,8,10
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,8,12,4,4,12,16,28
PORCO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,0,1,0,1,1
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,2,0,0,0,2,2
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,0,12,0,13,13
PORVENIR,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,39,44,39,45,84
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,28,67,66,93,94,160,254
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,6,19,18,24,24,43,67
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,8,21,80,86,88,107,195
PUERTO CARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,6,9,6,9,15
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,2,1,2,1,3
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,3,4,11,4,14,18
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,0,4,3,5,3,8
PUERTO RICO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,3,2,3,2,5
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,3,12,0,0,3,12,15
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,4,5,70,82,74,87,161
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,35,4,16,5,51,9,60
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,4,1,0,3,4,4,8
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,9,16,71,25,80,41,121
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,2,1,0,1,2,3
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,5,29,40,31,45,76
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,2,1,2,3,4,7
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,4,0,3,2,7,9
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,7,6,12,7,19,13,32
SABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,0,0,1,2,3
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,26,88,10,24,36,112,148
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,0,0,1,2,3
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,7,0,2,1,9,10
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,16,19,2,5,18,24,42
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,3,4,3,4,7
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,0,1,0,2,2
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,3,12,14,12,17,29
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,20,18,113,2,133,20,153
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,2,0,0,0,2,2
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,19,14,9,2,28,16,44
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,1,0,0,1,1,2
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,12,47,8,6,20,53,73
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,2,1,2,3,4,7
SAN LUCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,8,12,0,0,8,12,20
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,2,14,3,16,19
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,0,1,0,1,1
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,2,1,0,1,2,3
SAN RAMON BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,6,0,0,1,6,7
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,1,1,2,2,3,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,879,980,954,640,1833,1620,3453
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,1,0,0,1,1,2
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,2,0,2,0,2
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,3,2,3,3,6
SENA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,9,97,112,99,121,220
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,5,10,9,5,14,15,29
SICA SICA (VILLA AROMA),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,2,0,2,0,2
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,3,0,1,1,4,5
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,7,7,6,9,13,22
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,162,198,60,24,222,222,444
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,6,0,1,1,7,8
TACOPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,1,0,1,0,1
TARACO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,3,0,3,0,3
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,8,1,3,3,11,14
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,76,117,5,19,81,136,217
TARVITA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,1,0,1,0,1
TEOPONTE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,5,6,5,6,11
TIAHUANACU,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,7,11,6,10,13,21,34
TIPUANI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,16,8,16,9,25
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,6,22,0,2,6,24,30
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,0,1,0,1,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,7,4,6,6,13,19
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,0,1,1,3,4
TOLATA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,15,0,15,0,15
TOLEDO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,5,1,1,2,6,8
TOTORA(CBBA),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,0,0,0,1,1
TRIGAL,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,0,4,0,4,4
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,42,30,4,1,46,31,77
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,31,38,0,0,31,38,69
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,0,0,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,1,4,1,4,5
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,4,28,31,29,35,64
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,3,3,2,3,5,8
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,4,6,4,7,8,15
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,5,8,1,0,6,8,14
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,2,2,3,4,7
VILLA CHARCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,0,1,0,1,1
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,34,15,25,6,59,21,80
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,32,45,32,45,77
VILLA RIVERO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,11,9,17,28,28,37,65
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,5,3,5,3,8
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,6,20,7,11,13,31,44
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,8,1,7,2,15,17
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,3,0,0,1,3,4
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,36,63,4,8,40,71,111
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,8,6,2,1,10,7,17
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,8,15,8,16,24
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,13,1,5,7,18,8,26
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,5,2,9,3,14,17
AIQUILE,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,3,0,0,1,3,4
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,2,7,17,22,19,29,48
ANCORAIMES,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,0,0,1,1
ANTEQUERA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,2,0,0,1,2,3
APOLO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,7,10,7,10,17
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,4,0,0,1,4,5
ARQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,4,2,0,0,4,2,6
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,2,11,2,8,4,19,23
AYO AYO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,2,1,2,2,4
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,4,4,0,1,4,5,9
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,4,3,1,0,5,3,8
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,0,3,0,3,3
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,56,33,23,18,79,51,130
BOLIVAR,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,1,0,1,0,1
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,2,10,0,10,2,12
CALACOTO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,0,3,0,3,3
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,1,0,0,1,1,2
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,7,5,0,0,7,5,12
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,8,6,0,0,8,6,14
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,5,0,0,3,5,8
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,6,5,2,2,8,7,15
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,26,30,6,7,32,37,69
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,1,4,1,4,5
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,0,0,0,1,0,1
CHACARILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,7,6,1,2,8,8,16
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,16,2,2,3,18,5,23
CHAYANTA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,1,0,2,2
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,8,27,10,3,18,30,48
CHUA COCANI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,19,0,0,0,19,0,19
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,7,1,5,14,12,15,27
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,43,54,36,44,79,98,177
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,2,1,0,0,2,1,3
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,318,366,322,149,640,515,1155
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,9,11,4,10,13,21,34
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,2,2,29,0,31,2,33
COLLANA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,1,1,1,2,3
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,23,0,26,0,49,0,49
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,0,0,0,1,0,1
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,1,6,1,7,8
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,16,0,0,1,16,17
COPACABANA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,1,6,1,6,7
CORIPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,2,3,0,0,2,3,5
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,2,0,4,3,6,9
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,4,6,3,9,7,16
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,4,8,0,2,4,10,14
COTAGAITA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,3,0,0,0,3,3
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,8,7,0,1,8,8,16
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,9,11,7,2,16,13,29
CULPINA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,15,2,7,5,22,27
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,167,271,136,244,303,515,818
EL CHORO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,10,7,0,0,10,7,17
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,8,4,0,0,8,4,12
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,14,20,8,12,22,32,54
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,0,7,0,7,7
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,13,5,13,5,18
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,2,0,0,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,0,3,2,4,2,6
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,4,0,0,0,4,4
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,5,4,0,0,5,4,9
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,2,2,2,2,4
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,5,26,5,27,32
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,2,0,1,0,3,3
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,3,1,1,1,4,5
HUAYLLAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,3,0,0,0,3,3
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,2,1,0,0,2,1,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,4,17,14,18,18,36
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,3,5,3,6,9
LA ASUNTA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,3,4,3,4,7
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,17,24,3,6,20,30,50
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,251,418,497,511,748,929,1677
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,5,0,4,5,9,5,14
LAS CARRERAS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,4,6,1,2,5,8,13
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,51,82,20,39,71,121,192
LLICA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,0,3,0,3,3
LURIBAY,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,2,2,0,0,2,2,4
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,1,8,1,8,9
MAIRANA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,0,0,1,1
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,1,2,1,2,3
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,1,0,0,3,1,4
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,0,2,2,3,2,5
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,3,8,3,8,11
MOJOCOYA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,3,0,0,3,3,6
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,23,52,4,3,27,55,82
MOROCHATA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,1,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,8,6,8,6,14
OCURI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,0,1,0,1,1
OKINAWA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,2,0,2,0,2
OMEREQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,1,3,1,3,4
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,85,110,6,27,91,137,228
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,0,0,1,1
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,2,5,0,0,2,5,7
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,5,7,1,2,6,9,15
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,5,12,6,13,11,24
PAMPA GRANDE,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,1,0,0,1,1,2
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,14,16,0,0,14,16,30
POCOATA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,5,3,0,3,5,8
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,0,0,1,1
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,5,5,0,0,5,5,10
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,47,93,1,2,48,95,143
PRESTO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,0,1,0,1,1
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,7,4,8,5,15,20
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,10,16,22,23,32,39,71
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,5,0,0,1,5,6
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,2,5,0,0,2,5,7
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,3,3,3,3,6
PUERTO RICO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,1,1,1,1,2
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,8,2,1,0,9,2,11
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,4,14,0,5,4,19,23
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,5,22,5,23,10,33
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,2,3,2,3,5
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,14,19,12,30,26,49,75
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,4,1,3,2,7,3,10
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,2,5,2,5,7
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,13,0,0,3,13,16
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,2,0,0,0,2,2
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,31,0,31,0,31
SABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,2,0,0,0,2,0,2
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,20,53,9,6,29,59,88
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,4,0,1,1,5,6
SAIPINA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,1,2,1,3,4
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,6,20,0,0,6,20,26
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,5,10,3,13,8,21
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,6,14,7,9,13,23,36
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,0,0,0,1,0,1
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,5,6,5,6,11
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,7,18,0,0,7,18,25
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,0,4,8,7,8,15
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,5,0,0,0,5,0,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,2,1,5,4,7,11
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,8,23,38,33,46,56,102
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,5,0,5,0,5
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,5,7,3,6,8,13,21
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,2,0,0,0,2,2
SAN PEDRO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,1,0,0,1,1,2
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,3,0,0,1,3,4
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,2,1,0,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,885,1046,107,142,992,1188,2180
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,3,4,5,7,8,15
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,0,11,13,11,13,24
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,4,6,1,2,5,8,13
SENA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,26,13,44,54,70,67,137
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,16,0,0,1,16,17
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,3,9,0,0,3,9,12
SORACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,3,2,0,3,3,6
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,102,187,32,57,134,244,378
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,2,5,2,3,4,8,12
TAPACARI,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,0,1,0,0,0,1,1
TARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,1,1,0,0,1,1,2
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-12-01,99,154,2,5,101,159,260
