,group,variable,month,17.24 COVID-19 2DA DOSIS DENTRO,17.24 COVID-19 2DA DOSIS DENTRO,17.24 COVID-19 2DA DOSIS FUERA,17.24 COVID-19 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
ICLA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,1,0,0,1,1,2
INCAHUASI,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,4,5,7,6,11,17
INGAVI (HUMAITA),otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,4,0,4,0,4
INQUISIVI,otras vacunaciones,covid-19 2da dosis,2023-09-01,8,10,9,8,17,18,35
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 2da dosis,2023-09-01,4,3,24,22,28,25,53
IXIAMAS,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,8,7,8,7,15
JESUS DE MACHACA,otras vacunaciones,covid-19 2da dosis,2023-09-01,4,1,21,14,25,15,40
LA ASUNTA,otras vacunaciones,covid-19 2da dosis,2023-09-01,17,34,45,41,62,75,137
LA GUARDIA,otras vacunaciones,covid-19 2da dosis,2023-09-01,13,16,0,1,13,17,30
LA PAZ,otras vacunaciones,covid-19 2da dosis,2023-09-01,146,174,338,136,484,310,794
LA RIVERA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,1,1,1,1,2
LAJA,otras vacunaciones,covid-19 2da dosis,2023-09-01,16,16,8,17,24,33,57
LAS CARRERAS,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,0,1,0,1,1
LICOMA PAMPA,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,1,1,2,3,3,6
LURIBAY,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,0,1,0,1,1
MACHACAMARCA,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,3,0,0,2,3,5
MACHARETI,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,3,6,3,6,6,12
MAGDALENA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,1,10,8,10,9,19
MALLA,otras vacunaciones,covid-19 2da dosis,2023-09-01,10,0,10,11,20,11,31
MIZQUE,otras vacunaciones,covid-19 2da dosis,2023-09-01,3,2,11,6,14,8,22
MOCOMOCO,otras vacunaciones,covid-19 2da dosis,2023-09-01,4,4,16,5,20,9,29
MONTEAGUDO,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,1,1,1,1,2
MOROCHATA,otras vacunaciones,covid-19 2da dosis,2023-09-01,15,8,29,36,44,44,88
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,2,1,2,1,3
NAZACARA DE PACAJES,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,8,8,8,8,16
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,2,3,2,3,5
OMEREQUE,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,8,9,8,9,17
ORURO,otras vacunaciones,covid-19 2da dosis,2023-09-01,55,50,50,71,105,121,226
PADILLA,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,3,0,0,2,3,5
PALOS BLANCOS,otras vacunaciones,covid-19 2da dosis,2023-09-01,4,8,5,6,9,14,23
PAMPA AULLAGAS,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,3,1,1,3,4,7
PAPEL PAMPA,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,1,0,0,2,1,3
PASORAPA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,0,2,4,3,4,7
PATACAMAYA,otras vacunaciones,covid-19 2da dosis,2023-09-01,5,0,4,4,9,4,13
PAZÑA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,2,20,10,21,12,33
PELECHUCO,otras vacunaciones,covid-19 2da dosis,2023-09-01,3,3,13,5,16,8,24
POCOATA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,0,15,18,16,18,34
POCONA,otras vacunaciones,covid-19 2da dosis,2023-09-01,3,5,29,15,32,20,52
POJO (CBBA),otras vacunaciones,covid-19 2da dosis,2023-09-01,26,32,39,46,65,78,143
POOPO,otras vacunaciones,covid-19 2da dosis,2023-09-01,3,6,3,0,6,6,12
PORONGO,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,1,3,1,3,4
PORVENIR,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,4,2,4,2,6
POTOSI,otras vacunaciones,covid-19 2da dosis,2023-09-01,7,17,15,13,22,30,52
PUCARANI,otras vacunaciones,covid-19 2da dosis,2023-09-01,7,3,7,8,14,11,25
PUERTO ACOSTA,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,3,3,1,5,4,9
PUERTO CARABUCO,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,5,38,39,39,44,83
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,3,0,0,0,3,3
PUERTO PEREZ,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,3,6,1,7,4,11
PUERTO QUIJARRO,otras vacunaciones,covid-19 2da dosis,2023-09-01,3,5,0,0,3,5,8
PUERTO VILLARROEL,otras vacunaciones,covid-19 2da dosis,2023-09-01,15,19,83,65,98,84,182
PUNATA,otras vacunaciones,covid-19 2da dosis,2023-09-01,14,7,35,29,49,36,85
QUIABAYA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,4,9,4,9,13
QUILLACOLLO,otras vacunaciones,covid-19 2da dosis,2023-09-01,41,35,389,321,430,356,786
QUIME,otras vacunaciones,covid-19 2da dosis,2023-09-01,6,2,11,10,17,12,29
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 2da dosis,2023-09-01,16,10,14,11,30,21,51
RAVELO,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,18,21,18,21,39
RIBERALTA,otras vacunaciones,covid-19 2da dosis,2023-09-01,10,8,85,1,95,9,104
ROBORE,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,5,8,0,8,5,13
RURRENABAQUE,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,1,0,0,1,1,2
SABAYA,otras vacunaciones,covid-19 2da dosis,2023-09-01,4,5,8,3,12,8,20
SACABA,otras vacunaciones,covid-19 2da dosis,2023-09-01,50,49,331,329,381,378,759
SACABAMBA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,3,3,6,4,9,13
SACACA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,2,2,1,2,3,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,6,11,13,13,19,32
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,0,5,7,6,7,13
SAN BENITO,otras vacunaciones,covid-19 2da dosis,2023-09-01,21,22,0,0,21,22,43
SAN BORJA,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,3,3,11,5,14,19
SAN BUENA VENTURA,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,1,3,4,5,5,10
SAN IGNACIO,otras vacunaciones,covid-19 2da dosis,2023-09-01,19,23,13,15,32,38,70
SAN LORENZO(TJA),otras vacunaciones,covid-19 2da dosis,2023-09-01,2,0,0,0,2,0,2
SAN LUCAS,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,2,0,0,1,2,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,0,0,0,2,0,2
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 2da dosis,2023-09-01,4,3,1,0,5,3,8
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,1,2,2,3,3,6
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,1,0,2,0,3,3
SAN PEDRO(PND),otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,9,11,9,11,20
SANTA ANA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 2da dosis,2023-09-01,150,173,37,39,187,212,399
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,0,12,9,14,9,23
SANTIAGO DE HUATA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,2,5,6,6,8,14
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,0,4,0,4,4
SANTIVAÑES,otras vacunaciones,covid-19 2da dosis,2023-09-01,11,5,1,1,12,6,18
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,5,2,5,2,7
SAPAHAQUI,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,2,2,2,3,4,7
SENA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,8,8,8,8,16
SHINAOTA,otras vacunaciones,covid-19 2da dosis,2023-09-01,6,7,41,23,47,30,77
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 2da dosis,2023-09-01,14,8,79,95,93,103,196
SICAYA,otras vacunaciones,covid-19 2da dosis,2023-09-01,3,6,8,14,11,20,31
SIPE SIPE,otras vacunaciones,covid-19 2da dosis,2023-09-01,20,29,96,154,116,183,299
SORACACHI,otras vacunaciones,covid-19 2da dosis,2023-09-01,13,11,9,11,22,22,44
SORATA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,2,20,20,21,22,43
SUCRE,otras vacunaciones,covid-19 2da dosis,2023-09-01,26,23,13,14,39,37,76
TACACHI,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,1,2,1,2,3
TACACOMA,otras vacunaciones,covid-19 2da dosis,2023-09-01,16,11,1,2,17,13,30
TACOPAYA,otras vacunaciones,covid-19 2da dosis,2023-09-01,3,7,86,71,89,78,167
TAPACARI,otras vacunaciones,covid-19 2da dosis,2023-09-01,24,29,33,40,57,69,126
TARABUCO,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,1,5,3,5,4,9
TARACO,otras vacunaciones,covid-19 2da dosis,2023-09-01,3,1,1,1,4,2,6
TARATA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,2,5,10,6,12,18
TARIJA,otras vacunaciones,covid-19 2da dosis,2023-09-01,6,4,0,0,6,4,10
TARVITA,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,5,2,7,4,12,16
TEOPONTE,otras vacunaciones,covid-19 2da dosis,2023-09-01,8,7,7,8,15,15,30
TIAHUANACU,otras vacunaciones,covid-19 2da dosis,2023-09-01,6,13,11,13,17,26,43
TINGUIPAYA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,7,7,7,7,14
TIPUANI,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,0,4,0,4,4
TIQUIPAYA,otras vacunaciones,covid-19 2da dosis,2023-09-01,8,11,19,24,27,35,62
TIRAQUE (CBBA),otras vacunaciones,covid-19 2da dosis,2023-09-01,11,31,44,74,55,105,160
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,1,1,1,1,2
TOCO,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,14,14,14,14,28
TOLATA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,6,1,6,1,7
TOLEDO,otras vacunaciones,covid-19 2da dosis,2023-09-01,11,12,3,3,14,15,29
TOMINA,otras vacunaciones,covid-19 2da dosis,2023-09-01,5,10,0,0,5,10,15
TORO TORO,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,2,0,0,2,2,4
TOTORA(CBBA),otras vacunaciones,covid-19 2da dosis,2023-09-01,4,9,26,33,30,42,72
TOTORA(ORR),otras vacunaciones,covid-19 2da dosis,2023-09-01,7,2,1,1,8,3,11
TRINIDAD,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,4,1,2,2,6,8
TUPIZA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,0,0,0,1,0,1
TURCO,otras vacunaciones,covid-19 2da dosis,2023-09-01,6,3,0,0,6,3,9
UNCIA,otras vacunaciones,covid-19 2da dosis,2023-09-01,4,2,1,6,5,8,13
UYUNI,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,2,0,0,1,2,3
VACAS,otras vacunaciones,covid-19 2da dosis,2023-09-01,6,4,4,7,10,11,21
VIACHA,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,2,16,9,16,11,27
VILA VILA,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,1,0,0,1,1,2
VILLA MONTES,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,1,16,0,17,1,18
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,20,15,20,15,35
VILLA RIVERO,otras vacunaciones,covid-19 2da dosis,2023-09-01,13,22,33,42,46,64,110
VILLA SERRANO,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,1,2,8,2,9,11
VILLA TUNARI,otras vacunaciones,covid-19 2da dosis,2023-09-01,27,47,94,97,121,144,265
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 2da dosis,2023-09-01,2,0,4,1,6,1,7
VINTO,otras vacunaciones,covid-19 2da dosis,2023-09-01,23,34,20,34,43,68,111
WALDO BALLIVIAN,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,1,1,0,2,1,3
WARNES,otras vacunaciones,covid-19 2da dosis,2023-09-01,6,3,0,0,6,3,9
YACO,otras vacunaciones,covid-19 2da dosis,2023-09-01,2,2,10,16,12,18,30
YACUIBA,otras vacunaciones,covid-19 2da dosis,2023-09-01,3,1,1,3,4,4,8
YANACACHI,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,1,1,2,2,3,5
YAPACANI,otras vacunaciones,covid-19 2da dosis,2023-09-01,4,0,1,0,5,0,5
YUNGUYO DE LITORAL,otras vacunaciones,covid-19 2da dosis,2023-09-01,1,0,0,0,1,0,1
ZUDAÑEZ,otras vacunaciones,covid-19 2da dosis,2023-09-01,0,0,2,3,2,3,5
ACHACACHI,otras vacunaciones,covid-19 2da dosis,2023-10-01,4,10,35,34,39,44,83
ACHOCALLA,otras vacunaciones,covid-19 2da dosis,2023-10-01,5,4,18,11,23,15,38
AIQUILE,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,18,20,18,21,39
ALALAY,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,1,2,1,2,3
ALCALA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,0,0,0,1,0,1
ALTO BENI,otras vacunaciones,covid-19 2da dosis,2023-10-01,7,15,1,6,8,21,29
ANCORAIMES,otras vacunaciones,covid-19 2da dosis,2023-10-01,3,2,9,14,12,16,28
ANDAMARCA,otras vacunaciones,covid-19 2da dosis,2023-10-01,4,1,0,0,4,1,5
ANZALDO,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,5,4,5,4,9
APOLO,otras vacunaciones,covid-19 2da dosis,2023-10-01,5,5,13,18,18,23,41
ARANI,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,4,23,21,24,25,49
ARQUE,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,2,3,9,4,11,15
ATOCHA,otras vacunaciones,covid-19 2da dosis,2023-10-01,5,4,3,3,8,7,15
AUCAPATA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,21,15,21,15,36
AYATA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,2,9,10,10,12,22
AYO AYO,otras vacunaciones,covid-19 2da dosis,2023-10-01,2,2,0,1,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 2da dosis,2023-10-01,1,0,2,2,3,2,5
AZURDUY,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,6,2,6,2,8
BATALLAS,otras vacunaciones,covid-19 2da dosis,2023-10-01,8,9,13,10,21,19,40
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,7,0,7,0,7
BELLA FLOR,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,0,2,0,2,2
BETANZOS,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,0,1,1,2,1,3
BOLIVAR,otras vacunaciones,covid-19 2da dosis,2023-10-01,2,4,5,5,7,9,16
BOLPEBRA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,0,0,1,1,1,2
BOYUIBE,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,covid-19 2da dosis,2023-10-01,2,3,16,14,18,17,35
"CAIZA ""D""",otras vacunaciones,covid-19 2da dosis,2023-10-01,1,1,0,1,1,2,3
CAJUATA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,7,9,9,10,16,26
CALACOTO,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,3,6,3,6,9
CALAMARCA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,4,7,4,7,11
CAMARGO,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,0,0,0,1,0,1
CAPINOTA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,0,27,10,28,10,38
CAQUIAVIRI,otras vacunaciones,covid-19 2da dosis,2023-10-01,2,5,0,1,2,6,8
CARACOLLO,otras vacunaciones,covid-19 2da dosis,2023-10-01,11,9,3,1,14,10,24
CARANAVI,otras vacunaciones,covid-19 2da dosis,2023-10-01,19,13,50,15,69,28,97
CHACARILLA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,1,2,1,3,4
CHALLAPATA,otras vacunaciones,covid-19 2da dosis,2023-10-01,24,13,14,8,38,21,59
CHAQUI,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,2,4,7,5,9,14
CHARAGUA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,covid-19 2da dosis,2023-10-01,11,9,21,29,32,38,70
CHUA COCANI,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,10,26,10,26,36
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 2da dosis,2023-10-01,17,25,25,16,42,41,83
CHUMA,otras vacunaciones,covid-19 2da dosis,2023-10-01,6,12,9,19,15,31,46
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,7,5,7,5,12
CKOCHAS,otras vacunaciones,covid-19 2da dosis,2023-10-01,2,2,0,2,2,4,6
CLIZA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,23,20,23,20,43
COBIJA,otras vacunaciones,covid-19 2da dosis,2023-10-01,3,2,8,5,11,7,18
COCAPATA,otras vacunaciones,covid-19 2da dosis,2023-10-01,8,15,6,5,14,20,34
COCHABAMBA,otras vacunaciones,covid-19 2da dosis,2023-10-01,70,72,539,431,609,503,1112
COIPASA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,0,0,0,1,0,1
COLCAPIRHUA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,2,135,102,136,104,240
"COLCHA ""K""",otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,8,0,8,0,8
COLLANA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,covid-19 2da dosis,2023-10-01,18,10,77,83,95,93,188
COLQUECHACA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,3,1,3,2,5
COLQUENCHA,otras vacunaciones,covid-19 2da dosis,2023-10-01,2,2,15,10,17,12,29
COLQUIRI,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,22,25,22,26,48
COMANCHE,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,5,3,5,3,8
COMBAYA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,4,12,8,13,12,25
COPACABANA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,1,4,1,5,2,7
CORIPATA,otras vacunaciones,covid-19 2da dosis,2023-10-01,3,2,25,23,28,25,53
CORO CORO,otras vacunaciones,covid-19 2da dosis,2023-10-01,11,11,7,11,18,22,40
COROICO,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,2,8,13,8,15,23
CORQUE,otras vacunaciones,covid-19 2da dosis,2023-10-01,5,6,0,0,5,6,11
COTAGAITA,otras vacunaciones,covid-19 2da dosis,2023-10-01,2,1,2,1,4,2,6
COTOCA,otras vacunaciones,covid-19 2da dosis,2023-10-01,4,3,7,3,11,6,17
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,1,1,1,1,2
CUEVO,otras vacunaciones,covid-19 2da dosis,2023-10-01,2,2,0,4,2,6,8
CULPINA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,2,3,1,3,3,6
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 2da dosis,2023-10-01,7,10,4,1,11,11,22
DESAGUADERO,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,10,8,10,8,18
EL ALTO,otras vacunaciones,covid-19 2da dosis,2023-10-01,137,187,190,207,327,394,721
EL CHORO,otras vacunaciones,covid-19 2da dosis,2023-10-01,4,2,2,2,6,4,10
EL PUENTE(TJA),otras vacunaciones,covid-19 2da dosis,2023-10-01,3,3,7,5,10,8,18
EL TORNO,otras vacunaciones,covid-19 2da dosis,2023-10-01,3,2,10,0,13,2,15
ENTRE RIOS TRJ,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,0,1,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,covid-19 2da dosis,2023-10-01,20,7,16,20,36,27,63
ESCOMA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,1,15,21,16,22,38
ESMERALDA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,2,0,0,1,2,3
EUCALIPTUS,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,0,3,2,4,2,6
FILADELFIA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,4,8,6,9,10,19
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid-19 2da dosis,2023-10-01,3,0,0,0,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 2da dosis,2023-10-01,1,1,3,0,4,1,5
GUANAY,otras vacunaciones,covid-19 2da dosis,2023-10-01,5,4,6,5,11,9,20
GUAQUI,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,1,1,1,2,3
GUAYARAMERIN,otras vacunaciones,covid-19 2da dosis,2023-10-01,5,9,14,23,19,32,51
GUTIERREZ,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,0,1,0,1,1
HUACHACALLA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,13,0,13,0,13
HUANUNI,otras vacunaciones,covid-19 2da dosis,2023-10-01,16,19,5,7,21,26,47
HUARINA,otras vacunaciones,covid-19 2da dosis,2023-10-01,5,6,10,2,15,8,23
HUATAJATA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,1,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,covid-19 2da dosis,2023-10-01,4,11,3,2,7,13,20
HUMANATA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,5,3,5,3,8
ICHOCA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,32,31,32,31,63
ICLA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,1,3,1,3,4
INQUISIVI,otras vacunaciones,covid-19 2da dosis,2023-10-01,5,10,14,19,19,29,48
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 2da dosis,2023-10-01,6,4,20,21,26,25,51
IXIAMAS,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,9,10,9,10,19
JESUS DE MACHACA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,10,14,10,14,24
LA ASUNTA,otras vacunaciones,covid-19 2da dosis,2023-10-01,16,20,7,4,23,24,47
LA GUARDIA,otras vacunaciones,covid-19 2da dosis,2023-10-01,5,15,0,2,5,17,22
LA PAZ,otras vacunaciones,covid-19 2da dosis,2023-10-01,98,116,344,245,442,361,803
LAGUNILLAS,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,1,0,1,0,1
LAJA,otras vacunaciones,covid-19 2da dosis,2023-10-01,16,18,21,27,37,45,82
LAS CARRERAS,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,0,1,0,1,1
LICOMA PAMPA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,1,1,1,1,2
LURIBAY,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,3,52,37,52,40,92
MACHARETI,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,3,2,3,2,5
MAGDALENA,otras vacunaciones,covid-19 2da dosis,2023-10-01,4,4,0,0,4,4,8
MALLA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,0,8,12,9,12,21
MECAPACA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,1,2,1,2,3
MIZQUE,otras vacunaciones,covid-19 2da dosis,2023-10-01,9,8,55,43,64,51,115
MOCOMOCO,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,3,9,3,10,6,16
MONTEAGUDO,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,0,0,0,1,0,1
MOROCHATA,otras vacunaciones,covid-19 2da dosis,2023-10-01,5,8,15,15,20,23,43
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 2da dosis,2023-10-01,2,0,2,1,4,1,5
NAZACARA DE PACAJES,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,0,1,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,2,1,2,1,3
OMEREQUE,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,3,3,3,3,6
ORURO,otras vacunaciones,covid-19 2da dosis,2023-10-01,29,39,74,70,103,109,212
PADILLA,otras vacunaciones,covid-19 2da dosis,2023-10-01,2,1,1,0,3,1,4
PALOS BLANCOS,otras vacunaciones,covid-19 2da dosis,2023-10-01,3,3,26,35,29,38,67
PAMPA AULLAGAS,otras vacunaciones,covid-19 2da dosis,2023-10-01,4,2,2,9,6,11,17
PAPEL PAMPA,otras vacunaciones,covid-19 2da dosis,2023-10-01,5,5,0,1,5,6,11
PASORAPA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,2,4,2,5,7
PATACAMAYA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,11,3,11,3,14
PAZÑA,otras vacunaciones,covid-19 2da dosis,2023-10-01,1,1,7,4,8,5,13
PELECHUCO,otras vacunaciones,covid-19 2da dosis,2023-10-01,4,4,10,10,14,14,28
POCOATA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,0,4,1,4,1,5
POCONA,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,1,18,9,18,10,28
POJO (CBBA),otras vacunaciones,covid-19 2da dosis,2023-10-01,20,14,19,21,39,35,74
POOPO,otras vacunaciones,covid-19 2da dosis,2023-10-01,4,2,0,1,4,3,7
PORONGO,otras vacunaciones,covid-19 2da dosis,2023-10-01,3,0,0,0,3,0,3
PORVENIR,otras vacunaciones,covid-19 2da dosis,2023-10-01,0,2,1,0,1,2,3
