,group,variable,month,17.28 COVID-19 DOSIS DE REFUERZO DENTRO,17.28 COVID-19 DOSIS DE REFUERZO DENTRO,17.28 COVID-19 DOSIS DE REFUERZO FUERA,17.28 COVID-19 DOSIS DE REFUERZO FUERA,TOTALES,TOTALES,TOTALES
HUAYLLAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,6,4,7,6,13
ICHOCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,1,2,1,2,3
ICLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,2,5,2,6,8
INCAHUASI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,1,0,0,2,1,3
INQUISIVI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,0,1,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,5,8,12,9,17,17,34
IXIAMAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,4,1,2,4,6,10
LA ASUNTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,9,5,2,0,11,5,16
LA GUARDIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,14,24,0,0,14,24,38
LA PAZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,184,292,400,496,584,788,1372
LA RIVERA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,0,2,1,2,3
LAGUNILLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,2,2,2,2,4
LAJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,4,3,4,3,7
LAS CARRERAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,8,0,8,8
LICOMA PAMPA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,10,7,10,7,17
MACHARETI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,8,15,8,15,23
MIZQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,5,7,8,19,13,26,39
MOCOMOCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,1,4,4,5,5,10
MOROCHATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,6,4,7,6,13,10,23
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,1,0,1,0,1
OMEREQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,1,3,1,3,4
ORURO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,59,70,49,68,108,138,246
PADILLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,6,12,2,1,8,13,21
PALOS BLANCOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,2,4,4,4,6,10
PASORAPA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,3,14,20,16,23,39
PATACAMAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,17,4,17,4,21
PAZÑA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,2,10,3,12,15
POCONA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,9,12,11,17,20,29,49
POJO (CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,22,22,3,8,25,30,55
POOPO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,4,11,2,0,6,11,17
PORONGO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,10,14,0,0,10,14,24
PORTACHUELO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,0,0,1,2,3
PORVENIR,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,4,5,0,1,4,6,10
POTOSI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,8,10,14,15,22,25,47
PRESTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,6,0,0,2,6,8
PUCARANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,3,2,3,3,6
PUERTO CARABUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,3,11,13,12,16,28
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,6,5,6,5,11
PUERTO PEREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,8,15,15,25,23,40,63
PUNATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,6,24,47,24,53,77
QUILLACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,32,41,207,153,239,194,433
QUIME,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,0,7,4,9,4,13
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,4,15,14,16,18,34
RAVELO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,0,0,1,2,3
ROBORE,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,4,1,4,1,5
SABAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,4,0,4,4
SACABA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,41,52,367,282,408,334,742
SACABAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,2,4,1,4,3,7
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,9,15,10,17,27
SAN BENITO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,12,1,1,2,13,15
SAN BORJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,1,7,6,8,7,15
SAN IGNACIO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,1,0,0,1,1,2
SAN LUCAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,2,0,0,2,2,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,2,0,0,3,2,5
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,1,4,2,4,6
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,5,1,0,4,5,9
SAN PEDRO(PND),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,1,1,1,1,2
SAN RAMON BENI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,43,30,15,23,58,53,111
SANTIAGO DE HUARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,11,20,11,20,31
SANTIAGO DE HUATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,7,9,8,9,17
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,5,5,0,1,5,6,11
SANTIVAÑES,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,7,9,37,48,44,57,101
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,2,0,0,0,2,2
SAPAHAQUI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,0,0,1,0,1
SENA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,3,0,3,3
SHINAOTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,6,9,18,14,24,23,47
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,3,2,4,4,8
SICAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,6,2,3,2,9,4,13
SIPE SIPE,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,5,14,28,16,33,49
SORACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,2,5,5,8,7,15
SORATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,5,3,6,5,11
SUCRE,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,15,41,71,65,86,106,192
TACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,1,0,1,1
TACOPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,4,22,20,24,24,48
TAPACARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,6,8,20,22,26,30,56
TARABUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,0,4,8,6,8,14
TARACO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,0,1,0,2,2
TARATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,8,24,25,24,33,57
TARIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,15,19,6,1,21,20,41
TARVITA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,2,6,2,6,8
TEOPONTE,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,1,0,1,1
TIAHUANACU,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,10,4,11,4,15
TIPUANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,1,1,1,1,2
TIQUIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,28,26,139,169,167,195,362
TIRAQUE (CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,1,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,4,2,4,2,6
TOCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,4,1,6,0,10,1,11
TOLATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,9,7,10,9,19
TOLEDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,15,15,8,7,23,22,45
TOMINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,3,0,1,3,4,7
TOTORA(CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,2,3,3,3,6
TOTORA(ORR),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,1,1,2,3,5
TRINIDAD,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,0,0,0,1,1
TUPIZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,4,12,2,4,6,16,22
TURCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,0,1,0,2,2
UNCIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,3,4,3,4,7
URIONDO (A. CONCEPCION),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,5,0,1,3,6,9
UYUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,1,1,0,2,1,3
VACAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,5,6,9,7,14,21
VIACHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,2,72,20,75,22,97
VILA VILA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,5,3,9,15,14,18,32
VILLA MONTES,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,5,5,1,1,6,6,12
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,1,2,1,2,3
VILLA RIVERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,1,1,10,2,11,13
VILLA SERRANO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,1,2,2,3,3,6
VILLA TUNARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,9,7,20,29,29,36,65
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,2,4,13,4,15,19
VINTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,34,55,60,77,94,132,226
VITICHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,1,0,0,1,1,2
WARNES,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,5,7,0,0,5,7,12
YACO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,2,6,10,8,12,20
YAMPARAEZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,1,1,1,1,2
YANACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,4,15,30,16,34,50
YOTALA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,0,0,1,0,1
YUNGUYO DE LITORAL,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,0,0,1,0,1
ZUDAÑEZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,11,4,11,4,15
GUTIERREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-11-01,0,0,1,1,1,1,2
UYUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-11-01,2,0,0,0,2,0,2
AYO AYO,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,4,4,3,7,7,11,18
CALACOTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,0,6,0,0,0,6,6
COBIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,3,3,0,0,3,3,6
COCHABAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,60,68,0,0,60,68,128
EL ALTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,39,31,94,64,133,95,228
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,1,0,0,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,1,5,0,0,1,5,6
LA PAZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,143,171,418,685,561,856,1417
ORURO,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,90,36,0,0,90,36,126
PORONGO,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,10,8,0,0,10,8,18
POTOSI,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,10,10,0,0,10,10,20
QUILLACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,0,1,0,0,0,1,1
RURRENABAQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,3,1,0,0,3,1,4
SAN JULIAN,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,2,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,1386,1263,43,75,1429,1338,2767
SORATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,7,5,0,0,7,5,12
TARIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,6,3,0,0,6,3,9
TRINIDAD,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,2,1,0,0,2,1,3
WARNES,otras vacunaciones,covid-19 dosis de refuerzo,2023-12-01,3,7,0,0,3,7,10
