,group,variable,month,17.26 COVID-19 3RA DOSIS DENTRO,17.26 COVID-19 3RA DOSIS DENTRO,17.26 COVID-19 3RA DOSIS FUERA,17.26 COVID-19 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
PUNATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,22,43,100,85,122,128,250
QUIABAYA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,20,27,20,27,47
QUILLACOLLO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,98,141,968,966,1066,1107,2173
QUIME,otras vacunaciones,covid-19 3ra dosis,2023-09-01,6,12,36,35,42,47,89
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,15,20,20,7,35,27,62
RAVELO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,4,3,26,32,30,35,65
RIBERALTA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,15,11,66,0,81,11,92
ROBORE,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,2,10,0,11,2,13
SABAYA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,16,9,19,36,35,45,80
SACABA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,125,150,634,836,759,986,1745
SACABAMBA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,5,7,15,9,20,29
SACACA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,8,11,9,11,20
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,12,14,16,16,28,30,58
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,9,11,9,11,20
SAN BENITO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,140,153,1,1,141,154,295
SAN BORJA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,1,0,5,1,6,7
SAN BUENA VENTURA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,10,14,10,15,25
SAN CARLOS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,2,0,0,0,2,2
SAN IGNACIO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,16,16,53,37,69,53,122
SAN LUCAS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,9,3,0,0,9,3,12
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,2,0,0,0,2,2
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,4,1,7,4,11,5,16
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,1,0,1,1,2
SAN PEDRO DE QUEMES,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,4,1,0,0,4,1,5
SAN PEDRO(PND),otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,19,15,19,15,34
SAN RAMON BENI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,3,3,1,3,4,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,452,376,129,158,581,534,1115
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,2,1,2,1,3
SANTIAGO DE HUARI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,2,43,48,45,50,95
SANTIAGO DE HUATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,4,5,14,6,18,24
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,1,8,1,8,9
SANTIVAÑES,otras vacunaciones,covid-19 3ra dosis,2023-09-01,17,8,1,2,18,10,28
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,19,10,19,10,29
SAPAHAQUI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,6,4,7,4,11
SENA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,4,8,4,8,12
SHINAOTA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,18,23,128,58,146,81,227
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,8,21,72,66,80,87,167
SICAYA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,19,25,40,45,59,70,129
SIPE SIPE,otras vacunaciones,covid-19 3ra dosis,2023-09-01,48,45,319,378,367,423,790
SORACACHI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,34,19,33,28,67,47,114
SORATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,3,10,8,11,11,22
SUCRE,otras vacunaciones,covid-19 3ra dosis,2023-09-01,56,101,55,75,111,176,287
TACACHI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,2,1,2,1,3
TACACOMA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,7,10,8,3,15,13,28
TACOPAYA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,14,14,120,106,134,120,254
TAPACARI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,42,51,96,113,138,164,302
TARABUCO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,4,1,8,8,12,9,21
TARACO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,6,4,3,3,9,7,16
TARATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,2,29,25,31,27,58
TARIJA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,11,11,3,4,14,15,29
TARVITA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,7,8,16,34,23,42,65
TEOPONTE,otras vacunaciones,covid-19 3ra dosis,2023-09-01,7,10,5,11,12,21,33
TIAHUANACU,otras vacunaciones,covid-19 3ra dosis,2023-09-01,8,7,12,9,20,16,36
TINGUIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,1,0,1,0,1
TIPUANI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,14,14,14,14,28
TIQUIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,37,41,84,65,121,106,227
TIRAQUE (CBBA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,37,74,104,155,141,229,370
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,2,2,3,2,5
TOCO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,3,23,14,26,17,43
TODOS SANTOS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,7,0,7,0,7
TOLATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,1,36,2,37,3,40
TOLEDO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,39,35,17,14,56,49,105
TOMINA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,2,2,2,3,5
TORO TORO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,0,0,0,2,0,2
TOTORA(CBBA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,16,16,43,37,59,53,112
TOTORA(ORR),otras vacunaciones,covid-19 3ra dosis,2023-09-01,11,19,20,20,31,39,70
TRINIDAD,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,8,8,11,11,19,30
TUPIZA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,9,6,0,0,9,6,15
TURCO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,25,9,0,0,25,9,34
UNCIA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,5,1,10,11,15,12,27
UYUNI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,5,2,0,2,5,4,9
VACAS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,12,21,14,19,26,40,66
VIACHA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,13,26,13,29,26,55
VILA VILA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,16,20,16,20,36
VILLA MONTES,otras vacunaciones,covid-19 3ra dosis,2023-09-01,6,4,53,0,59,4,63
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,43,25,43,25,68
VILLA RIVERO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,21,26,64,73,85,99,184
VILLA SERRANO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,11,1,0,3,11,14
VILLA TUNARI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,64,107,224,234,288,341,629
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,1,9,5,12,6,18
VINTO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,53,102,55,67,108,169,277
WALDO BALLIVIAN,otras vacunaciones,covid-19 3ra dosis,2023-09-01,4,3,4,5,8,8,16
WARNES,otras vacunaciones,covid-19 3ra dosis,2023-09-01,17,24,1,1,18,25,43
YACO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,3,24,18,24,21,45
YACUIBA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,17,6,16,22,33,28,61
YAMPARAEZ,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,2,0,0,0,2,2
YANACACHI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,5,10,9,9,14,19,33
YAPACANI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,6,5,5,0,11,5,16
YUNGUYO DE LITORAL,otras vacunaciones,covid-19 3ra dosis,2023-09-01,5,3,0,0,5,3,8
ZUDAÑEZ,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,2,2,7,3,9,12
ACHACACHI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,6,6,56,68,62,74,136
ACHOCALLA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,7,38,25,39,32,71
AIQUILE,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,2,123,138,124,140,264
ALALAY,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,1,3,1,3,4
ALTO BENI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,3,9,8,12,11,23
ANCORAIMES,otras vacunaciones,covid-19 3ra dosis,2023-10-01,7,4,19,17,26,21,47
ANDAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,16,15,0,0,16,15,31
ANTEQUERA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,1,18,21,20,22,42
ANZALDO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,1,18,36,18,37,55
APOLO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,7,4,13,18,20,22,42
ARANI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,4,1,42,47,46,48,94
ARQUE,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,4,27,21,29,25,54
ATOCHA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,4,6,7,7,11,18
AUCAPATA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,1,1,1,1,2
AYATA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,6,13,24,14,30,27,57
AYO AYO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,30,29,6,10,36,39,75
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,1,14,9,17,10,27
AZURDUY,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,1,5,1,5,2,7
BATALLAS,otras vacunaciones,covid-19 3ra dosis,2023-10-01,9,10,46,55,55,65,120
BAURES,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,2,0,0,0,2,2
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,8,16,8,16,24
BELLA FLOR,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,1,6,1,6,7
BERMEJO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,1,10,6,11,7,18
BETANZOS,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,0,1,1,4,1,5
BOLIVAR,otras vacunaciones,covid-19 3ra dosis,2023-10-01,5,11,20,12,25,23,48
BOLPEBRA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,0,1,0,2,0,2
BOYUIBE,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,7,2,7,2,9
CAIROMA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,3,3,9,4,12,16
CAJUATA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,11,20,26,37,37,57,94
CALACOTO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,6,2,6,2,8
CALAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,5,13,11,14,16,30
CAMARGO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,1,2,5,5,6,11
CAMIRI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,0,0,0,1,0,1
CAPINOTA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,6,53,50,54,56,110
CAQUIAVIRI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,2,1,2,2,4,6
CARACOLLO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,41,41,25,4,66,45,111
CARANAVI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,17,16,66,35,83,51,134
CARIPUYO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,5,0,0,2,5,7
CATACORA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,5,1,5,1,6
CHACARILLA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,1,0,1,1,2,3
CHALLAPATA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,61,32,18,15,79,47,126
CHARAGUA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,2,1,2,1,4,5
CHIMORE,otras vacunaciones,covid-19 3ra dosis,2023-10-01,13,14,64,50,77,64,141
CHOQUE COTA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,3,0,0,2,3,5
CHUA COCANI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,24,41,24,41,65
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 3ra dosis,2023-10-01,9,16,35,33,44,49,93
CHUMA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,27,24,43,45,70,69,139
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,6,8,6,8,14
CKOCHAS,otras vacunaciones,covid-19 3ra dosis,2023-10-01,4,8,1,4,5,12,17
CLIZA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,1,57,52,57,53,110
COBIJA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,3,29,19,31,22,53
COCAPATA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,11,14,5,5,16,19,35
COCHABAMBA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,253,301,1706,1622,1959,1923,3882
COLCAPIRHUA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,2,400,442,403,444,847
"COLCHA ""K""",otras vacunaciones,covid-19 3ra dosis,2023-10-01,5,1,16,0,21,1,22
COLLANA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,3,0,1,0,4,4
COLOMI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,14,8,127,161,141,169,310
COLQUECHACA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,2,4,2,4,6
COLQUENCHA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,10,10,52,61,62,71,133
COLQUIRI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,7,4,50,49,57,53,110
COMANCHE,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,20,16,20,16,36
COMBAYA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,2,20,18,22,20,42
COPACABANA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,1,2,3,5,4,9
CORIPATA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,4,4,56,32,60,36,96
CORO CORO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,2,21,18,23,20,43
COROICO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,5,8,17,26,22,34,56
CORQUE,otras vacunaciones,covid-19 3ra dosis,2023-10-01,5,9,0,0,5,9,14
COTAGAITA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,6,9,11,11,17,28
COTOCA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,10,4,5,7,15,11,26
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,1,1,1,1,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,8,3,8,3,11
CUEVO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,2,3,5,4,7,11
CULPINA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,1,12,7,12,8,20
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,9,3,1,6,10,16
CURVA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,1,2,1,2,3
DESAGUADERO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,41,23,41,23,64
EL ALTO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,259,317,330,418,589,735,1324
EL CHORO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,8,6,7,5,15,11,26
EL PUENTE(TJA),otras vacunaciones,covid-19 3ra dosis,2023-10-01,4,7,9,21,13,28,41
EL TORNO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,6,1,20,0,26,1,27
ENTRE RIOS TRJ,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,11,6,12,8,23,31
ENTRE RIOS CBBA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,11,10,20,18,31,28,59
ESCOMA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,4,2,46,77,50,79,129
ESMERALDA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,3,0,0,3,3,6
EUCALIPTUS,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,3,10,9,12,12,24
EXALTACION,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,1,1,1,1,2
FILADELFIA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,2,15,11,17,13,30
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,5,0,2,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,0,11,22,12,22,34
GUANAY,otras vacunaciones,covid-19 3ra dosis,2023-10-01,19,8,12,15,31,23,54
GUAQUI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,5,1,0,2,5,7
GUAYARAMERIN,otras vacunaciones,covid-19 3ra dosis,2023-10-01,11,15,14,23,25,38,63
GUTIERREZ,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,2,5,2,5,7
HUACARETA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,6,3,6,3,9
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,1,1,5,2,6,8
HUACHACALLA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,10,0,10,0,10
HUANUNI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,56,91,4,6,60,97,157
HUARINA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,6,7,16,21,22,28,50
HUATAJATA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,35,19,35,19,54
HUAYLLAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,23,27,7,14,30,41,71
HUMANATA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,31,17,31,17,48
ICHOCA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,38,44,38,44,82
ICLA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,4,1,5,3,9,12
INCAHUASI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,1,0,0,0,1,1
INQUISIVI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,6,6,55,39,61,45,106
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 3ra dosis,2023-10-01,11,17,69,54,80,71,151
IXIAMAS,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,7,6,7,6,13
JESUS DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,3,30,32,32,35,67
LA ASUNTA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,21,12,8,11,29,23,52
LA GUARDIA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,21,51,5,7,26,58,84
LA PAZ,otras vacunaciones,covid-19 3ra dosis,2023-10-01,323,466,783,784,1106,1250,2356
LA RIVERA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,2,1,2,1,3
LAJA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,48,49,51,55,99,104,203
LAS CARRERAS,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,7,3,7,3,10
LICOMA PAMPA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,1,2,5,3,6,9
LURIBAY,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,2,26,29,26,31,57
MACHACAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,2,0,0,0,2,2
MACHARETI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,1,12,18,12,19,31
MAGDALENA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,5,0,0,3,5,8
MALLA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,3,6,3,6,9
MECAPACA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,1,2,1,2,2,4
MIZQUE,otras vacunaciones,covid-19 3ra dosis,2023-10-01,5,6,180,187,185,193,378
MOCOMOCO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,7,10,8,12,15,27
MOROCHATA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,13,10,57,60,70,70,140
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,3,3,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,3,1,3,1,4
OMEREQUE,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,2,0,2,0,2
ORURO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,126,97,162,187,288,284,572
PADILLA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,5,2,0,0,5,2,7
PALOS BLANCOS,otras vacunaciones,covid-19 3ra dosis,2023-10-01,7,7,32,45,39,52,91
PAMPA AULLAGAS,otras vacunaciones,covid-19 3ra dosis,2023-10-01,4,5,5,5,9,10,19
PAPEL PAMPA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,5,5,0,0,5,5,10
PASORAPA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,16,8,16,8,24
PATACAMAYA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,24,12,24,12,36
PAZÑA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,1,16,32,19,33,52
PELECHUCO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,4,2,21,33,25,35,60
POCOATA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,12,8,12,8,20
POCONA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,6,9,62,69,68,78,146
POJO (CBBA),otras vacunaciones,covid-19 3ra dosis,2023-10-01,21,27,27,31,48,58,106
POOPO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,10,8,0,1,10,9,19
PORONGO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,7,9,3,6,10,15,25
PORVENIR,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,7,2,3,2,10,12
POTOSI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,34,29,45,33,79,62,141
PRESTO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,7,0,0,2,7,9
PUCARANI,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,3,10,8,12,11,23
PUERTO ACOSTA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,2,26,24,29,26,55
PUERTO CARABUCO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,3,21,17,24,20,44
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,0,17,26,18,26,44
PUERTO PEREZ,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,5,5,3,6,8,14
PUERTO VILLARROEL,otras vacunaciones,covid-19 3ra dosis,2023-10-01,29,27,139,166,168,193,361
PUNATA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,64,56,364,354,428,410,838
QUIABAYA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,18,29,18,29,47
QUILLACOLLO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,81,95,469,531,550,626,1176
QUIME,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,3,46,35,47,38,85
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,1,33,27,36,28,64
RAVELO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,1,6,7,8,8,16
RIBERALTA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,9,37,0,0,9,37,46
ROBORE,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,1,1,0,1,1,2
RURRENABAQUE,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,0,0,0,1,0,1
SABAYA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,4,6,1,6,5,11
SACABA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,147,187,1167,1246,1314,1433,2747
SACABAMBA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,1,21,19,23,20,43
SACACA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,2,0,0,2,2,2,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,1,69,72,69,73,142
SAN ANDRES,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,1,0,0,0,1,1
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,2,4,2,4,6
SAN BENITO,otras vacunaciones,covid-19 3ra dosis,2023-10-01,36,45,5,13,41,58,99
SAN BORJA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,8,12,12,14,20,26,46
SAN BUENA VENTURA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,1,0,1,0,1
SAN CARLOS,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,0,0,0,1,0,1
SAN JAVIER(BNI),otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,2,2,2,2,4
SAN JOAQUIN,otras vacunaciones,covid-19 3ra dosis,2023-10-01,1,1,14,3,15,4,19
SAN LUCAS,otras vacunaciones,covid-19 3ra dosis,2023-10-01,5,2,0,0,5,2,7
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,0,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,7,3,2,13,9,16,25
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,3,3,11,9,14,12,26
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,0,2,4,7,4,9,13
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 3ra dosis,2023-10-01,4,8,15,13,19,21,40
