,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
TACACOMA,otras vacunaciones,sr,2023-10-01,23,41,112,82,135,123,258
TACOBAMBA,otras vacunaciones,sr,2023-10-01,26,23,24,26,50,49,99
TACOPAYA,otras vacunaciones,sr,2023-10-01,7,8,62,59,69,67,136
TAHUA,otras vacunaciones,sr,2023-10-01,10,5,10,16,20,21,41
TAPACARI,otras vacunaciones,sr,2023-10-01,46,61,155,173,201,234,435
TARABUCO,otras vacunaciones,sr,2023-10-01,22,53,133,121,155,174,329
TARACO,otras vacunaciones,sr,2023-10-01,18,34,14,15,32,49,81
TARATA,otras vacunaciones,sr,2023-10-01,7,5,61,44,68,49,117
TARIJA,otras vacunaciones,sr,2023-10-01,313,698,2595,2851,2908,3549,6457
TARVITA,otras vacunaciones,sr,2023-10-01,14,16,26,9,40,25,65
TEOPONTE,otras vacunaciones,sr,2023-10-01,33,51,37,27,70,78,148
TIAHUANACU,otras vacunaciones,sr,2023-10-01,23,35,120,101,143,136,279
TINGUIPAYA,otras vacunaciones,sr,2023-10-01,5,6,33,23,38,29,67
TIPUANI,otras vacunaciones,sr,2023-10-01,6,5,32,0,38,5,43
TIQUIPAYA,otras vacunaciones,sr,2023-10-01,74,153,204,329,278,482,760
TIRAQUE (CBBA),otras vacunaciones,sr,2023-10-01,36,74,118,169,154,243,397
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,sr,2023-10-01,10,17,64,53,74,70,144
TOCO,otras vacunaciones,sr,2023-10-01,6,9,43,54,49,63,112
TOLATA,otras vacunaciones,sr,2023-10-01,1,0,0,3,1,3,4
TOLEDO,otras vacunaciones,sr,2023-10-01,21,33,32,58,53,91,144
TOMAVE,otras vacunaciones,sr,2023-10-01,11,7,7,9,18,16,34
TOMINA,otras vacunaciones,sr,2023-10-01,1,3,0,0,1,3,4
TORO TORO,otras vacunaciones,sr,2023-10-01,28,18,45,78,73,96,169
TOTORA(CBBA),otras vacunaciones,sr,2023-10-01,1,18,93,131,94,149,243
TOTORA(ORR),otras vacunaciones,sr,2023-10-01,30,36,34,41,64,77,141
TRIGAL,otras vacunaciones,sr,2023-10-01,0,0,26,27,26,27,53
TRINIDAD,otras vacunaciones,sr,2023-10-01,276,183,1974,2095,2250,2278,4528
TUPIZA,otras vacunaciones,sr,2023-10-01,85,196,469,551,554,747,1301
TURCO,otras vacunaciones,sr,2023-10-01,3,5,30,20,33,25,58
UMALA,otras vacunaciones,sr,2023-10-01,18,37,129,164,147,201,348
UNCIA,otras vacunaciones,sr,2023-10-01,13,19,117,51,130,70,200
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2023-10-01,23,50,297,337,320,387,707
URUBICHA,otras vacunaciones,sr,2023-10-01,4,22,23,20,27,42,69
UYUNI,otras vacunaciones,sr,2023-10-01,40,57,363,487,403,544,947
VACAS,otras vacunaciones,sr,2023-10-01,17,29,66,52,83,81,164
VALLEGRANDE,otras vacunaciones,sr,2023-10-01,7,10,29,33,36,43,79
VIACHA,otras vacunaciones,sr,2023-10-01,11,17,954,266,965,283,1248
VILA VILA,otras vacunaciones,sr,2023-10-01,6,2,25,40,31,42,73
VILLA CHARCAS,otras vacunaciones,sr,2023-10-01,9,21,128,134,137,155,292
VILLA MONTES,otras vacunaciones,sr,2023-10-01,30,70,132,72,162,142,304
VILLA NUEVA (LOMA ALTA),otras vacunaciones,sr,2023-10-01,6,6,31,38,37,44,81
VILLA RIVERO,otras vacunaciones,sr,2023-10-01,4,0,38,69,42,69,111
VILLA SERRANO,otras vacunaciones,sr,2023-10-01,3,6,0,0,3,6,9
VILLA TUNARI,otras vacunaciones,sr,2023-10-01,80,132,497,534,577,666,1243
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2023-10-01,6,10,36,41,42,51,93
VILLAZON,otras vacunaciones,sr,2023-10-01,49,118,415,525,464,643,1107
VINTO,otras vacunaciones,sr,2023-10-01,22,93,204,312,226,405,631
VITICHI,otras vacunaciones,sr,2023-10-01,45,41,36,47,81,88,169
WALDO BALLIVIAN,otras vacunaciones,sr,2023-10-01,38,18,2,0,40,18,58
WARNES,otras vacunaciones,sr,2023-10-01,14,36,8,12,22,48,70
YACO,otras vacunaciones,sr,2023-10-01,0,0,7,5,7,5,12
YACUIBA,otras vacunaciones,sr,2023-10-01,169,419,256,244,425,663,1088
YAMPARAEZ,otras vacunaciones,sr,2023-10-01,6,15,0,0,6,15,21
YANACACHI,otras vacunaciones,sr,2023-10-01,5,14,99,107,104,121,225
YAPACANI,otras vacunaciones,sr,2023-10-01,22,55,6,8,28,63,91
YOCALLA,otras vacunaciones,sr,2023-10-01,2,13,29,24,31,37,68
YOTALA,otras vacunaciones,sr,2023-10-01,10,20,0,0,10,20,30
YUNCHARA,otras vacunaciones,sr,2023-10-01,28,36,34,36,62,72,134
ZUDAÑEZ,otras vacunaciones,sr,2023-10-01,25,29,74,84,99,113,212
ACACIO,otras vacunaciones,sr,2023-11-01,0,0,3,0,3,0,3
ACHACACHI,otras vacunaciones,sr,2023-11-01,16,21,10,8,26,29,55
ACHOCALLA,otras vacunaciones,sr,2023-11-01,13,34,109,146,122,180,302
AIQUILE,otras vacunaciones,sr,2023-11-01,12,9,18,23,30,32,62
ALALAY,otras vacunaciones,sr,2023-11-01,1,1,6,2,7,3,10
ALCALA,otras vacunaciones,sr,2023-11-01,2,4,20,4,22,8,30
ALTO BENI,otras vacunaciones,sr,2023-11-01,11,25,32,36,43,61,104
ANCORAIMES,otras vacunaciones,sr,2023-11-01,9,11,58,50,67,61,128
ANDAMARCA,otras vacunaciones,sr,2023-11-01,11,10,2,6,13,16,29
ANTEQUERA,otras vacunaciones,sr,2023-11-01,6,20,14,14,20,34,54
ANZALDO,otras vacunaciones,sr,2023-11-01,4,1,87,40,91,41,132
APOLO,otras vacunaciones,sr,2023-11-01,10,18,23,21,33,39,72
ARAMPAMPA,otras vacunaciones,sr,2023-11-01,5,9,14,8,19,17,36
ARANI,otras vacunaciones,sr,2023-11-01,0,0,4,9,4,9,13
ARBIETO,otras vacunaciones,sr,2023-11-01,4,12,4,7,8,19,27
ARQUE,otras vacunaciones,sr,2023-11-01,2,9,40,41,42,50,92
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2023-11-01,23,36,3,3,26,39,65
ATOCHA,otras vacunaciones,sr,2023-11-01,13,35,3,4,16,39,55
AUCAPATA,otras vacunaciones,sr,2023-11-01,0,0,43,28,43,28,71
AYATA,otras vacunaciones,sr,2023-11-01,2,2,8,6,10,8,18
AYO AYO,otras vacunaciones,sr,2023-11-01,6,14,55,87,61,101,162
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2023-11-01,26,18,30,51,56,69,125
AZURDUY,otras vacunaciones,sr,2023-11-01,0,0,1,0,1,0,1
BATALLAS,otras vacunaciones,sr,2023-11-01,18,53,13,14,31,67,98
BAURES,otras vacunaciones,sr,2023-11-01,51,41,1,7,52,48,100
BELEN DE ANDAMARCA,otras vacunaciones,sr,2023-11-01,0,0,12,22,12,22,34
BELEN DE URMIRI,otras vacunaciones,sr,2023-11-01,0,0,4,7,4,7,11
BELLA FLOR,otras vacunaciones,sr,2023-11-01,2,7,71,17,73,24,97
BERMEJO,otras vacunaciones,sr,2023-11-01,43,68,160,196,203,264,467
BOLIVAR,otras vacunaciones,sr,2023-11-01,4,1,36,44,40,45,85
BOYUIBE,otras vacunaciones,sr,2023-11-01,0,0,0,1,0,1,1
BUENA VISTA,otras vacunaciones,sr,2023-11-01,4,3,88,113,92,116,208
CABEZAS,otras vacunaciones,sr,2023-11-01,10,20,183,42,193,62,255
CAIROMA,otras vacunaciones,sr,2023-11-01,20,24,10,5,30,29,59
"CAIZA ""D""",otras vacunaciones,sr,2023-11-01,3,6,4,3,7,9,16
CAJUATA,otras vacunaciones,sr,2023-11-01,0,0,12,6,12,6,18
CALACOTO,otras vacunaciones,sr,2023-11-01,0,3,4,0,4,3,7
CALAMARCA,otras vacunaciones,sr,2023-11-01,8,4,5,0,13,4,17
CAMARGO,otras vacunaciones,sr,2023-11-01,8,18,4,8,12,26,38
CAMIRI,otras vacunaciones,sr,2023-11-01,28,32,1,1,29,33,62
CAQUIAVIRI,otras vacunaciones,sr,2023-11-01,22,40,9,9,31,49,80
CARACOLLO,otras vacunaciones,sr,2023-11-01,117,162,27,22,144,184,328
CARANAVI,otras vacunaciones,sr,2023-11-01,38,62,87,102,125,164,289
CARAPARI,otras vacunaciones,sr,2023-11-01,25,44,57,87,82,131,213
CARIPUYO,otras vacunaciones,sr,2023-11-01,8,11,18,16,26,27,53
CATACORA,otras vacunaciones,sr,2023-11-01,4,6,8,6,12,12,24
CHACARILLA,otras vacunaciones,sr,2023-11-01,3,3,40,27,43,30,73
CHALLAPATA,otras vacunaciones,sr,2023-11-01,6,19,39,33,45,52,97
CHAQUI,otras vacunaciones,sr,2023-11-01,0,0,6,7,6,7,13
CHARAGUA,otras vacunaciones,sr,2023-11-01,94,110,377,178,471,288,759
CHIMORE,otras vacunaciones,sr,2023-11-01,5,17,15,16,20,33,53
CHIPAYA,otras vacunaciones,sr,2023-11-01,3,2,4,3,7,5,12
CHOQUE COTA,otras vacunaciones,sr,2023-11-01,4,5,0,3,4,8,12
CHUA COCANI,otras vacunaciones,sr,2023-11-01,3,10,40,93,43,103,146
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2023-11-01,7,6,15,32,22,38,60
CHUMA,otras vacunaciones,sr,2023-11-01,11,14,22,8,33,22,55
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,sr,2023-11-01,4,5,37,51,41,56,97
CKOCHAS,otras vacunaciones,sr,2023-11-01,43,45,26,40,69,85,154
CLIZA,otras vacunaciones,sr,2023-11-01,10,23,6,11,16,34,50
COBIJA,otras vacunaciones,sr,2023-11-01,9,15,25,30,34,45,79
COCAPATA,otras vacunaciones,sr,2023-11-01,9,3,22,30,31,33,64
COCHABAMBA,otras vacunaciones,sr,2023-11-01,107,169,134,234,241,403,644
COIPASA,otras vacunaciones,sr,2023-11-01,1,4,0,2,1,6,7
COLCAPIRHUA,otras vacunaciones,sr,2023-11-01,25,28,219,354,244,382,626
"COLCHA ""K""",otras vacunaciones,sr,2023-11-01,14,21,9,9,23,30,53
COLOMI,otras vacunaciones,sr,2023-11-01,14,21,74,102,88,123,211
COLPA BELGICA,otras vacunaciones,sr,2023-11-01,0,1,1,1,1,2,3
COLQUECHACA,otras vacunaciones,sr,2023-11-01,3,2,27,34,30,36,66
COLQUENCHA,otras vacunaciones,sr,2023-11-01,7,24,30,26,37,50,87
COLQUIRI,otras vacunaciones,sr,2023-11-01,7,12,29,15,36,27,63
COMARAPA,otras vacunaciones,sr,2023-11-01,13,28,7,8,20,36,56
COMBAYA,otras vacunaciones,sr,2023-11-01,7,19,2,2,9,21,30
CONCEPCION,otras vacunaciones,sr,2023-11-01,9,80,2,13,11,93,104
COPACABANA,otras vacunaciones,sr,2023-11-01,1,4,17,25,18,29,47
CORIPATA,otras vacunaciones,sr,2023-11-01,0,0,2,7,2,7,9
CORO CORO,otras vacunaciones,sr,2023-11-01,22,35,192,6,214,41,255
COROICO,otras vacunaciones,sr,2023-11-01,12,23,18,17,30,40,70
CORQUE,otras vacunaciones,sr,2023-11-01,12,5,0,0,12,5,17
COTAGAITA,otras vacunaciones,sr,2023-11-01,21,44,87,86,108,130,238
COTOCA,otras vacunaciones,sr,2023-11-01,55,116,69,77,124,193,317
CRUZ DE MACHACAMARCA,otras vacunaciones,sr,2023-11-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,sr,2023-11-01,3,4,8,13,11,17,28
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,sr,2023-11-01,0,2,0,0,0,2,2
CUEVO,otras vacunaciones,sr,2023-11-01,144,7,8,12,152,19,171
CULPINA,otras vacunaciones,sr,2023-11-01,2,6,13,9,15,15,30
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2023-11-01,2,8,1,0,3,8,11
CURVA,otras vacunaciones,sr,2023-11-01,3,9,0,0,3,9,12
DESAGUADERO,otras vacunaciones,sr,2023-11-01,14,17,46,17,60,34,94
EL ALTO,otras vacunaciones,sr,2023-11-01,546,657,1736,2306,2282,2963,5245
EL CHORO,otras vacunaciones,sr,2023-11-01,4,2,28,31,32,33,65
EL PUENTE(STC),otras vacunaciones,sr,2023-11-01,3,3,0,0,3,3,6
EL PUENTE(TJA),otras vacunaciones,sr,2023-11-01,3,5,28,42,31,47,78
EL TORNO,otras vacunaciones,sr,2023-11-01,38,55,5,7,43,62,105
EL VILLAR,otras vacunaciones,sr,2023-11-01,9,6,4,7,13,13,26
ENTRE RIOS TRJ,otras vacunaciones,sr,2023-11-01,1,13,0,0,1,13,14
ENTRE RIOS CBBA,otras vacunaciones,sr,2023-11-01,3,25,3,8,6,33,39
ESMERALDA,otras vacunaciones,sr,2023-11-01,1,3,1,1,2,4,6
EUCALIPTUS,otras vacunaciones,sr,2023-11-01,1,0,14,20,15,20,35
EXALTACION,otras vacunaciones,sr,2023-11-01,0,0,2,2,2,2,4
FILADELFIA,otras vacunaciones,sr,2023-11-01,16,24,49,27,65,51,116
GAIOC JATUN AYLLU YURA,otras vacunaciones,sr,2023-11-01,5,10,25,13,30,23,53
GENERAL SAAVEDRA,otras vacunaciones,sr,2023-11-01,13,10,9,21,22,31,53
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,sr,2023-11-01,25,28,39,31,64,59,123
GUANAY,otras vacunaciones,sr,2023-11-01,11,17,13,17,24,34,58
GUAQUI,otras vacunaciones,sr,2023-11-01,17,30,10,14,27,44,71
GUAYARAMERIN,otras vacunaciones,sr,2023-11-01,81,122,204,150,285,272,557
GUTIERREZ,otras vacunaciones,sr,2023-11-01,1,10,12,22,13,32,45
HUACARAJE,otras vacunaciones,sr,2023-11-01,0,0,42,44,42,44,86
HUACARETA,otras vacunaciones,sr,2023-11-01,0,0,7,9,7,9,16
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,sr,2023-11-01,1,1,17,11,18,12,30
HUANUNI,otras vacunaciones,sr,2023-11-01,42,35,94,111,136,146,282
HUARINA,otras vacunaciones,sr,2023-11-01,8,12,4,7,12,19,31
HUATAJATA,otras vacunaciones,sr,2023-11-01,2,3,2,3,4,6,10
HUAYLLAMARCA,otras vacunaciones,sr,2023-11-01,1,3,13,17,14,20,34
ICHOCA,otras vacunaciones,sr,2023-11-01,0,1,41,24,41,25,66
ICLA,otras vacunaciones,sr,2023-11-01,32,36,78,51,110,87,197
INCAHUASI,otras vacunaciones,sr,2023-11-01,13,28,40,27,53,55,108
INGAVI (HUMAITA),otras vacunaciones,sr,2023-11-01,0,0,0,1,0,1,1
INQUISIVI,otras vacunaciones,sr,2023-11-01,24,21,28,35,52,56,108
IXIAMAS,otras vacunaciones,sr,2023-11-01,7,6,17,19,24,25,49
JESUS DE MACHACA,otras vacunaciones,sr,2023-11-01,4,2,39,13,43,15,58
LA ASUNTA,otras vacunaciones,sr,2023-11-01,20,28,103,107,123,135,258
LA GUARDIA,otras vacunaciones,sr,2023-11-01,5,18,0,0,5,18,23
LA PAZ,otras vacunaciones,sr,2023-11-01,568,1264,1172,1426,1740,2690,4430
LAGUNILLAS,otras vacunaciones,sr,2023-11-01,4,17,11,11,15,28,43
LAJA,otras vacunaciones,sr,2023-11-01,8,6,0,0,8,6,14
LAS CARRERAS,otras vacunaciones,sr,2023-11-01,1,2,4,5,5,7,12
LICOMA PAMPA,otras vacunaciones,sr,2023-11-01,0,0,11,10,11,10,21
LLALLAGUA,otras vacunaciones,sr,2023-11-01,7,14,37,52,44,66,110
LLICA,otras vacunaciones,sr,2023-11-01,4,9,0,0,4,9,13
LORETO,otras vacunaciones,sr,2023-11-01,7,7,0,0,7,7,14
LURIBAY,otras vacunaciones,sr,2023-11-01,12,28,70,42,82,70,152
MACHARETI,otras vacunaciones,sr,2023-11-01,0,1,15,7,15,8,23
MAGDALENA,otras vacunaciones,sr,2023-11-01,0,0,30,20,30,20,50
MAIRANA,otras vacunaciones,sr,2023-11-01,3,5,0,0,3,5,8
MALLA,otras vacunaciones,sr,2023-11-01,0,0,55,59,55,59,114
MAPIRI,otras vacunaciones,sr,2023-11-01,49,79,78,53,127,132,259
MECAPACA,otras vacunaciones,sr,2023-11-01,4,13,9,11,13,24,37
MINEROS,otras vacunaciones,sr,2023-11-01,1,3,1,0,2,3,5
MIZQUE,otras vacunaciones,sr,2023-11-01,5,12,116,163,121,175,296
MOCOMOCO,otras vacunaciones,sr,2023-11-01,4,1,0,0,4,1,5
MOJINETE,otras vacunaciones,sr,2023-11-01,0,1,1,2,1,3,4
MOJOCOYA,otras vacunaciones,sr,2023-11-01,0,0,3,2,3,2,5
MONTEAGUDO,otras vacunaciones,sr,2023-11-01,23,27,163,157,186,184,370
MONTERO,otras vacunaciones,sr,2023-11-01,51,119,730,690,781,809,1590
MORO MORO,otras vacunaciones,sr,2023-11-01,1,4,0,0,1,4,5
MOROCHATA,otras vacunaciones,sr,2023-11-01,5,6,20,31,25,37,62
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2023-11-01,0,0,3,9,3,9,12
NAZACARA DE PACAJES,otras vacunaciones,sr,2023-11-01,2,1,2,1,4,2,6
OCURI,otras vacunaciones,sr,2023-11-01,4,10,34,65,38,75,113
OKINAWA,otras vacunaciones,sr,2023-11-01,5,1,2,2,7,3,10
ORURO,otras vacunaciones,sr,2023-11-01,59,140,75,130,134,270,404
PADCAYA,otras vacunaciones,sr,2023-11-01,36,58,8,15,44,73,117
PADILLA,otras vacunaciones,sr,2023-11-01,5,11,3,3,8,14,22
PAILON,otras vacunaciones,sr,2023-11-01,42,79,459,503,501,582,1083
PALOS BLANCOS,otras vacunaciones,sr,2023-11-01,0,0,23,20,23,20,43
PAMPA AULLAGAS,otras vacunaciones,sr,2023-11-01,1,1,11,16,12,17,29
PAMPA GRANDE,otras vacunaciones,sr,2023-11-01,4,3,2,1,6,4,10
PAPEL PAMPA,otras vacunaciones,sr,2023-11-01,7,4,27,28,34,32,66
PASORAPA,otras vacunaciones,sr,2023-11-01,4,0,3,7,7,7,14
PATACAMAYA,otras vacunaciones,sr,2023-11-01,4,7,71,66,75,73,148
PAZÑA,otras vacunaciones,sr,2023-11-01,5,6,10,18,15,24,39
PELECHUCO,otras vacunaciones,sr,2023-11-01,12,3,3,0,15,3,18
POCOATA,otras vacunaciones,sr,2023-11-01,1,0,58,79,59,79,138
POCONA,otras vacunaciones,sr,2023-11-01,19,35,68,64,87,99,186
POJO (CBBA),otras vacunaciones,sr,2023-11-01,2,6,91,68,93,74,167
POOPO,otras vacunaciones,sr,2023-11-01,11,14,71,96,82,110,192
PORCO,otras vacunaciones,sr,2023-11-01,0,2,89,126,89,128,217
POROMA,otras vacunaciones,sr,2023-11-01,2,6,40,36,42,42,84
PORONGO,otras vacunaciones,sr,2023-11-01,3,5,0,6,3,11,14
PORTACHUELO,otras vacunaciones,sr,2023-11-01,27,36,8,13,35,49,84
POSTRER VALLE,otras vacunaciones,sr,2023-11-01,2,0,0,0,2,0,2
POTOSI,otras vacunaciones,sr,2023-11-01,98,210,123,297,221,507,728
PRESTO,otras vacunaciones,sr,2023-11-01,2,4,11,21,13,25,38
PUCARANI,otras vacunaciones,sr,2023-11-01,22,27,43,48,65,75,140
PUERTO ACOSTA,otras vacunaciones,sr,2023-11-01,6,7,48,62,54,69,123
PUERTO CARABUCO,otras vacunaciones,sr,2023-11-01,2,4,44,33,46,37,83
PUERTO GONZALO MORENO,otras vacunaciones,sr,2023-11-01,11,7,14,19,25,26,51
PUERTO PEREZ,otras vacunaciones,sr,2023-11-01,2,7,36,41,38,48,86
PUERTO QUIJARRO,otras vacunaciones,sr,2023-11-01,2,5,50,83,52,88,140
PUERTO RICO,otras vacunaciones,sr,2023-11-01,15,0,3,0,18,0,18
PUERTO VILLARROEL,otras vacunaciones,sr,2023-11-01,4,14,63,75,67,89,156
PUNA,otras vacunaciones,sr,2023-11-01,8,17,2,4,10,21,31
PUNATA,otras vacunaciones,sr,2023-11-01,40,86,217,241,257,327,584
QUIABAYA,otras vacunaciones,sr,2023-11-01,9,14,0,6,9,20,29
QUILLACOLLO,otras vacunaciones,sr,2023-11-01,81,157,461,680,542,837,1379
QUIRUSILLAS,otras vacunaciones,sr,2023-11-01,1,3,0,0,1,3,4
RAQAYPAMPA(ETA),otras vacunaciones,sr,2023-11-01,14,12,24,33,38,45,83
RAVELO,otras vacunaciones,sr,2023-11-01,8,12,38,58,46,70,116
RIBERALTA,otras vacunaciones,sr,2023-11-01,35,53,242,203,277,256,533
ROBORE,otras vacunaciones,sr,2023-11-01,32,325,100,43,132,368,500
RURRENABAQUE,otras vacunaciones,sr,2023-11-01,6,13,95,41,101,54,155
SABAYA,otras vacunaciones,sr,2023-11-01,0,0,2,21,2,21,23
SACABA,otras vacunaciones,sr,2023-11-01,54,83,392,340,446,423,869
SACABAMBA,otras vacunaciones,sr,2023-11-01,1,0,9,5,10,5,15
SACACA,otras vacunaciones,sr,2023-11-01,2,8,18,19,20,27,47
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2023-11-01,5,13,19,16,24,29,53
SAMAIPATA,otras vacunaciones,sr,2023-11-01,2,3,0,0,2,3,5
SAN ANDRES,otras vacunaciones,sr,2023-11-01,1,2,8,0,9,2,11
SAN ANDRES DE MACHACA,otras vacunaciones,sr,2023-11-01,0,0,16,4,16,4,20
SAN ANTONIO DE ESMORUCO,otras vacunaciones,sr,2023-11-01,6,3,0,0,6,3,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2023-11-01,3,10,5,5,8,15,23
SAN BENITO,otras vacunaciones,sr,2023-11-01,8,7,1,1,9,8,17
SAN BORJA,otras vacunaciones,sr,2023-11-01,10,12,77,102,87,114,201
SAN BUENA VENTURA,otras vacunaciones,sr,2023-11-01,0,1,27,41,27,42,69
SAN CARLOS,otras vacunaciones,sr,2023-11-01,33,49,66,35,99,84,183
SAN IGNACIO,otras vacunaciones,sr,2023-11-01,23,25,86,76,109,101,210
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2023-11-01,10,11,49,14,59,25,84
SAN JAVIER(BNI),otras vacunaciones,sr,2023-11-01,5,7,51,69,56,76,132
SAN JAVIER(STC),otras vacunaciones,sr,2023-11-01,15,22,8,2,23,24,47
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2023-11-01,1,2,0,0,1,2,3
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2023-11-01,5,7,207,187,212,194,406
SAN JULIAN,otras vacunaciones,sr,2023-11-01,19,16,20,24,39,40,79
SAN LORENZO(TJA),otras vacunaciones,sr,2023-11-01,23,52,23,35,46,87,133
SAN LUCAS,otras vacunaciones,sr,2023-11-01,20,37,39,35,59,72,131
SAN MATIAS,otras vacunaciones,sr,2023-11-01,4,1,97,107,101,108,209
SAN PABLO DE LIPEZ,otras vacunaciones,sr,2023-11-01,0,2,0,0,0,2,2
SAN PEDRO,otras vacunaciones,sr,2023-11-01,0,1,20,8,20,9,29
SAN PEDRO DE BUENA VISTA,otras vacunaciones,sr,2023-11-01,4,5,10,0,14,5,19
SAN PEDRO DE CURAHUARA,otras vacunaciones,sr,2023-11-01,3,7,20,22,23,29,52
SAN PEDRO DE MACHA,otras vacunaciones,sr,2023-11-01,18,10,47,42,65,52,117
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2023-11-01,6,14,19,16,25,30,55
SAN RAMON BENI,otras vacunaciones,sr,2023-11-01,0,0,11,7,11,7,18
SAN RAMON SCZ,otras vacunaciones,sr,2023-11-01,8,13,4,2,12,15,27
SANTA ANA,otras vacunaciones,sr,2023-11-01,32,130,28,54,60,184,244
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2023-11-01,666,1442,2142,2016,2808,3458,6266
SANTA ROSA,otras vacunaciones,sr,2023-11-01,0,0,14,37,14,37,51
SANTA ROSA DEL SARA,otras vacunaciones,sr,2023-11-01,14,35,46,44,60,79,139
SANTIAGO DE CALLAPA,otras vacunaciones,sr,2023-11-01,20,12,28,22,48,34,82
SANTIAGO DE HUARI,otras vacunaciones,sr,2023-11-01,4,4,25,39,29,43,72
SANTIAGO DE MACHACA,otras vacunaciones,sr,2023-11-01,9,1,2,0,11,1,12
SANTIVAÑES,otras vacunaciones,sr,2023-11-01,4,10,3,9,7,19,26
SAPAHAQUI,otras vacunaciones,sr,2023-11-01,4,10,52,48,56,58,114
SENA,otras vacunaciones,sr,2023-11-01,1,1,158,195,159,196,355
SHINAOTA,otras vacunaciones,sr,2023-11-01,11,19,26,39,37,58,95
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2023-11-01,61,114,91,99,152,213,365
SICAYA,otras vacunaciones,sr,2023-11-01,8,10,1,2,9,12,21
SIPE SIPE,otras vacunaciones,sr,2023-11-01,8,16,44,103,52,119,171
SOPACHUY,otras vacunaciones,sr,2023-11-01,4,10,0,0,4,10,14
SORACACHI,otras vacunaciones,sr,2023-11-01,1,2,52,44,53,46,99
SORATA,otras vacunaciones,sr,2023-11-01,12,21,17,31,29,52,81
SUCRE,otras vacunaciones,sr,2023-11-01,103,149,45,61,148,210,358
TACACOMA,otras vacunaciones,sr,2023-11-01,0,0,33,33,33,33,66
TACOBAMBA,otras vacunaciones,sr,2023-11-01,33,32,22,19,55,51,106
TACOPAYA,otras vacunaciones,sr,2023-11-01,11,10,2,6,13,16,29
TAPACARI,otras vacunaciones,sr,2023-11-01,4,3,2,3,6,6,12
TARABUCO,otras vacunaciones,sr,2023-11-01,9,5,44,44,53,49,102
TARACO,otras vacunaciones,sr,2023-11-01,3,13,13,13,16,26,42
TARATA,otras vacunaciones,sr,2023-11-01,1,0,87,19,88,19,107
TARIJA,otras vacunaciones,sr,2023-11-01,206,376,556,739,762,1115,1877
TARVITA,otras vacunaciones,sr,2023-11-01,25,48,16,18,41,66,107
TEOPONTE,otras vacunaciones,sr,2023-11-01,6,4,47,41,53,45,98
TIAHUANACU,otras vacunaciones,sr,2023-11-01,12,18,63,68,75,86,161
TINGUIPAYA,otras vacunaciones,sr,2023-11-01,17,16,73,34,90,50,140
TIPUANI,otras vacunaciones,sr,2023-11-01,4,5,23,27,27,32,59
TIQUIPAYA,otras vacunaciones,sr,2023-11-01,40,71,244,329,284,400,684
TIRAQUE (CBBA),otras vacunaciones,sr,2023-11-01,7,6,26,56,33,62,95
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,sr,2023-11-01,0,2,1,0,1,2,3
TOCO,otras vacunaciones,sr,2023-11-01,7,6,4,8,11,14,25
TODOS SANTOS,otras vacunaciones,sr,2023-11-01,0,0,8,9,8,9,17
TOLATA,otras vacunaciones,sr,2023-11-01,0,0,1,3,1,3,4
TOLEDO,otras vacunaciones,sr,2023-11-01,5,1,11,10,16,11,27
TOMAVE,otras vacunaciones,sr,2023-11-01,8,10,63,90,71,100,171
TOMINA,otras vacunaciones,sr,2023-11-01,0,3,0,0,0,3,3
TORO TORO,otras vacunaciones,sr,2023-11-01,14,15,17,21,31,36,67
TOTORA(CBBA),otras vacunaciones,sr,2023-11-01,1,2,65,31,66,33,99
TOTORA(ORR),otras vacunaciones,sr,2023-11-01,4,11,2,10,6,21,27
TRINIDAD,otras vacunaciones,sr,2023-11-01,76,123,881,977,957,1100,2057
TUPIZA,otras vacunaciones,sr,2023-11-01,61,107,85,55,146,162,308
TURCO,otras vacunaciones,sr,2023-11-01,2,0,41,30,43,30,73
UMALA,otras vacunaciones,sr,2023-11-01,17,30,8,14,25,44,69
