,group,variable,month,17.27 COVID-19 DOSIS ANUAL (4TA DOSIS) DENTRO,17.27 COVID-19 DOSIS ANUAL (4TA DOSIS) DENTRO,17.27 COVID-19 DOSIS ANUAL (4TA DOSIS) FUERA,17.27 COVID-19 DOSIS ANUAL (4TA DOSIS) FUERA,TOTALES,TOTALES,TOTALES
SUCRE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,67,97,57,76,124,173,297
TACACHI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,0,0,2,3,2,3,5
TACACOMA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,1,0,1,2,2,2,4
TACOPAYA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,19,13,67,76,86,89,175
TAPACARI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,56,66,83,88,139,154,293
TARABUCO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,1,1,3,5,4,6,10
TARACO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,5,7,3,0,8,7,15
TARATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,10,7,26,15,36,22,58
TARIJA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,13,24,0,5,13,29,42
TARVITA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,2,1,4,5,6,6,12
TEOPONTE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,3,3,6,3,9,6,15
TIAHUANACU,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,5,4,10,14,15,18,33
TIPUANI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,0,0,7,4,7,4,11
TIQUIPAYA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,30,36,55,64,85,100,185
TIRAQUE (CBBA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,22,28,46,63,68,91,159
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,0,0,1,1,1,1,2
TOCO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,1,1,9,8,10,9,19
TODOS SANTOS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,0,0,14,0,14,0,14
TOLATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,1,0,39,9,40,9,49
TOLEDO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,27,22,12,17,39,39,78
TOMINA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,0,2,2,1,2,3,5
TORO TORO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,2,0,0,0,2,0,2
TOTORA(CBBA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,6,12,36,69,42,81,123
TOTORA(ORR),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,29,32,5,5,34,37,71
TRINIDAD,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,0,4,6,5,6,9,15
TUPIZA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,7,14,0,0,7,14,21
TURCO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,36,24,0,0,36,24,60
UNCIA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,3,3,4,6,7,9,16
UYUNI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,11,0,1,5,12,5,17
VACAS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,2,6,2,6,4,12,16
VIACHA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,1,2,19,5,20,7,27
VILA VILA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,0,1,14,16,14,17,31
VILLA MONTES,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,8,5,46,1,54,6,60
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,0,0,16,27,16,27,43
VILLA RIVERO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,15,14,39,57,54,71,125
VILLA SERRANO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,6,6,1,0,7,6,13
VILLA TUNARI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,35,53,240,203,275,256,531
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,2,2,6,9,8,11,19
VINTO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,45,94,28,63,73,157,230
WALDO BALLIVIAN,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,8,3,8,1,16,4,20
WARNES,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,11,13,5,2,16,15,31
YACO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,1,1,13,15,14,16,30
YACUIBA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,17,3,17,32,34,35,69
YANACACHI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,2,7,5,6,7,13,20
YAPACANI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,6,2,0,0,6,2,8
YUNCHARA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,1,0,0,0,1,0,1
YUNGUYO DE LITORAL,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,5,6,1,0,6,6,12
ZUDAÑEZ,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-09-01,0,1,4,2,4,3,7
ACHACACHI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,12,23,35,26,47,73
ACHOCALLA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,2,11,10,11,12,23
AIQUILE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,2,328,433,329,435,764
ALALAY,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,2,0,2,0,2
ALCALA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,4,3,0,0,4,3,7
ALTO BENI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,3,21,22,22,25,47
ANCORAIMES,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,2,14,8,14,10,24
ANDAMARCA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,7,9,0,0,7,9,16
ANTEQUERA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,4,1,5,2,9,11
ANZALDO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,20,29,20,29,49
APOLO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,5,12,12,14,17,31
ARANI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,1,31,32,32,33,65
ARBIETO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,0,1,0,1,1
ARQUE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,5,7,32,25,37,32,69
ATOCHA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,3,15,12,16,15,31
AUCAPATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,1,1,1,1,2
AYATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,5,8,9,10,14,18,32
AYO AYO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,4,6,3,4,7,10,17
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,3,8,8,9,11,20
AZURDUY,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,3,14,19,15,22,37
BATALLAS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,4,18,18,19,22,41
BAURES,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,1,0,0,3,1,4
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,11,12,11,12,23
BELLA FLOR,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,0,2,2,4,2,6
BERMEJO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,2,7,9,8,11,19
BETANZOS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,6,4,3,7,9,16
BOLIVAR,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,6,7,15,21,21,28,49
BOLPEBRA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,1,2,1,3,4
BOYUIBE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,0,2,8,3,8,11
CAIROMA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,3,6,13,9,16,25
CAJUATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,11,12,23,23,34,35,69
CALACOTO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,3,7,3,7,10
CALAMARCA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,3,6,5,7,8,15
CAMARGO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,4,4,5,6,9,15
CAMIRI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,4,0,0,3,4,7
CAPINOTA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,4,3,61,85,65,88,153
CAQUIAVIRI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,3,1,1,3,4,7
CARACOLLO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,20,32,6,0,26,32,58
CARANAVI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,9,8,53,26,62,34,96
CARIPUYO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,4,7,0,1,4,8,12
CHACARILLA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,4,2,0,3,4,7
CHALLAPATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,29,22,6,10,35,32,67
CHARAGUA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,3,0,0,3,3,6
CHARAÑA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,0,3,0,3,3
CHIMORE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,23,43,93,38,116,81,197
CHIPAYA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,6,4,0,0,6,4,10
CHOQUE COTA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,6,12,6,12,18
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,7,11,9,8,16,19,35
CHUMA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,18,11,17,19,35,30,65
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,1,1,1,1,2
CKOCHAS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,1,3,1,5,2,7
CLIZA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,13,25,13,26,39
COBIJA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,5,6,32,39,37,45,82
COCAPATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,2,2,1,5,3,8
COCHABAMBA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,214,284,1407,1287,1621,1571,3192
COLCAPIRHUA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,4,2,315,407,319,409,728
"COLCHA ""K""",otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,11,7,8,4,19,11,30
COLLANA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,3,1,1,1,4,5
COLOMI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,10,9,68,71,78,80,158
COLQUECHACA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,0,4,2,5,2,7
COLQUENCHA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,7,31,29,34,36,70
COLQUIRI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,6,7,37,30,43,37,80
COMANCHE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,10,8,10,8,18
COMBAYA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,4,2,7,9,11,11,22
COPACABANA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,3,2,0,3,3,6
CORIPATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,5,22,39,25,44,69
CORO CORO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,6,14,6,14,20
COROICO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,5,3,19,31,24,34,58
CORQUE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,8,7,0,2,8,9,17
COTAGAITA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,1,15,17,18,18,36
COTOCA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,4,6,3,4,7,10,17
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,0,1,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,0,3,0,3,3
CUEVO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,4,0,4,0,4
CULPINA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,6,5,2,6,8,14
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,4,6,6,2,10,8,18
DESAGUADERO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,1,24,10,26,11,37
EL ALTO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,122,172,170,266,292,438,730
EL CHORO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,5,1,7,4,12,5,17
EL PUENTE(TJA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,5,7,10,10,15,17,32
EL TORNO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,7,4,14,2,21,6,27
ENTRE RIOS TRJ,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,12,20,4,9,16,29,45
ENTRE RIOS CBBA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,13,5,21,24,34,29,63
ESCARA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,0,1,2,2,2,4
ESCOMA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,3,30,23,31,26,57
ESMERALDA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,7,7,0,0,7,7,14
EUCALIPTUS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,4,4,3,12,7,16,23
FILADELFIA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,4,3,7,20,11,23,34
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,3,0,0,1,3,4
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,2,5,2,5,7
GUANAY,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,8,10,3,8,11,18,29
GUAQUI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,8,9,20,33,28,42,70
GUTIERREZ,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,5,11,5,11,16
HUACARETA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,3,1,3,1,4
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,2,0,2,1,4,5
HUANUNI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,33,49,5,3,38,52,90
HUARINA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,2,8,10,10,12,22
HUATAJATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,7,8,7,8,15
HUAYLLAMARCA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,15,15,6,10,21,25,46
HUMANATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,4,5,4,5,9
ICHOCA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,8,17,8,17,25
ICLA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,4,6,1,2,5,8,13
INCAHUASI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,2,1,2,1,4,5
INQUISIVI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,5,5,9,8,14,22
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,5,5,23,29,28,34,62
JESUS DE MACHACA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,1,12,10,14,11,25
LA ASUNTA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,8,12,5,3,13,15,28
LA GUARDIA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,19,55,3,4,22,59,81
LA PAZ,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,286,483,709,717,995,1200,2195
LA RIVERA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,4,7,2,7,6,13
LAGUNILLAS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,0,0,1,1,1,2
LAJA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,14,9,35,39,49,48,97
LAS CARRERAS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,2,3,7,3,9,12
LICOMA PAMPA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,15,11,15,11,26
LURIBAY,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,1,14,9,15,10,25
MACHARETI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,2,12,18,13,20,33
MECAPACA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,0,2,0,3,3
MIZQUE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,8,161,167,164,175,339
MOCOMOCO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,6,3,18,14,24,17,41
MOROCHATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,5,9,37,27,42,36,78
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,2,1,2,1,3
OMEREQUE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,2,4,2,4,6
ORURO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,112,120,103,148,215,268,483
PADILLA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,8,7,1,0,9,7,16
PALOS BLANCOS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,6,8,21,22,27,30,57
PAMPA AULLAGAS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,1,0,3,2,4,6
PAPEL PAMPA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,0,0,0,3,0,3
PASORAPA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,1,43,46,44,47,91
PATACAMAYA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,22,13,22,14,36
PAZÑA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,11,7,17,21,28,28,56
PELECHUCO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,0,17,14,19,14,33
POCOATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,1,1,1,1,2
POCONA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,5,7,52,53,57,60,117
POJO (CBBA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,13,14,20,16,33,30,63
POOPO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,5,9,2,1,7,10,17
PORONGO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,12,10,8,7,20,17,37
PORTACHUELO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,7,0,0,1,7,8
PORVENIR,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,6,3,5,4,11,15
POTOSI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,16,36,24,43,40,79,119
PRESTO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,3,0,0,0,3,3
PUCARANI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,6,5,7,8,13,21
PUERTO ACOSTA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,2,13,3,14,5,19
PUERTO CARABUCO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,4,12,11,14,15,29
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,13,17,13,17,30
PUERTO PEREZ,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,5,4,5,5,10
PUERTO VILLARROEL,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,33,26,64,54,97,80,177
PUNATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,75,103,96,165,171,268,439
QUIABAYA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,6,7,6,7,13
QUILLACOLLO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,52,78,382,395,434,473,907
QUIME,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,15,13,15,14,29
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,24,20,51,46,75,66,141
RAVELO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,3,3,2,3,5,8
RIBERALTA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,9,34,0,0,9,34,43
ROBORE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,1,2,1,2,3
SABAYA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,3,6,3,6,9
SACABA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,102,157,744,764,846,921,1767
SACABAMBA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,4,15,13,17,17,34
SACACA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,3,48,39,50,42,92
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,4,1,4,1,5
SAN BENITO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,22,23,2,8,24,31,55
SAN BORJA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,9,1,18,17,27,18,45
SAN BUENA VENTURA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,0,0,3,2,3,5
SAN CARLOS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,0,0,0,1,1
SAN JOAQUIN,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,8,1,8,1,9
SAN LUCAS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,4,0,0,3,4,7
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,2,9,11,10,13,23
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,1,4,1,4,2,6
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,1,3,2,6,3,9
SAN PEDRO DE QUEMES,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,2,1,2,1,3
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,8,8,8,8,16,16,32
SAN PEDRO(PND),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,13,8,13,8,21
SAN RAMON BENI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,5,6,5,6,11
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,85,88,36,76,121,164,285
SANTIAGO DE HUARI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,23,38,23,38,61
SANTIAGO DE HUATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,2,3,15,24,17,27,44
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,5,6,3,6,8,14
SANTIVAÑES,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,13,25,104,146,117,171,288
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,1,1,0,2,1,3
SAPAHAQUI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,9,6,0,0,9,6,15
SENA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,4,8,4,8,12
SHINAOTA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,35,39,106,53,141,92,233
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,14,35,23,34,37,69,106
SICAYA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,1,2,8,10,9,12,21
SIPE SIPE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,6,7,94,120,100,127,227
SORACACHI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,17,25,12,4,29,29,58
SORATA,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,3,1,21,14,24,15,39
SUCRE,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,21,34,59,118,80,152,232
TACACHI,otras vacunaciones,covid-19 dosis anual (4ta dosis),2023-10-01,0,0,1,1,1,1,2
