municipality,group,variable,month,N° de Sintomáticos Respiratorios,TOTAL
CUCHUMUELA (V. G. VILLARROEL),tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
CUEVO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
CULPINA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,11,11
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
CURVA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,534,534
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,56,56
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,31,31
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,29,29
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,8,8
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
GUANAY,tuberculosis,n de sintomaticos respiratorios,2008-11-01,11,11
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2008-11-01,21,21
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2008-11-01,8,8
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
HUACAYA (VILLA DE HUACAYA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,13,13
HUAYLLAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
ICLA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,14,14
INQUISIVI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
IRUPANA (VILLA DE LANZA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,23,23
IXIAMAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
JESUS DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
LA ASUNTA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,55,55
LA GUARDIA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,65,65
LA PAZ,tuberculosis,n de sintomaticos respiratorios,2008-11-01,579,579
LAGUNILLAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
LAJA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
LAS CARRERAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
LICOMA PAMPA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
LLALLAGUA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,22,22
LLICA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
MACHACAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
MALLA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,11,11
MECAPACA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
MINEROS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,24,24
MIZQUE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,20,20
MOCOMOCO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
MOJINETE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
MOJOCOYA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,8,8
MONTEAGUDO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,42,42
MONTERO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,54,54
MOROCHATA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
OCURI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
OKINAWA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,16,16
OMEREQUE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
ORURO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,231,231
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,8,8
PADILLA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
PAILON,tuberculosis,n de sintomaticos respiratorios,2008-11-01,22,22
PALCA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,21,21
PAMPA AULLAGAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
PAMPA GRANDE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
PAPEL PAMPA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,14,14
POCOATA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,25,25
POCONA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
POOPO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
PORCO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,8,8
POROMA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,13,13
PORONGO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,21,21
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
POTOSI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,92,92
PRESTO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
PUERTO PEREZ,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
PUERTO QUIJARRO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
PUERTO SUAREZ,tuberculosis,n de sintomaticos respiratorios,2008-11-01,11,11
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2008-11-01,72,72
PUNA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,16,16
PUNATA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,35,35
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,62,62
QUIME,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
QUIRUSILLAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
RAVELO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,54,54
ROBORE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,21,21
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,13,13
SACABA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,95,95
SACABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
SACACA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,15,15
SAIPINA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,8,8
SAN AGUSTIN,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
SAN ANDRES,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,43,43
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,16,16
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,27,27
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
SAN JAVIER(BNI),tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
SAN JAVIER(STC),tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,29,29
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,8,8
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2008-11-01,105,105
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,18,18
SAN MATIAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,17,17
SAN PEDRO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,13,13
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,20,20
SAN PEDRO DE TIQUINA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2008-11-01,11,11
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1012,1012
SANTA ROSA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
SANTIAGO DE CALLAPA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
SANTIAGO DE HUARI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
SANTIVAÑES,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
SANTUARIO DE QUILLACAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
SAPAHAQUI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
SICA SICA (VILLA AROMA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
SIPE SIPE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,13,13
SOPACHUY,tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
SORACACHI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
SORATA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,31,31
SUCRE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,139,139
TACACOMA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
TACOBAMBA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
TACOPAYA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,11,11
TAHUA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
TAPACARI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
TARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,33,33
TARACO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
TARATA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
TARIJA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,139,139
TARVITA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,15,15
TEOPONTE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
TINGUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
TIPUANI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,38,38
TIQUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,36,36
TIRAQUE (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,36,36
TOCO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
TOLATA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
TOLEDO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
TOMAVE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,11,11
TOMINA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,12,12
TORO TORO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
TOTORA(CBBA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,12,12
TOTORA(ORR),tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
TRIGAL,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
TRINIDAD,tuberculosis,n de sintomaticos respiratorios,2008-11-01,49,49
TUPIZA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,27,27
TURCO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,8,8
UMALA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
UNCIA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,14,14
URIONDO (A. CONCEPCION),tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
URUBICHA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
UYUNI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,15,15
VACAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
VALLEGRANDE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
VIACHA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,35,35
VILA VILA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
VILLA MONTES,tuberculosis,n de sintomaticos respiratorios,2008-11-01,46,46
VILLA NUEVA (LOMA ALTA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
VILLA RIVERO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
VILLA SERRANO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,17,17
VILLA TUNARI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,131,131
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,8,8
VILLAZON,tuberculosis,n de sintomaticos respiratorios,2008-11-01,13,13
VINTO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,20,20
VITICHI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
WARNES,tuberculosis,n de sintomaticos respiratorios,2008-11-01,59,59
YACUIBA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,211,211
YAMPARAEZ,tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
YAPACANI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,98,98
YOCALLA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
YOTALA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,8,8
YUNCHARA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
ZUDAÑEZ,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
ACACIO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
ACHACACHI,tuberculosis,n de sintomaticos respiratorios,2008-12-01,19,19
AIQUILE,tuberculosis,n de sintomaticos respiratorios,2008-12-01,6,6
ALALAY,tuberculosis,n de sintomaticos respiratorios,2008-12-01,2,2
ALCALA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,2,2
ANCORAIMES,tuberculosis,n de sintomaticos respiratorios,2008-12-01,5,5
ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,5,5
ANTEQUERA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,2,2
APOLO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,3,3
ARAMPAMPA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,12,12
ARANI,tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,2,2
ARQUE,tuberculosis,n de sintomaticos respiratorios,2008-12-01,3,3
ASCENCION DE GUARAYOS,tuberculosis,n de sintomaticos respiratorios,2008-12-01,14,14
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,15,15
AYATA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,16,16
AYO AYO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2008-12-01,10,10
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2008-12-01,10,10
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,37,37
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2008-12-01,15,15
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2008-12-01,4,4
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2008-12-01,4,4
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,11,11
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2008-12-01,5,5
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2008-12-01,4,4
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,4,4
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,15,15
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2008-12-01,2,2
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2008-12-01,16,16
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,2,2
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,7,7
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2008-12-01,102,102
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2008-12-01,5,5
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,n de sintomaticos respiratorios,2008-12-01,6,6
CATACORA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,13,13
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,12,12
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,20,20
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2008-12-01,23,23
CHOQUE COTA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2008-12-01,23,23
CHUMA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,5,5
CLIZA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,12,12
COBIJA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,53,53
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,297,297
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,32,32
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
COLOMI,tuberculosis,n de sintomaticos respiratorios,2008-12-01,6,6
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,3,3
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,16,16
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,6,6
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2008-12-01,10,10
COMANCHE,tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,15,15
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,5,5
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2008-12-01,10,10
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,15,15
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
COROICO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,41,41
CORQUE,tuberculosis,n de sintomaticos respiratorios,2008-12-01,6,6
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,9,9
COTOCA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,39,39
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2008-12-01,16,16
CUCHUMUELA (V. G. VILLARROEL),tuberculosis,n de sintomaticos respiratorios,2008-12-01,2,2
CUEVO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,5,5
CULPINA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,15,15
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2008-12-01,5,5
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,3,3
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,547,547
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,1,1
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2008-12-01,4,4
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2008-12-01,4,4
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,63,63
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2008-12-01,3,3
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-12-01,29,29
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-12-01,18,18
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2008-12-01,2,2
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2008-12-01,11,11
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2008-12-01,13,13
GUANAY,tuberculosis,n de sintomaticos respiratorios,2008-12-01,23,23
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2008-12-01,2,2
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2008-12-01,17,17
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2008-12-01,5,5
