,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,28,12,28,12,40
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,350,340,350,340,690
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,138,191,138,191,329
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,53,63,53,63,116
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,48,137,48,137,185
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,83,60,83,60,143
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,42,70,42,70,112
YACO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,4,0,4,4
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,110,138,110,138,248
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,119,115,119,115,234
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,3,3,3,3,6
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,6,11,6,11,17
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,14,15,14,15,29
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,60,94,60,94,154
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,13,5,13,18
ZUDAÑEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,2,4,2,6
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,14,35,14,35,49
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,408,418,408,418,826
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,26,32,26,32,58
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,18,22,18,22,40
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,0,4,0,4,4
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,21,29,21,29,50
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,7,7,7,7,14
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,6,8,6,8,14
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,62,74,62,74,136
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,2,9,2,9,11
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,14,38,14,38,52
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,2,5,2,5,7
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,0,2,0,2,2
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,58,31,58,31,89
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,23,35,23,35,58
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,2,8,2,8,10
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,81,106,81,106,187
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,3,8,3,8,11
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,16,36,16,36,52
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,8,9,8,9,17
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,143,144,143,144,287
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,17,5,17,5,22
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,10,6,10,6,16
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,1,4,1,4,5
BELEN DE ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,5,12,5,12,17
BELLA FLOR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,2,5,2,5,7
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,149,217,149,217,366
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,30,40,30,40,70
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,22,4,22,4,26
BOLPEBRA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,2,0,2,0,2
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,10,8,10,8,18
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,30,28,30,28,58
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,0,3,0,3,3
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,6,4,6,4,10
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,24,29,24,29,53
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,9,7,9,7,16
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,51,61,51,61,112
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,110,111,110,111,221
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,1,4,1,4,5
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,68,74,68,74,142
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,214,178,214,178,392
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,9,1,9,1,10
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,11,13,11,13,24
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,117,164,117,164,281
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,6,14,6,14,20
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,0,2,0,2,2
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,12,32,12,32,44
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,2,3,2,3,5
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,35,55,35,55,90
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,5,6,5,6,11
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,10,17,10,17,27
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,4,4,4,4,8
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,5,43,5,43,48
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,1,20,1,20,21
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,3,10,3,10,13
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,10,11,10,11,21
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,3,1,3,1,4
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,0,10,0,10,10
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,3,11,3,11,14
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,100,357,100,357,457
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,116,169,116,169,285
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,18,22,18,22,40
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,2190,2599,2190,2599,4789
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,38,62,38,62,100
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,113,83,113,83,196
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,6,8,6,8,14
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,3,3,3,3,6
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,27,49,27,49,76
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,106,127,106,127,233
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,30,17,30,17,47
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,30,26,30,26,56
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,7,17,7,17,24
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,49,53,49,53,102
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,4,4,4,4,8
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,11,16,11,16,27
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,88,98,88,98,186
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,1,0,1,0,1
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,1,1,1,1,2
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,62,57,62,57,119
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,2,60,2,60,62
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,15,14,15,14,29
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,10,4,10,4,14
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,5,12,5,12,17
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,2,8,2,8,10
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,154,107,154,107,261
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,3,2,3,2,5
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,2294,2603,2294,2603,4897
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,5,3,5,3,8
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,0,1,0,1,1
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,20,30,20,30,50
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,51,77,51,77,128
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,28,23,28,23,51
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,89,171,89,171,260
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,0,4,0,4,4
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,0,3,0,3,3
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,18,25,18,25,43
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,25,28,25,28,53
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,3,8,3,8,11
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,2,8,2,8,10
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,22,34,22,34,56
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,11,7,11,7,18
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,149,139,149,139,288
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,37,42,37,42,79
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,4,11,4,11,15
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,4,8,4,8,12
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,68,64,68,64,132
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,10,11,10,11,21
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,17,22,17,22,39
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,12,12,12,12,24
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,48,51,48,51,99
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,0,15,0,15,15
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,11,34,11,34,45
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,9,24,9,24,33
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,28,17,28,17,45
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,91,87,91,87,178
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,15,39,15,39,54
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,4255,2821,4255,2821,7076
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,4,6,4,6,10
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,28,65,28,65,93
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,19,3,19,3,22
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,4,7,4,7,11
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,68,111,68,111,179
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,11,4,11,4,15
LORETO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,9,13,9,13,22
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,53,47,53,47,100
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,10,20,10,20,30
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,12,32,12,32,44
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,27,64,27,64,91
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,19,18,19,18,37
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,17,23,17,23,40
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,36,22,36,22,58
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,4,3,4,3,7
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,10,28,10,28,38
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,50,77,50,77,127
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-11-01,6,6,6,6,12
