,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,50,54,50,54,104
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,11,16,11,16,27
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,6,0,6,0,6
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,250,303,250,303,553
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,37,43,37,43,80
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,710,621,710,621,1331
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,366,384,366,384,750
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,514,481,514,481,995
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,3,3,3,3,6
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,54,95,54,95,149
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,32,28,32,28,60
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,33,23,33,23,56
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,0,1,0,1,1
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,8,12,8,12,20
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,5,5,5,5,10
ACACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,4,1,4,1,5
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,134,123,134,123,257
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,20,29,20,29,49
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,42,36,42,36,78
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,4,6,4,6,10
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,15,17,15,17,32
ANZALDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,12,14,12,14,26
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,96,147,96,147,243
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,10,2,10,12
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,15,14,15,14,29
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,4,6,4,6,10
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,3,6,3,6,9
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,3,2,3,5
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,22,31,22,31,53
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,1,2,1,3
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,7,31,7,31,38
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,197,69,197,69,266
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,0,2,0,2,2
CARACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,58,59,58,59,117
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,56,106,56,106,162
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,0,1,0,1,1
CHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,3,0,3,0,3
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,3,2,3,5
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,14,71,14,71,85
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,16,31,16,31,47
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,5,2,5,2,7
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,15,20,15,20,35
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,3,2,3,5
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,7,27,7,27,34
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,23,48,23,48,71
COIPASA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,0,2,0,2
COLCAPIRHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,40,93,40,93,133
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,4,2,4,2,6
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,0,4,0,4,4
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,0,2,0,2
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,6,13,6,13,19
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,19,26,19,26,45
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,81,117,81,117,198
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,22,24,22,24,46
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,3,0,3,0,3
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,0,2,0,2,2
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,5895,5837,5895,5837,11732
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,3,5,3,5,8
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,10,3,10,3,13
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,6,2,6,8
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,0,2,0,2
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,240,0,240,0,240
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,48,56,48,56,104
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,12,17,12,17,29
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,10,3,10,3,13
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,7,8,7,8,15
HUMANATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,8,24,8,24,32
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,107,124,107,124,231
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,5,1,5,6
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,3,3,3,3,6
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,3,3,3,3,6
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,37,48,37,48,85
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,191,257,191,257,448
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,113,152,113,152,265
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,45,64,45,64,109
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,16,12,16,12,28
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,3,1,3,4
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,23,43,23,43,66
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,34,31,34,31,65
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,17,12,17,12,29
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,26,23,26,23,49
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,1,1,1,2
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,200,200,200,200,400
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,70,120,70,120,190
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,37,45,37,45,82
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,120,154,120,154,274
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,9,12,9,12,21
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,35,27,35,27,62
PASORAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,1,2,1,3
PAZÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,31,33,31,33,64
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,12,19,12,19,31
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,1,2,1,3
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,373,835,373,835,1208
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,9,24,9,24,33
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,115,125,115,125,240
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,1,1,1,2
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,5,7,5,7,12
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,12,14,12,14,26
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,15,26,15,26,41
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,3,1,3,4
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,54,50,54,50,104
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,0,23,0,23,23
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,17,29,17,29,46
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,12,14,12,14,26
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,38,60,38,60,98
RAVELO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,107,145,107,145,252
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,0,19,0,19,19
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,126,139,126,139,265
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,26,2,26,28
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,92,11,92,11,103
SAN AGUSTIN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,0,1,0,1,1
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,1,1,1,2
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,20,18,20,18,38
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,500,297,500,297,797
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,11,10,11,10,21
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,122,146,122,146,268
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,22,10,22,10,32
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,20,22,20,22,42
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,5,14,5,14,19
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,3,10,3,10,13
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,27,36,27,36,63
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,2,2,2,2,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,5,2,5,2,7
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,442,550,442,550,992
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,147,147,147,147,294
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,10,5,10,5,15
SANTIVAÑES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,0,1,0,1
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,4,1,4,1,5
SHINAOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,11,14,11,14,25
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,32,7,32,7,39
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,3,0,3,0,3
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,59,70,59,70,129
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,44,47,44,47,91
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,0,1,0,1
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,29,32,29,32,61
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,57,40,57,40,97
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,109,112,109,112,221
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,22,29,22,29,51
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,57,59,57,59,116
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,7,15,7,15,22
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,12,19,12,19,31
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,4,2,4,2,6
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,108,45,108,45,153
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,10,18,10,18,28
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,1,1,1,1,2
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,4,10,4,10,14
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,83,107,83,107,190
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,21,24,21,24,45
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,103,76,103,76,179
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-12-01,7,14,7,14,21
