,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,12,4,12,4,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,65,0,65,0,65
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,2,6,2,8
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,4,3,4,7
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,7,4,7,4,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,21,22,21,22,43
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,12,5,12,5,17
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,14,0,14,0,14
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,7,19,7,19,26
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,1,2,1,3
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,0,2,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,48,23,48,23,71
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,35,15,35,15,50
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,11,2,11,2,13
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,2,2,2,4
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,1,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,15,3,15,3,18
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,35,7,35,7,42
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,11,6,11,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,5,4,5,9
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,3,9,3,12
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,4,2,4,6
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,12,6,12,6,18
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,24,6,24,6,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,0,5,0,5
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,49,5,49,5,54
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,27,7,27,7,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,13,2,13,15
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,35,11,35,11,46
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,71,34,71,34,105
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,19,4,19,4,23
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,25,2,25,27
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,5,5,5,10
CATACORA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,1,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,50,7,50,7,57
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,1,5,1,6
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,17,6,17,6,23
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,11,9,11,9,20
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,26,7,26,7,33
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,0,1,0,1,1
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,15,6,15,6,21
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,1,5,1,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,8,14,8,14,22
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,12,9,12,21
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,41,5,41,5,46
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,111,4,111,4,115
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,43,9,43,52
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1203,2,1203,2,1205
COIPASA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,97,6,97,6,103
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,5,9,5,14
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,2,3,2,5
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,31,5,31,5,36
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,14,0,14,0,14
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,13,68,13,68,81
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,12,0,12,0,12
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,20,11,20,11,31
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,37,12,37,12,49
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,22,8,22,8,30
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,17,7,17,7,24
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,24,7,24,7,31
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,19,6,19,25
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,11,1,11,1,12
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,2,5,2,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,15,16,15,16,31
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,103,16,103,16,119
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,25,25,25,25,50
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,0,6,0,6
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,22,19,22,19,41
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,7,0,7,0,7
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,7,3,7,10
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,8,3,8,3,11
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1476,118,1476,118,1594
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,5,4,5,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,20,6,20,6,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,2,9,2,11
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,94,3,94,3,97
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,1,3,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,27,11,27,11,38
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,48,9,48,9,57
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,11,5,11,16
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,1,5,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,1,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,23,4,23,4,27
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,8,0,8,0,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,25,9,25,9,34
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,11,3,11,14
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,17,10,17,10,27
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,7,5,7,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,81,14,81,14,95
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,16,12,16,12,28
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,8,1,8,1,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,4,2,4,6
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,39,4,39,4,43
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,4,2,4,6
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,3,5,3,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,1,1,1,2
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,3,5,3,8
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,2,4,2,6
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,7,8,7,8,15
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,9,6,9,15
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,0,7,0,7,7
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,20,2,20,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,15,6,15,21
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,18,0,18,0,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,15,4,15,4,19
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,60,4,60,4,64
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,127,6,127,6,133
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1208,24,1208,24,1232
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,13,6,13,6,19
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,11,11,11,11,22
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,4,4,4,8
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,44,15,44,15,59
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,1,6,1,7
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,7,1,7,8
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,6,6,6,12
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,7,1,7,1,8
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,4,6,4,10
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,26,12,26,12,38
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,24,0,24,0,24
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,16,13,16,13,29
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,14,8,14,8,22
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,45,4,45,4,49
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,22,10,22,10,32
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,12,3,12,3,15
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,0,3,0,3
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,13,5,13,5,18
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,43,4,43,4,47
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,218,4,218,4,222
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,3,3,3,6
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,14,9,14,23
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,5,2,5,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,3,2,3,5
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,32,3,32,35
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,29,2,29,2,31
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,3,9,3,12
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,554,1,554,1,555
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,22,1,22,1,23
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,11,6,11,6,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,46,68,46,68,114
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,8,10,8,10,18
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,35,5,35,5,40
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,0,2,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,11,1,11,1,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,5,3,5,8
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,0,6,0,6
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,28,5,28,5,33
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,2,9,2,11
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,6,4,6,10
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,7,38,7,38,45
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,10,5,10,5,15
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,24,12,24,12,36
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,2,9,2,11
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,22,9,22,9,31
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,16,15,16,15,31
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,11,5,11,5,16
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,36,1,36,1,37
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,11,4,11,15
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,1,1,1,2
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,351,4,351,4,355
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,13,1,13,14
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,31,11,31,11,42
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,6,5,6,11
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,11,19,11,19,30
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,4,4,4,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,4,1,4,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,23,2,23,2,25
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,2,9,2,11
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,22,2,22,2,24
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,85,5,85,5,90
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,13,16,13,16,29
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,52,2,52,2,54
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,3,1,3,4
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,182,6,182,6,188
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,4,6,4,10
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,8,27,8,27,35
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,12,24,12,24,36
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,228,15,228,15,243
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,25,0,25,0,25
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,25,2,25,2,27
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,220,25,220,25,245
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,4,6,4,10
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,25,23,25,23,48
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,4,6,4,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,4,9,4,13
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,2,9,2,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,0,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,7,5,7,5,12
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,3,1,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,3,6,3,9
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,24,2,24,2,26
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,77,32,77,32,109
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,19,6,19,6,25
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,35,6,35,6,41
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,36,8,36,8,44
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,80,19,80,19,99
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,0,4,0,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,22,0,22,0,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,11,2,11,2,13
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,19,3,19,3,22
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,54,19,54,19,73
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,6,6,6,12
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,24,6,24,6,30
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,23,25,23,25,48
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,13,1,13,1,14
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,22,9,22,9,31
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,7,0,7,0,7
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,27,0,27,0,27
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,22,26,22,26,48
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,4,2,4,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,1,1,1,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,11,3,11,3,14
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,12,0,12,0,12
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,21,0,21,0,21
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2524,77,2524,77,2601
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,13,6,13,6,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,24,11,24,11,35
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,2,4,2,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,7,3,7,3,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,6,2,6,2,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,2,2,2,2,4
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,8,1,8,1,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,3,5,3,8
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,8,3,8,3,11
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,7,3,7,10
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,36,1,36,1,37
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,15,9,15,9,24
