,group,variable,month,ANTIROTAVIRICA 1RA. DOSIS,ANTIROTAVIRICA 1RA. DOSIS,TOTALES,TOTALES,TOTALES
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,11,4,11,15
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,35,63,35,63,98
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,3,1,3,4
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,13,15,13,15,28
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,30,12,30,12,42
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,0,5,0,5
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,23,16,23,16,39
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,2,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,6,3,6,9
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,12,18,12,18,30
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,32,8,32,8,40
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,132,10,132,10,142
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,9,32,9,32,41
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1368,8,1368,8,1376
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,112,6,112,6,118
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,12,6,12,6,18
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,0,5,0,5
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,30,3,30,3,33
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,14,4,14,4,18
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,20,54,20,54,74
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,19,1,19,1,20
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,16,20,16,20,36
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,0,4,0,4,4
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,39,9,39,9,48
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,0,4,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,44,11,44,11,55
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,17,4,17,4,21
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,20,2,20,2,22
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,7,6,7,13
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,24,6,24,6,30
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,5,6,5,11
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,20,17,20,17,37
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,124,5,124,5,129
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,34,3,34,3,37
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,3,1,3,4
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,0,3,0,3
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,26,22,26,22,48
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,1,6,1,7
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,3,1,3,4
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,10,0,10,0,10
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1585,44,1585,44,1629
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,4,1,4,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,19,1,19,1,20
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,21,2,21,2,23
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,83,3,83,3,86
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,2,2,2,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,22,8,22,8,30
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,69,12,69,12,81
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,7,5,7,5,12
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,1,5,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,1,3,1,4
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,5,2,5,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,17,5,17,5,22
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,4,3,4,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,23,0,23,0,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,15,5,15,20
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,16,4,16,4,20
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,2,2,2,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,77,25,77,25,102
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,24,17,24,17,41
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,13,6,13,6,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,1,1,1,2
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,40,9,40,9,49
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,1,4,1,5
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,4,4,4,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,0,3,0,3,3
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,7,5,7,5,12
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,0,4,0,4
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,13,3,13,16
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,15,18,15,18,33
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,24,2,24,26
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,10,12,10,12,22
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,24,4,24,4,28
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,23,2,23,2,25
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,65,7,65,7,72
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,152,3,152,3,155
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1382,26,1382,26,1408
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,4,2,4,6
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,16,12,16,12,28
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,5,4,5,9
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,51,42,51,42,93
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,0,4,0,4
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,9,1,9,10
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,9,13,9,13,22
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,0,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,8,6,8,6,14
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,23,8,23,8,31
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,23,0,23,0,23
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,3,1,3,4
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,11,4,11,15
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,16,6,16,6,22
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,55,8,55,8,63
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,37,26,37,26,63
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,9,13,9,13,22
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,7,4,7,4,11
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,42,5,42,5,47
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,226,4,226,4,230
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,0,4,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,10,17,10,17,27
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,2,6,2,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,1,3,1,4
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,12,32,12,32,44
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,20,3,20,3,23
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,5,4,5,9
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,604,22,604,22,626
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,13,7,13,7,20
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,14,6,14,6,20
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,46,23,46,23,69
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,13,11,13,11,24
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,53,5,53,5,58
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,1,6,1,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,13,2,13,2,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,1,1,1,2
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,3,2,3,5
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,53,4,53,4,57
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,5,4,5,9
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,7,4,7,11
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,37,5,37,42
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,16,8,16,8,24
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,13,9,13,9,22
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,15,1,15,1,16
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,18,0,18,0,18
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,15,19,15,19,34
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,10,5,10,5,15
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,30,0,30,0,30
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,1,3,1,4
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,1,4,1,5
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,389,17,389,17,406
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,18,6,18,24
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,3,3,3,6
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,35,12,35,12,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,12,5,12,17
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,9,14,9,14,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,4,4,4,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,8,7,8,7,15
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,24,6,24,6,30
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,8,3,8,3,11
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,28,3,28,3,31
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,108,10,108,10,118
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,18,12,18,12,30
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,47,0,47,0,47
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,10,4,10,4,14
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,203,8,203,8,211
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,11,5,11,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,0,1,0,1,1
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,14,29,14,29,43
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,22,7,22,7,29
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,184,30,184,30,214
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,24,3,24,3,27
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,30,5,30,5,35
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,212,33,212,33,245
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,7,2,7,2,9
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,27,27,27,27,54
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,3,5,3,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,8,12,8,12,20
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,17,4,17,4,21
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,0,6,0,6
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,14,14,14,14,28
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,5,2,5,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,0,5,0,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,5,6,5,11
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,14,2,14,2,16
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,58,20,58,20,78
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,17,6,17,6,23
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,38,8,38,8,46
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,37,4,37,4,41
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,112,18,112,18,130
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,0,3,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,34,1,34,1,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,15,5,15,5,20
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,25,13,25,13,38
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,11,1,11,1,12
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,47,18,47,18,65
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,8,19,8,19,27
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,23,8,23,8,31
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,35,50,35,50,85
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,29,5,29,5,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,26,9,26,9,35
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,1,2,1,3
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,32,0,32,0,32
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,28,50,28,50,78
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,3,2,3,5
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,1,5,1,6
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,6,5,6,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,7,3,7,3,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,17,0,17,0,17
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,18,0,18,0,18
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2540,122,2540,122,2662
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,29,12,29,12,41
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,18,16,18,16,34
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,3,1,3,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,8,9,8,9,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,7,3,7,3,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,1,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,11,3,11,3,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,9,3,9,3,12
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,7,7,7,7,14
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,12,7,12,7,19
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,47,1,47,1,48
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,20,24,20,24,44
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,5,4,5,9
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,81,5,81,5,86
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,8,6,8,14
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,10,12,10,12,22
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,19,38,19,38,57
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,572,29,572,29,601
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,10,7,10,7,17
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,9,8,9,8,17
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,13,4,13,4,17
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,1,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,34,23,34,23,57
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,21,13,21,13,34
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,2,5,2,7
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,7,4,7,4,11
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,370,4,370,4,374
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,19,13,19,13,32
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,9,7,9,7,16
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,12,6,12,18
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,25,25,25,25,50
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,11,0,11,0,11
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,76,6,76,6,82
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,35,16,35,16,51
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,11,0,11,0,11
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,8,2,8,2,10
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,0,4,0,4
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,15,9,15,9,24
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,13,7,13,7,20
