,group,variable,month,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,2480,114,2480,114,2594
SANTA ROSA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,30,5,30,5,35
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,18,16,18,16,34
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,1,4,1,4,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,8,9,8,9,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,8,5,8,5,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,2,1,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,11,3,11,3,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,9,2,9,2,11
SAPAHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,6,7,6,7,13
SENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,12,7,12,7,19
SHINAOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,47,5,47,5,52
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,24,21,24,21,45
SICAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,4,5,4,5,9
SIPE SIPE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,83,5,83,5,88
SOPACHUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,6,10,6,10,16
SORACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,10,10,10,10,20
SORATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,16,39,16,39,55
SUCRE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,569,33,569,33,602
TACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,7,7,7,7,14
TACOBAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,9,8,9,8,17
TACOPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,13,4,13,4,17
TAHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,1,1,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,42,27,42,27,69
TARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,20,13,20,13,33
TARACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,6,2,6,2,8
TARATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,7,4,7,4,11
TARIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,391,6,391,6,397
TARVITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,19,13,19,13,32
TEOPONTE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,8,6,8,6,14
TIAWANACU,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,8,12,8,12,20
TINGUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,27,25,27,25,52
TIPUANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,11,1,11,1,12
TIQUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,73,7,73,7,80
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,35,15,35,15,50
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,1,1,1,1,2
TOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,11,0,11,0,11
TOLATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,8,2,8,2,10
TOLEDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,4,1,4,1,5
TOMAVE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,12,12,12,12,24
TOMINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,13,7,13,7,20
TORO TORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,12,10,12,10,22
TOTORA(CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,10,26,10,26,36
TOTORA(ORR),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,4,4,4,4,8
TRIGAL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,0,1,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,236,40,236,40,276
TUPIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,76,13,76,13,89
TURCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,3,0,3,0,3
UMALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,1,10,1,10,11
UNCIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,29,10,29,10,39
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,18,1,18,1,19
URUBICHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,0,17,0,17,17
UYUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,47,4,47,4,51
VACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,5,4,5,4,9
VALLEGRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,22,5,22,5,27
VIACHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,97,2,97,2,99
VILA VILA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,3,7,3,7,10
VILLA CHARCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,19,12,19,12,31
VILLA MONTES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,70,8,70,8,78
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,2,0,2,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,14,4,14,4,18
VILLA SERRANO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,13,11,13,11,24
VILLA TUNARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,129,21,129,21,150
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,15,5,15,5,20
VILLAZON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,84,7,84,7,91
VINTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,76,1,76,1,77
VITICHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,4,14,4,14,18
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,1,1,1,1,2
WARNES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,161,12,161,12,173
YACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,2,7,2,7,9
YACUIBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,161,18,161,18,179
YAMPARAEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,9,3,9,3,12
YANACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,9,3,9,3,12
YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,91,17,91,17,108
YOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,6,5,6,5,11
YOTALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,12,8,12,8,20
YUNCHARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,6,7,6,7,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-11-01,6,6,6,6,12
ACACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,3,2,3,2,5
ACHACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,40,31,40,31,71
ACHOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,11,5,11,5,16
AIQUILE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,40,9,40,9,49
ALALAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,1,4,1,4,5
ALCALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,1,2,1,2,3
ALTO BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,8,2,8,2,10
ANCORAIMES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,7,10,7,10,17
ANDAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,4,2,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,3,0,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,5,4,5,4,9
APOLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,25,12,25,12,37
ARAMPAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,3,9,3,9,12
ARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,9,6,9,6,15
ARBIETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,4,13,4,13,17
ARQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,11,4,11,4,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,64,0,64,0,64
ATOCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,6,2,6,2,8
AUCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,3,4,3,4,7
AYO AYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,7,4,7,4,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,21,22,21,22,43
AZURDUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,12,5,12,5,17
BATALLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,14,0,14,0,14
BAURES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,7,19,7,19,26
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,2,1,2,1,3
BELLA FLOR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,0,2,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,48,22,48,22,70
BETANZOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,35,15,35,15,50
BOLIVAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,11,2,11,2,13
BOLPEBRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,2,2,2,2,4
BOYUIBE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,6,1,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,15,3,15,3,18
CABEZAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,35,7,35,7,42
CAIROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,6,11,6,11,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,4,5,4,5,9
CAJUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,9,3,9,3,12
CALACOTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,2,4,2,4,6
CALAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,13,6,13,6,19
CAMARGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,24,6,24,6,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,5,0,5,0,5
CAMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,49,5,49,5,54
CAPINOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,27,7,27,7,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,2,13,2,13,15
CARACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,35,11,35,11,46
CARANAVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,71,34,71,34,105
CARAPARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,19,4,19,4,23
CARIPUYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,2,25,2,25,27
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,5,5,5,5,10
CATACORA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,1,1,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,50,7,50,7,57
CHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,5,1,5,1,6
CHARAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,17,6,17,6,23
CHARAÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,11,9,11,9,20
CHIMORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,26,7,26,7,33
CHIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,0,1,0,1,1
CHOQUE COTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,15,5,15,5,20
CHUMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,5,1,5,1,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,8,14,8,14,22
CKOCHAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,9,12,9,12,21
CLIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,41,5,41,5,46
COBIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,111,4,111,4,115
COCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,9,43,9,43,52
COCHABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,1203,2,1203,2,1205
COIPASA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,97,6,97,6,103
"COLCHA ""K""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,9,5,9,5,14
COLLANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,3,2,3,2,5
COLOMI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,31,5,31,5,36
COLPA BELGICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,14,0,14,0,14
COLQUECHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,13,63,13,63,76
COLQUENCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,12,0,12,0,12
COLQUIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,20,11,20,11,31
COMARAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,37,12,37,12,49
COMBAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,0,4,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,22,8,22,8,30
COPACABANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,17,7,17,7,24
CORIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,23,7,23,7,30
CORO CORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,6,19,6,19,25
COROICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,11,1,11,1,12
CORQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,5,1,5,1,6
COTAGAITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,16,17,16,17,33
COTOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,103,16,103,16,119
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,25,25,25,25,50
CUEVO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,6,0,6,0,6
CULPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,22,19,22,19,41
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,7,0,7,0,7
CURVA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,3,7,3,7,10
DESAGUADERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,8,3,8,3,11
EL ALTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,1476,118,1476,118,1594
EL CHORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,4,5,4,5,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,20,6,20,6,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,9,2,9,2,11
EL TORNO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,94,3,94,3,97
EL VILLAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,3,1,3,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,27,11,27,11,38
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,48,9,48,9,57
ESCOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,5,11,5,11,16
EUCALIPTUS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,5,1,5,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,1,1,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,23,4,23,4,27
FILADELFIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,8,0,8,0,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,25,8,25,8,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,3,11,3,11,14
GUANAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,17,10,17,10,27
GUAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,5,7,5,7,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,82,14,82,14,96
GUTIERREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,17,12,17,12,29
HUACARETA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,8,1,8,1,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,2,2,2,2,4
HUANUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,39,4,39,4,43
HUARACAJE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,2,4,2,4,6
HUARINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,5,3,5,3,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,1,1,1,1,2
HUMANATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,5,3,5,3,8
ICHOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,4,2,4,2,6
ICLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,7,8,7,8,15
INCAHUASI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,6,9,6,9,15
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,0,6,0,6,6
INQUISIVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,2,20,2,20,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,6,15,6,15,21
IXIAMAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,18,0,18,0,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,15,4,15,4,19
LA ASUNTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,60,4,60,4,64
LA GUARDIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,127,6,127,6,133
LA PAZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,1217,24,1217,24,1241
LAGUNILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,13,6,13,6,19
LAJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-12-01,11,11,11,11,22
