,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES,TOTALES,TOTALES
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,17,7,17,7,24
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,32,23,32,23,55
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,8,14,8,14,22
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,10,19,10,19,29
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,8,6,8,6,14
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,5,5,5,5,10
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,10,7,10,7,17
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,10,9,10,9,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,3,4,3,7
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,58,15,58,15,73
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,34,9,34,9,43
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,9,6,9,6,15
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,28,7,28,7,35
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,65,23,65,23,88
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,13,5,13,5,18
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,7,13,7,13,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,5,11,5,11,16
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,51,15,51,15,66
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,10,2,10,12
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,30,66,30,66,96
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,3,2,3,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,22,19,22,19,41
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,37,13,37,13,50
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,7,0,7,0,7
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,19,24,19,24,43
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,7,4,7,4,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,7,5,7,5,12
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,17,15,17,15,32
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,26,5,26,5,31
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,100,10,100,10,110
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,10,23,10,23,33
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1268,8,1268,8,1276
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1,1,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,96,7,96,7,103
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,10,5,10,5,15
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,0,3,0,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,46,7,46,7,53
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,11,4,11,4,15
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,16,70,16,70,86
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,20,0,20,0,20
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,9,22,9,22,31
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,0,4,0,4,4
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,27,1,27,1,28
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,35,15,35,15,50
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,9,8,9,8,17
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,21,7,21,7,28
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,5,7,5,7,12
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,9,7,9,7,16
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,4,3,4,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,14,21,14,21,35
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,110,12,110,12,122
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,33,4,33,4,37
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,2,2,2,4
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,10,4,10,4,14
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,23,23,23,23,46
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,1,4,1,5
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,4,3,4,7
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,9,7,9,7,16
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1423,84,1423,84,1507
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,4,2,4,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,17,7,17,7,24
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,18,2,18,2,20
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,113,2,113,2,115
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,3,3,3,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,24,7,24,7,31
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,45,15,45,15,60
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,4,2,4,6
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,11,2,11,2,13
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,0,3,0,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,5,3,5,8
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,16,4,16,4,20
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,8,4,8,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,26,11,26,11,37
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,13,4,13,17
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,21,6,21,6,27
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,5,4,5,4,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,50,19,50,19,69
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,25,11,25,11,36
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,18,5,18,5,23
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1,9,1,9,10
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,40,4,40,4,44
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,8,0,8,0,8
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,4,4,4,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,0,4,0,4,4
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,2,2,2,4
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1,9,1,9,10
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,8,8,8,8,16
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,10,12,10,12,22
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,22,2,22,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,12,19,12,19,31
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,16,3,16,3,19
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,13,0,13,0,13
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,69,17,69,17,86
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,138,2,138,2,140
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1116,44,1116,44,1160
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,2,4,2,6
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,17,9,17,9,26
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,2,4,2,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,1,4,1,5
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,53,55,53,55,108
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,6,1,6,1,7
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,5,4,5,4,9
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,9,4,9,13
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,0,2,0,2
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,11,6,11,6,17
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,16,5,16,5,21
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,19,0,19,0,19
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1,5,1,5,6
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,23,9,23,9,32
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,11,2,11,13
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,45,13,45,13,58
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,38,21,38,21,59
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,13,14,13,14,27
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,6,8,6,8,14
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,29,6,29,6,35
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,210,9,210,9,219
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,1,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,7,15,7,15,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,1,4,1,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1,1,1,1,2
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,15,41,15,41,56
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,14,6,14,6,20
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,6,1,6,1,7
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,536,18,536,18,554
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,21,7,21,7,28
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,11,6,11,6,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,27,22,27,22,49
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,26,5,26,5,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,39,9,39,9,48
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,2,3,2,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,11,0,11,0,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,4,2,4,6
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1,0,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,39,9,39,9,48
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,5,0,5,0,5
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,5,10,5,10,15
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,13,46,13,46,59
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,14,7,14,7,21
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,10,15,10,15,25
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,9,0,9,0,9
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,17,5,17,5,22
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,25,18,25,18,43
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,8,4,8,4,12
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,31,3,31,3,34
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,7,16,7,16,23
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,2,2,2,4
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,366,46,366,46,412
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,13,4,13,17
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,1,3,1,4
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,29,14,29,14,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,7,17,7,17,24
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,21,19,21,19,40
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1,6,1,6,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,10,4,10,14
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,20,3,20,3,23
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,9,7,9,7,16
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1,1,1,1,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,24,18,24,18,42
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,103,11,103,11,114
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,15,34,15,34,49
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,50,2,50,2,52
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,1,4,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,178,7,178,7,185
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,4,4,4,8
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,12,34,12,34,46
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,19,2,19,2,21
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,171,30,171,30,201
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,27,0,27,0,27
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,39,9,39,9,48
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,6,1,6,1,7
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,191,58,191,58,249
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,4,4,4,8
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,35,22,35,22,57
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,9,8,9,8,17
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,9,6,9,6,15
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,8,3,8,3,11
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,19,22,19,22,41
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,5,2,5,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,7,6,7,6,13
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,14,5,14,5,19
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,66,23,66,23,89
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,14,3,14,3,17
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,26,12,26,12,38
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,39,2,39,2,41
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,87,23,87,23,110
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,28,1,28,1,29
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,8,3,8,3,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,29,20,29,20,49
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,13,0,13,0,13
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,49,25,49,25,74
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,14,4,14,18
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,28,13,28,13,41
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,30,46,30,46,76
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,26,8,26,8,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,19,8,19,8,27
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,5,2,5,2,7
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,19,1,19,1,20
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,35,73,35,73,108
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,10,9,10,9,19
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,1,3,1,4
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,16,0,16,0,16
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,16,0,16,0,16
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2429,134,2429,134,2563
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,14,13,14,13,27
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,23,13,23,13,36
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,4,2,4,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,7,3,7,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,12,3,12,15
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,6,3,6,9
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,7,1,7,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,5,2,5,2,7
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,7,9,7,9,16
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,8,10,8,10,18
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,38,5,38,5,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,16,24,16,24,40
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,0,2,0,2,2
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,73,12,73,12,85
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,6,4,6,4,10
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,14,10,14,10,24
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,19,26,19,26,45
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,537,31,537,31,568
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,8,2,8,2,10
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,11,6,11,6,17
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,6,9,6,9,15
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,26,26,26,26,52
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,20,16,20,16,36
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,5,6,5,6,11
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,11,3,11,3,14
