,group,variable,month,(O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS,(O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS,TOTALES,TOTALES,TOTALES
ANDAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,2,5,2,7
ANTEQUERA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,6,0,6,0,6
ANZALDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,7,3,7,10
APOLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,16,8,16,8,24
ARAMPAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,7,11,7,11,18
ARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,11,8,11,8,19
ARBIETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,12,14,12,14,26
ARQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,15,5,15,5,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,55,0,55,0,55
ATOCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,14,7,14,7,21
AUCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,7,4,7,4,11
AYATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,8,16,8,16,24
AYO AYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,3,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,19,13,19,13,32
AZURDUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,10,19,10,19,29
BATALLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,23,0,23,0,23
BAURES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,8,0,8,0,8
BELEN DE URMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,0,4,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,0,1,0,1
BERMEJO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,29,41,29,41,70
BETANZOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,41,28,41,28,69
BOLIVAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,8,10,8,10,18
BOLPEBRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,6,3,6,3,9
BOYUIBE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,1,3,1,4
BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,9,14,9,14,23
CABEZAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,29,4,29,4,33
CAIROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,15,12,15,12,27
"CAIZA ""D""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,11,14,11,14,25
CAJUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,6,5,6,5,11
CALACOTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,3,4,3,7
CALAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,7,7,7,7,14
CAMARGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,23,8,23,8,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,7,2,7,2,9
CAMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,47,1,47,1,48
CAPINOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,32,13,32,13,45
CAQUIAVIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,12,4,12,16
CARACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,18,9,18,9,27
CARANAVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,80,38,80,38,118
CARAPARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,22,5,22,5,27
CARIPUYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,29,4,29,33
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,7,3,7,10
CHACARILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,48,14,48,14,62
CHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,8,1,8,9
CHARAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,18,9,18,9,27
CHARAÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,2,1,2,3
CHAYANTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,16,27,16,27,43
CHIMORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,29,12,29,12,41
CHIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,1,1,1,2
CHOQUE COTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,17,11,17,11,28
CHUMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,6,2,6,2,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,0,7,0,7,7
CKOCHAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,15,19,15,19,34
CLIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,29,3,29,3,32
COBIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,82,4,82,4,86
COCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,10,28,10,28,38
COCHABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1116,1,1116,1,1117
COIPASA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,1,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,99,5,99,5,104
"COLCHA ""K""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,12,8,12,8,20
COLLANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,5,5,5,10
COLOMI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,28,7,28,7,35
COLPA BELGICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,8,8,8,8,16
COLQUECHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,15,93,15,93,108
COLQUENCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,12,0,12,0,12
COLQUIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,6,12,6,12,18
COMANCHE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,2,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,22,19,22,19,41
COMBAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,0,4,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,22,4,22,4,26
COPACABANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,14,11,14,11,25
CORIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,11,4,11,4,15
CORO CORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,6,3,6,9
COROICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,10,4,10,4,14
CORQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,4,4,4,8
COTAGAITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,13,23,13,23,36
COTOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,97,20,97,20,117
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,21,21,21,21,42
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,0,3,0,3
CUEVO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,9,5,9,14
CULPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,41,26,41,26,67
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,0,4,0,4
CURVA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,6,5,6,11
DESAGUADERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,8,9,8,9,17
EL ALTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1178,236,1178,236,1414
EL CHORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,6,4,6,4,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,17,3,17,3,20
EL PUENTE(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,15,2,15,2,17
EL TORNO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,106,6,106,6,112
EL VILLAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,8,0,8,0,8
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,29,11,29,11,40
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,49,19,49,19,68
ESCOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,2,2,2,2,4
EUCALIPTUS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,8,1,8,1,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,2,1,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,2,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,20,9,20,9,29
FILADELFIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,0,4,0,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,27,14,27,14,41
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,8,4,8,12
GUANAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,17,5,17,5,22
GUAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,7,5,7,5,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,49,26,49,26,75
GUTIERREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,26,16,26,16,42
HUACARETA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,13,8,13,8,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,4,1,4,5
HUANUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,41,5,41,5,46
HUARACAJE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,9,1,9,10
HUARINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,2,9,2,9,11
HUAYLLAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,2,5,2,5,7
HUMANATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,6,4,6,10
ICHOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,6,5,6,11
ICLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,15,5,15,20
INCAHUASI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,22,27,22,27,49
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,0,2,0,2,2
INQUISIVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,18,5,18,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,14,13,14,13,27
IXIAMAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,14,0,14,0,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,15,8,15,8,23
LA ASUNTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,59,8,59,8,67
LA GUARDIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,126,9,126,9,135
LA PAZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1208,33,1208,33,1241
LAGUNILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,7,4,7,11
LAJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,18,19,18,19,37
LAS CARRERAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,2,3,2,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,53,119,53,119,172
LLICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,7,0,7,0,7
LORETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,32,3,32,35
LURIBAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,6,5,6,5,11
MACHACAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,0,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,13,4,13,4,17
MAGDALENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,13,10,13,10,23
MAIRANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,25,1,25,1,26
MALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,0,1,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,19,14,19,14,33
MECAPACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,11,24,11,24,35
MINEROS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,43,14,43,14,57
MIZQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,17,9,17,9,26
MOCOMOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,6,6,6,6,12
MOJINETE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,1,3,1,4
MOJOCOYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,10,5,10,5,15
MONTEAGUDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,32,4,32,4,36
MONTERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,218,10,218,10,228
MORO MORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,0,5,0,5
MOROCHATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,12,5,12,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,1,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,2,4,2,4,6
OCURI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,15,38,15,38,53
OKINAWA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,23,3,23,3,26
OMEREQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,6,1,6,7
ORURO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,503,8,503,8,511
PADCAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,15,8,15,8,23
PADILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,9,9,9,9,18
PAILON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,32,55,32,55,87
PALCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,12,10,12,10,22
PALOS BLANCOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,28,3,28,3,31
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,2,0,2,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,12,0,12,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,2,4,2,4,6
PASORAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,0,1,0,1,1
PATACAMAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,28,4,28,4,32
PAZÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,2,3,2,3,5
PELECHUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,9,5,9,5,14
POCOATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,12,64,12,64,76
POCONA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,13,8,13,8,21
POJO (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,14,5,14,5,19
POOPO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,6,0,6,0,6
PORCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,10,21,10,21,31
POROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,12,16,12,16,28
PORONGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,11,8,11,8,19
PORTACHUELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,38,11,38,11,49
PORVENIR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,4,3,4,7
POSTRER VALLE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,2,0,2,0,2
POTOSI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,316,27,316,27,343
PRESTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,11,4,11,15
PUCARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,40,10,40,10,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,7,17,7,17,24
PUERTO CARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,9,35,9,35,44
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,8,5,8,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,0,1,0,1,1
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,19,5,19,5,24
PUERTO RICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,6,16,6,16,22
PUERTO SILES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,23,3,23,3,26
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,74,7,74,7,81
PUNA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,18,24,18,24,42
PUNATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,47,0,47,0,47
QUIABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,191,5,191,5,196
QUIME,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,0,4,0,4
QUIRUSILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,11,16,11,16,27
REYES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,8,41,8,41,49
RIBERALTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,223,49,223,49,272
ROBORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,23,2,23,2,25
RURRENABAQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,38,7,38,7,45
SABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,0,5,0,5
SACABA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,172,49,172,49,221
SACABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,2,5,2,7
SACACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,39,26,39,26,65
SAIPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,9,17,9,17,26
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,7,6,7,6,13
SAMAIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,8,4,8,4,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,13,3,13,3,16
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,1,3,1,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,4,0,4,0,4
