,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES,TOTALES,TOTALES
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,104,8,104,8,112
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,13,30,13,30,43
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,48,1,48,1,49
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,1,5,1,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,187,8,187,8,195
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,4,4,4,8
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,12,34,12,34,46
REYES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,16,6,16,6,22
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,140,24,140,24,164
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,25,0,25,0,25
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,36,7,36,7,43
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,2,6,2,8
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,189,42,189,42,231
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,5,5,5,10
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,34,23,34,23,57
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,10,9,10,9,19
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,6,9,6,15
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,8,2,8,2,10
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,17,22,17,22,39
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,5,2,5,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,1,5,1,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,6,7,6,13
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,13,3,13,3,16
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,72,17,72,17,89
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,12,3,12,3,15
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,26,7,26,7,33
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,40,2,40,2,42
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,85,29,85,29,114
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,30,1,30,1,31
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,3,7,3,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,28,15,28,15,43
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,15,0,15,0,15
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,54,24,54,24,78
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,13,1,13,14
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,30,14,30,14,44
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,32,46,32,46,78
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,28,6,28,6,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,26,8,26,8,34
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,8,0,8,0,8
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,20,1,20,1,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,30,63,30,63,93
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,10,9,10,9,19
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,1,4,1,5
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,17,0,17,0,17
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,18,0,18,0,18
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2281,137,2281,137,2418
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,15,12,15,12,27
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,24,13,24,13,37
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,3,1,3,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,7,3,7,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,8,2,8,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,6,3,6,9
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,1,7,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,1,5,1,6
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,7,6,7,13
SENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,8,6,8,14
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,35,1,35,1,36
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,15,23,15,23,38
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,2,0,2,2
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,72,9,72,9,81
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,5,7,5,12
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,12,10,12,10,22
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,18,23,18,23,41
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,547,25,547,25,572
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,4,7,4,11
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,6,9,6,15
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,3,9,3,12
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,21,24,21,24,45
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,21,19,21,19,40
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,7,1,7,8
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,11,3,11,3,14
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,297,7,297,7,304
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,11,18,11,18,29
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,2,4,2,6
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,8,4,8,12
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,30,30,30,30,60
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,0,7,0,7
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,80,7,80,7,87
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,29,18,29,18,47
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,1,4,1,5
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,8,0,8,0,8
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,3,2,3,5
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,5,9,5,14
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,9,1,9,10
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,8,8,8,8,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,18,14,18,14,32
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,4,1,4,5
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,0,3,0,3
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,201,33,201,33,234
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,57,17,57,17,74
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,0,3,0,3
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,10,1,10,11
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,35,14,35,14,49
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,20,3,20,3,23
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,15,0,15,15
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,38,2,38,2,40
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,12,6,12,18
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,26,1,26,1,27
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,95,5,95,5,100
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,4,5,4,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,15,11,15,11,26
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,69,14,69,14,83
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,1,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,3,4,3,7
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,12,11,12,11,23
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,141,18,141,18,159
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,4,9,4,13
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,61,12,61,12,73
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,44,6,44,6,50
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,6,9,6,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,0,4,0,4
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,132,13,132,13,145
YACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,9,2,9,11
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,139,8,139,8,147
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,2,5,2,7
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,0,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,157,36,157,36,193
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,6,5,6,11
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,8,4,8,4,12
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,10,1,10,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,5,3,5,8
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,4,8,4,8,12
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,37,26,37,26,63
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,9,0,9,0,9
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,24,10,24,10,34
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,2,1,2,1,3
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,4,1,4,1,5
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,16,3,16,3,19
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,19,3,19,3,22
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,7,4,7,4,11
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,4,2,4,2,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,2,6,2,6,8
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,22,12,22,12,34
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,2,10,2,10,12
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,20,8,20,8,28
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,8,17,8,17,25
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,22,5,22,5,27
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,68,0,68,0,68
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,14,6,14,6,20
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,7,3,7,3,10
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,8,4,8,4,12
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,7,4,7,4,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,12,10,12,10,22
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,9,10,9,10,19
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,26,1,26,1,27
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,6,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,2,1,2,1,3
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,2,0,2,0,2
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,31,21,31,21,52
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,27,17,27,17,44
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,3,5,3,5,8
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,0,2,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,3,1,3,1,4
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,6,5,6,5,11
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,22,8,22,8,30
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,9,18,9,18,27
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,10,11,10,11,21
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,11,0,11,0,11
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,2,3,2,3,5
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,6,8,6,8,14
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,27,7,27,7,34
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,3,2,3,2,5
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,56,3,56,3,59
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,35,4,35,4,39
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,1,8,1,8,9
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,25,9,25,9,34
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,58,24,58,24,82
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,13,7,13,7,20
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,2,34,2,34,36
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,2,5,2,5,7
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,3,1,3,1,4
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,54,10,54,10,64
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,5,4,5,4,9
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,20,7,20,7,27
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,0,1,0,1,1
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,9,26,9,26,35
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,21,4,21,4,25
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,15,6,15,6,21
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,6,1,6,1,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,4,16,4,16,20
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,18,12,18,12,30
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,21,4,21,4,25
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,93,4,93,4,97
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,13,29,13,29,42
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,1095,4,1095,4,1099
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,73,5,73,5,78
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,12,4,12,4,16
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,6,1,6,1,7
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,24,3,24,3,27
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,7,2,7,2,9
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,15,64,15,64,79
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,12,0,12,0,12
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,12,13,12,13,25
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,6,0,6,0,6
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,29,14,29,14,43
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,0,4,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,18,8,18,8,26
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,12,7,12,7,19
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,20,2,20,2,22
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,3,5,3,5,8
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,15,1,15,1,16
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,7,5,7,5,12
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,17,17,17,17,34
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,121,10,121,10,131
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,25,21,25,21,46
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,2,2,2,2,4
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,40,22,40,22,62
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,9,1,9,1,10
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,3,9,3,9,12
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,7,4,7,4,11
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,1189,228,1189,228,1417
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,6,3,6,3,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,20,15,20,15,35
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,12,5,12,5,17
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,72,7,72,7,79
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,1,1,1,1,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,27,7,27,7,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,58,8,58,8,66
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,6,1,6,1,7
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,7,0,7,0,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,1,1,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,14,9,14,9,23
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,2,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,17,0,17,0,17
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,0,9,0,9,9
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,12,7,12,7,19
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,5,2,5,2,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,41,20,41,20,61
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-12-01,13,16,13,16,29
