municipality,group,variable,month,9. Días camas disponibles maternidad,TOTAL
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2024-11-01,240,240
POOPO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,90,90
PORCO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,88,88
POROMA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,960,960
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,60,60
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,420,420
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,90,90
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,3810,3810
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,240,240
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,298,298
PUERTO ACOSTA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,60,60
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,30,30
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,148,148
PUERTO PEREZ,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,30,30
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,319,319
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,122,122
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,10,10
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,1261,1261
PUNA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,450,450
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,990,990
QUIABAYA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,30,30
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,1889,1889
QUIME,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,26,26
QUIRUSILLAS,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,60,60
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles maternidad,2024-11-01,180,180
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,510,510
REYES,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,90,90
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,1470,1470
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,90,90
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,240,240
SABAYA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,120,120
SACABA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,1832,1832
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,90,90
SACACA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,152,152
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,57,57
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,270,270
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,120,120
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,142,142
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,180,180
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,331,331
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,330,330
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,362,362
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,1320,1320
SAN JAVIER(BNI),internaciones dias camas,dias camas disponibles maternidad,2024-11-01,30,30
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2024-11-01,150,150
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,120,120
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,959,959
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,86,86
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,689,689
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles maternidad,2024-11-01,114,114
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,1560,1560
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,271,271
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,150,150
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,157,157
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,262,262
SAN PEDRO DE MACHA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,480,480
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,59,59
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,150,150
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,120,120
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,120,120
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,240,240
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,14222,14222
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,180,180
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,266,266
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,179,179
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,29,29
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,30,30
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,210,210
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,90,90
SAPAHAQUI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,30,30
SENA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,165,165
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,362,362
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2024-11-01,150,150
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,88,88
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,365,365
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,300,300
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,120,120
SORATA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,120,120
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,2992,2992
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,89,89
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,30,30
TACOBAMBA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,152,152
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,180,180
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,56,56
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,390,390
TARACO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,30,30
TARATA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,120,120
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,2670,2670
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,840,840
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,90,90
TIAHUANACU,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,150,150
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,120,120
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,694,694
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2024-11-01,450,450
TOCO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,148,148
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,60,60
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,270,270
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,660,660
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,509,509
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2024-11-01,390,390
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2024-11-01,30,30
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,1489,1489
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,562,562
TURCO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,240,240
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,180,180
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,540,540
VACAS,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,210,210
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,281,281
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,1112,1112
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,300,300
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,331,331
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,360,360
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,90,90
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,450,450
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,1642,1642
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2024-11-01,300,300
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,513,513
VINTO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,660,660
VITICHI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,90,90
WALDO BALLIVIAN,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,30,30
WARNES,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,857,857
YACO,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,180,180
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,941,941
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,330,330
YANACACHI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,60,60
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,517,517
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,297,297
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2024-11-01,270,270
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,93,93
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,187,187
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,60,60
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,403,403
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,216,216
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,155,155
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,155,155
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,31,31
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,93,93
ANTEQUERA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,31,31
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,186,186
APOLO,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,93,93
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,122,122
ARANI,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,248,248
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,186,186
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,403,403
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,434,434
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,93,93
AYATA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,93,93
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,60,60
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2024-12-01,1054,1054
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,527,527
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,93,93
BAURES,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,35,35
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,124,124
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,372,372
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,589,589
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,124,124
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,211,211
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,59,59
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2024-12-01,276,276
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,115,115
CALACOTO,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,31,31
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,93,93
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,310,310
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2024-12-01,186,186
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,341,341
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,31,31
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,246,246
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,465,465
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,124,124
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,62,62
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,116,116
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,465,465
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,217,217
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,246,246
CHIPAYA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,30,30
CHOQUE COTA,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,124,124
CHUA COCANI,internaciones dias camas,dias camas disponibles maternidad,2024-12-01,31,31
