municipality,group,variable,month,7. Días camas ocupadas maternidad,TOTAL
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,230,230
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,34,34
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,33,33
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,15,15
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,7,7
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,47,47
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,30,30
TRIGAL,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,780,780
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,196,196
TURCO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,28,28
URIONDO (A. CONCEPCION),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,107,107
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,196,196
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,192,192
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,41,41
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,93,93
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,9,9
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,420,420
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,10,10
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,138,138
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,198,198
WALDO BALLIVIAN,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,411,411
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,232,232
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,10,10
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,203,203
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,39,39
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,98,98
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,51,51
ALALAY,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,6,6
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,3,3
ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,16,16
ARAMPAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,196,196
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,46,46
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,54,54
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,11,11
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,6,6
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,5,5
BELLA FLOR,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,55,55
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,18,18
BOLIVAR,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,6,6
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,6,6
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,11,11
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,43,43
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,13,13
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,33,33
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,229,229
CARAPARI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,5,5
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,61,61
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,3,3
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,12,12
CHARAÑA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,31,31
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,21,21
CHUA COCANI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,66,66
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,8,8
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,6,6
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,82,82
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,480,480
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,15,15
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4352,4352
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,155,155
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,9,9
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,30,30
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,10,10
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,20,20
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,3,3
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,3,3
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,45,45
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,5,5
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,5,5
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,59,59
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,7,7
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,346,346
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,29,29
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,21,21
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,6,6
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,5,5
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4354,4354
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,8,8
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,169,169
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,15,15
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,19,19
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,24,24
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,3,3
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,11,11
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,32,32
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,288,288
HUACARAJE,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,128,128
HUACHACALLA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,36,36
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,13,13
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,35,35
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,12,12
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,16,16
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,7,7
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,42,42
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,270,270
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4071,4071
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,3,3
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,265,265
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,5,5
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,34,34
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,5,5
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,17,17
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,74,74
MALLA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,10,10
MECAPACA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,10,10
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,19,19
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,3,3
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,203,203
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,912,912
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,33,33
NUEVO MANOA (NUEVA ESPERANZA),internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,6,6
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,13,13
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1593,1593
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,49,49
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,101,101
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,33,33
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,7,7
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,67,67
PAZÑA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,3,3
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,16,16
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,7,7
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,6,6
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,21,21
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,3,3
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,26,26
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1592,1592
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,15,15
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,46,46
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,6,6
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,59,59
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,15,15
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,68,68
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,16,16
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,10,10
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,266,266
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,449,449
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,20,20
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
REYES,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,33,33
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,870,870
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,42,42
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,104,104
SABAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,1,1
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,791,791
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,21,21
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,2,2
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,6,6
SAN ANDRES,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,3,3
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,142,142
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,75,75
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,377,377
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,202,202
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,182,182
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,4,4
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,133,133
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,87,87
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2024-12-01,17,17
