,group,variable,month,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,11,8,13,15,47
AZURDUY,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,3,5,5,15
BATALLAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,3,10,7,22
BAURES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,0,6,4,14
BELEN DE URMIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,4,1,7
BERMEJO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,12,13,11,9,45
BETANZOS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,5,3,5,2,15
BOLIVAR,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,2,8,3,14
BOLPEBRA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,0,0,1,3
BOYUIBE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,2,4,1,9
BUENA VISTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,10,8,14,10,42
CABEZAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,12,11,20,23,66
CAIROMA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,4,4,3,15
"CAIZA ""D""",vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,2,14,10,29
CAJUATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,9,5,4,2,20
CALACOTO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,2,1,3
CALAMARCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,3,2,0,7
CAMARGO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,3,4,11,21
CAMIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,16,13,5,3,37
CAPINOTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,2,10,21,35
CAQUIAVIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,4,3,0,8
CARACOLLO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,7,9,9,28
CARANAVI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,11,8,7,6,32
CARAPARI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,10,4,8,4,26
CARIPUYO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,0,0,0,1
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,3,5,12,22
CATACORA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,0,2,1,5
CHALLAPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,13,4,10,7,34
CHAQUI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,0,1,1,3
CHARAGUA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,7,7,9,8,31
CHARAÑA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,0,1,1,3
CHAYANTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,5,4,7,20
CHIMORE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,10,4,14,16,44
CHIPAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,0,0,0,1
CHUA COCANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,4,3,2,12
CHUMA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,5,2,0,5,12
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,9,5,14
CKOCHAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,17,8,5,4,34
CLIZA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,15,8,8,6,37
COBIJA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,42,32,39,48,161
COCAPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,6,7,15,13,41
COCHABAMBA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,152,190,82,80,504
COLCAPIRHUA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,29,30,11,12,82
"COLCHA ""K""",vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,1,0,1,5
COLLANA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,0,3,5
COLOMI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,5,2,8,5,20
COLPA BELGICA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,8,1,6,8,23
COLQUECHACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,3,13,10,30
COLQUIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,1,8,5,14
COMANCHE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,1,0,0,1
COMARAPA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,8,15,9,36
COMBAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,0,2,2
CONCEPCION,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,8,13,5,8,34
COPACABANA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,1,1,2,4
CORIPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,2,1,0,6
CORO CORO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,1,0,1,2
COROICO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,2,17,11,32
CORQUE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,1,1,0,6
COTAGAITA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,4,10,8,26
COTOCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,39,35,50,73,197
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,9,17,16,43
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,1,4,1,8
CUEVO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,2,1,1,6
CULPINA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,4,3,2,10
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,4,2,2,8
CURVA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,2,1,0,4
DESAGUADERO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,26,18,46
EL ALTO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,162,153,216,210,741
EL CHORO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,1,0,0,1
EL PUENTE(STC),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,9,11,17,11,48
EL PUENTE(TJA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,4,4,3,14
EL TORNO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,47,47,61,70,225
EL VILLAR,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,1,1,0,5
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,17,10,11,13,51
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,25,39,0,0,64
ESCOMA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,2,1,3
ESMERALDA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,1,0,1
EUCALIPTUS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,1,3,1,5
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,1,2,3
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,4,6,4,15
FILADELFIA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,1,3,3,11
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,9,0,0,12
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,1,1,4
GUANAY,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,4,3,8,17
GUAQUI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,1,1,1,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,23,21,87,67,198
GUTIERREZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,3,4,7
HUACARETA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,1,3,1,8
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,0,2,2
HUACHACALLA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,0,0,0,2
HUANUNI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,6,3,5,3,17
HUARACAJE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,3,0,0,7
HUARINA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,3,0,4,10
HUATAJATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,1,0,2,6
HUAYLLAMARCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,0,4,1,6
HUMANATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,3,1,4
ICHOCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,4,1,7
ICLA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,3,3,4,11
INCAHUASI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,0,6,7,16
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,1,1,2
INQUISIVI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,1,4,9,16
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,6,3,5,4,18
IXIAMAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,5,14,9,31
JESUS DE MACHACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,3,3,7,17
LA ASUNTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,7,7,2,2,18
LA GUARDIA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,41,41,14,4,100
LA PAZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,222,236,125,133,716
LAGUNILLAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,9,5,4,2,20
LAJA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,8,10,19,12,49
LAS CARRERAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,2,4,6
LICOMA PAMPA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,5,5,0,0,10
LLALLAGUA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,5,9,14,31
LORETO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,3,5,8
LURIBAY,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,0,1,3
MACHACAMARCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,1,1,2
MACHARETI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,3,3,3,11
MAGDALENA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,12,10,15,17,54
MAIRANA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,7,6,7,20
MALLA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,1,0,1
MAPIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,5,4,13,8,30
MECAPACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,2,1,1,7
MINEROS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,6,4,1,0,11
MIZQUE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,9,15,39,55,118
MOCOMOCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,7,7,13,12,39
MOJINETE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,2,1,3
MOJOCOYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,3,1,1,8
MONTEAGUDO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,15,13,3,2,33
MONTERO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,63,69,49,54,235
MORO MORO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,2,1,5
MOROCHATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,6,9,15
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,0,1,2,4
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,5,5,0,0,10
OCURI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,2,3,2,10
OKINAWA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,7,11,12,19,49
OMEREQUE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,1,0,3
ORURO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,97,89,74,66,326
PADCAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,5,2,2,12
PADILLA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,8,13,3,3,27
PAILON,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,10,9,12,14,45
PALCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,7,6,22,18,53
PALOS BLANCOS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,14,14,3,3,34
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,1,1,0,2
PAMPA GRANDE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,13,11,9,15,48
PAPEL PAMPA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,0,2,2
PASORAPA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,0,1,1
PATACAMAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,5,4,4,15
PAZÑA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,10,4,0,4,18
PELECHUCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,1,0,1,4
POCOATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,21,18,41
POCONA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,0,5,7,16
POJO (CBBA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,0,5,3,9
POOPO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,2,0,0,3
PORCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,8,12,11,35
POROMA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,2,4,7,16
PORONGO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,3,1,6,11
PORTACHUELO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,9,7,3,1,20
PORVENIR,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,5,3,14,21,43
POSTRER VALLE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,0,1,1
POTOSI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,77,79,88,93,337
PRESTO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,3,3,3,12
PUCARA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,0,1,2,5
PUCARANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,10,12,14,14,50
PUERTO ACOSTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,0,10,6,19
PUERTO CARABUCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,0,17,14,32
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,2,19,12,35
PUERTO PEREZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,4,0,6,4,14
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,10,8,0,0,18
PUERTO RICO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,3,5,5,15
PUERTO SILES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,0,0,2
PUERTO SUAREZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,9,6,11,15,41
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,36,22,23,23,104
PUNA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,3,16,7,28
PUNATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,18,12,1,3,34
QUIABAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,0,1,3
QUILLACOLLO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,31,31,79,79,220
QUIME,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,7,1,1,3,12
QUIRUSILLAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,4,0,1,8
RAVELO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,3,4,5,14
REYES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,1,0,0,3
RIBERALTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,43,68,72,59,242
ROBORE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,6,5,18,23,52
RURRENABAQUE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,7,15,7,9,38
SACABA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,30,35,48,48,161
SACABAMBA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,2,7,2,11
SACACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,0,3,2,8
SAIPINA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,5,23,19,49
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,5,2,10,6,23
SAMAIPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,17,6,10,7,40
SAN AGUSTIN,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,0,0,3,5,8
SAN ANDRES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,7,6,5,7,25
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,1,2,2,6
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,2,0,0,0,2
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,1,0,3,3,7
SAN BENITO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,3,3,8,10,24
SAN BORJA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,20,15,49,38,122
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,7,6,41,25,79
SAN CARLOS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,19,17,20,19,75
SAN IGNACIO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,9,9,6,3,27
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-11-01,21,19,42,30,112
