municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,120,120
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,8,8
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,65,65
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,9,9
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,29,29
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,17,17
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,421,421
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,11,11
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,73,73
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,106,106
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,423,423
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,37,37
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,142,142
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,113,113
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,6,6
WALDO BALLIVIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,22,22
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,125,125
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,56,56
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,1092,1092
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,3,3
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,43,43
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,175,175
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,48,48
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,15,15
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,17,17
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,189,189
ACHOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,5,5
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,59,59
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,10,10
ANCORAIMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,3,3
ANDAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,8,8
ANTEQUERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,49,49
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,2,2
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,33,33
ARAMPAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,31,31
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,65,65
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,92,92
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,22,22
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,52,52
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,42,42
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,9,9
AYO AYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,73,73
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,9,9
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,9,9
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,15,15
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,130,130
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,518,518
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,33,33
BOYUIBE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,15,15
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,185,185
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,2,2
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,9,9
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,10,10
CALACOTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,1,1
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,3,3
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,4,4
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,138,138
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,387,387
CAQUIAVIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,129,129
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,102,102
CARAPARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,22,22
CARIPUYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,22,22
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,277,277
CHALLAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,122,122
CHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,23,23
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,28,28
CHARAÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,10,10
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,2,2
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,104,104
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,59,59
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,27,27
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,126,126
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,546,546
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,7197,7197
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,65,65
COLLANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,1,1
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,73,73
COLPA BELGICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,26,26
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,87,87
COLQUENCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,14,14
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,17,17
COMANCHE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,3,3
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,40,40
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,199,199
COPACABANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,9,9
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,1,1
CORO CORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,11,11
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,282,282
CORQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,5,5
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,29,29
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,305,305
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,65,65
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,24,24
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,43,43
CURVA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,4,4
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,7,7
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,7417,7417
EL CHORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,4,4
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,50,50
EL PUENTE(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,7,7
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,209,209
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,15,15
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,106,106
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,161,161
EUCALIPTUS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,33,33
EUREKA (SANTOS MERCADO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,1,1
EXALTACION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,52,52
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,75,75
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,69,69
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,55,55
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,9,9
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,18,18
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,11,11
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,98,98
GUTIERREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,20,20
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,38,38
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,232,232
HUAYLLAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,24,24
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,6,6
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,37,37
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,80,80
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,75,75
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,19,19
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,77,77
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,76,76
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,384,384
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,686,686
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,7913,7913
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,18,18
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,16,16
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,23,23
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,152,152
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,12,12
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,63,63
MACHACAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,4,4
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,1,1
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,25,25
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,131,131
MALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,206,206
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,26,26
MECAPACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,11,11
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,469,469
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,64,64
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,7,7
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,3,3
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,349,349
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,4147,4147
MORO MORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,6,6
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,433,433
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,7,7
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,45,45
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,16,16
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,3,3
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,591,591
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,41,41
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,47,47
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,244,244
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,68,68
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,54,54
PAMPA AULLAGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,30,30
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,61,61
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,51,51
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,4,4
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,47,47
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,31,31
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,62,62
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,29,29
PORCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,3,3
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,81,81
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,83,83
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,671,671
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,7,7
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,4,4
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,152,152
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,25,25
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,57,57
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,44,44
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,24,24
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,6,6
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,53,53
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,9,9
PUERTO SILES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,24,24
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,201,201
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,216,216
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,211,211
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-11-01,177,177
