,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,11,7,18
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,71,7,78
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,84,1,85
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,15,2,17
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,2,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,208,8,216
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,0,8,8
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,172,11,183
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,4,4,8
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,2,8
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,95,14,109
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,20,11,31
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,7,13
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,0,8,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,6,8
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,6,10
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,30,14,44
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,10,7,17
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,30,5,35
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,2,4
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1,1,2
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,24,4,28
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,11,5,16
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,8,1,9
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,2,6
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,7,4,11
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,14,13,27
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,6,8
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,11,1,12
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,7,10
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,10,11,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,56,3,59
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,17,5,22
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,0,2
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,6,9
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,12,10,22
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,7,10,17
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,18,10,28
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,15,11,26
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,2,6
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,39,33,72
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,22,10,32
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,7,5,12
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,2,6
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,8,0,8
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,17,1,18
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,25,17,42
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,13,4,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,10,6,16
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,12,1,13
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,2,5
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,7,5,12
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,30,5,35
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,0,1,1
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,72,7,79
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,33,4,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,2,5
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,16,10,26
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,59,9,68
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,25,9,34
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,30,34
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,8,13
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,0,2
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,46,18,64
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,11,9,20
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,33,61,94
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,2,4
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,15,20,35
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,34,9,43
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,0,5
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,19,12,31
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,14,11,25
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,11,2,13
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,35,8,43
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,42,6,48
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,95,14,109
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,11,19,30
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1121,6,1127
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,86,10,96
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,21,3,24
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,0,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,22,8,30
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,18,2,20
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,30,91,121
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,14,3,17
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,17,30,47
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,0,3
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,27,7,34
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,4,7
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,29,9,38
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,4,9
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,24,0,24
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,9,14
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,14,4,18
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1,3,4
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,18,20,38
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,111,3,114
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,39,6,45
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,5,8
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,23,16,39
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,0,4
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,3,5
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,10,0,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1231,119,1350
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,7,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,21,0,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,7,5,12
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,85,4,89
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,8,1,9
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,37,8,45
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,73,9,82
ESCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,0,2
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,12,0,12
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,6,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,1,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,29,5,34
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,10,15
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,24,1,25
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,11,15
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,18,6,24
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,2,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,63,22,85
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,33,5,38
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,7,4,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,3,7
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,52,2,54
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,11,0,11
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,9,14
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,0,4
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1,6,7
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,3,8
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,9,11
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,15,6,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,12,11,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,11,2,13
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,24,6,30
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,15,2,17
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,50,6,56
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,150,1,151
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1119,33,1152
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,10,5,15
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,20,3,23
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,2,7
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,35,18,53
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,10,2,12
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,0,3,3
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,1,6
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,1,6
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,10,3,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,15,21,36
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,18,1,19
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,17,0,17
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,9,3,12
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,50,5,55
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,29,7,36
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,6,12,18
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,10,1,11
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,34,8,42
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,233,3,236
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,19,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,0,5,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,0,2
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,9,14,23
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,21,3,24
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,6,5,11
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,570,13,583
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,24,7,31
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,13,2,15
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,41,15,56
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,21,3,24
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,43,8,51
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,20,0,20
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,2,4
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,22,26,48
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,2,7
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,6,4,10
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,13,47,60
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,8,10,18
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,12,3,15
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,9,1,10
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,28,2,30
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,10,12,22
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,21,3,24
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,46,2,48
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,1,6
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1,1,2
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,342,5,347
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,6,11
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,24,13,37
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,13,17
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,9,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,9,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,6,4,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,17,13,30
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,3,11,14
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,25,1,26
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,114,9,123
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,12,21,33
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,34,1,35
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,6,8
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,208,30,238
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,7,4,11
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,11,23,34
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,16,47,63
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,202,42,244
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,26,0,26
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,31,11,42
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,1,3
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,219,6,225
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,2,6
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,31,29,60
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,10,13,23
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,13,11,24
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,18,9,27
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,14,3,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,2,3,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,3,7
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,12,2,14
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,59,21,80
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,7,7,14
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,29,6,35
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,35,16,51
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,93,48,141
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,29,1,30
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,8,3,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,38,11,49
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,14,3,17
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,71,5,76
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,4,6,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,32,6,38
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,37,25,62
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,17,3,20
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,10,7,17
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-12-01,5,0,5
