,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,0,10,10
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,14,2,16
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,9,3,12
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,7,3,10
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,60,6,66
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,14,4,18
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,4,6
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,6,9,15
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,24,8,32
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,8,16
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,20,9,29
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,9,3,12
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,1,5
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,36,23,59
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,38,17,55
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,5,8
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,1,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,0,8
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,13,4,17
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,19,16,35
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,10,3,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,3,11
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,14,2,16
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,4,7
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,5,4,9
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,19,11,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,2,3
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,57,4,61
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,23,5,28
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,10,6,16
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,19,9,28
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,60,5,65
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,21,7,28
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,21,24
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,2,5
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,41,24,65
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,2,6
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,38,47,85
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,5,0,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,19,9,28
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,31,7,38
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,0,8
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,34,5,39
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,12,3,15
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,20,9,29
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,17,3,20
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,87,1,88
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,12,25,37
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1114,4,1118
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,1,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,81,6,87
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,19,3,22
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,29,4,33
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,5,0,5
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,30,48,78
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,11,1,12
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,10,14,24
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,0,1
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,28,3,31
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,37,3,40
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,19,7,26
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,23,0,23
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,10,2,12
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,13,3,16
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,4,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,11,22,33
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,90,0,90
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,0,2,2
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,32,6,38
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,4,6
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,27,16,43
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,5,2,7
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,2,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,7,1,8
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1246,114,1360
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,8,12
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,20,2,22
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,12,4,16
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,82,1,83
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,5,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,22,10,32
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,74,3,77
ESCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,6,9
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,1,2
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,5,1,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,22,1,23
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,5,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,25,1,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,13,17
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,10,5,15
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,3,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,76,12,88
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,20,5,25
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,14,5,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,0,1
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,1,4
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,53,1,54
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,0,3
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,6,7
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,1,4
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,0,2
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,4,5
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,6,10
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,9,12,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,16,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,3,11
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,25,1,26
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,11,2,13
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,57,7,64
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,173,2,175
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1152,11,1163
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,5,8
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,16,5,21
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,7,1,8
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,37,37,74
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,1,9
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,3,4
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,3,4
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,1,3
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,7,3,10
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,9,4,13
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,14,2,16
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,25,0,25
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,3,11
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,34,7,41
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,39,3,42
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,14,7,21
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,7,5,12
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,35,4,39
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,243,6,249
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,0,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,8,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,4,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,0,1,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,7,15,22
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,24,3,27
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,5,5,10
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,546,7,553
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,21,5,26
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,10,4,14
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,45,25,70
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,14,5,19
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,29,6,35
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,5,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,17,1,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,2,6
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,34,13,47
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,3,5
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,3,11
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,11,33,44
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,11,12,23
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,9,2,11
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,16,0,16
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,20,1,21
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,11,13,24
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,14,5,19
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,36,0,36
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,2,6
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,2,5
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,381,3,384
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,12,15
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,29,8,37
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,6,10
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,5,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,6,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,3,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,27,6,33
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,13,16
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,24,2,26
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,87,8,95
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,11,18,29
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,38,0,38
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,3,5
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,232,34,266
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,6,3,9
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,12,13,25
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,12,51,63
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,213,38,251
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,26,0,26
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,20,5,25
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,0,2,2
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,236,1,237
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,1,9
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,24,7,31
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,5,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,10,5,15
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,21,3,24
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,13,3,16
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,4,8
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,6,14
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,65,31,96
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,12,1,13
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,27,8,35
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,40,11,51
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,91,35,126
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,18,0,18
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,13,2,15
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,38,8,46
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,11,3,14
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,61,7,68
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,7,11,18
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,24,5,29
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,30,13,43
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,24,4,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,24,5,29
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,5,1,6
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,22,0,22
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,27,25,52
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,5,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,0,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,0,7,7
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,4,2,6
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,6,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,15,4,19
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,31,31,62
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2393,69,2462
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,16,0,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,26,2,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,2,2,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,8,15,23
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,7,7,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,0,4,4
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,7,2,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,3,6,9
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,12,5,17
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,0,2,2
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,37,6,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-12-01,16,12,28
