,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,7,9,18,24,58
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,2,1,1,6
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,2,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,3,2,3,9
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,3,4,5,1,13
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,38,39,52,60,189
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,0,0,0,2
TURCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,3,1,4
UMALA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,0,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,11,12,5,30
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,8,1,2,13
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,6,6,13
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,1,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,3,3,1,9
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,9,5,3,1,18
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,5,10,0,0,15
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,3,3,8
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,1,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,6,14,2,1,23
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,6,5,0,0,11
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,14,12,1,1,28
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,7,7,14
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,3,0,1,1,5
APOLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,23,16,33,25,97
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,6,12,0,1,19
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,2,6,4,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,8,12,81,77,178
AZURDUY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,0,1,4,7
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,3,14,3,4,24
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,5,4,2,4,15
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,15,26,16,10,67
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,9,4,1,1,15
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,1,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,2,3,5
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,3,0,1,3,7
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,1,0,1,3
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,8,6,14,10,38
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,1,1,1,4
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,1,0,0,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,6,2,9
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,4,1,0,1,6
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,1,3,4,9
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,2,0,0,4
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,2,3,1,7
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,0,2,2,6
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,130,136,33,38,337
COIPASA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,2,0,0,4
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,0,1
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,2,0,1,3
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,4,0,1,6
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,1,0,0,2
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,2,2,1,6
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,1,0,0,3
COROICO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,1,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,0,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,20,22,66,62,170
CUEVO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,69,56,28,20,173
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,2,1,4,9
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,3,0,0,0,3
ESCOMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,1,3,4
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,0,0,1,3
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,11,8,4,6,29
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,14,11,14,13,52
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,12,7,4,6,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,4,12,7,2,25
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,6,1,8
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,2,2,5,9
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,1,7,6,16
ICHOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,0,5,3,10
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,1,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,0,2,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,0,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,4,0,3,1,8
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,76,86,18,15,195
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,3,9,8,21
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,4,3,0,8
LLICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,4,4,1,2,11
LORETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,2,0,0,2
MACHARETI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,2,0,0,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,5,3,35,31,74
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,1,2,0,4
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,0,0,0,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,3,5,4,14
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,4,1,1,1,7
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,35,47,13,12,107
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,2,1,4
OCURI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,1,14,23,39
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,59,54,9,11,133
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,32,21,10,6,69
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,4,3,7
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,28,46,79,89,242
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,5,0,0,6
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,3,4,7,1,15
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,1,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,2,0,0,4
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,4,2,6
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,0,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,2,4,6
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,6,6,2,4,18
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,10,8,17,19,54
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,3,0,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,3,4,18,17,42
PUNA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,0,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,2,0,1,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,2,1,0,4
QUIRUSILLAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,0,0,1
RAVELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,1,4,5
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,34,58,10,7,109
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,33,26,26,35,120
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,5,8,6,4,23
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,0,2,2
SACACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,3,1,0,0,4
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,1,0,2
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,3,3,4,7,17
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,11,5,3,4,23
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,4,1,61,77,143
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,20,13,3,4,40
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,16,13,29,24,82
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,4,3,1,1,9
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,1,1,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,31,24,0,0,55
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,9,8,15,12,44
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,92,116,186,173,567
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,1,0,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,8,1,1,2,12
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,4,8,8,11,31
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,7,10,12,16,45
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,2,1,5,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,281,309,386,363,1339
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,13,8,21
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,1,0,1,4
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,0,1,4,7
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,3,1,0,0,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,6,13,13,10,42
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,0,0,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,4,1,6,4,15
SORATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,1,2,1,5
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,19,22,0,0,41
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,6,16,0,1,23
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,11,14,9,3,37
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,23,8,25,26,82
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,2,0,1,3
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,1,2,3
TOCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,0,1,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,6,1,11,11,29
TOMINA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,8,13,22
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,1,2,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,59,56,21,25,161
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,0,26,24,52
TURCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,1,1,0,3
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,0,6,2,10
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,2,0,0,3
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,6,15,1,1,23
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,11,8,1,3,23
VACAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,0,1,1,2
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,2,2,5
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,1,0,0,3
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,2,1,4
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,2,5,8,15
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,0,1,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,6,0,1,1,8
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,1,2,2,6
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,15,20,1,0,36
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,2,1,0,0,3
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,1,0,0,1,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,10,8,7,10,35
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-12-01,5,4,1,0,10
