,group,variable,month,TOTAL TALLA NORMAL < DE 1 AÑO,TOTAL TALLA NORMAL < DE 1 AÑO,TOTAL TALLA NORMAL 1 A MENOR DE 2 AÑOS,TOTAL TALLA NORMAL 1 A MENOR DE 2 AÑOS,TOTAL TALLA NORMAL 2 A MENOR DE 5 AÑOS,TOTAL TALLA NORMAL 2 A MENOR DE 5 AÑOS,TOTALES,TOTALES,TOTALES
EXALTACION,estado nutricional,total talla normal,2014-10-01,13,20,14,20,12,17,39,57,96
FERNANDEZ ALONSO,estado nutricional,total talla normal,2014-10-01,117,130,100,100,153,136,370,366,736
FILADELFIA,estado nutricional,total talla normal,2014-10-01,38,29,40,32,45,27,123,88,211
GENERAL SAAVEDRA,estado nutricional,total talla normal,2014-10-01,30,26,17,18,15,13,62,57,119
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,total talla normal,2014-10-01,24,20,11,17,8,8,43,45,88
GUANAY,estado nutricional,total talla normal,2014-10-01,155,176,99,143,135,155,389,474,863
GUAQUI,estado nutricional,total talla normal,2014-10-01,1,2,1,0,0,0,2,2,4
GUAYARAMERIN,estado nutricional,total talla normal,2014-10-01,491,489,325,365,259,300,1075,1154,2229
GUTIERREZ,estado nutricional,total talla normal,2014-10-01,40,53,25,28,55,43,120,124,244
HUACARETA,estado nutricional,total talla normal,2014-10-01,78,75,69,73,116,103,263,251,514
HUACAYA (VILLA DE HUACAYA),estado nutricional,total talla normal,2014-10-01,27,27,22,35,39,49,88,111,199
HUACHACALLA,estado nutricional,total talla normal,2014-10-01,7,8,7,16,13,15,27,39,66
HUANUNI,estado nutricional,total talla normal,2014-10-01,140,143,114,99,97,96,351,338,689
HUARACAJE,estado nutricional,total talla normal,2014-10-01,30,38,27,33,27,36,84,107,191
HUARINA,estado nutricional,total talla normal,2014-10-01,5,10,7,12,7,7,19,29,48
HUATAJATA,estado nutricional,total talla normal,2014-10-01,2,8,4,5,5,1,11,14,25
HUAYLLAMARCA,estado nutricional,total talla normal,2014-10-01,5,3,0,1,4,0,9,4,13
HUMANATA,estado nutricional,total talla normal,2014-10-01,22,28,17,20,21,18,60,66,126
ICHOCA,estado nutricional,total talla normal,2014-10-01,7,8,8,8,11,3,26,19,45
ICLA,estado nutricional,total talla normal,2014-10-01,13,11,6,2,5,12,24,25,49
INCAHUASI,estado nutricional,total talla normal,2014-10-01,3,3,1,1,4,2,8,6,14
INGAVI (HUMAITA),estado nutricional,total talla normal,2014-10-01,10,7,10,13,14,21,34,41,75
INQUISIVI,estado nutricional,total talla normal,2014-10-01,63,81,69,66,61,58,193,205,398
IRUPANA (VILLA DE LANZA),estado nutricional,total talla normal,2014-10-01,20,17,8,9,11,6,39,32,71
IXIAMAS,estado nutricional,total talla normal,2014-10-01,89,67,68,75,65,64,222,206,428
JESUS DE MACHACA,estado nutricional,total talla normal,2014-10-01,1,5,0,0,1,2,2,7,9
LA ASUNTA,estado nutricional,total talla normal,2014-10-01,117,119,116,94,132,122,365,335,700
LA GUARDIA,estado nutricional,total talla normal,2014-10-01,179,180,147,152,154,128,480,460,940
LA PAZ,estado nutricional,total talla normal,2014-10-01,1565,1486,997,857,1254,1213,3816,3556,7372
LA RIVERA,estado nutricional,total talla normal,2014-10-01,2,1,0,3,5,0,7,4,11
LAJA,estado nutricional,total talla normal,2014-10-01,6,3,4,2,8,1,18,6,24
LLALLAGUA,estado nutricional,total talla normal,2014-10-01,380,377,251,272,250,284,881,933,1814
LORETO,estado nutricional,total talla normal,2014-10-01,8,15,16,19,22,39,46,73,119
LURIBAY,estado nutricional,total talla normal,2014-10-01,12,31,23,30,20,20,55,81,136
MACHACAMARCA,estado nutricional,total talla normal,2014-10-01,30,30,30,39,46,37,106,106,212
MACHARETI,estado nutricional,total talla normal,2014-10-01,1,2,3,1,10,8,14,11,25
MAGDALENA,estado nutricional,total talla normal,2014-10-01,96,100,80,57,48,72,224,229,453
MAIRANA,estado nutricional,total talla normal,2014-10-01,1,1,0,1,0,0,1,2,3
MALLA,estado nutricional,total talla normal,2014-10-01,9,11,12,12,9,13,30,36,66
MAPIRI,estado nutricional,total talla normal,2014-10-01,27,14,17,17,13,2,57,33,90
MECAPACA,estado nutricional,total talla normal,2014-10-01,23,13,5,0,0,0,28,13,41
MINEROS,estado nutricional,total talla normal,2014-10-01,137,152,122,1045,109,112,368,1309,1677
MIZQUE,estado nutricional,total talla normal,2014-10-01,146,158,112,107,90,81,348,346,694
MOCOMOCO,estado nutricional,total talla normal,2014-10-01,37,36,26,24,29,27,92,87,179
MOJINETE,estado nutricional,total talla normal,2014-10-01,3,5,6,1,1,5,10,11,21
MOJOCOYA,estado nutricional,total talla normal,2014-10-01,28,26,20,25,50,55,98,106,204
MONTEAGUDO,estado nutricional,total talla normal,2014-10-01,167,144,138,119,137,153,442,416,858
MONTERO,estado nutricional,total talla normal,2014-10-01,278,288,156,176,121,159,555,623,1178
MOROCHATA,estado nutricional,total talla normal,2014-10-01,49,34,35,41,59,50,143,125,268
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,total talla normal,2014-10-01,11,9,27,31,26,24,64,64,128
OCURI,estado nutricional,total talla normal,2014-10-01,85,96,59,78,49,66,193,240,433
OMEREQUE,estado nutricional,total talla normal,2014-10-01,52,58,47,61,68,54,167,173,340
ORURO,estado nutricional,total talla normal,2014-10-01,1705,1661,1390,1266,978,992,4073,3919,7992
PADCAYA,estado nutricional,total talla normal,2014-10-01,145,130,121,115,138,127,404,372,776
PADILLA,estado nutricional,total talla normal,2014-10-01,68,69,70,86,149,177,287,332,619
PALCA,estado nutricional,total talla normal,2014-10-01,0,2,0,2,5,2,5,6,11
PALOS BLANCOS,estado nutricional,total talla normal,2014-10-01,59,66,43,30,51,57,153,153,306
PAMPA AULLAGAS,estado nutricional,total talla normal,2014-10-01,3,1,1,0,0,0,4,1,5
PAMPA GRANDE,estado nutricional,total talla normal,2014-10-01,10,7,5,3,6,0,21,10,31
PAPEL PAMPA,estado nutricional,total talla normal,2014-10-01,2,2,5,6,4,8,11,16,27
PASORAPA,estado nutricional,total talla normal,2014-10-01,9,7,3,4,27,101,39,112,151
PATACAMAYA,estado nutricional,total talla normal,2014-10-01,174,170,93,104,65,63,332,337,669
PAZÑA,estado nutricional,total talla normal,2014-10-01,17,22,17,16,42,23,76,61,137
PELECHUCO,estado nutricional,total talla normal,2014-10-01,5,9,5,6,8,9,18,24,42
POCOATA,estado nutricional,total talla normal,2014-10-01,189,195,151,146,156,145,496,486,982
POCONA,estado nutricional,total talla normal,2014-10-01,15,21,9,13,8,4,32,38,70
POJO (CBBA),estado nutricional,total talla normal,2014-10-01,98,88,78,65,80,78,256,231,487
POOPO,estado nutricional,total talla normal,2014-10-01,53,42,42,49,38,47,133,138,271
PORCO,estado nutricional,total talla normal,2014-10-01,117,87,58,94,57,67,232,248,480
POROMA,estado nutricional,total talla normal,2014-10-01,54,44,41,49,61,63,156,156,312
PORONGO,estado nutricional,total talla normal,2014-10-01,70,54,48,58,94,92,212,204,416
PORTACHUELO,estado nutricional,total talla normal,2014-10-01,86,117,64,51,55,46,205,214,419
PORVENIR,estado nutricional,total talla normal,2014-10-01,8,8,0,0,1,1,9,9,18
POTOSI,estado nutricional,total talla normal,2014-10-01,590,570,358,481,347,341,1295,1392,2687
PRESTO,estado nutricional,total talla normal,2014-10-01,74,63,47,50,81,83,202,196,398
PUCARANI,estado nutricional,total talla normal,2014-10-01,28,20,20,27,23,21,71,68,139
PUERTO ACOSTA,estado nutricional,total talla normal,2014-10-01,22,17,13,6,17,8,52,31,83
PUERTO CARABUCO,estado nutricional,total talla normal,2014-10-01,96,43,61,80,53,80,210,203,413
PUERTO GONZALO MORENO,estado nutricional,total talla normal,2014-10-01,1,0,0,0,0,0,1,0,1
PUERTO PEREZ,estado nutricional,total talla normal,2014-10-01,21,11,14,11,19,23,54,45,99
PUERTO QUIJARRO,estado nutricional,total talla normal,2014-10-01,184,173,119,141,110,114,413,428,841
PUERTO RICO,estado nutricional,total talla normal,2014-10-01,1,6,1,0,0,0,2,6,8
PUERTO SILES,estado nutricional,total talla normal,2014-10-01,15,11,6,6,6,6,27,23,50
PUERTO VILLARROEL,estado nutricional,total talla normal,2014-10-01,595,581,408,362,356,366,1359,1309,2668
PUNA,estado nutricional,total talla normal,2014-10-01,245,122,104,101,123,100,472,323,795
PUNATA,estado nutricional,total talla normal,2014-10-01,45,42,24,21,18,17,87,80,167
QUIABAYA,estado nutricional,total talla normal,2014-10-01,9,9,5,2,7,5,21,16,37
QUILLACOLLO,estado nutricional,total talla normal,2014-10-01,173,183,217,157,178,177,568,517,1085
QUIME,estado nutricional,total talla normal,2014-10-01,71,60,61,78,59,86,191,224,415
QUIRUSILLAS,estado nutricional,total talla normal,2014-10-01,2,1,2,1,0,0,4,2,6
RAVELO,estado nutricional,total talla normal,2014-10-01,24,17,8,12,11,21,43,50,93
REYES,estado nutricional,total talla normal,2014-10-01,134,146,88,104,128,145,350,395,745
RIBERALTA,estado nutricional,total talla normal,2014-10-01,73,70,48,58,46,61,167,189,356
RURRENABAQUE,estado nutricional,total talla normal,2014-10-01,59,137,32,28,26,41,117,206,323
SABAYA,estado nutricional,total talla normal,2014-10-01,2,1,0,0,0,1,2,2,4
SACABA,estado nutricional,total talla normal,2014-10-01,102,83,37,35,19,26,158,144,302
SACABAMBA,estado nutricional,total talla normal,2014-10-01,35,43,32,28,39,55,106,126,232
SACACA,estado nutricional,total talla normal,2014-10-01,39,36,29,19,22,22,90,77,167
SAIPINA,estado nutricional,total talla normal,2014-10-01,52,47,42,49,59,49,153,145,298
SALINAS DE GARCI MENDOZA,estado nutricional,total talla normal,2014-10-01,19,24,21,17,25,10,65,51,116
SAMAIPATA,estado nutricional,total talla normal,2014-10-01,0,0,1,0,0,0,1,0,1
SAN AGUSTIN,estado nutricional,total talla normal,2014-10-01,2,2,1,2,1,3,4,7,11
SAN ANDRES,estado nutricional,total talla normal,2014-10-01,78,73,61,48,61,85,200,206,406
SAN ANDRES DE MACHACA,estado nutricional,total talla normal,2014-10-01,5,9,11,4,4,1,20,14,34
SAN ANTONIO DE ESMORUCO,estado nutricional,total talla normal,2014-10-01,15,10,13,10,12,14,40,34,74
SAN BENITO,estado nutricional,total talla normal,2014-10-01,56,35,40,37,43,53,139,125,264
SAN BORJA,estado nutricional,total talla normal,2014-10-01,356,364,229,269,206,201,791,834,1625
SAN BUENA VENTURA,estado nutricional,total talla normal,2014-10-01,110,63,59,69,76,62,245,194,439
SAN CARLOS,estado nutricional,total talla normal,2014-10-01,56,67,23,47,36,30,115,144,259
SAN IGNACIO,estado nutricional,total talla normal,2014-10-01,304,279,207,184,292,284,803,747,1550
SAN IGNACIO DE VELASCO,estado nutricional,total talla normal,2014-10-01,127,142,94,125,95,105,316,372,688
SAN JAVIER(BNI),estado nutricional,total talla normal,2014-10-01,8,5,5,4,9,8,22,17,39
SAN JOAQUIN,estado nutricional,total talla normal,2014-10-01,55,35,42,36,23,33,120,104,224
SAN JUAN DE YAPACANI,estado nutricional,total talla normal,2014-10-01,66,71,58,58,44,29,168,158,326
SAN LORENZO(PND),estado nutricional,total talla normal,2014-10-01,19,19,18,17,18,25,55,61,116
SAN LORENZO(TJA),estado nutricional,total talla normal,2014-10-01,182,173,125,127,157,116,464,416,880
SAN LUCAS,estado nutricional,total talla normal,2014-10-01,189,179,172,168,339,376,700,723,1423
SAN MIGUEL DE VELASCO,estado nutricional,total talla normal,2014-10-01,146,137,85,108,110,124,341,369,710
SAN PABLO DE LIPEZ,estado nutricional,total talla normal,2014-10-01,17,20,10,8,9,13,36,41,77
SAN PEDRO,estado nutricional,total talla normal,2014-10-01,7,10,1,2,7,6,15,18,33
SAN PEDRO DE BUENA VISTA,estado nutricional,total talla normal,2014-10-01,236,193,190,188,140,140,566,521,1087
SAN PEDRO DE CURAHUARA,estado nutricional,total talla normal,2014-10-01,21,24,16,8,19,24,56,56,112
SAN PEDRO DE TIQUINA,estado nutricional,total talla normal,2014-10-01,1,1,0,0,0,0,1,1,2
SAN RAFAEL,estado nutricional,total talla normal,2014-10-01,2,1,6,3,13,17,21,21,42
SAN RAMON BENI,estado nutricional,total talla normal,2014-10-01,4,7,1,0,1,1,6,8,14
SANTA ANA,estado nutricional,total talla normal,2014-10-01,46,75,33,20,19,24,98,119,217
SANTA CRUZ DE LA SIERRA,estado nutricional,total talla normal,2014-10-01,3466,1530,1325,1247,1101,885,5892,3662,9554
SANTA ROSA,estado nutricional,total talla normal,2014-10-01,1,0,0,0,0,0,1,0,1
SANTA ROSA DEL SARA,estado nutricional,total talla normal,2014-10-01,126,126,109,103,101,88,336,317,653
SANTIAGO DE HUARI,estado nutricional,total talla normal,2014-10-01,18,11,13,18,5,7,36,36,72
SANTIAGO DE HUATA,estado nutricional,total talla normal,2014-10-01,5,15,5,4,7,5,17,24,41
SANTIAGO DE MACHACA,estado nutricional,total talla normal,2014-10-01,11,18,2,7,11,6,24,31,55
SANTIVAÑES,estado nutricional,total talla normal,2014-10-01,27,11,18,18,16,21,61,50,111
SANTUARIO DE QUILLACAS,estado nutricional,total talla normal,2014-10-01,4,13,13,11,14,19,31,43,74
SAPAHAQUI,estado nutricional,total talla normal,2014-10-01,24,19,11,20,17,18,52,57,109
SHINAOTA,estado nutricional,total talla normal,2014-10-01,22,23,27,21,42,29,91,73,164
SICA SICA (VILLA AROMA),estado nutricional,total talla normal,2014-10-01,184,89,85,83,111,105,380,277,657
SICAYA,estado nutricional,total talla normal,2014-10-01,2,0,0,1,0,1,2,2,4
SIPE SIPE,estado nutricional,total talla normal,2014-10-01,496,392,403,383,284,297,1183,1072,2255
SOPACHUY,estado nutricional,total talla normal,2014-10-01,50,48,33,37,49,69,132,154,286
SORACACHI,estado nutricional,total talla normal,2014-10-01,9,15,10,13,17,12,36,40,76
SORATA,estado nutricional,total talla normal,2014-10-01,34,52,23,31,37,28,94,111,205
SUCRE,estado nutricional,total talla normal,2014-10-01,1757,1755,1409,1366,1231,1145,4397,4266,8663
TACACHI,estado nutricional,total talla normal,2014-10-01,4,8,7,1,5,3,16,12,28
TACACOMA,estado nutricional,total talla normal,2014-10-01,9,3,3,10,10,6,22,19,41
TACOBAMBA,estado nutricional,total talla normal,2014-10-01,56,68,54,48,27,32,137,148,285
TACOPAYA,estado nutricional,total talla normal,2014-10-01,61,56,41,53,47,59,149,168,317
TAHUA,estado nutricional,total talla normal,2014-10-01,6,10,5,10,7,3,18,23,41
TAPACARI,estado nutricional,total talla normal,2014-10-01,161,154,167,156,147,137,475,447,922
TARABUCO,estado nutricional,total talla normal,2014-10-01,22,37,18,22,19,25,59,84,143
TARACO,estado nutricional,total talla normal,2014-10-01,3,1,0,1,0,1,3,3,6
TARATA,estado nutricional,total talla normal,2014-10-01,125,91,82,53,59,55,266,199,465
TARIJA,estado nutricional,total talla normal,2014-10-01,1576,1433,1020,973,707,739,3303,3145,6448
TARVITA,estado nutricional,total talla normal,2014-10-01,4,2,0,0,0,0,4,2,6
TEOPONTE,estado nutricional,total talla normal,2014-10-01,26,42,83,78,92,36,201,156,357
TIAWANACU,estado nutricional,total talla normal,2014-10-01,2,0,5,0,0,0,7,0,7
TINGUIPAYA,estado nutricional,total talla normal,2014-10-01,121,86,72,105,74,83,267,274,541
TIPUANI,estado nutricional,total talla normal,2014-10-01,22,26,17,18,27,11,66,55,121
TIQUIPAYA,estado nutricional,total talla normal,2014-10-01,152,143,130,85,181,132,463,360,823
TIRAQUE (CBBA),estado nutricional,total talla normal,2014-10-01,99,88,85,81,71,53,255,222,477
TITO YUPANQUI (PARQUIPUJIO),estado nutricional,total talla normal,2014-10-01,7,3,5,3,4,6,16,12,28
TOCO,estado nutricional,total talla normal,2014-10-01,51,57,44,40,43,53,138,150,288
TODOS SANTOS,estado nutricional,total talla normal,2014-10-01,0,0,2,0,1,0,3,0,3
TOLATA,estado nutricional,total talla normal,2014-10-01,69,46,35,24,52,40,156,110,266
TOLEDO,estado nutricional,total talla normal,2014-10-01,3,4,3,3,2,1,8,8,16
TOMAVE,estado nutricional,total talla normal,2014-10-01,99,104,66,80,59,64,224,248,472
TOMINA,estado nutricional,total talla normal,2014-10-01,76,73,64,66,119,155,259,294,553
TORO TORO,estado nutricional,total talla normal,2014-10-01,84,66,63,52,77,81,224,199,423
TOTORA(CBBA),estado nutricional,total talla normal,2014-10-01,59,46,34,48,33,17,126,111,237
TOTORA(ORR),estado nutricional,total talla normal,2014-10-01,1,2,2,2,3,4,6,8,14
TRINIDAD,estado nutricional,total talla normal,2014-10-01,502,436,253,252,254,207,1009,895,1904
TUPIZA,estado nutricional,total talla normal,2014-10-01,328,319,266,273,266,307,860,899,1759
TURCO,estado nutricional,total talla normal,2014-10-01,8,14,7,16,15,22,30,52,82
UMALA,estado nutricional,total talla normal,2014-10-01,5,11,7,3,8,21,20,35,55
UNCIA,estado nutricional,total talla normal,2014-10-01,172,165,118,126,112,97,402,388,790
UYUNI,estado nutricional,total talla normal,2014-10-01,177,170,108,121,52,53,337,344,681
VACAS,estado nutricional,total talla normal,2014-10-01,11,21,6,12,7,8,24,41,65
VIACHA,estado nutricional,total talla normal,2014-10-01,22,13,19,11,27,28,68,52,120
VILA VILA,estado nutricional,total talla normal,2014-10-01,9,22,9,3,2,6,20,31,51
VILLA CHARCAS,estado nutricional,total talla normal,2014-10-01,3,1,6,0,5,3,14,4,18
VILLA MONTES,estado nutricional,total talla normal,2014-10-01,143,141,91,96,110,96,344,333,677
VILLA RIVERO,estado nutricional,total talla normal,2014-10-01,43,42,38,44,27,28,108,114,222
VILLA SERRANO,estado nutricional,total talla normal,2014-10-01,74,93,66,72,185,168,325,333,658
VILLA TUNARI,estado nutricional,total talla normal,2014-10-01,491,507,655,535,371,398,1517,1440,2957
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,total talla normal,2014-10-01,0,3,0,0,1,4,1,7,8
VILLAZON,estado nutricional,total talla normal,2014-10-01,34,37,8,8,14,6,56,51,107
VINTO,estado nutricional,total talla normal,2014-10-01,436,372,251,247,217,197,904,816,1720
VITICHI,estado nutricional,total talla normal,2014-10-01,3,3,1,3,3,0,7,6,13
WALDO BALLIVIAN,estado nutricional,total talla normal,2014-10-01,9,7,15,8,15,13,39,28,67
YACO,estado nutricional,total talla normal,2014-10-01,44,52,38,50,42,41,124,143,267
YACUIBA,estado nutricional,total talla normal,2014-10-01,239,241,115,132,179,153,533,526,1059
YAMPARAEZ,estado nutricional,total talla normal,2014-10-01,19,7,18,17,27,18,64,42,106
YANACACHI,estado nutricional,total talla normal,2014-10-01,1,7,0,1,2,0,3,8,11
YOCALLA,estado nutricional,total talla normal,2014-10-01,74,68,90,86,72,68,236,222,458
YOTALA,estado nutricional,total talla normal,2014-10-01,5,1,1,0,2,6,8,7,15
YUNCHARA,estado nutricional,total talla normal,2014-10-01,8,8,5,2,6,6,19,16,35
YUNGUYO DE LITORAL,estado nutricional,total talla normal,2014-10-01,0,1,4,0,1,1,5,2,7
ZUDAÑEZ,estado nutricional,total talla normal,2014-10-01,2,3,1,1,1,3,4,7,11
ACACIO,estado nutricional,total talla normal,2014-11-01,38,40,27,27,40,42,105,109,214
ACHACACHI,estado nutricional,total talla normal,2014-11-01,104,101,79,70,70,78,253,249,502
ACHOCALLA,estado nutricional,total talla normal,2014-11-01,0,0,1,1,0,0,1,1,2
AIQUILE,estado nutricional,total talla normal,2014-11-01,208,194,161,161,208,232,577,587,1164
ALALAY,estado nutricional,total talla normal,2014-11-01,2,2,1,0,0,4,3,6,9
ALCALA,estado nutricional,total talla normal,2014-11-01,5,2,2,3,3,5,10,10,20
ALTO BENI,estado nutricional,total talla normal,2014-11-01,10,17,12,3,12,9,34,29,63
ANCORAIMES,estado nutricional,total talla normal,2014-11-01,12,16,4,8,18,21,34,45,79
ANDAMARCA,estado nutricional,total talla normal,2014-11-01,26,26,17,27,36,59,79,112,191
ANTEQUERA,estado nutricional,total talla normal,2014-11-01,24,18,17,14,11,15,52,47,99
ANZALDO,estado nutricional,total talla normal,2014-11-01,13,7,13,13,14,27,40,47,87
APOLO,estado nutricional,total talla normal,2014-11-01,36,71,40,26,28,47,104,144,248
ARAMPAMPA,estado nutricional,total talla normal,2014-11-01,2,4,3,3,1,0,6,7,13
ARANI,estado nutricional,total talla normal,2014-11-01,37,43,30,32,37,39,104,114,218
ARBIETO,estado nutricional,total talla normal,2014-11-01,29,22,25,19,21,24,75,65,140
ARQUE,estado nutricional,total talla normal,2014-11-01,55,60,61,54,54,45,170,159,329
ASCENCION DE GUARAYOS,estado nutricional,total talla normal,2014-11-01,231,249,134,135,120,137,485,521,1006
