,group,variable,month,TOTAL TALLA BAJA < DE 1 AÑO,TOTAL TALLA BAJA < DE 1 AÑO,TOTAL TALLA BAJA 1 A MENOR DE 2 AÑOS,TOTAL TALLA BAJA 1 A MENOR DE 2 AÑOS,TOTAL TALLA BAJA 2 A MENOR DE 5 AÑOS,TOTAL TALLA BAJA 2 A MENOR DE 5 AÑOS,TOTALES,TOTALES,TOTALES
OCURI,estado nutricional,total talla baja,2014-10-01,21,18,38,33,93,48,152,99,251
OMEREQUE,estado nutricional,total talla baja,2014-10-01,1,2,6,8,4,3,11,13,24
ORURO,estado nutricional,total talla baja,2014-10-01,169,99,308,168,107,131,584,398,982
PADCAYA,estado nutricional,total talla baja,2014-10-01,9,1,12,3,6,4,27,8,35
PADILLA,estado nutricional,total talla baja,2014-10-01,9,5,13,12,24,26,46,43,89
PALCA,estado nutricional,total talla baja,2014-10-01,0,1,0,0,0,0,0,1,1
PALOS BLANCOS,estado nutricional,total talla baja,2014-10-01,7,3,7,7,24,25,38,35,73
PAMPA AULLAGAS,estado nutricional,total talla baja,2014-10-01,0,0,2,0,0,0,2,0,2
PAMPA GRANDE,estado nutricional,total talla baja,2014-10-01,3,1,3,3,1,0,7,4,11
PAPEL PAMPA,estado nutricional,total talla baja,2014-10-01,0,0,2,1,1,0,3,1,4
PASORAPA,estado nutricional,total talla baja,2014-10-01,1,0,1,1,3,1,5,2,7
PATACAMAYA,estado nutricional,total talla baja,2014-10-01,27,8,26,12,13,11,66,31,97
PAZÑA,estado nutricional,total talla baja,2014-10-01,2,2,5,5,6,12,13,19,32
PELECHUCO,estado nutricional,total talla baja,2014-10-01,2,1,1,0,1,1,4,2,6
POCOATA,estado nutricional,total talla baja,2014-10-01,19,13,53,43,78,58,150,114,264
POCONA,estado nutricional,total talla baja,2014-10-01,0,0,4,3,3,0,7,3,10
POJO (CBBA),estado nutricional,total talla baja,2014-10-01,11,3,8,5,14,15,33,23,56
POOPO,estado nutricional,total talla baja,2014-10-01,8,3,10,3,9,13,27,19,46
PORCO,estado nutricional,total talla baja,2014-10-01,21,10,31,24,19,9,71,43,114
POROMA,estado nutricional,total talla baja,2014-10-01,5,3,9,10,9,17,23,30,53
PORTACHUELO,estado nutricional,total talla baja,2014-10-01,3,3,3,2,4,5,10,10,20
PORVENIR,estado nutricional,total talla baja,2014-10-01,2,3,0,0,0,0,2,3,5
POTOSI,estado nutricional,total talla baja,2014-10-01,100,54,111,114,67,61,278,229,507
PRESTO,estado nutricional,total talla baja,2014-10-01,13,6,26,24,69,74,108,104,212
PUCARANI,estado nutricional,total talla baja,2014-10-01,2,7,1,2,3,2,6,11,17
PUERTO ACOSTA,estado nutricional,total talla baja,2014-10-01,0,0,2,0,2,0,4,0,4
PUERTO CARABUCO,estado nutricional,total talla baja,2014-10-01,15,2,10,9,21,9,46,20,66
PUERTO GONZALO MORENO,estado nutricional,total talla baja,2014-10-01,0,0,0,0,1,0,1,0,1
PUERTO PEREZ,estado nutricional,total talla baja,2014-10-01,4,0,1,0,2,1,7,1,8
PUERTO SILES,estado nutricional,total talla baja,2014-10-01,0,0,0,2,0,0,0,2,2
PUERTO VILLARROEL,estado nutricional,total talla baja,2014-10-01,8,9,27,18,17,23,52,50,102
PUNA,estado nutricional,total talla baja,2014-10-01,13,1,29,19,34,55,76,75,151
PUNATA,estado nutricional,total talla baja,2014-10-01,9,1,5,0,4,6,18,7,25
QUIABAYA,estado nutricional,total talla baja,2014-10-01,2,2,1,1,4,3,7,6,13
QUILLACOLLO,estado nutricional,total talla baja,2014-10-01,2,6,10,5,12,18,24,29,53
QUIME,estado nutricional,total talla baja,2014-10-01,2,3,15,6,11,9,28,18,46
QUIRUSILLAS,estado nutricional,total talla baja,2014-10-01,0,0,1,1,1,0,2,1,3
RAVELO,estado nutricional,total talla baja,2014-10-01,4,4,6,6,10,16,20,26,46
REYES,estado nutricional,total talla baja,2014-10-01,4,1,9,3,2,3,15,7,22
RIBERALTA,estado nutricional,total talla baja,2014-10-01,36,22,63,57,67,55,166,134,300
RURRENABAQUE,estado nutricional,total talla baja,2014-10-01,8,2,2,1,4,5,14,8,22
SACABA,estado nutricional,total talla baja,2014-10-01,14,18,35,29,21,15,70,62,132
SACABAMBA,estado nutricional,total talla baja,2014-10-01,1,3,12,6,14,6,27,15,42
SACACA,estado nutricional,total talla baja,2014-10-01,11,13,22,13,19,11,52,37,89
SAIPINA,estado nutricional,total talla baja,2014-10-01,1,0,0,1,2,8,3,9,12
SALINAS DE GARCI MENDOZA,estado nutricional,total talla baja,2014-10-01,4,2,7,1,5,9,16,12,28
SAMAIPATA,estado nutricional,total talla baja,2014-10-01,1,0,2,1,2,1,5,2,7
SAN AGUSTIN,estado nutricional,total talla baja,2014-10-01,0,1,0,1,0,0,0,2,2
SAN ANDRES,estado nutricional,total talla baja,2014-10-01,3,0,1,2,2,4,6,6,12
SAN ANTONIO DE ESMORUCO,estado nutricional,total talla baja,2014-10-01,1,1,5,0,6,5,12,6,18
SAN BENITO,estado nutricional,total talla baja,2014-10-01,4,2,4,5,6,3,14,10,24
SAN BORJA,estado nutricional,total talla baja,2014-10-01,21,9,34,28,36,29,91,66,157
SAN BUENA VENTURA,estado nutricional,total talla baja,2014-10-01,0,5,4,2,6,9,10,16,26
SAN CARLOS,estado nutricional,total talla baja,2014-10-01,0,0,0,0,3,0,3,0,3
SAN IGNACIO,estado nutricional,total talla baja,2014-10-01,29,11,30,33,46,98,105,142,247
SAN IGNACIO DE VELASCO,estado nutricional,total talla baja,2014-10-01,8,8,7,6,12,9,27,23,50
SAN JAVIER(BNI),estado nutricional,total talla baja,2014-10-01,0,0,0,1,0,0,0,1,1
SAN JOAQUIN,estado nutricional,total talla baja,2014-10-01,1,1,5,4,1,5,7,10,17
SAN JUAN DE YAPACANI,estado nutricional,total talla baja,2014-10-01,1,0,4,6,3,1,8,7,15
SAN LORENZO(PND),estado nutricional,total talla baja,2014-10-01,0,1,1,4,3,6,4,11,15
SAN LORENZO(TJA),estado nutricional,total talla baja,2014-10-01,8,4,7,9,6,6,21,19,40
SAN LUCAS,estado nutricional,total talla baja,2014-10-01,35,27,76,63,198,180,309,270,579
SAN MIGUEL DE VELASCO,estado nutricional,total talla baja,2014-10-01,13,11,28,7,13,13,54,31,85
SAN PABLO DE LIPEZ,estado nutricional,total talla baja,2014-10-01,0,0,1,0,1,0,2,0,2
SAN PEDRO,estado nutricional,total talla baja,2014-10-01,1,2,3,0,1,1,5,3,8
SAN PEDRO DE BUENA VISTA,estado nutricional,total talla baja,2014-10-01,31,29,49,53,67,68,147,150,297
SAN PEDRO DE CURAHUARA,estado nutricional,total talla baja,2014-10-01,3,1,6,2,4,2,13,5,18
SAN PEDRO DE TIQUINA,estado nutricional,total talla baja,2014-10-01,1,0,2,1,1,0,4,1,5
SAN RAMON BENI,estado nutricional,total talla baja,2014-10-01,0,0,0,1,0,0,0,1,1
SANTA ANA,estado nutricional,total talla baja,2014-10-01,2,2,2,1,3,4,7,7,14
SANTA CRUZ DE LA SIERRA,estado nutricional,total talla baja,2014-10-01,1,2,12,1,12,1,25,4,29
SANTA ROSA,estado nutricional,total talla baja,2014-10-01,1,1,0,1,0,0,1,2,3
SANTA ROSA DEL SARA,estado nutricional,total talla baja,2014-10-01,2,0,4,5,1,3,7,8,15
SANTIAGO DE HUARI,estado nutricional,total talla baja,2014-10-01,1,1,1,0,0,0,2,1,3
SANTIAGO DE HUATA,estado nutricional,total talla baja,2014-10-01,3,1,1,0,1,2,5,3,8
SANTIAGO DE MACHACA,estado nutricional,total talla baja,2014-10-01,0,2,0,0,2,6,2,8,10
SANTIVAÑES,estado nutricional,total talla baja,2014-10-01,2,1,6,6,2,0,10,7,17
SANTUARIO DE QUILLACAS,estado nutricional,total talla baja,2014-10-01,4,1,4,1,3,2,11,4,15
SAPAHAQUI,estado nutricional,total talla baja,2014-10-01,4,2,3,4,3,6,10,12,22
SENA,estado nutricional,total talla baja,2014-10-01,0,0,1,1,0,0,1,1,2
SHINAOTA,estado nutricional,total talla baja,2014-10-01,0,1,4,3,1,1,5,5,10
SICA SICA (VILLA AROMA),estado nutricional,total talla baja,2014-10-01,13,11,18,28,18,22,49,61,110
SICAYA,estado nutricional,total talla baja,2014-10-01,0,0,0,0,1,2,1,2,3
SIPE SIPE,estado nutricional,total talla baja,2014-10-01,25,21,44,38,17,18,86,77,163
SOPACHUY,estado nutricional,total talla baja,2014-10-01,3,0,8,5,30,23,41,28,69
SORACACHI,estado nutricional,total talla baja,2014-10-01,3,0,5,3,2,3,10,6,16
SORATA,estado nutricional,total talla baja,2014-10-01,7,5,4,2,7,9,18,16,34
SUCRE,estado nutricional,total talla baja,2014-10-01,29,12,74,49,47,47,150,108,258
TACACHI,estado nutricional,total talla baja,2014-10-01,2,0,1,0,0,1,3,1,4
TACACOMA,estado nutricional,total talla baja,2014-10-01,1,0,1,0,3,2,5,2,7
TACOBAMBA,estado nutricional,total talla baja,2014-10-01,2,6,19,11,7,7,28,24,52
TACOPAYA,estado nutricional,total talla baja,2014-10-01,11,8,19,23,18,24,48,55,103
TAHUA,estado nutricional,total talla baja,2014-10-01,0,0,0,1,0,1,0,2,2
TAPACARI,estado nutricional,total talla baja,2014-10-01,40,28,92,56,65,51,197,135,332
TARABUCO,estado nutricional,total talla baja,2014-10-01,3,2,7,7,22,18,32,27,59
TARACO,estado nutricional,total talla baja,2014-10-01,0,0,2,0,1,1,3,1,4
TARATA,estado nutricional,total talla baja,2014-10-01,5,8,14,8,11,10,30,26,56
TARIJA,estado nutricional,total talla baja,2014-10-01,52,7,31,26,26,34,109,67,176
TARVITA,estado nutricional,total talla baja,2014-10-01,1,2,7,1,5,2,13,5,18
TEOPONTE,estado nutricional,total talla baja,2014-10-01,0,1,2,2,3,2,5,5,10
TIAWANACU,estado nutricional,total talla baja,2014-10-01,1,2,1,0,0,0,2,2,4
TINGUIPAYA,estado nutricional,total talla baja,2014-10-01,24,13,42,40,40,38,106,91,197
TIPUANI,estado nutricional,total talla baja,2014-10-01,0,0,3,2,4,3,7,5,12
TIQUIPAYA,estado nutricional,total talla baja,2014-10-01,28,20,24,33,24,35,76,88,164
TIRAQUE (CBBA),estado nutricional,total talla baja,2014-10-01,8,14,22,13,14,13,44,40,84
TITO YUPANQUI (PARQUIPUJIO),estado nutricional,total talla baja,2014-10-01,3,1,1,1,0,3,4,5,9
TOCO,estado nutricional,total talla baja,2014-10-01,6,3,9,4,7,9,22,16,38
TODOS SANTOS,estado nutricional,total talla baja,2014-10-01,1,0,0,0,0,0,1,0,1
TOLATA,estado nutricional,total talla baja,2014-10-01,1,2,6,5,4,12,11,19,30
TOMAVE,estado nutricional,total talla baja,2014-10-01,7,9,17,9,14,14,38,32,70
TOMINA,estado nutricional,total talla baja,2014-10-01,5,2,11,13,72,60,88,75,163
TORO TORO,estado nutricional,total talla baja,2014-10-01,7,9,19,12,45,42,71,63,134
TOTORA(CBBA),estado nutricional,total talla baja,2014-10-01,4,4,15,17,12,6,31,27,58
TOTORA(ORR),estado nutricional,total talla baja,2014-10-01,1,0,0,0,0,0,1,0,1
TRINIDAD,estado nutricional,total talla baja,2014-10-01,9,1,6,2,6,2,21,5,26
TUPIZA,estado nutricional,total talla baja,2014-10-01,24,7,33,12,21,13,78,32,110
TURCO,estado nutricional,total talla baja,2014-10-01,1,1,0,0,1,4,2,5,7
UMALA,estado nutricional,total talla baja,2014-10-01,1,2,3,3,1,7,5,12,17
UNCIA,estado nutricional,total talla baja,2014-10-01,29,16,48,23,36,31,113,70,183
UYUNI,estado nutricional,total talla baja,2014-10-01,7,2,15,6,5,178,27,186,213
VACAS,estado nutricional,total talla baja,2014-10-01,3,4,1,2,3,3,7,9,16
VIACHA,estado nutricional,total talla baja,2014-10-01,0,0,0,0,4,0,4,0,4
VILA VILA,estado nutricional,total talla baja,2014-10-01,2,4,1,1,2,8,5,13,18
VILLA CHARCAS,estado nutricional,total talla baja,2014-10-01,1,0,1,1,5,3,7,4,11
VILLA MONTES,estado nutricional,total talla baja,2014-10-01,7,5,7,3,1,5,15,13,28
VILLA RIVERO,estado nutricional,total talla baja,2014-10-01,1,0,1,1,1,3,3,4,7
VILLA SERRANO,estado nutricional,total talla baja,2014-10-01,2,1,12,11,50,58,64,70,134
VILLA TUNARI,estado nutricional,total talla baja,2014-10-01,4,10,23,16,23,25,50,51,101
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,total talla baja,2014-10-01,0,2,1,0,2,0,3,2,5
VILLAZON,estado nutricional,total talla baja,2014-10-01,3,8,6,10,10,4,19,22,41
VINTO,estado nutricional,total talla baja,2014-10-01,10,5,36,20,28,24,74,49,123
VITICHI,estado nutricional,total talla baja,2014-10-01,0,1,0,1,1,0,1,2,3
WALDO BALLIVIAN,estado nutricional,total talla baja,2014-10-01,6,1,6,3,7,6,19,10,29
YACO,estado nutricional,total talla baja,2014-10-01,8,1,8,4,15,9,31,14,45
YACUIBA,estado nutricional,total talla baja,2014-10-01,6,6,9,7,9,11,24,24,48
YAMPARAEZ,estado nutricional,total talla baja,2014-10-01,1,1,3,3,14,15,18,19,37
YANACACHI,estado nutricional,total talla baja,2014-10-01,0,0,0,1,1,0,1,1,2
YOCALLA,estado nutricional,total talla baja,2014-10-01,4,7,9,8,13,7,26,22,48
YOTALA,estado nutricional,total talla baja,2014-10-01,1,1,0,1,5,0,6,2,8
YUNCHARA,estado nutricional,total talla baja,2014-10-01,0,4,3,1,1,5,4,10,14
ZUDAÑEZ,estado nutricional,total talla baja,2014-10-01,1,0,4,1,4,5,9,6,15
ACACIO,estado nutricional,total talla baja,2014-11-01,2,6,14,12,29,34,45,52,97
ACHACACHI,estado nutricional,total talla baja,2014-11-01,9,9,9,11,7,13,25,33,58
ACHOCALLA,estado nutricional,total talla baja,2014-11-01,0,1,0,0,0,0,0,1,1
AIQUILE,estado nutricional,total talla baja,2014-11-01,17,15,24,29,23,26,64,70,134
ALALAY,estado nutricional,total talla baja,2014-11-01,1,0,0,0,1,1,2,1,3
ALCALA,estado nutricional,total talla baja,2014-11-01,0,0,1,1,1,1,2,2,4
ALTO BENI,estado nutricional,total talla baja,2014-11-01,0,0,0,0,2,3,2,3,5
ANCORAIMES,estado nutricional,total talla baja,2014-11-01,5,7,3,5,5,8,13,20,33
ANDAMARCA,estado nutricional,total talla baja,2014-11-01,9,4,11,8,18,19,38,31,69
ANTEQUERA,estado nutricional,total talla baja,2014-11-01,0,0,6,4,2,2,8,6,14
ANZALDO,estado nutricional,total talla baja,2014-11-01,4,1,2,4,7,4,13,9,22
APOLO,estado nutricional,total talla baja,2014-11-01,1,5,5,3,14,13,20,21,41
ARAMPAMPA,estado nutricional,total talla baja,2014-11-01,0,0,1,1,0,0,1,1,2
ARANI,estado nutricional,total talla baja,2014-11-01,3,1,8,4,8,5,19,10,29
ARBIETO,estado nutricional,total talla baja,2014-11-01,2,2,1,1,0,0,3,3,6
ARQUE,estado nutricional,total talla baja,2014-11-01,7,6,14,16,20,22,41,44,85
ASCENCION DE GUARAYOS,estado nutricional,total talla baja,2014-11-01,8,3,16,6,10,15,34,24,58
ATOCHA,estado nutricional,total talla baja,2014-11-01,8,9,13,9,12,18,33,36,69
AUCAPATA,estado nutricional,total talla baja,2014-11-01,0,0,0,2,1,0,1,2,3
AYATA,estado nutricional,total talla baja,2014-11-01,3,3,4,4,3,3,10,10,20
AYO AYO,estado nutricional,total talla baja,2014-11-01,7,7,19,13,10,4,36,24,60
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,total talla baja,2014-11-01,36,18,63,49,50,44,149,111,260
AZURDUY,estado nutricional,total talla baja,2014-11-01,14,6,24,12,63,73,101,91,192
BATALLAS,estado nutricional,total talla baja,2014-11-01,4,3,8,7,8,2,20,12,32
BAURES,estado nutricional,total talla baja,2014-11-01,0,1,8,3,5,8,13,12,25
BELEN DE ANDAMARCA,estado nutricional,total talla baja,2014-11-01,0,0,1,2,0,0,1,2,3
BELEN DE URMIRI,estado nutricional,total talla baja,2014-11-01,1,0,6,2,1,2,8,4,12
BELLA FLOR,estado nutricional,total talla baja,2014-11-01,1,1,4,0,1,2,6,3,9
BERMEJO,estado nutricional,total talla baja,2014-11-01,1,2,1,2,1,1,3,5,8
BETANZOS,estado nutricional,total talla baja,2014-11-01,9,4,7,6,5,8,21,18,39
BOLIVAR,estado nutricional,total talla baja,2014-11-01,21,14,30,21,21,29,72,64,136
BOLPEBRA,estado nutricional,total talla baja,2014-11-01,2,1,3,2,0,1,5,4,9
BOYUIBE,estado nutricional,total talla baja,2014-11-01,0,0,0,2,1,1,1,3,4
CABEZAS,estado nutricional,total talla baja,2014-11-01,0,0,0,0,0,1,0,1,1
CAIROMA,estado nutricional,total talla baja,2014-11-01,0,0,1,2,0,0,1,2,3
"CAIZA ""D""",estado nutricional,total talla baja,2014-11-01,5,0,13,5,7,19,25,24,49
CAJUATA,estado nutricional,total talla baja,2014-11-01,3,2,1,2,7,3,11,7,18
CALACOTO,estado nutricional,total talla baja,2014-11-01,1,0,0,1,0,1,1,2,3
CALAMARCA,estado nutricional,total talla baja,2014-11-01,17,4,17,15,21,34,55,53,108
CAMARGO,estado nutricional,total talla baja,2014-11-01,2,2,2,2,5,1,9,5,14
CAMATAQUI (C. VILLA ABECIA),estado nutricional,total talla baja,2014-11-01,0,0,4,2,10,7,14,9,23
CAMIRI,estado nutricional,total talla baja,2014-11-01,0,0,3,0,2,6,5,6,11
CAPINOTA,estado nutricional,total talla baja,2014-11-01,5,7,9,8,9,7,23,22,45
CAQUIAVIRI,estado nutricional,total talla baja,2014-11-01,3,2,2,3,4,2,9,7,16
CARACOLLO,estado nutricional,total talla baja,2014-11-01,2,1,5,0,2,0,9,1,10
CARANAVI,estado nutricional,total talla baja,2014-11-01,12,5,20,11,28,22,60,38,98
CARANGAS,estado nutricional,total talla baja,2014-11-01,0,0,1,0,0,0,1,0,1
CARAPARI,estado nutricional,total talla baja,2014-11-01,1,2,0,0,4,1,5,3,8
CARIPUYO,estado nutricional,total talla baja,2014-11-01,10,4,28,19,35,42,73,65,138
CARMEN RIVERO TORREZ,estado nutricional,total talla baja,2014-11-01,1,1,0,0,1,1,2,2,4
CATACORA,estado nutricional,total talla baja,2014-11-01,1,0,0,2,4,3,5,5,10
CHACARILLA,estado nutricional,total talla baja,2014-11-01,1,0,0,0,0,0,1,0,1
CHALLAPATA,estado nutricional,total talla baja,2014-11-01,45,27,55,39,58,66,158,132,290
CHAQUI,estado nutricional,total talla baja,2014-11-01,3,4,9,10,10,9,22,23,45
CHARAGUA,estado nutricional,total talla baja,2014-11-01,3,4,2,0,2,2,7,6,13
CHARAÑA,estado nutricional,total talla baja,2014-11-01,2,2,1,1,0,3,3,6,9
CHAYANTA,estado nutricional,total talla baja,2014-11-01,2,3,6,1,2,6,10,10,20
CHIMORE,estado nutricional,total talla baja,2014-11-01,4,1,11,9,13,13,28,23,51
CHIPAYA,estado nutricional,total talla baja,2014-11-01,0,0,0,0,1,1,1,1,2
CHUA COCANI,estado nutricional,total talla baja,2014-11-01,0,0,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,total talla baja,2014-11-01,0,0,2,3,1,4,3,7,10
CHUMA,estado nutricional,total talla baja,2014-11-01,2,1,2,2,7,4,11,7,18
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,total talla baja,2014-11-01,6,6,18,13,7,8,31,27,58
CKOCHAS,estado nutricional,total talla baja,2014-11-01,4,9,15,20,30,35,49,64,113
CLIZA,estado nutricional,total talla baja,2014-11-01,7,3,2,7,1,0,10,10,20
COBIJA,estado nutricional,total talla baja,2014-11-01,17,13,25,13,15,18,57,44,101
COCAPATA,estado nutricional,total talla baja,2014-11-01,42,23,69,54,97,103,208,180,388
COCHABAMBA,estado nutricional,total talla baja,2014-11-01,98,91,154,140,113,90,365,321,686
COLCAPIRHUA,estado nutricional,total talla baja,2014-11-01,10,2,16,8,9,14,35,24,59
"COLCHA ""K""",estado nutricional,total talla baja,2014-11-01,1,1,0,3,1,2,2,6,8
COLLANA,estado nutricional,total talla baja,2014-11-01,0,2,1,3,2,0,3,5,8
COLOMI,estado nutricional,total talla baja,2014-11-01,1,2,6,5,5,9,12,16,28
COLQUECHACA,estado nutricional,total talla baja,2014-11-01,9,5,16,10,2,5,27,20,47
COLQUENCHA,estado nutricional,total talla baja,2014-11-01,5,2,14,8,5,3,24,13,37
COLQUIRI,estado nutricional,total talla baja,2014-11-01,16,7,7,8,9,2,32,17,49
COMANCHE,estado nutricional,total talla baja,2014-11-01,1,1,1,1,1,3,3,5,8
COMARAPA,estado nutricional,total talla baja,2014-11-01,0,0,2,6,4,1,6,7,13
COPACABANA,estado nutricional,total talla baja,2014-11-01,1,3,4,2,3,3,8,8,16
CORIPATA,estado nutricional,total talla baja,2014-11-01,0,1,0,0,0,0,0,1,1
CORO CORO,estado nutricional,total talla baja,2014-11-01,5,8,14,13,21,18,40,39,79
COROICO,estado nutricional,total talla baja,2014-11-01,1,0,1,2,10,10,12,12,24
CORQUE,estado nutricional,total talla baja,2014-11-01,1,0,0,0,1,0,2,0,2
COTAGAITA,estado nutricional,total talla baja,2014-11-01,7,1,6,4,7,8,20,13,33
COTOCA,estado nutricional,total talla baja,2014-11-01,4,2,2,0,1,1,7,3,10
CUCHUMUELA (V. G. VILLARROEL),estado nutricional,total talla baja,2014-11-01,0,0,0,0,1,2,1,2,3
CUEVO,estado nutricional,total talla baja,2014-11-01,3,1,0,2,5,5,8,8,16
CULPINA,estado nutricional,total talla baja,2014-11-01,5,3,10,5,3,12,18,20,38
CURAHUARA DE CARANGAS,estado nutricional,total talla baja,2014-11-01,1,0,7,3,1,5,9,8,17
CURVA,estado nutricional,total talla baja,2014-11-01,3,0,2,0,0,4,5,4,9
DESAGUADERO,estado nutricional,total talla baja,2014-11-01,1,3,3,2,3,1,7,6,13
EL ALTO,estado nutricional,total talla baja,2014-11-01,210,119,279,175,198,230,687,524,1211
EL CHORO,estado nutricional,total talla baja,2014-11-01,0,0,1,0,0,0,1,0,1
EL PUENTE(STC),estado nutricional,total talla baja,2014-11-01,0,0,2,1,4,7,6,8,14
EL PUENTE(TJA),estado nutricional,total talla baja,2014-11-01,3,2,6,7,7,12,16,21,37
EL TORNO,estado nutricional,total talla baja,2014-11-01,8,9,8,4,10,9,26,22,48
EL VILLAR,estado nutricional,total talla baja,2014-11-01,1,1,1,2,12,10,14,13,27
ENTRE RIOS TRJ,estado nutricional,total talla baja,2014-11-01,1,1,3,0,3,4,7,5,12
ENTRE RIOS CBBA,estado nutricional,total talla baja,2014-11-01,6,2,5,6,14,17,25,25,50
ESCARA,estado nutricional,total talla baja,2014-11-01,0,0,0,1,0,0,0,1,1
ESCOMA,estado nutricional,total talla baja,2014-11-01,0,0,1,1,0,0,1,1,2
ESMERALDA,estado nutricional,total talla baja,2014-11-01,0,0,2,0,0,0,2,0,2
EUCALIPTUS,estado nutricional,total talla baja,2014-11-01,1,1,1,0,0,0,2,1,3
EUREKA (SANTOS MERCADO),estado nutricional,total talla baja,2014-11-01,2,0,2,0,2,2,6,2,8
EXALTACION,estado nutricional,total talla baja,2014-11-01,2,0,1,0,0,0,3,0,3
FERNANDEZ ALONSO,estado nutricional,total talla baja,2014-11-01,6,2,1,3,2,2,9,7,16
FILADELFIA,estado nutricional,total talla baja,2014-11-01,0,0,1,3,0,1,1,4,5
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,total talla baja,2014-11-01,10,1,9,5,18,11,37,17,54
GUANAY,estado nutricional,total talla baja,2014-11-01,3,2,7,6,14,12,24,20,44
GUAYARAMERIN,estado nutricional,total talla baja,2014-11-01,31,19,36,22,17,11,84,52,136
GUTIERREZ,estado nutricional,total talla baja,2014-11-01,2,7,11,4,13,9,26,20,46
HUACARETA,estado nutricional,total talla baja,2014-11-01,1,2,4,4,2,4,7,10,17
HUACAYA (VILLA DE HUACAYA),estado nutricional,total talla baja,2014-11-01,1,3,5,1,8,4,14,8,22
HUACHACALLA,estado nutricional,total talla baja,2014-11-01,0,0,1,0,2,0,3,0,3
HUANUNI,estado nutricional,total talla baja,2014-11-01,30,25,41,20,27,20,98,65,163
HUARACAJE,estado nutricional,total talla baja,2014-11-01,0,1,1,0,0,0,1,1,2
HUARINA,estado nutricional,total talla baja,2014-11-01,2,1,0,2,4,3,6,6,12
HUATAJATA,estado nutricional,total talla baja,2014-11-01,1,1,0,0,0,0,1,1,2
HUAYLLAMARCA,estado nutricional,total talla baja,2014-11-01,1,0,7,2,3,4,11,6,17
HUMANATA,estado nutricional,total talla baja,2014-11-01,0,0,1,2,0,0,1,2,3
ICHOCA,estado nutricional,total talla baja,2014-11-01,2,2,9,6,9,6,20,14,34
ICLA,estado nutricional,total talla baja,2014-11-01,3,8,6,2,20,11,29,21,50
INCAHUASI,estado nutricional,total talla baja,2014-11-01,1,0,2,2,4,3,7,5,12
INQUISIVI,estado nutricional,total talla baja,2014-11-01,1,1,11,7,3,6,15,14,29
IRUPANA (VILLA DE LANZA),estado nutricional,total talla baja,2014-11-01,0,1,2,0,2,0,4,1,5
IXIAMAS,estado nutricional,total talla baja,2014-11-01,2,0,4,7,9,14,15,21,36
LA ASUNTA,estado nutricional,total talla baja,2014-11-01,1,1,7,6,8,8,16,15,31
LA GUARDIA,estado nutricional,total talla baja,2014-11-01,4,5,6,2,3,7,13,14,27
LA PAZ,estado nutricional,total talla baja,2014-11-01,130,129,140,100,97,89,367,318,685
